,species,mean_temp,se_temp,within_sp_var_temp,mean_prec,se_prec,within_sp_var_prec,mean_pet,se_pet,within_sp_var_pet,mean_aridity,se_aridity,within_sp_var_aridity,Fruit_type
173,Cotoneaster_apiculatus,5.644939,0.003826,9.00E-06,6.7687,0.086543,0.008791,6.93914,0.05761,0.001921,9.045631,0.102254,0.009336,Fleshy
174,Cotoneaster_atropurpureus,5.644377,0.001942,1.40E-05,6.7048,0.143415,0.014201,6.780117,0.054957,0.003103,9.119105,0.122748,0.015081,Fleshy
175,Cotoneaster_bullatus,5.638207,0.000573,4.00E-06,6.753421,0.055085,0.003928,6.60123,0.010063,0.000938,9.305133,0.056191,0.004559,Fleshy
176,Cotoneaster_buxifolius,5.654893,0.003117,6.00E-06,6.555424,0.077625,0.005955,7.076891,0.026677,0.001301,8.985707,0.053207,0.006324,Fleshy
177,Cotoneaster_cambricus,5.644028,0.003008,9.10E-05,7.129298,0,0.092305,6.51694,0.066469,0.020167,9.842911,0.164757,0.098026,Fleshy
178,Cotoneaster_dammeri,5.651143,0.001668,4.00E-06,6.755291,0.04888,0.003692,6.904985,0.031573,0.000807,9.131348,0.05972,0.003921,Fleshy
179,Cotoneaster_dielsianus,5.637314,0.000562,4.00E-06,6.808411,0.065978,0.003692,6.615485,0.00805,0.000877,9.401347,0.077074,0.004262,Fleshy
180,Cotoneaster_divaricatus,5.637599,0.000508,3.00E-06,6.701783,0.053035,0.00284,6.609517,0.008292,0.000708,9.275445,0.057369,0.00344,Fleshy
181,Cotoneaster_foveolatus,5.651672,0.002258,4.00E-06,6.502644,0.06667,0.004102,7.011525,0.028755,0.000896,8.995675,0.049576,0.004357,Fleshy
182,Cotoneaster_glaucophyllus,5.659066,0.001297,4.00E-06,6.794193,0.056417,0.004013,7.218089,0.024976,0.000896,8.842242,0.067761,0.004357,Fleshy
183,Cotoneaster_glomerulatus,5.648618,0.005152,2.60E-05,6.519305,0.183427,0.026373,7.083963,0.05154,0.005762,8.905863,0.114427,0.028007,Fleshy
184,Cotoneaster_hebephyllus,5.634822,0.00263,6.00E-06,6.173367,0.08629,0.006366,7.012716,0.032104,0.001391,8.75784,0.047606,0.00676,Fleshy
185,Cotoneaster_melanocarpus,5.616228,0.001781,1.20E-05,6.135881,0.075087,0.012307,6.842268,0.020132,0.002689,8.582074,0.064329,0.01307,Fleshy
186,Cotoneaster_mongolicus,5.609239,0.001504,2.00E-05,5.604697,0.094092,0.020512,6.930537,0.036281,0.004482,7.896206,0.068252,0.021784,Fleshy
188,Cotoneaster_moupinensis,5.650057,0.002117,4.00E-06,6.658892,0.05529,0.003846,6.896014,0.028524,0.000858,9.141388,0.045545,0.004171,Fleshy
189,Cotoneaster_nitens,5.641308,0.003322,1.10E-05,6.424807,0.09565,0.010859,6.951489,0.054708,0.002373,8.867632,0.08007,0.011532,Fleshy
190,Cotoneaster_obscurus,5.64763,0.003227,7.00E-06,6.371118,0.097336,0.007384,7.035163,0.033253,0.001613,8.894305,0.058473,0.007842,Fleshy
191,Cotoneaster_oliganthus,5.635126,0.003725,4.60E-05,5.442017,0.280088,0.046152,7.255147,0.033758,0.010084,7.392807,0.18203,0.049013,Fleshy
192,Cotoneaster_przewalskii,5.639952,0.00108,3.00E-05,6.37983,0.082825,0.030768,6.653943,0.040049,0.006722,8.994712,0.094874,0.032675,Fleshy
193,Cotoneaster_rehderi,5.650275,0.000653,3.60E-05,7.076923,0.194022,0.036922,6.840333,0.011926,0.010084,9.369228,0.216252,0.049013,Fleshy
194,Cotoneaster_reticulatus,5.667637,NA,0.000182,6.964136,NA,0.184609,7.044033,NA,0.040334,9.423353,NA,0.196052,Fleshy
195,Cotoneaster_rotundifolius,5.646459,0.004879,1.40E-05,6.782083,0.127732,0.014201,6.97179,0.060463,0.003103,9.069472,0.086953,0.015081,Fleshy
196,Cotoneaster_salicifolius,5.655474,0.001727,4.00E-06,6.790416,0.053456,0.003768,6.929437,0.022666,0.000823,9.212591,0.041578,0.004001,Fleshy
197,Cotoneaster_subadpressus,5.650358,0.003827,1.10E-05,6.707382,0.082847,0.010859,7.009544,0.049749,0.002373,9.029254,0.064485,0.011532,Fleshy
198,Cotoneaster_submultiflorus,5.636568,0.001797,3.00E-06,5.847606,0.084696,0.003077,7.139391,0.024017,0.000672,8.115868,0.099926,0.003268,Fleshy
199,Cotoneaster_taoensis,5.61785,0.002707,4.60E-05,5.865642,0.13011,0.046152,6.92863,0.020707,0.010084,8.69783,0.063534,0.049013,Fleshy
200,Cotoneaster_turbinatus,5.655869,0.004006,2.60E-05,6.767983,0.112218,0.026373,7.131076,0.024907,0.005762,8.999322,0.091791,0.028007,Fleshy
201,Cotoneaster_verruculosus,5.649256,0.005009,1.20E-05,6.904072,0.129705,0.012307,7.043151,0.052472,0.002689,8.935879,0.074655,0.01307,Fleshy
202,Crataegus_agrestina,5.67624,NA,0.000182,7.355641,NA,0.184609,7.339538,NA,0.040334,9.234447,NA,0.196052,Fleshy
203,Crataegus_brachyacantha,5.677519,0.000755,9.00E-06,7.151291,0.02719,0.00923,7.351903,0.008119,0.002017,9.010298,0.034447,0.009803,Fleshy
204,Crataegus_castlegarensis,5.639951,0.001379,4.00E-06,6.066093,0.074274,0.003692,7.103703,0.023435,0.000807,8.302936,0.085407,0.003921,Fleshy
205,Crataegus_chrysocarpa,5.631708,0.00065,1.00E-06,6.528652,0.026906,0.001105,6.897848,0.014525,0.000243,8.890853,0.035288,0.001181,Fleshy
206,Crataegus_compacta,5.641552,0.000887,9.10E-05,6.728817,0.082427,0.092305,6.913403,0.02585,0.020167,9.102831,0.114385,0.098026,Fleshy
207,Crataegus_dodgei,5.643329,0.001176,9.00E-06,6.860945,0.027472,0.00923,6.95729,0.017598,0.002017,9.158653,0.032641,0.009803,Fleshy
208,Crataegus_douglasii,5.640115,8.00E-04,2.00E-06,6.225607,0.055418,0.001578,7.062759,0.017872,0.000348,8.487212,0.063219,0.00169,Fleshy
209,Crataegus_enderbyensis,5.643147,NA,0.000182,6.049733,NA,0.184609,6.895683,NA,0.040334,8.62533,NA,0.196052,Fleshy
210,Crataegus_erythropoda,5.635437,0.001491,1.00E-05,5.928441,0.052481,0.009716,7.322228,0.023534,0.002123,7.955958,0.055963,0.010319,Fleshy
211,Crataegus_harbisonii,5.674574,0.00037,2.60E-05,7.212089,0.041733,0.026373,7.343763,0.010142,0.005762,9.100473,0.042992,0.028007,Fleshy
212,Crataegus_heldreichii,5.646325,0.005036,3.00E-05,6.752662,0.07435,0.030768,7.165789,0.039043,0.006722,8.736437,0.065192,0.032675,Fleshy
213,Crataegus_hupehensis,5.659404,0.002125,7.00E-06,6.649252,0.084188,0.006837,7.145014,0.01928,0.001494,8.774746,0.075888,0.007261,Fleshy
214,Crataegus_irrasa,5.628524,0.001155,9.00E-06,6.811713,0.047385,0.008791,6.746742,0.027908,0.002017,9.302079,0.071342,0.009803,Fleshy
215,Crataegus_kansuensis,5.645252,0.001926,4.00E-06,6.151573,0.041871,0.004102,7.113316,0.020533,0.000896,8.43065,0.053832,0.004357,Fleshy
216,Crataegus_laevigata,5.638784,0.000568,2.00E-06,6.574638,0.029688,0.001828,6.664535,0.010547,0.00042,9.133022,0.034847,0.002042,Fleshy
217,Crataegus_lassa,5.67108,0.001325,2.00E-05,7.122558,0.054275,0.020512,7.337768,0.013296,0.004482,9.017807,0.051245,0.021784,Fleshy
218,Crataegus_marshallii,5.6754,0.000711,3.00E-06,7.164302,0.018711,0.003129,7.347182,0.008314,0.000684,9.043605,0.023249,0.003323,Fleshy
219,Crataegus_maximowiczii,5.625677,0.001709,5.00E-06,6.506391,0.03674,0.00543,6.839054,0.018051,0.001186,8.936544,0.037047,0.005766,Fleshy
220,Crataegus_meyeri,5.64915,NA,0.000182,6.368187,NA,0.184609,7.078342,NA,0.040334,8.375399,NA,0.196052,Fleshy
221,Crataegus_munda,5.669772,0.001127,1.80E-05,7.145194,0.039854,0.018461,7.311717,0.017536,0.004033,9.076675,0.052746,0.019605,Fleshy
222,Crataegus_okennonii,5.642475,0.001477,1.30E-05,6.182888,0.116029,0.013186,6.981481,0.028763,0.002881,8.643055,0.136089,0.014004,Fleshy
223,Crataegus_opaca,5.678034,0.000917,2.30E-05,7.210968,0.027861,0.023076,7.329022,0.004515,0.005042,9.114892,0.025474,0.024507,Fleshy
224,Crataegus_pentagyna,5.650392,0.001207,9.00E-06,6.492333,0.086164,0.008791,7.02582,0.012799,0.001921,8.702902,0.082801,0.009336,Fleshy
225,Crataegus_pinnatifida,5.640534,0.001644,2.00E-06,6.600967,0.044063,0.002074,7.030428,0.019981,0.000453,8.765593,0.050678,0.002203,Fleshy
226,Crataegus_punctata,5.663957,0.001403,7.00E-06,7.147724,0.030021,0.007384,7.240831,0.01221,0.001613,9.159249,0.023584,0.007842,Fleshy
227,Crataegus_rhipidophylla,5.634391,0.000577,2.00E-06,6.678067,0.052009,0.002495,6.593598,0.006925,0.000602,9.259814,0.052489,0.002926,Fleshy
228,Crataegus_rivularis,5.636895,0.001582,8.00E-06,5.92947,0.088985,0.008026,7.266374,0.023781,0.001754,7.971862,0.098842,0.008524,Fleshy
229,Crataegus_rufula,5.675725,0.0012,9.10E-05,7.15887,0.068793,0.092305,7.380243,0.004987,0.020167,9.02457,0.040629,0.098026,Fleshy
230,Crataegus_russanovii,5.64031,NA,0.000182,6.388561,NA,0.184609,6.654153,NA,0.040334,8.967249,NA,0.196052,Fleshy
231,Crataegus_saligna,5.636239,0.002526,2.30E-05,5.572254,0.117619,0.023076,7.326879,0.027938,0.005042,7.715223,0.106391,0.024507,Fleshy
232,Crataegus_sargentii,5.670844,0.00186,2.00E-05,7.287146,0.025464,0.020512,7.299106,0.021426,0.004482,9.203311,0.030879,0.021784,Fleshy
233,Crataegus_submollis,5.635183,0.000711,2.00E-06,6.62719,0.028105,0.002337,6.76446,0.020388,0.000511,9.103502,0.030355,0.002513,Fleshy
234,Crataegus_succulenta,5.640879,0.000905,1.40E-05,6.772344,0.014849,0.014201,6.906355,0.018954,0.003103,9.13086,0.028202,0.015081,Fleshy
235,Crataegus_triflora,5.672725,0.001068,1.00E-05,7.211728,0.024394,0.009716,7.30779,0.011989,0.002123,9.181857,0.022232,0.010319,Fleshy
236,Crataegus_wilsonii,5.652783,0.002256,6.00E-06,6.508635,0.076887,0.005769,7.073386,0.01983,0.00126,8.815926,0.058509,0.006127,Fleshy
237,Dasiphora_fruticosa,5.615395,0.001115,0,6.224901,0.026453,0.000469,6.698006,0.017431,0.000103,8.807643,0.02742,5.00E-04,Dry
238,Dendriopoterium_pulidoi,5.677267,NA,0.000182,6.180017,NA,0.184609,7.67601,NA,0.040334,7.356918,NA,0.196052,Dry
239,Dichotomanthes_tristaniicarpa,5.668978,0.00138,1.70E-05,6.787064,0.077585,0.016783,7.178491,0.018579,0.003667,9.01364,0.065186,0.017823,Fleshy
240,Docynia_indica,5.66115,0.003347,1.00E-05,6.900596,0.127631,0.009716,7.126699,0.034332,0.002123,9.071121,0.07091,0.010319,Fleshy
241,Dryas_drummondii,5.606689,0.001474,2.00E-06,6.155225,0.060789,0.001648,6.503793,0.019814,0.00036,8.982937,0.060468,0.001766,Dry
242,Dryas_octopetala,5.611864,0.001314,1.00E-06,6.599261,0.050232,0.001239,6.091371,0.065537,0.000284,9.749957,0.044142,0.001381,Dry
243,Eriobotrya_bengalensis,5.684482,0.003002,5.00E-06,7.56888,0.088777,0.00543,7.274617,0.028409,0.001186,9.416953,0.072709,0.005766,Fleshy
244,Eriobotrya_deflexa,5.687398,0.001611,1.20E-05,7.456126,0.080458,0.012307,7.234375,0.028129,0.002689,9.558945,0.086979,0.01307,Fleshy
245,Eriobotrya_fragrans,5.680774,0.002245,1.30E-05,7.353906,0.058854,0.013186,7.157933,0.023607,0.002881,9.470129,0.042234,0.014004,Fleshy
246,Eriobotrya_malipoensis,5.678568,0.008231,6.10E-05,7.09394,0.185092,0.061536,7.133019,0.036609,0.013445,9.297012,0.112959,0.065351,Fleshy
247,Eriobotrya_prinoides,5.66949,0.003187,1.80E-05,6.660761,0.055076,0.018461,7.202216,0.028744,0.004033,8.867158,0.087407,0.019605,Fleshy
248,Eriobotrya_seguinii,5.6666,NA,0.000182,7.273786,NA,0.184609,7.062192,NA,0.040334,9.324472,NA,0.196052,Fleshy
249,Eriobotrya_tengyuehensis,5.6642,0.00577,1.80E-05,7.112316,0.132963,0.018461,7.10891,0.075764,0.004033,9.149053,0.076157,0.019605,Fleshy
250,Exochorda_giraldii,5.659777,0.002051,1.10E-05,6.578219,0.103114,0.011538,7.107179,0.029616,0.002521,8.797682,0.101277,0.012253,Dry
251,Exochorda_serratifolia,5.643121,0.002015,1.30E-05,6.557405,0.093603,0.013186,7.03403,0.040093,0.002881,8.820205,0.116786,0.014004,Dry
252,Fallugia_paradoxa,5.659136,0.002755,6.00E-06,5.833227,0.040263,0.005769,7.622054,0.03075,0.00126,7.455192,0.062323,0.006127,Dry
253,Filipendula_multijuga,5.649331,0.003662,2.00E-05,7.35423,0.127663,0.020512,6.893042,0.056925,0.004482,9.675876,0.118175,0.021784,Dry
254,Filipendula_vulgaris,5.641457,0.000628,1.00E-06,6.531784,0.017927,0.000617,6.858496,0.013831,0.000136,8.858843,0.023135,0.000662,Dry
255,Fragaria_daltoniana,5.649229,0.008131,3.60E-05,7.235012,0.204535,0.036922,7.057698,0.08046,0.008067,9.413333,0.117358,0.03921,Fleshy
256,Fragaria_iinumae,5.634652,0.003081,9.00E-06,7.40902,0.064242,0.008791,6.618526,0.065177,0.001921,9.957975,0.095941,0.009336,Fleshy
257,Fragaria_mandshurica,5.606353,NA,0.000182,6.131226,NA,0.184609,6.73578,NA,0.040334,8.682877,NA,0.196052,Fleshy
258,Fragaria_moschata,5.635516,0.001249,7.00E-06,6.769551,0.058289,0.006837,6.622728,0.023195,0.001613,9.337395,0.062163,0.007842,Fleshy
259,Fragaria_nilgerrensis,5.66178,0.001553,3.00E-06,6.856133,0.047345,0.00293,7.069153,0.015744,0.00064,9.108718,0.033949,0.003112,Fleshy
260,Fragaria_nubicola,5.629851,0.005595,1.80E-05,6.618103,0.225183,0.018461,7.092638,0.038037,0.004033,8.788675,0.179391,0.019605,Fleshy
261,Fragaria_orientalis,5.625368,0.002131,2.00E-06,6.216291,0.044567,0.001742,6.903928,0.019962,0.000381,8.659103,0.043433,0.00185,Fleshy
262,Fragaria_pentaphylla,5.643319,0.00451,1.00E-05,6.474256,0.098179,0.009716,6.930871,0.046082,0.002123,8.994857,0.077717,0.010319,Fleshy
263,Fragaria_tibetica,5.618796,0.004755,3.60E-05,6.800605,0.263129,0.036922,6.854088,0.083977,0.008067,8.674868,0.077382,0.03921,Fleshy
264,Fragaria_vesca,5.632558,0.000658,0,6.579013,0.017713,0.000406,6.654446,0.01332,9.00E-05,9.131732,0.02136,0.00044,Fleshy
265,Fragaria_virginiana,5.633707,0.001137,1.00E-06,6.572793,0.028763,0.00076,6.939994,0.015572,0.000166,8.913937,0.027206,0.000807,Fleshy
266,Fragaria_viridis,5.643014,0.001054,4.00E-06,6.547149,0.036875,0.003692,6.818722,0.025852,0.000807,8.904088,0.047308,0.003921,Fleshy
267,Geum_bulgaricum,5.633778,0.008884,4.60E-05,6.781261,0.166102,0.046152,6.877462,0.1238,0.010084,8.968376,0.090776,0.049013,Dry
268,Geum_calthifolium,5.623236,0.001279,3.00E-06,7.506925,0.075828,0.003483,6.426085,0.019189,0.000807,10.171596,0.075403,0.004001,Dry
269,Geum_canadense,5.647975,0.00082,1.00E-06,6.8311,0.016782,0.00071,7.075597,0.014026,0.000156,8.99495,0.023045,0.000757,Dry
270,Geum_chiloense,5.656004,0.006817,6.10E-05,6.681521,0.436189,0.061536,7.135033,0.074383,0.013445,8.809086,0.431824,0.065351,Dry
271,Geum_heterocarpum,5.642391,0.001873,1.40E-05,6.497993,0.047271,0.014201,7.24595,0.0228,0.003103,8.386796,0.084196,0.015081,Dry
272,Geum_leiospermum,5.633622,0.002055,1.00E-05,7.210912,0.159532,0.010256,6.955089,0.020142,0.002241,9.854712,0.11317,0.010892,Dry
273,Geum_pentapetalum,5.634992,0.004069,7.00E-06,7.142627,0.079504,0.006837,6.713925,0.053929,0.001494,9.635488,0.073141,0.007261,Dry
274,Geum_reptans,5.615116,0.003775,1.50E-05,7.022971,0.064746,0.015384,6.627401,0.036712,0.003361,9.572168,0.145164,0.016338,Dry
275,Geum_rossii,5.586151,0.002998,2.00E-06,5.884844,0.078191,0.002198,6.462918,0.062893,0.000492,8.707971,0.051627,0.002391,Dry
276,Geum_speciosum,5.636159,0.021754,9.10E-05,7.55337,0.101548,0.092305,6.800224,0.162966,0.020167,9.799496,0.027542,0.098026,Dry
277,Geum_vernum,5.652384,0.000823,2.00E-06,6.898804,0.016589,0.002495,7.11909,0.013934,0.000545,9.028038,0.014586,0.002649,Dry
278,Gillenia_trifoliata,5.653376,0.001422,6.00E-06,7.03287,0.0451,0.005594,7.099375,0.01816,0.001222,9.172392,0.032863,0.005941,Dry
279,Hagenia_abyssinica,5.662125,0.002045,7.00E-06,7.154663,0.046928,0.007384,7.22849,0.030731,0.001613,9.118425,0.053174,0.007842,Dry
280,Hesperomeles_palcensis,5.647163,0.006241,2.30E-05,6.672912,0.200545,0.023076,7.21907,0.040456,0.005042,8.655763,0.121895,0.024507,Fleshy
281,Holodiscus_discolor,5.646256,0.00142,2.00E-06,6.536427,0.066665,0.001694,7.167691,0.02861,0.00037,8.687783,0.085217,0.001799,Dry
282,Horkeliella_purpurascens,5.623837,NA,0.000182,5.926926,NA,0.184609,7.315218,NA,0.040334,8.484877,NA,0.196052,Dry
283,Ivesia_kingii,5.649831,0.001547,9.00E-06,5.287452,0.067297,0.00923,7.56095,0.022558,0.002017,7.058791,0.090072,0.009803,Dry
284,Ivesia_lycopodioides,5.626608,0.015248,6.10E-05,5.798001,0.399728,0.061536,7.383884,0.168445,0.013445,7.939532,0.741329,0.065351,Dry
285,Kageneckia_angustifolia,5.6204,0.001631,9.10E-05,6.618096,0.486869,0.092305,7.167809,0.000771,0.020167,8.307666,0.209327,0.098026,Dry
286,Kageneckia_oblonga,5.648821,0.008775,2.60E-05,5.865329,0.338404,0.026373,7.265845,0.043498,0.005762,8.062522,0.301696,0.028007,Dry
287,Kelseya_uniflora,5.620634,0.006821,3.60E-05,5.783029,0.145109,0.036922,7.129125,0.052679,0.008067,8.055289,0.188423,0.03921,Dry
288,Lachemilla_uniflora,5.657287,0.009331,3.00E-05,7.051065,0.15347,0.030768,6.967136,0.067257,0.006722,9.401876,0.189102,0.032675,Dry
289,Leucosidea_sericea,5.661568,0.002042,1.10E-05,6.513006,0.104269,0.010859,7.454163,0.030961,0.002373,8.27487,0.111144,0.011532,Dry
290,Lindleya_mespiloides,5.670484,0.001666,7.00E-06,6.123765,0.061884,0.006593,7.565956,0.019506,0.001441,7.798796,0.075625,0.007002,Dry
291,Luetkea_pectinata,5.613603,0.001404,2.00E-06,7.013903,0.065556,0.001538,6.577648,0.023627,0.000348,9.605335,0.059331,0.00169,Dry
292,Lyonothamnus_floribundus,5.669585,0.002899,6.10E-05,6.133719,0.107589,0.061536,7.432302,0.1079,0.013445,7.685962,0.083866,0.065351,Dry
293,Malus_asiatica,5.652511,0.001969,3.00E-06,6.356429,0.06589,0.003483,7.13628,0.018754,0.000761,8.569525,0.075961,0.003699,Fleshy
294,Malus_baccata,5.626149,0.006029,2.60E-05,6.502319,0.144564,0.026373,6.96578,0.064162,0.005762,8.719995,0.115216,0.028007,Fleshy
295,Malus_brevipes,5.660005,NA,0.000182,7.146772,NA,0.184609,7.154615,NA,0.040334,9.133459,NA,0.196052,Fleshy
296,Malus_florentina,5.664175,0.000694,9.10E-05,6.73781,0.043248,0.092305,7.11963,0.003236,0.020167,8.834963,0.040744,0.098026,Fleshy
297,Malus_halliana,5.663784,0.001812,5.00E-06,6.981714,0.073664,0.004734,7.071115,0.021519,0.001034,9.178279,0.065279,0.005027,Fleshy
298,Malus_honanensis,5.654203,0.001702,8.00E-06,6.360191,0.058638,0.008026,7.11119,0.026998,0.001754,8.636756,0.05679,0.008524,Fleshy
299,Malus_ioensis,5.652967,0.00107,4.00E-06,6.852715,0.021011,0.004196,7.179907,0.017492,0.000917,8.899253,0.023945,0.004456,Fleshy
300,Malus_leiocalyca,5.675799,0.001488,1.50E-05,7.317772,0.047603,0.015384,7.146947,0.011108,0.003361,9.445413,0.019755,0.016338,Fleshy
301,Malus_micromalus,5.652537,0.002196,7.00E-06,6.519859,0.119301,0.007384,7.177269,0.021852,0.001613,8.553874,0.131989,0.007842,Fleshy
302,Malus_ombrophila,5.656132,0.002825,1.00E-05,6.441898,0.099815,0.009716,7.098012,0.021838,0.002123,9.010152,0.058943,0.010319,Fleshy
303,Malus_rockii,5.649798,0.002567,6.00E-06,6.411019,0.082289,0.006366,7.050618,0.020285,0.001391,8.945128,0.056598,0.00676,Fleshy
304,Malus_sieversii,5.638708,0.002312,9.10E-05,6.52929,0.01606,0.092305,7.103981,0.018079,0.020167,8.467979,0.084774,0.098026,Fleshy
305,Malus_sylvestris,5.637442,0.000554,2.00E-06,6.674843,0.037427,0.001884,6.623574,0.009969,0.000438,9.252741,0.04221,0.002131,Fleshy
306,Malus_toringoides,5.633434,0.0029,1.40E-05,5.961743,0.103181,0.014201,6.989662,0.060856,0.003103,8.732351,0.09086,0.015081,Fleshy
307,Malus_transitoria,5.636715,0.003087,9.00E-06,6.0458,0.069135,0.00923,7.061803,0.036653,0.002017,8.402477,0.093359,0.009803,Fleshy
308,Mespilus_germanica,5.651498,0.000897,2.00E-06,6.633659,0.042651,0.002029,7.00365,0.016742,0.000443,8.824526,0.048167,0.002154,Fleshy
309,Neillia_affinis,5.660684,0.003587,9.00E-06,6.77235,0.084897,0.00923,7.069385,0.039314,0.002017,9.119431,0.054968,0.009803,Dry
310,Neillia_gracilis,5.654277,0.003663,2.60E-05,6.590574,0.12473,0.026373,7.117914,0.031212,0.005762,8.887616,0.068937,0.028007,Dry
311,Neillia_serratisepala,5.661807,0.003464,1.10E-05,6.938231,0.132735,0.011538,7.080801,0.028532,0.002521,9.217698,0.067883,0.012253,Dry
312,Neillia_sinensis,5.664214,0.001409,3.00E-06,6.822883,0.05874,0.003183,7.039972,0.010811,0.000695,9.138073,0.047059,0.00338,Dry
313,Neillia_tanakae,5.663828,NA,0.000182,7.202661,NA,0.184609,7.124478,NA,0.040334,9.408453,NA,0.196052,Dry
314,Neillia_thibetica,5.657479,0.003452,2.30E-05,6.511136,0.099071,0.023076,7.026107,0.045277,0.005042,9.050142,0.085433,0.024507,Dry
315,Neillia_thyrsiflora,5.664165,0.002557,4.60E-05,6.99445,0.163583,0.046152,7.141377,0.026483,0.010084,9.361138,0.042034,0.049013,Dry
316,Neillia_uekii,5.646515,0.002322,2.60E-05,6.907086,0.096095,0.026373,6.934385,0.009846,0.005762,9.237569,0.047188,0.028007,Dry
317,Osteomeles_schwerinae,5.65827,0.002329,6.00E-06,6.411564,0.067405,0.005594,7.117326,0.018819,0.001222,8.859516,0.038858,0.005941,Fleshy
318,Pentactina_rupicola,5.623837,NA,0.000182,7.645876,NA,0.184609,6.72263,NA,0.040334,9.679218,NA,0.196052,Dry
319,Peraphyllum_ramosissimum,5.643179,0.001363,4.00E-06,5.800901,0.042686,0.004503,7.414229,0.025378,0.000984,7.653819,0.055869,0.004782,Fleshy
320,Photinia_beauverdiana,5.670816,0.00096,2.00E-06,7.080276,0.035795,0.001758,7.10596,0.010148,0.000384,9.285889,0.022705,0.001867,Fleshy
321,Photinia_berberidifolia,5.665021,0.006411,9.10E-05,6.463478,0.310746,0.092305,7.042055,0.06291,0.020167,9.069119,0.233618,0.098026,Fleshy
322,Photinia_bodinieri,5.668268,0.001348,5.00E-06,6.865557,0.039912,0.00543,7.071086,0.020303,0.001186,9.198704,0.041312,0.005766,Fleshy
323,Photinia_chihsiniana,5.681025,NA,0.000182,7.58883,NA,0.184609,7.124478,NA,0.040334,9.595331,NA,0.196052,Fleshy
324,Photinia_glomerata,5.658991,0.002958,7.00E-06,6.735078,0.069795,0.006593,7.116759,0.032253,0.001441,8.945575,0.048117,0.007002,Fleshy
325,Photinia_hirsuta,5.677334,0.001031,8.00E-06,7.328092,0.032231,0.008391,7.154176,0.010434,0.001833,9.429944,0.016552,0.008911,Fleshy
326,Photinia_impressivena,5.680976,0.001953,1.30E-05,7.439486,0.059263,0.013186,7.141158,0.022037,0.002881,9.477989,0.0327,0.014004,Fleshy
327,Photinia_integrifolia,5.653884,0.007255,2.30E-05,7.243533,0.16704,0.023076,7.032091,0.095408,0.005042,9.347211,0.053366,0.024507,Fleshy
328,Photinia_lochengensis,5.677952,NA,0.000182,7.103322,NA,0.184609,7.088409,NA,0.040334,9.367344,NA,0.196052,Fleshy
329,Photinia_oblongifolia,5.673817,0.006526,9.10E-05,7.324735,0.069144,0.092305,7.389454,0.051866,0.020167,9.093492,0.100313,0.098026,Fleshy
330,Photinia_parvifolia,5.674773,0.000842,2.00E-06,7.22092,0.029932,0.002224,7.114247,0.008894,0.000486,9.399123,0.020848,0.002362,Fleshy
331,Photinia_prionophylla,5.645788,0.008174,4.60E-05,6.324518,0.212566,0.046152,7.121981,0.031536,0.010084,8.68827,0.03825,0.049013,Fleshy
332,Photinia_prunifolia,5.681165,0.000926,4.00E-06,7.359951,0.030763,0.003768,7.169222,0.010511,0.000823,9.441629,0.020638,0.004001,Fleshy
333,Photinia_raupingensis,5.685373,0.002008,3.60E-05,7.33399,0.052878,0.036922,7.197031,0.011276,0.008067,9.423385,0.041427,0.03921,Fleshy
334,Photinia_schneideriana,5.672638,0.001158,4.00E-06,7.134186,0.034511,0.003928,7.082476,0.01243,0.000858,9.377813,0.018155,0.004171,Fleshy
335,Photinia_stenophylla,5.68344,0.005751,3.00E-05,7.246335,0.145066,0.030768,7.242193,0.095726,0.006722,9.116338,0.143139,0.032675,Fleshy
336,Photinia_tsaii,5.655817,NA,0.000182,7.338888,NA,0.184609,7.021976,NA,0.040334,9.30009,NA,0.196052,Fleshy
337,Photinia_tushanensis,5.668673,NA,0.000182,7.204149,NA,0.184609,7.011214,NA,0.040334,9.350189,NA,0.196052,Fleshy
338,Photinia_villosa,5.664627,0.00168,3.00E-06,7.261565,0.036057,0.003419,7.075546,0.015426,0.000761,9.392041,0.037095,0.003699,Fleshy
339,Physocarpus_amurensis,5.630675,0.001797,1.20E-05,6.420869,0.047426,0.012307,6.79923,0.050716,0.002689,8.886592,0.073807,0.01307,Dry
340,Physocarpus_capitatus,5.650535,0.000975,4.00E-06,7.073801,0.073312,0.003846,7.085314,0.035168,0.000858,9.232892,0.096263,0.004171,Dry
341,Physocarpus_malvaceus,5.635643,0.001205,3.00E-06,6.023103,0.06395,0.003357,7.140602,0.023688,0.000733,8.246184,0.076156,0.003565,Dry
342,Physocarpus_monogynus,5.636455,0.002891,2.30E-05,6.024877,0.07278,0.023076,7.359375,0.050098,0.005042,7.921247,0.092207,0.024507,Dry
343,Polylepis_hieronymi,5.654685,0.003103,3.00E-05,6.777681,0.06917,0.030768,7.385607,0.013417,0.006722,8.342074,0.025179,0.032675,Dry
344,Polylepis_sericea,5.646219,0.003793,9.00E-06,6.880687,0.225379,0.008791,6.994756,0.038171,0.001921,9.036142,0.186659,0.009336,Dry
345,Polylepis_tarapacana,5.628473,0.00472,1.70E-05,4.80872,0.246696,0.016783,7.425639,0.024655,0.003667,6.741432,0.306666,0.017823,Dry
346,Potentilla_adscharica,5.618263,0.004659,6.10E-05,5.812013,0.884458,0.061536,6.900062,0.077616,0.013445,8.264427,0.702506,0.065351,Dry
