"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Fruit_type"
"172","Cynanchum_obtusifolium",5.674489,0.001268,8e-06,6.462855,0.112908,0.012975,7.358723,0.017434,0.002003,8.207188,0.127101,0.018084,"Dry"
"173","Cynanchum_orangeanum",5.6802,0.002045,7e-06,5.83643,0.086151,0.011245,7.791243,0.024426,0.001602,7.226188,0.092568,0.014467,"Dry"
"174","Cynanchum_ovalifolium",5.69766,0.001926,7e-06,7.691561,0.069346,0.011245,7.425702,0.031486,0.001602,9.496523,0.078805,0.014467,"Dry"
"175","Cynanchum_pachycladon",5.692194,0.002702,1.4e-05,6.65571,0.204122,0.024096,7.616125,0.057911,0.003433,8.154146,0.152737,0.031001,"Dry"
"176","Cynanchum_papillatum",5.675809,0.003528,1.6e-05,7.253926,0.090202,0.028112,7.345221,0.049423,0.004005,9.129651,0.048837,0.036168,"Dry"
"177","Cynanchum_perrieri",5.675536,0.002458,1.4e-05,6.994463,0.076659,0.024096,7.443684,0.052018,0.003433,8.711405,0.120721,0.031001,"Dry"
"178","Cynanchum_phillipsonianum",5.699942,NA,9.8e-05,7.336937,NA,0.168674,7.681099,NA,0.024032,8.875846,NA,0.217008,"Dry"
"179","Cynanchum_polyanthum",5.690055,0.002055,8e-06,7.360625,0.087493,0.014056,7.275765,0.030657,0.002003,9.230108,0.097229,0.018084,"Dry"
"180","Cynanchum_pycnoneuroides",5.645624,NA,9.8e-05,7.410952,NA,0.168674,7.021976,NA,0.024032,9.399306,NA,0.217008,"Dry"
"181","Cynanchum_rauhianum",5.68375,NA,9.8e-05,6.769642,NA,0.168674,7.645876,NA,0.024032,8.257645,NA,0.217008,"Dry"
"182","Cynanchum_repandum",5.671713,0.002378,1.2e-05,7.380781,0.084282,0.021084,7.270534,0.034606,0.003004,9.119709,0.077049,0.027126,"Dry"
"183","Cynanchum_rungweense",5.668092,0.002314,3.3e-05,7.159304,0.059548,0.056225,7.310776,0.047423,0.008011,8.904901,0.099615,0.072336,"Dry"
"184","Cynanchum_thesioides",5.640168,0.001787,1e-06,6.08094,0.053357,0.00167,7.127884,0.01973,0.000238,8.237372,0.057442,0.002149,"Dry"
"185","Cynanchum_toliari",5.692055,0.001673,1.1e-05,6.63097,0.181666,0.018742,7.621643,0.033058,0.00267,8.105785,0.15828,0.024112,"Dry"
"186","Dewevrella_cochliostema",5.693825,0.000445,1.1e-05,7.456323,0.035946,0.018742,7.181598,0.0173,0.00267,9.490298,0.034442,0.024112,"Dry"
"187","Dictyanthus_parviflorus",5.682026,0.002336,5e-06,6.980399,0.080609,0.008032,7.473382,0.016093,0.001144,8.759062,0.088998,0.010334,"Dry"
"188","Diplolepis_menziesii",5.653703,0.005257,4.9e-05,6.479105,0.08051,0.084337,7.339656,0.086894,0.012016,8.437174,0.301241,0.108504,"Dry"
"189","Diplostigma_canescens",5.692663,0.003154,1.1e-05,6.376156,0.132572,0.018742,7.548611,0.048618,0.00267,7.991121,0.146699,0.024112,"Dry"
"190","Dischidia_hirsuta",5.699469,0.001284,5e-06,7.814304,0.078189,0.008878,7.359833,0.014655,0.001335,9.5645,0.076859,0.012056,"Dry"
"191","Ditassa_auriflora",5.679485,0.003244,4.9e-05,7.434488,0.155859,0.084337,7.212977,0.029106,0.012016,9.191704,0.226626,0.108504,"Dry"
"192","Ditassa_banksii",5.695414,0.000168,4.9e-05,7.077264,0.089774,0.084337,7.280454,0.022042,0.012016,8.919587,0.034699,0.108504,"Dry"
"193","Ditassa_blanchetii",5.696337,0.000924,2.5e-05,7.441944,0.113418,0.042168,7.293774,0.016994,0.006008,9.368171,0.112778,0.054252,"Dry"
"194","Ditassa_capillaris",5.692504,0.001362,4e-06,6.593893,0.051691,0.006247,7.373907,0.018021,0.00089,8.471337,0.049747,0.008037,"Dry"
"195","Ditassa_conceptionis",5.658605,0.002453,3.3e-05,7.644594,0.00251,0.056225,7.024592,0.02543,0.008011,9.769517,0.102089,0.072336,"Dry"
"196","Ditassa_cordeiroana",5.688838,NA,9.8e-05,6.945051,NA,0.168674,7.272398,NA,0.024032,8.823206,NA,0.217008,"Dry"
"197","Ditassa_crassifolia",5.697372,0.001217,5e-06,7.20388,0.093422,0.008878,7.359291,0.015036,0.001265,9.019197,0.091079,0.011421,"Dry"
"198","Ditassa_eximia",5.678518,0.001867,3.3e-05,7.111663,0.11502,0.056225,7.2009,0.004754,0.008011,9.260331,0.02324,0.072336,"Dry"
"199","Ditassa_fasciculata",5.678636,NA,9.8e-05,7.026427,NA,0.168674,7.21524,NA,0.024032,9.200795,NA,0.217008,"Dry"
"200","Ditassa_hastata",5.699247,0.000928,3e-06,6.580191,0.053723,0.004325,7.440282,0.012535,0.000616,8.34773,0.053649,0.005564,"Dry"
"201","Ditassa_mucronata",5.675409,0.002123,7e-06,7.337836,0.046288,0.011245,7.130559,0.023263,0.001602,9.39279,0.055191,0.014467,"Dry"
"202","Ditassa_obcordata",5.683974,0.001592,5e-06,7.145695,0.054114,0.009371,7.262762,0.021563,0.001335,9.082362,0.067044,0.012056,"Dry"
"203","Ditassa_pohliana",5.6835,0.001497,1.4e-05,6.871009,0.045811,0.024096,7.298435,0.030301,0.003433,8.677081,0.030459,0.031001,"Dry"
"204","Ditassa_retusa",5.688315,0.001288,4e-06,6.866929,0.058297,0.006247,7.307783,0.018745,0.00089,8.794482,0.075575,0.008037,"Dry"
"205","Dyera_costulata",5.698163,0.001587,3e-06,7.959784,0.044945,0.005816,7.31933,0.013983,0.000829,9.832075,0.04547,0.007483,"Dry"
"206","Epigynum_griffithianum",5.701939,0.001829,1.6e-05,7.78961,0.151195,0.028112,7.427038,0.006536,0.004005,9.465366,0.173793,0.036168,"Dry"
"207","Epigynum_ridleyi",5.698935,0.00201,4.9e-05,7.686972,0.13947,0.084337,7.354622,0.037409,0.012016,9.58485,0.205021,0.108504,"Dry"
"208","Fanninia_caloglossa",5.660539,0.003366,2e-05,6.694945,0.072655,0.033735,7.389472,0.026903,0.004806,8.488158,0.081306,0.043402,"Dry"
"209","Farquharia_elliptica",5.701207,0.000297,7e-06,7.239098,0.038594,0.012048,7.335586,0.012321,0.001717,9.099806,0.049894,0.015501,"Dry"
"210","Fockea_edulis",5.674409,0.001211,3.3e-05,5.973004,0.132007,0.056225,7.520176,0.075005,0.008011,7.812205,0.242331,0.072336,"Dry"
"211","Fockea_multiflora",5.688944,0.001295,1.1e-05,6.265009,0.114747,0.018742,7.744766,0.023397,0.00267,7.714819,0.092451,0.024112,"Dry"
"212","Forsteronia_acouci",5.698242,0.000363,2e-06,7.788049,0.03933,0.002636,7.278447,0.017159,0.000388,9.67597,0.044771,0.0035,"Dry"
"213","Forsteronia_guyanensis",5.699168,0.000606,4e-06,7.750252,0.039361,0.006247,7.369427,0.0149,0.00089,9.545013,0.043236,0.008037,"Dry"
"214","Forsteronia_refracta",5.684186,0.001043,2e-06,7.373833,0.030512,0.003923,7.232014,0.019578,0.000559,9.332833,0.031336,0.005047,"Dry"
"215","Funastrum_clausum",5.695579,0.000501,0,7.078079,0.035458,0.000546,7.45289,0.007581,7.9e-05,8.846478,0.03919,0.000714,"Dry"
"216","Funastrum_odoratum",5.673604,0.001156,1.1e-05,7.359519,0.087586,0.018742,7.400124,0.017162,0.00267,9.160199,0.067522,0.024112,"Dry"
"217","Funtumia_africana",5.694528,0.000644,1e-06,7.45709,0.032035,0.002057,7.228998,0.016589,0.000297,9.411656,0.039887,0.002679,"Dry"
"218","Funtumia_elastica",5.695891,0.000748,2e-06,7.400329,0.041842,0.003373,7.275005,0.014265,0.000481,9.337712,0.045851,0.00434,"Dry"
"219","Galactophora_schomburgkiana",5.690939,0.003971,1.6e-05,7.844994,0.05302,0.028112,7.364026,0.025006,0.004005,9.647113,0.069799,0.036168,"Dry"
"220","Gomphocarpus_tomentosus",5.676922,0.001176,1.6e-05,6.08529,0.070942,0.028112,7.749576,0.032273,0.004005,7.585731,0.12287,0.036168,"Dry"
"221","Gonioma_kamassi",5.673138,0.001923,1.2e-05,6.52607,0.194144,0.021084,7.40085,0.041306,0.003004,8.233616,0.188491,0.027126,"Dry"
"222","Gonolobus_barbatus",5.69775,0.001065,2e-06,7.046721,0.042376,0.003373,7.53644,0.009673,0.000481,8.808826,0.042101,0.00434,"Dry"
"223","Gonolobus_chloranthus",5.67542,0.003504,1.4e-05,7.079404,0.151442,0.024096,7.382041,0.054063,0.003433,8.80267,0.21567,0.031001,"Dry"
"224","Gonolobus_fraternus",5.690051,0.001695,3e-06,7.334558,0.095867,0.005271,7.447907,0.015022,0.000751,9.112897,0.099788,0.006781,"Dry"
"225","Gonolobus_jaliscensis",5.677391,0.002398,8e-06,6.918192,0.065038,0.012975,7.480428,0.013193,0.001849,8.677471,0.046174,0.016693,"Dry"
"226","Gonolobus_parviflorus",5.682482,0.001629,2e-06,7.212671,0.046164,0.004217,7.287175,0.022477,0.000601,9.174732,0.055099,0.005425,"Dry"
"227","Gonolobus_pectinatus",5.691452,0.001941,6e-06,6.915884,0.092096,0.009922,7.507998,0.015264,0.001414,8.716678,0.111772,0.012765,"Dry"
"228","Gonolobus_uniflorus",5.673574,0.004204,8e-06,7.025569,0.122622,0.012975,7.442567,0.019578,0.001849,8.7166,0.113139,0.016693,"Dry"
"229","Gonolobus_xanthotrichus",5.685351,0.001961,7e-06,7.474378,0.089561,0.012048,7.417801,0.023692,0.001717,9.214521,0.119684,0.015501,"Dry"
"230","Gunnessia_pepo",5.700367,0.001304,1.4e-05,7.374569,0.078532,0.024096,7.61649,0.011831,0.003433,8.991316,0.057375,0.031001,"Dry"
"231","Gymnanthera_oblonga",5.701801,0.00069,1e-06,6.950702,0.046037,0.002249,7.74341,0.014309,0.000343,8.417086,0.052607,0.0031,"Dry"
"232","Hancornia_speciosa",5.696588,0.000485,1e-06,7.197565,0.023798,0.001041,7.365127,0.005565,0.000148,9.043277,0.023837,0.00134,"Fleshy"
"233","Haplophyton_crooksii",5.682216,0.001517,4e-06,5.846145,0.071279,0.006487,7.756258,0.014341,0.000924,7.313389,0.071754,0.008346,"Dry"
"234","Hemidesmus_indicus",5.676262,0.022498,2.5e-05,6.590405,0.839838,0.042168,7.424534,0.176073,0.006008,8.460844,0.516449,0.054252,"Dry"
"235","Hemipogon_acerosus",5.69257,0.001132,3e-06,7.3389,0.037917,0.005816,7.343558,0.012933,0.000829,9.173705,0.036193,0.007483,"Dry"
"236","Hemipogon_sprucei",5.689779,0.002074,5e-06,7.292536,0.077068,0.009371,7.329428,0.017928,0.001335,9.132009,0.076255,0.012056,"Dry"
"237","Heterostemma_piperifolium",5.697053,0.001813,2e-05,7.746133,0.09861,0.033735,7.365717,0.033444,0.004806,9.426393,0.185556,0.043402,"Dry"
"238","Holarrhena_curtisii",5.700795,0.001306,5e-06,7.551283,0.07715,0.008434,7.463182,0.012506,0.001202,9.226845,0.074861,0.01085,"Dry"
"239","Hoya_anulata",5.686643,0.004474,1.6e-05,7.650188,0.132244,0.028112,7.372134,0.055693,0.004005,9.676067,0.125911,0.036168,"Dry"
"240","Hoya_australis",5.686378,0.001983,4e-06,7.269077,0.08659,0.006247,7.488718,0.02307,0.000858,9.030525,0.10451,0.00775,"Dry"
"241","Hoya_carnosa",5.684894,0.002026,5e-06,7.500577,0.088885,0.008878,7.247774,0.027185,0.001265,9.466088,0.073926,0.011421,"Dry"
"242","Hoya_ciliata",5.650206,NA,9.8e-05,7.833204,NA,0.168674,6.517671,NA,0.024032,10.702593,NA,0.217008,"Dry"
"243","Hoya_imbricata",5.699764,0.004518,4.9e-05,7.520631,0.177851,0.084337,7.35661,0.035422,0.012016,9.432284,0.279256,0.108504,"Dry"
"244","Hoya_kerrii",5.698931,0.003685,4.9e-05,7.136074,0.388487,0.084337,7.437493,0.003827,0.012016,8.763976,0.124919,0.108504,"Dry"
"245","Hoya_lacunosa",5.697086,0.002078,5e-06,7.939694,0.066464,0.008434,7.339936,0.019211,0.001202,9.748849,0.06633,0.01085,"Dry"
"246","Hoya_macgillivrayi",5.698264,0.002681,4.9e-05,7.42009,0.019469,0.084337,7.560839,0.040063,0.012016,9.157023,0.044075,0.108504,"Dry"
"247","Hoya_mitrata",5.701777,0.001409,2.5e-05,7.99687,0.108533,0.042168,7.317127,0.019778,0.006008,9.962759,0.074884,0.054252,"Dry"
"248","Hoya_multiflora",5.693975,0.001813,2e-06,7.765257,0.056042,0.004114,7.288549,0.024217,0.000586,9.645233,0.059436,0.005293,"Dry"
"249","Hoya_serpens",5.682572,0.017704,4.9e-05,7.918377,0.498996,0.084337,7.39941,0.163791,0.012016,9.628205,0.350112,0.108504,"Dry"
"250","Hoya_tsangii",5.69696,0.008821,3.3e-05,8.089452,0.15088,0.056225,7.238371,0.08811,0.008011,9.980105,0.191687,0.072336,"Dry"
"251","Isonema_smeathmannii",5.699432,0.001119,7e-06,7.687159,0.088268,0.012048,7.332492,0.018988,0.001717,9.547556,0.127483,0.015501,"Dry"
"252","Jobinia_lindbergii",5.677379,0.002167,1.2e-05,7.368671,0.109445,0.021084,7.184209,0.042641,0.003004,9.394658,0.092031,0.027126,"Dry"
"253","Kamettia_chandeei",5.690191,NA,9.8e-05,7.762171,NA,0.168674,7.393878,NA,0.024032,8.986321,NA,0.217008,"Dry"
"254","Kanahia_laniflora",5.692813,0.001221,2e-06,6.812507,0.093304,0.002859,7.496192,0.024144,0.000407,8.514797,0.11067,0.003678,"Dry"
"255","Kopsia_pauciflora",5.700604,0.001629,1.6e-05,7.970848,0.090929,0.028112,7.401715,0.028266,0.004005,9.641319,0.095851,0.036168,"Fleshy"
"256","Leptadenia_hastata",5.706401,0.000877,3e-06,6.705908,0.096774,0.004325,7.699998,0.042488,0.000632,8.162669,0.142099,0.005711,"Dry"
"257","Macoubea_guianensis",5.696335,0.000638,1e-06,7.745923,0.043398,0.002376,7.241417,0.01307,0.000338,9.700327,0.045663,0.003056,"Fleshy"
"258","Malouetia_bequaertiana",5.694692,0.00044,7e-06,7.388403,0.037444,0.012048,7.17376,0.021379,0.001717,9.472944,0.037993,0.015501,"Dry"
"259","Mandevilla_callista",5.684597,0.006826,1.6e-05,7.794151,0.165267,0.028112,7.071906,0.024399,0.004005,9.96734,0.204091,0.036168,"Dry"
"260","Mandevilla_cercophylla",5.669892,0.001443,1.1e-05,7.048914,0.080479,0.018742,7.158802,0.028788,0.00267,9.127324,0.116253,0.024112,"Dry"
"261","Mandevilla_coccinea",5.674172,0.001001,5e-06,7.404152,0.035252,0.008032,7.158716,0.015224,0.001144,9.406024,0.022323,0.010334,"Dry"
"262","Mandevilla_convolvulacea",5.677778,0.002224,4.9e-05,6.670026,0.118946,0.084337,7.547234,0.002902,0.012016,8.596281,0.278027,0.108504,"Dry"
"263","Mandevilla_duartei",5.687484,NA,9.8e-05,6.594413,NA,0.168674,7.267525,NA,0.024032,8.670944,NA,0.217008,"Dry"
"264","Mandevilla_foliosa",5.677569,0.001488,3e-06,6.641614,0.063883,0.004439,7.52528,0.010783,0.000632,8.368575,0.068652,0.005711,"Dry"
"265","Mandevilla_hirsuta",5.694569,0.001863,6e-06,8.187698,0.108057,0.010542,7.300658,0.02652,0.001502,10.000223,0.0933,0.013563,"Dry"
"266","Mandevilla_karwinskii",5.676533,0.00228,3e-06,6.178411,0.095282,0.005816,7.577328,0.015847,0.000829,7.732757,0.092118,0.007483,"Dry"
"267","Mandevilla_lancifolia",5.698263,0.001524,2e-05,7.867668,0.063718,0.033735,7.348029,0.037968,0.004806,9.751949,0.11636,0.043402,"Dry"
"268","Mandevilla_laxa",5.663518,0.002711,4e-06,6.690498,0.060957,0.006024,7.416051,0.018024,0.000858,8.371563,0.07637,0.00775,"Dry"
"269","Mandevilla_leptophylla",5.697143,0.0013,4e-06,6.936596,0.112778,0.006024,7.414142,0.016836,0.000858,8.754002,0.114998,0.00775,"Dry"
"270","Mandevilla_martiana",5.684008,0.002005,9e-06,7.040573,0.069358,0.015334,7.230542,0.023524,0.002185,9.068014,0.093787,0.019728,"Dry"
"271","Mandevilla_nerioides",5.693449,0.00073,1.1e-05,8.060267,0.016644,0.018742,7.190837,0.019171,0.00267,9.989944,0.046761,0.024112,"Dry"
"272","Mandevilla_oaxacana",5.676583,NA,9.8e-05,6.807935,NA,0.168674,7.512071,NA,0.024032,8.66854,NA,0.217008,"Dry"
"273","Mandevilla_pycnantha",5.681577,0.002561,1.6e-05,7.200587,0.103562,0.028112,7.225195,0.02639,0.004005,9.087876,0.112829,0.036168,"Dry"
"274","Mandevilla_scabra",5.696607,0.000493,0,7.475832,0.029102,0.000746,7.308811,0.006923,0.000107,9.361152,0.03147,0.000964,"Dry"
"275","Mandevilla_urophylla",5.676679,0.002386,9e-06,7.47777,0.081144,0.015334,7.037408,0.014484,0.002185,9.58584,0.065074,0.019728,"Dry"
"276","Marsdenia_carvalhoi",5.698267,NA,9.8e-05,6.947937,NA,0.168674,7.275865,NA,0.024032,9.024252,NA,0.217008,"Dry"
"277","Marsdenia_coulteri",5.68983,0.001579,2e-06,6.751516,0.071363,0.003833,7.494173,0.012038,0.000546,8.489885,0.075855,0.004932,"Dry"
"278","Marsdenia_glabra",5.696801,0.003401,1.2e-05,7.314882,0.067151,0.021084,7.460839,0.01026,0.003004,8.779261,0.068762,0.027126,"Dry"
"279","Marsdenia_tenacissima",5.681682,0.002851,6e-06,7.084917,0.070364,0.009922,7.244121,0.035323,0.001414,9.186572,0.054055,0.012765,"Dry"
"280","Mascarenhasia_arborescens",5.688006,0.002008,3e-06,7.494643,0.066812,0.004685,7.471904,0.029543,0.000668,9.139774,0.075769,0.006028,"Dry"
"281","Mascarenhasia_lisianthiflora",5.694122,0.001843,3e-06,7.061641,0.065631,0.005111,7.630533,0.022919,0.000728,8.615277,0.061854,0.006576,"Dry"
"282","Mesechites_roseus",5.699148,0.00072,9e-06,7.132503,0.049338,0.015334,7.506519,0.015001,0.002185,8.953406,0.079082,0.019728,"Dry"
"283","Mesechites_trifidus",5.696524,0.000507,0,7.577816,0.027974,0.000649,7.344208,0.008603,9.3e-05,9.484897,0.030697,0.000838,"Dry"
"284","Metastelma_giuliettianum",5.678636,NA,9.8e-05,7.075809,NA,0.168674,7.31055,NA,0.024032,8.933137,NA,0.217008,"Dry"
"285","Metastelma_harleyi",5.680503,0.004606,4.9e-05,6.956939,0.098374,0.084337,7.294854,0.032926,0.012016,8.793471,0.125447,0.108504,"Dry"
"286","Metastelma_myrtifolium",5.682046,0.002044,4.9e-05,6.994354,0.07467,0.084337,7.29818,0.023008,0.012016,8.789812,0.088965,0.108504,"Dry"
"287","Metastelma_schaffneri",5.680538,0.001975,5e-06,6.717205,0.092869,0.009371,7.53145,0.0147,0.001335,8.365012,0.091101,0.012056,"Dry"
"288","Microloma_tenuifolium",5.671012,0.001767,2e-05,6.171253,0.2447,0.033735,7.544579,0.068066,0.004806,7.643072,0.258347,0.043402,"Dry"
"289","Mondia_whitei",5.691918,0.00141,2e-06,7.200205,0.039575,0.002859,7.357615,0.015388,0.000407,9.02328,0.042406,0.003678,"Dry"
"290","Motandra_guineensis",5.696719,0.00225,1.4e-05,7.235643,0.046485,0.024096,7.285332,0.045234,0.003433,9.076721,0.061836,0.031001,"Dry"
"291","Nautonia_nummularia",5.687062,0.001414,1.1e-05,7.407838,0.050725,0.018742,7.3989,0.012552,0.00267,9.186438,0.036216,0.024112,"Dry"
"292","Neobracea_bahamensis",5.698881,0.000507,1.6e-05,7.059985,0.037982,0.028112,7.542726,0.002936,0.004806,8.775548,0.030026,0.043402,"Dry"
"293","Neobracea_valenzuelana",5.695834,0.000502,2.5e-05,7.132611,0.075452,0.042168,7.431421,0.038903,0.006008,9.134441,0.106353,0.054252,"Dry"
"294","Neocouma_ternstroemiacea",5.695437,0.000362,7e-06,8.093502,0.044734,0.012048,7.167214,0.014985,0.001717,10.086199,0.017862,0.015501,"Fleshy"
"295","Neoschumannia_kamerunensis",5.689679,0.002874,4.9e-05,7.732277,0.419056,0.084337,7.208916,0.158793,0.012016,9.671196,0.449619,0.108504,"Dry"
"296","Nephradenia_acerosa",5.696173,0.001448,4e-06,7.258258,0.046093,0.007334,7.372493,0.012857,0.001045,9.125349,0.039359,0.009435,"Dry"
"297","Nephradenia_asparagoides",5.690956,0.002012,8e-06,6.830826,0.167598,0.014056,7.412624,0.01962,0.002003,8.677758,0.145924,0.018084,"Dry"
"298","Ochrosia_coccinea",5.701123,0.002105,1.4e-05,7.56283,0.10372,0.024096,7.341874,0.021295,0.004806,9.522977,0.062007,0.043402,"Fleshy"
"299","Ochrosia_elliptica",5.6917,0.001246,7e-06,7.226457,0.123943,0.012048,7.548102,0.018967,0.001717,8.979899,0.121199,0.015501,"Fleshy"
"300","Ochrosia_oppositifolia",5.702619,0.000999,4e-06,7.927612,0.068044,0.007334,7.398183,0.01738,0.001144,9.670181,0.066492,0.010334,"Fleshy"
"301","Oncinotis_tenuiloba",5.683993,0.002501,4e-06,7.169341,0.059445,0.007667,7.353238,0.021274,0.001092,8.975777,0.063919,0.009864,"Dry"
"302","Orthanthera_albida",5.684043,0.001839,8e-06,4.555608,0.236322,0.012975,7.76121,0.025685,0.001849,5.991511,0.207831,0.016693,"Dry"
"303","Orthanthera_jasminiflora",5.68344,0.001724,4e-06,6.142752,0.071293,0.007667,7.768964,0.022941,0.001092,7.567974,0.081933,0.009864,"Dry"
"304","Orthosia_urceolata",5.676167,0.001399,3e-06,7.393703,0.032908,0.005111,7.141645,0.019187,0.000728,9.44791,0.035016,0.006576,"Dry"
"305","Oxypetalum_appendiculatum",5.680803,0.000931,1e-06,7.379038,0.020801,0.002376,7.243951,0.01461,0.000338,9.30347,0.022929,0.003056,"Dry"
"306","Oxypetalum_balansae",5.68879,0.00088,4e-06,7.257155,0.027184,0.006247,7.428429,0.010003,0.00089,8.998546,0.039073,0.008037,"Dry"
"307","Oxypetalum_banksii",5.687427,0.001595,3e-06,7.251871,0.048009,0.004325,7.204484,0.016133,0.000632,9.212267,0.055671,0.005711,"Dry"
"308","Oxypetalum_brachystemma",5.6744,0.002505,9e-06,6.684523,0.097721,0.015334,7.410491,0.014249,0.002185,8.574325,0.044241,0.019728,"Dry"
"309","Oxypetalum_capitatum",5.68778,0.001204,2e-06,7.275261,0.032266,0.003373,7.341854,0.016891,0.000481,9.125344,0.031944,0.00434,"Dry"
"310","Oxypetalum_lanatum",5.679773,0.001085,3.3e-05,7.307216,0.059088,0.056225,7.105609,0.013344,0.008011,9.337489,0.037247,0.072336,"Dry"
"311","Oxypetalum_minarum",5.673665,0.001889,4.9e-05,7.359731,0.0105,0.084337,7.128491,0.003207,0.012016,9.440055,0.03111,0.108504,"Dry"
"312","Oxypetalum_pannosum",5.67532,0.001023,3e-06,7.457583,0.028455,0.005111,7.220347,0.019559,0.000728,9.408519,0.026788,0.006576,"Dry"
"313","Oxypetalum_sublanatum",5.670614,0.00239,1e-05,7.451519,0.061704,0.016867,7.085162,0.029142,0.002403,9.493591,0.06533,0.021701,"Dry"
"314","Oxypetalum_wightianum",5.679133,0.001351,4e-06,7.32728,0.039508,0.006747,7.122888,0.016462,0.000961,9.378046,0.038679,0.00868,"Dry"
"315","Pachycarpus_appendiculatus",5.676124,0.002484,1.4e-05,6.695509,0.057292,0.024096,7.391265,0.019328,0.003433,8.561971,0.067622,0.031001,"Dry"
"316","Pachycarpus_concolor",5.68428,0.002599,2e-05,6.906453,0.041781,0.033735,7.37305,0.009962,0.004806,8.656057,0.071348,0.043402,"Dry"
"317","Pachycarpus_dealbatus",5.668946,0.002908,1e-05,6.555857,0.10466,0.016867,7.429823,0.019771,0.002403,8.341486,0.124476,0.021701,"Dry"
"318","Pachycarpus_natalensis",5.67254,0.002544,2.5e-05,6.650823,0.052888,0.042168,7.397155,0.040962,0.006008,8.649527,0.022418,0.054252,"Dry"
"319","Pachypodium_baronii",5.692034,0.005228,4.9e-05,7.681534,0.187103,0.084337,7.594204,0.053582,0.012016,8.952272,0.096608,0.108504,"Dry"
"320","Pachypodium_geayi",5.694497,0.002135,2e-05,6.312691,0.133415,0.033735,7.665913,0.017254,0.004806,7.939319,0.066398,0.043402,"Dry"
"321","Pachypodium_lamerei",5.691023,0.002057,8e-06,6.665424,0.09665,0.012975,7.624671,0.025516,0.001849,8.273676,0.09823,0.016693,"Dry"
"322","Pachypodium_saundersii",5.686119,0.001894,1.6e-05,6.464458,0.107481,0.028112,7.472915,0.02177,0.004005,8.146048,0.080405,0.036168,"Dry"
"323","Papuechites_aambe",5.696577,0.00153,8e-06,8.070512,0.083931,0.014056,7.335167,0.019687,0.002185,9.950264,0.058661,0.019728,"Dry"
"324","Parameria_laevigata",5.685319,0.002536,1.6e-05,7.309098,0.177325,0.028112,7.270275,0.032666,0.004005,9.475577,0.141478,0.036168,"Dry"
"325","Parsonsia_crebriflora",5.680309,0.005834,3.3e-05,7.696144,0.183358,0.056225,7.424665,0.072987,0.008011,9.517989,0.17256,0.072336,"Dry"
"326","Parsonsia_eucalyptophylla",5.678854,0.000938,1e-06,6.260665,0.040045,0.002219,7.630349,0.014959,0.00032,7.862813,0.049634,0.002893,"Dry"
"327","Parsonsia_ferruginea",5.699271,0.000966,3.3e-05,7.370405,0.035943,0.056225,7.639887,0.023588,0.008011,9.015943,0.058189,0.072336,"Dry"
"328","Parsonsia_flexuosa",5.687145,NA,9.8e-05,7.638198,NA,0.168674,7.392032,NA,0.024032,9.366232,NA,0.217008,"Dry"
"329","Parsonsia_lata",5.695402,0.002171,1.6e-05,7.780822,0.112773,0.028112,7.347929,0.030466,0.004005,9.608782,0.088889,0.036168,"Dry"
"330","Parsonsia_longiflora",5.686128,NA,9.8e-05,7.745868,NA,0.168674,7.379632,NA,0.024032,9.484177,NA,0.217008,"Dry"
"331","Pentatropis_nivalis",5.699103,0.002177,4.9e-05,6.952659,0.24702,0.084337,7.660527,0.010834,0.012016,8.412168,0.175483,0.108504,"Dry"
"332","Periploca_graeca",5.660131,0.00125,2e-06,6.604819,0.072408,0.004217,7.135783,0.027847,0.000601,8.700311,0.088228,0.005425,"Dry"
"333","Periploca_laevigata",5.674472,0.001468,4e-06,5.740676,0.111183,0.007334,7.467606,0.016868,0.001045,7.520895,0.11007,0.009435,"Dry"
"334","Pervillaea_phillipsonii",5.69653,0.001264,1.6e-05,6.459554,0.181906,0.028112,7.648592,0.013677,0.004005,7.851641,0.04791,0.036168,"Dry"
"335","Pervillaea_tomentosa",5.700108,0.001505,4.9e-05,7.093759,0.096163,0.084337,7.658684,0.005663,0.012016,8.712843,0.143248,0.108504,"Dry"
"336","Petalostelma_martianum",5.697967,0.001137,4e-06,6.870453,0.064235,0.006487,7.410643,0.017475,0.000924,8.700337,0.077668,0.008346,"Dry"
"337","Petchia_ceylanica",5.703616,NA,9.8e-05,8.045268,NA,0.168674,7.482682,NA,0.024032,10.041727,NA,0.217008,"Fleshy"
"338","Philibertia_gilliesii",5.662088,0.002112,3e-06,6.012975,0.133508,0.004325,7.537317,0.011954,0.000616,7.524837,0.111889,0.005564,"Dry"
"339","Philibertia_picta",5.660927,0.003161,1.2e-05,6.371011,0.167417,0.021084,7.443613,0.028382,0.003004,7.980557,0.212361,0.027126,"Dry"
"340","Picralima_nitida",5.694251,0.000597,2e-06,7.512824,0.037375,0.003012,7.117215,0.015687,0.000429,9.585052,0.035409,0.003875,"Fleshy"
"341","Plectaneia_thouarsii",5.68853,0.001894,2e-06,7.363389,0.066936,0.003833,7.501687,0.028488,0.000559,8.944288,0.07742,0.005047,"Dry"
