Species,Fruit_type,,
Blakea_rosea,Fleshy,,
Blakea_sawadae,Fleshy,,
Blakea_subpanduriformis,Fleshy,,
Blakea_oldemanii,Fleshy,,
Blakea_quadriflora,Fleshy,,
Blakea_calycularis,Fleshy,,
Blakea_subscabrula,Fleshy,,
Blakea_watsonii,Fleshy,,
Blakea_albertiae,Fleshy,,
Blakea_maurofernandeziana,Fleshy,,
Blakea_glaberrima,Fleshy,,
Blakea_trianae,Fleshy,,
Blakea_castanedae,Fleshy,,
Blakea_multiflora,Fleshy,,
Blakea_rotundifolia,Fleshy,,
Blakea_paleacea,Fleshy,,
Blakea_cutucuensis,Fleshy,,
Blakea_adscendens,Fleshy,,
Blakea_bullata,Fleshy,,
Blakea_brasiliensis,Fleshy,,
Blakea_brevibractea,Fleshy,,
Blakea_pulverulenta,Fleshy,,
Blakea_trinervia,Fleshy,,
Blakea_schlimii,Fleshy,,
Blakea_acuminata,Fleshy,,
Blakea_dodsonorum,Fleshy,,
Blakea_alternifolia,Fleshy,,
Blakea_henripittieri,Fleshy,,
Blakea_barbata,Fleshy,,
Blakea_costaricensis,Fleshy,,
Blakea_micrantha,Fleshy,,
Blakea_cordata,Fleshy,,
Blakea_hexandra,Fleshy,,
Blakea_gerardoana,Fleshy,,
Blakea_fuchsioides,Fleshy,,
Blakea_austin,Fleshy,,
Blakea_chlorantha,Fleshy,,
Blakea_penduliflora,Fleshy,,
Blakea_gracilis,Fleshy,,
Blakea_herrerae,Fleshy,,
Blakea_anomala,Fleshy,,
Blakea_pauciflora,Fleshy,,
Blakea_venusta,Fleshy,,
Blakea_guatemalensis,Fleshy,,
Blakea_litoralis,Fleshy,,
Blakea_foliacea,Fleshy,,
Blakea_fragrantissima,Fleshy,,
Blakea_intricata,Fleshy,,
Blakea_purpusii,Fleshy,,
Blakea_parvifolia,Fleshy,,
Blakea_wilburiana,Fleshy,,
Blakea_wilsoniorum,Fleshy,,
Blakea_crinita,Fleshy,,
Blakea_tapantiana,Fleshy,,
Blakea_grandiflora,Fleshy,,
Blakea_brunnea,Fleshy,,
Blakea_calycosa,Fleshy,,
Blakea_tuberculata,Fleshy,,
Blakea_storkii,Fleshy,,
Aciotis_acuminifolia,Fleshy,,
Aciotis_paludosa,Fleshy,,
Aciotis_circaeifolia,Fleshy,,
Aciotis_indecora,Fleshy,,
Aciotis_purpurascens,Fleshy,,
Aciotis_rubricaulis,Fleshy,,
Melastoma_imbricatum,Fleshy,,
Melastoma_crinitum,Fleshy,,
Melastoma_orientale,Fleshy,,
Melastoma_cyanoides,Fleshy,,
Melastoma_septemnervium,Fleshy,,
Melastoma_intermedium,Fleshy,,
Melastoma_malabathricum,Fleshy,,
Melastoma_sanguineum,Fleshy,,
Melastoma_beccarianum,Fleshy,,
Melastoma_denticulatum,Fleshy,,
Melastoma_saigonense,Fleshy,,
Melastoma_dodecandrum,Fleshy,,
Melastoma_pentapetalum,Fleshy,,
Melastoma_tetramerum,Fleshy,,
Miconia_superba,Fleshy,,
Miconia_mirabilis,Fleshy,,
Miconia_dodecandra,Fleshy,,
Ossaea_petiolaris,Fleshy,,
Ossaea_capillaris,Fleshy,,
Leandra_macdanielii,Fleshy,,
Leandra_secunda,Fleshy,,
Leandra_longicoma,Fleshy,,
Leandra_pastazana,Fleshy,,
Leandra_granatensis,Fleshy,,
Leandra_dichotoma,Fleshy,,
Leandra_reversa,Fleshy,,
Ossaea_quadrisulca,Fleshy,,
Leandra_agrestis,Fleshy,,
Leandra_divaricata,Fleshy,,
Leandra_rhamnifolia,Fleshy,,
Ossaea_coarctiflora,Fleshy,,
Leandra_secundiflora,Fleshy,,
Leandra_mexicana,Fleshy,,
Tococa_nitens,Fleshy,,
Tococa_rotundifolia,Fleshy,,
Tococa_bolivarensis,Fleshy,,
Tococa_raggiana,Fleshy,,
Tococa_macrophysca,Fleshy,,
Tococa_aristata,Fleshy,,
Tococa_guianensis,Fleshy,,
Tococa_stellata,Fleshy,,
Tococa_bullifera,Fleshy,,
Tococa_quadrialata,Fleshy,,
Tococa_gonoptera,Fleshy,,
Tococa_macrosperma,Fleshy,,
Tococa_capitata,Fleshy,,
Tococa_caudata,Fleshy,,
Tococa_coronata,Fleshy,,
Tococa_cordata,Fleshy,,
Tococa_subciliata,Fleshy,,
Miconia_crocea,Fleshy,,
Miconia_incerta,Fleshy,,
Miconia_asclepiadea,Fleshy,,
Miconia_cocoensis,Fleshy,,
Miconia_urticoides,Fleshy,,
Miconia_erosa,Fleshy,,
Miconia_javorkaeana,Fleshy,,
Miconia_benthamiana,Fleshy,,
Tococa_symphyandra,Fleshy,,
Miconia_clypeata,Fleshy,,
Leandra_nervosa,Fleshy,,
Miconia_papillosa,Fleshy,,
Leandra_melanodesma,Fleshy,,
Leandra_subseriata,Fleshy,,
Miconia_andreana,Fleshy,,
Miconia_dapsiliflora,Fleshy,,
Miconia_pustulata,Fleshy,,
Miconia_aspergillaris,Fleshy,,
Miconia_denticulata,Fleshy,,
Killipia_pedunculata,Fleshy,,
Miconia_punctibullata,Fleshy,,
Killipia_rotundifolia,Fleshy,,
Miconia_corymbiformis,Fleshy,,
Miconia_gonioclada,Fleshy,,
Miconia_arboricola,Fleshy,,
Miconia_pseudoradula,Fleshy,,
Miconia_multiplinervia,Fleshy,,
Miconia_quadrialata,Fleshy,,
Miconia_biacuta,Fleshy,,
Miconia_pseudorigida,Fleshy,,
Miconia_rigida,Fleshy,,
Miconia_nystroemii,Fleshy,,
Miconia_alternifolia,Fleshy,,
Miconia_stenobotrys,Fleshy,,
Miconia_turquinensis,Fleshy,,
Miconia_skeaniana,Fleshy,,
Miconia_rubricans,Fleshy,,
Miconia_smithii,Fleshy,,
Miconia_biappendiculata,Fleshy,,
Miconia_pteroclada,Fleshy,,
Miconia_selleana,Fleshy,,
Miconia_ferruginea,Fleshy,,
Miconia_calycina,Fleshy,,
Miconia_cubensis,Fleshy,,
Miconia_howardiana,Fleshy,,
Miconia_foveolata,Fleshy,,
Miconia_sphagnicola,Fleshy,,
Miconia_xenotricha,Fleshy,,
Miconia_pycnoneura,Fleshy,,
Miconia_rufa,Fleshy,,
Miconia_septentrionalis,Fleshy,,
Miconia_subcompressa,Fleshy,,
Miconia_dielsiana,Fleshy,,
Miconia_sintenisii,Fleshy,,
Miconia_samanensis,Fleshy,,
Miconia_alloeotricha,Fleshy,,
Miconia_confertiflora,Fleshy,,
Miconia_coriacea,Fleshy,,
Miconia_grandidentata,Fleshy,,
Miconia_hypioides,Fleshy,,
Miconia_barkeri,Fleshy,,
Miconia_alainii,Fleshy,,
Miconia_lanceolata,Fleshy,,
Miconia_desportesii,Fleshy,,
Miconia_viscidula,Fleshy,,
Miconia_krugii,Fleshy,,
Miconia_fuertesii,Fleshy,,
Miconia_luteola,Fleshy,,
Miconia_macayana,Fleshy,,
Miconia_quadrangularis,Fleshy,,
Miconia_apiculata,Fleshy,,
Miconia_ossaeifolia,Fleshy,,
Miconia_galeiformis,Fleshy,,
Miconia_latifolia,Fleshy,,
Miconia_chionophila,Fleshy,,
Miconia_bullata,Fleshy,,
Miconia_salicifolia,Fleshy,,
Miconia_prietoi,Fleshy,,
Miconia_asperrima,Fleshy,,
Miconia_calignosa,Fleshy,,
Miconia_costaricensis,Fleshy,,
Miconia_obscura,Fleshy,,
Miconia_aggregata,Fleshy,,
Miconia_capitellata,Fleshy,,
Miconia_pausana,Fleshy,,
Miconia_barbeyana,Fleshy,,
Miconia_lutescens,Fleshy,,
Miconia_livida,Fleshy,,
Miconia_onaensis,Fleshy,,
Miconia_dunstervillei,Fleshy,,
Miconia_buxifolia,Fleshy,,
Miconia_alborosea,Fleshy,,
Miconia_ligustrina,Fleshy,,
Miconia_tinifolia,Fleshy,,
Miconia_summa,Fleshy,,
Miconia_floribunda,Fleshy,,
Miconia_loreyoides,Fleshy,,
Miconia_goniostigma,Fleshy,,
Miconia_cuprea,Fleshy,,
Miconia_lehmannii,Fleshy,,
Miconia_brachygyna,Fleshy,,
Miconia_stenophylla,Fleshy,,
Miconia_penningtonii,Fleshy,,
Miconia_villonacensis,Fleshy,,
Clidemia_utleyana,Fleshy,,
Clidemia_clandestina,Fleshy,,
Miconia_silverstonei,Fleshy,,
Clidemia_caudata,Fleshy,,
Miconia_manicata,Fleshy,,
Miconia_complanata,Fleshy,,
Miconia_glutinosa,Fleshy,,
Miconia_theizans,Fleshy,,
Miconia_hirtella,Fleshy,,
Miconia_diegogomezii,Fleshy,,
Miconia_brevitheca,Fleshy,,
Miconia_bracteolata,Fleshy,,
Miconia_cladonia,Fleshy,,
Miconia_jahnii,Fleshy,,
Miconia_cremophylla,Fleshy,,
Miconia_bangii,Fleshy,,
Miconia_jorgensenii,Fleshy,,
Miconia_tabayensis,Fleshy,,
Miconia_rubens,Fleshy,,
Miconia_myrtillifolia,Fleshy,,
Miconia_tovarensis,Fleshy,,
Miconia_rigens,Fleshy,,
Miconia_cataractae,Fleshy,,
Miconia_tamana,Fleshy,,
Miconia_chrysocoma,Fleshy,,
Miconia_elaeoides,Fleshy,,
Miconia_resimoides,Fleshy,,
Miconia_mesmeana,Fleshy,,
Miconia_neei,Fleshy,,
Miconia_boliviensis,Fleshy,,
Miconia_cyanocarpa,Fleshy,,
Miconia_polygama,Fleshy,,
Miconia_elvirae,Fleshy,,
Miconia_cernua,Fleshy,,
Miconia_bilopezii,Fleshy,,
Miconia_hemenostigma,Fleshy,,
Miconia_pittieri,Fleshy,,
Miconia_longibracteata,Fleshy,,
Miconia_concinna,Fleshy,,
Miconia_dissita,Fleshy,,
Miconia_biperulifera,Fleshy,,
Miconia_schnellii,Fleshy,,
Miconia_tetrastoma,Fleshy,,
Miconia_crocata,Fleshy,,
Miconia_amplinodis,Fleshy,,
Miconia_cuspidatissima,Fleshy,,
Miconia_cremadena,Fleshy,,
Miconia_melanotricha,Fleshy,,
Miconia_carnea,Fleshy,,
Clidemia_rodriguezii,Fleshy,,
Clidemia_ostrina,Fleshy,,
Clidemia_epiphytica,Fleshy,,
Clidemia_almedae,Fleshy,,
Clidemia_killipii,Fleshy,,
Clidemia_discolor,Fleshy,,
Tococa_platyphylla,Fleshy,,
Miconia_araguensis,Fleshy,,
Miconia_tuberculata,Fleshy,,
Tococa_broadwayi,Fleshy,,
Tococa_perclara,Fleshy,,
Miconia_macrodon,Fleshy,,
Anaectocalyx_bracteosa,Fleshy,,
Miconia_leiotricha,Fleshy,,
Miconia_funckii,Fleshy,,
Miconia_amilcariana,Fleshy,,
Miconia_albertii,Fleshy,,
Miconia_nubicola,Fleshy,,
Miconia_spinulosa,Fleshy,,
Miconia_mulleola,Fleshy,,
Miconia_ulmarioides,Fleshy,,
Miconia_suaveolens,Fleshy,,
Miconia_meridensis,Fleshy,,
Miconia_salebrosa,Fleshy,,
Clidemia_tetrapetala,Fleshy,,
Clidemia_tenebrosa,Fleshy,,
Clidemia_costaricensis,Fleshy,,
Clidemia_folsomii,Fleshy,,
Miconia_lacera,Fleshy,,
Miconia_pulvinata,Fleshy,,
Miconia_oinochrophylla,Fleshy,,
Miconia_ciliata,Fleshy,,
Miconia_racemosa,Fleshy,,
Miconia_nitidissima,Fleshy,,
Miconia_velutina,Fleshy,,
Mecranium_obtusifolium,Fleshy,,
Mecranium_haemanthum,Fleshy,,
Mecranium_alpestre,Fleshy,,
Mecranium_tricostatum,Fleshy,,
Mecranium_integrifolium,Fleshy,,
Mecranium_multiflorum,Fleshy,,
Mecranium_haitiense,Fleshy,,
Mecranium_revolutum,Fleshy,,
Mecranium_microdictyum,Fleshy,,
Mecranium_septentrionale,Fleshy,,
Mecranium_ovatum,Fleshy,,
Mecranium_puberulum,Fleshy,,
Mecranium_purpurascens,Fleshy,,
Mecranium_axillare,Fleshy,,
Mecranium_virgatum,Fleshy,,
Mecranium_tuberculatum,Fleshy,,
Mecranium_birimosum,Fleshy,,
Mecranium_juddii,Fleshy,,
Mecranium_amygdalinum,Fleshy,,
Mecranium_crassinerve,Fleshy,,
Miconia_thomasiana,Fleshy,,
Miconia_uninervis,Fleshy,,
Miconia_pachyphylla,Fleshy,,
Calycogonium_moanum,Fleshy,,
Pachyanthus_moaensis,Fleshy,,
Calycogonium_rosmarinifolium,Fleshy,,
Ossaea_moaensis,Fleshy,,
Miconia_baracoensis,Fleshy,,
Miconia_cerasiflora,Fleshy,,
Miconia_lenticellata,Fleshy,,
Miconia_victorinii,Fleshy,,
Miconia_obtusa,Fleshy,,
Miconia_mexicana,Fleshy,,
Clidemia_fulva,Fleshy,,
Clidemia_laxiflora,Fleshy,,
Clidemia_petiolaris,Fleshy,,
Conostegia_tenuifolia,Fleshy,,
Conostegia_extinctoria,Fleshy,,
Conostegia_monteleagreana,Fleshy,,
Conostegia_lasiopoda,Fleshy,,
Conostegia_centronioides,Fleshy,,
Conostegia_polyandra,Fleshy,,
Conostegia_rubiginosa,Fleshy,,
Clidemia_myrmecina,Fleshy,,
Clidemia_mortoniana,Fleshy,,
Clidemia_spectabilis,Fleshy,,
Clidemia_globuliflora,Fleshy,,
Clidemia_setosa,Fleshy,,
Leandra_subulata,Fleshy,,
Miconia_shattuckii,Fleshy,,
Clidemia_foreroi,Fleshy,,
Conostegia_plumosa,Fleshy,,
Miconia_radulaefolia,Fleshy,,
Conostegia_speciosa,Fleshy,,
Conostegia_subcrustulata,Fleshy,,
Conostegia_xalapensis,Fleshy,,
Miconia_brenesii,Fleshy,,
Conostegia_consimilis,Fleshy,,
Clidemia_trichosantha,Fleshy,,
Miconia_jefensis,Fleshy,,
Miconia_peltata,Fleshy,,
Miconia_osaensis,Fleshy,,
Clidemia_allenii,Fleshy,,
Clidemia_ombrophila,Fleshy,,
Miconia_prasinifolia,Fleshy,,
Clidemia_hammelii,Fleshy,,
Miconia_cuspidata,Fleshy,,
Clidemia_ecuadorensis,Fleshy,,
Miconia_centrosperma,Fleshy,,
Miconia_dissitinervia,Fleshy,,
Clidemia_pittieri,Fleshy,,
Conostegia_schlimii,Fleshy,,
Miconia_incurva,Fleshy,,
Miconia_oligocephala,Fleshy,,
Miconia_calocoma,Fleshy,,
Clidemia_subpeltata,Fleshy,,
Miconia_colliculosa,Fleshy,,
Miconia_dissitiflora,Fleshy,,
Conostegia_cinnamomea,Fleshy,,
Clidemia_fraterna,Fleshy,,
Miconia_grayumii,Fleshy,,
Conostegia_friedmaniorum,Fleshy,,
Miconia_pendula,Fleshy,,
Conostegia_rhodopetala,Fleshy,,
Conostegia_rufescens,Fleshy,,
Conostegia_cuatrecasii,Fleshy,,
Conostegia_pyxidata,Fleshy,,
Conostegia_procera,Fleshy,,
Conostegia_brenesii,Fleshy,,
Conostegia_micrantha,Fleshy,,
Conostegia_montana,Fleshy,,
Conostegia_setosa,Fleshy,,
Conostegia_bracteata,Fleshy,,
Conostegia_caelestis,Fleshy,,
Conostegia_superba,Fleshy,,
Conostegia_icosandra,Fleshy,,
Conostegia_jaliscana,Fleshy,,
Conostegia_volcanalis,Fleshy,,
Conostegia_bigibbosa,Fleshy,,
Conostegia_pittieri,Fleshy,,
Conostegia_oerstediana,Fleshy,,
Conostegia_setifera,Fleshy,,
Clidemia_swartsii,Fleshy,,
Tetrazygia_fadyenii,Fleshy,,
Miconia_karsticola,Fleshy,,
Miconia_bicolor,Fleshy,,
Miconia_barbata,Fleshy,,
Miconia_cristalensis,Fleshy,,
Miconia_guajaibonensis,Fleshy,,
Miconia_cajalbanensis,Fleshy,,
Miconia_delicatula,Fleshy,,
Miconia_androsaemifolia,Fleshy,,
Pachyanthus_cubensis,Fleshy,,
Pachyanthus_tetramerus,Fleshy,,
Pachyanthus_wrightii,Fleshy,,
Pachyanthus_poiretii,Fleshy,,
Pachyanthus_angustifolius,Fleshy,,
Pachyanthus_mantuensis,Fleshy,,
Pachyanthus_clementis,Fleshy,,
Miconia_macrocarpa,Fleshy,,
Miconia_angustilamina,Fleshy,,
Miconia_crotonifolia,Fleshy,,
Miconia_heterophylla,Fleshy,,
Calycogonium_turbinatum,Fleshy,,
Calycogonium_torbecianum,Fleshy,,
Calycogonium_ekmanii,Fleshy,,
Miconia_moensis,Fleshy,,
Calycogonium_microphyllum,Fleshy,,
Calycogonium_lanceolatum,Fleshy,,
Calycogonium_glabratum,Fleshy,,
Calycogonium_rhamnoideum,Fleshy,,
Miconia_yunquensis,Fleshy,,
Miconia_cinerea,Fleshy,,
Tetrazygia_aurea,Fleshy,,
Tetrazygia_decorticans,Fleshy,,
Pachyanthus_monopleurus,Fleshy,,
Tetrazygia_elegans,Fleshy,,
Pachyanthus_mayarensis,Fleshy,,
Pachyanthus_neglectus,Fleshy,,
Pachyanthus_discolor,Fleshy,,
Calycogonium_floribundum,Fleshy,,
Calycogonium_grisebachii,Fleshy,,
Calycogonium_plicatum,Fleshy,,
Pachyanthus_reticulatus,Fleshy,,
Calycogonium_revolutum,Fleshy,,
Calycogonium_bissei,Fleshy,,
Miconia_tetrandra,Fleshy,,
Calycogonium_apleurum,Fleshy,,
Tetrazygia_discolor,Fleshy,,
Charianthus_alpinus,Fleshy,,
Charianthus_nodosus,Fleshy,,
Charianthus_dominicensis,Fleshy,,
Charianthus_corymbosus,Fleshy,,
Charianthus_purpureus,Fleshy,,
Mecranium_latifolium,Fleshy,,
Miconia_ovatifolia,Fleshy,,
Miconia_pratensis,Fleshy,,
Miconia_brachystemon,Fleshy,,
Miconia_hirsuta,Fleshy,,
Miconia_bohirdiana,Fleshy,,
Ossaea_pauciflora,Fleshy,,
Miconia_ascenditricha,Fleshy,,
Miconia_lanatifolia,Fleshy,,
Miconia_acunagalei,Fleshy,,
Miconia_ekmanii,Fleshy,,
Tetrazygia_biflora,Fleshy,,
Tetrazygia_elaeagnoides,Fleshy,,
Tetrazygia_urbani,Fleshy,,
Tetrazygia_angustifolia,Fleshy,,
Miconia_umbellata,Fleshy,,
Pachyanthus_blancheanus,Fleshy,,
Pachyanthus_pedicellatus,Fleshy,,
Tetrazygia_paralongicollis,Fleshy,,
Tetrazygia_longicollis,Fleshy,,
Miconia_karlkrugii,Fleshy,,
Miconia_krugiana,Fleshy,,
Miconia_hispidula,Fleshy,,
Miconia_charleswrightii,Fleshy,,
Miconia_reticulato,Fleshy,,
Miconia_vegaensis,Fleshy,,
Miconia_calycopteris,Fleshy,,
Miconia_inaequipetiolata,Fleshy,,
Miconia_norlindii,Fleshy,,
Miconia_limoides,Fleshy,,
Leandra_lima,Fleshy,,
Miconia_asperifolia,Fleshy,,
Miconia_granulata,Fleshy,,
Miconia_argentimuricata,Fleshy,,
Miconia_ottoschmidtii,Fleshy,,
Miconia_paralimoides,Fleshy,,
Miconia_pedunculata,Fleshy,,
Miconia_marginata,Fleshy,,
Miconia_reducens,Fleshy,,
Miconia_aponeura,Fleshy,,
Miconia_robinsoniana,Fleshy,,
Miconia_michelangeliana,Fleshy,,
Miconia_paradoxa,Fleshy,,
Miconia_brachybotrya,Fleshy,,
Miconia_indicoviolacea,Fleshy,,
Miconia_valerioana,Fleshy,,
Miconia_schunkei,Fleshy,,
Miconia_diaphanea,Fleshy,,
Miconia_aliquantula,Fleshy,,
Miconia_wagneri,Fleshy,,
Miconia_duckei,Fleshy,,
Miconia_dorsiloba,Fleshy,,
Miconia_centrodesma,Fleshy,,
Miconia_poeppigii,Fleshy,,
Miconia_melinonis,Fleshy,,
Miconia_leucocarpa,Fleshy,,
Miconia_fragilis,Fleshy,,
Miconia_myriantha,Fleshy,,
Miconia_pyrifolia,Fleshy,,
Miconia_rubiginosa,Fleshy,,
Miconia_cinnamomifolia,Fleshy,,
Miconia_ligustroides,Fleshy,,
Miconia_puberula,Fleshy,,
Miconia_minutiflora,Fleshy,,
Miconia_furfuracea,Fleshy,,
Miconia_lugonis,Fleshy,,
Miconia_pseudoaplostachya,Fleshy,,
Miconia_aplostachya,Fleshy,,
Miconia_gratissima,Fleshy,,
Miconia_ampla,Fleshy,,
Miconia_holosericea,Fleshy,,
Miconia_radicans,Fleshy,,
Miconia_biolleyana,Fleshy,,
Miconia_neocoronata,Fleshy,,
Miconia_atropurpurea,Fleshy,,
Miconia_reitziana,Fleshy,,
Miconia_quinquenervia,Fleshy,,
Miconia_aguilari,Fleshy,,
Miconia_alboglandulosa,Fleshy,,
Miconia_chocoensis,Fleshy,,
Miconia_approximata,Fleshy,,
Miconia_anchicayensis,Fleshy,,
Miconia_auriantiaca,Fleshy,,
Miconia_evanescens,Fleshy,,
Miconia_variabilis,Fleshy,,
Miconia_bensparrei,Fleshy,,
Miconia_albertobrenesii,Fleshy,,
Miconia_neomicrantha,Fleshy,,
Miconia_boekei,Fleshy,,
Miconia_laxivenula,Fleshy,,
Miconia_sessilis,Fleshy,,
Miconia_rufibarbis,Fleshy,,
Miconia_spiciformis,Fleshy,,
Miconia_solearis,Fleshy,,
Miconia_formicaria,Fleshy,,
Miconia_bractiflora,Fleshy,,
Miconia_simplex,Fleshy,,
Miconia_andersonii,Fleshy,,
Miconia_ernstii,Fleshy,,
Miconia_trinervia,Fleshy,,
Miconia_calvescens,Fleshy,,
Miconia_oldemanii,Fleshy,,
Miconia_maroana,Fleshy,,
Miconia_alata,Fleshy,,
Miconia_prasina,Fleshy,,
Miconia_ibaguensis,Fleshy,,
Miconia_schlechtendalii,Fleshy,,
Miconia_mendoncae,Fleshy,,
Miconia_alternans,Fleshy,,
Miconia_nambyquarae,Fleshy,,
Miconia_chamissois,Fleshy,,
Miconia_plukenetii,Fleshy,,
Miconia_rugosa,Fleshy,,
Miconia_biglandulosa,Fleshy,,
Miconia_tomentosa,Fleshy,,
Miconia_appendiculata,Fleshy,,
Miconia_splendens,Fleshy,,
Miconia_phanerostila,Fleshy,,
Miconia_mazanana,Fleshy,,
Miconia_matthaei,Fleshy,,
Miconia_grandifoliata,Fleshy,,
Miconia_staminea,Fleshy,,
Miconia_ramboi,Fleshy,,
Miconia_tristis,Fleshy,,
Miconia_inaequidens,Fleshy,,
Miconia_rimalis,Fleshy,,
Miconia_trianae,Fleshy,,
Miconia_paniculata,Fleshy,,
Miconia_tentaculifera,Fleshy,,
Miconia_pusilliflora,Fleshy,,
Miconia_longicuspis,Fleshy,,
Miconia_brasiliensis,Fleshy,,
Miconia_caudigera,Fleshy,,
Miconia_paucidens,Fleshy,,
Miconia_lateriflora,Fleshy,,
Miconia_affinis,Fleshy,,
Miconia_regelii,Fleshy,,
Miconia_egensis,Fleshy,,
Miconia_latecrenata,Fleshy,,
Miconia_petropolitana,Fleshy,,
Miconia_inconspicua,Fleshy,,
Miconia_commutata,Fleshy,,
Miconia_intricata,Fleshy,,
Miconia_brachycalyx,Fleshy,,
Miconia_smaragdina,Fleshy,,
Miconia_gracilis,Fleshy,,
Miconia_striata,Fleshy,,
Miconia_laevigata,Fleshy,,
Miconia_pyramidalis,Fleshy,,
Miconia_desmantha,Fleshy,,
Miconia_aeruginosa,Fleshy,,
Miconia_acuminifera,Fleshy,,
Miconia_sessilifolia,Fleshy,,
Miconia_pubipetala,Fleshy,,
Miconia_stevensiana,Fleshy,,
Miconia_longifolia,Fleshy,,
Miconia_tetragona,Fleshy,,
Miconia_dolichorrhyncha,Fleshy,,
Miconia_collatata,Fleshy,,
Miconia_donaeana,Fleshy,,
Miconia_cercophora,Fleshy,,
Miconia_caudata,Fleshy,,
Miconia_magdalenae,Fleshy,,
Miconia_impetiolaris,Fleshy,,
Miconia_stipitata,Fleshy,,
Miconia_spicellata,Fleshy,,
Miconia_argentea,Fleshy,,
Miconia_dolichopoda,Fleshy,,
Miconia_plethorica,Fleshy,,
Miconia_lonchophylla,Fleshy,,
Miconia_sanctiphilippi,Fleshy,,
Miconia_squamulosa,Fleshy,,
Miconia_sylvatica,Fleshy,,
Miconia_notabilis,Fleshy,,
Miconia_coronata,Fleshy,,
Miconia_triangularis,Fleshy,,
Miconia_nutans,Fleshy,,
Miconia_astroplocama,Fleshy,,
Miconia_hookeriana,Fleshy,,
Miconia_aureoides,Fleshy,,
Miconia_kraenzlinii,Fleshy,,
Miconia_glandulifera,Fleshy,,
Miconia_rosea,Fleshy,,
Clidemia_inobsepta,Fleshy,,
Clidemia_sprucei,Fleshy,,
Clidemia_heterophylla,Fleshy,,
Clidemia_ablusa,Fleshy,,
Clidemia_dimorphica,Fleshy,,
Tococa_carolensis,Fleshy,,
Miconia_serrulata,Fleshy,,
Miconia_bubalina,Fleshy,,
Miconia_hondurensis,Fleshy,,
Miconia_paleacea,Fleshy,,
Miconia_ioneura,Fleshy,,
Miconia_eriocalyx,Fleshy,,
Miconia_barbinervis,Fleshy,,
Miconia_stelligera,Fleshy,,
Miconia_aulocalyx,Fleshy,,
Miconia_abbreviata,Fleshy,,
Miconia_aurea,Fleshy,,
Miconia_molybdea,Fleshy,,
Miconia_acreana,Fleshy,,
Miconia_erioclada,Fleshy,,
Miconia_cyathanthera,Fleshy,,
Miconia_cipoensis,Fleshy,,
Miconia_budlejoides,Fleshy,,
Miconia_discolor,Fleshy,,
Miconia_octopetala,Fleshy,,
Miconia_capixaba,Fleshy,,
Miconia_cubatanensis,Fleshy,,
Miconia_kollmannii,Fleshy,,
Miconia_argyraea,Fleshy,,
Miconia_baumgratziana,Fleshy,,
Miconia_fasciculata,Fleshy,,
Miconia_pepericarpa,Fleshy,,
Miconia_penduliflora,Fleshy,,
Miconia_brunnea,Fleshy,,
Miconia_willdenowii,Fleshy,,
Miconia_robusta,Fleshy,,
Miconia_chartacea,Fleshy,,
Miconia_cabucu,Fleshy,,
Miconia_cinerascens,Fleshy,,
Miconia_lymanii,Fleshy,,
Miconia_angelana,Fleshy,,
Miconia_castaneiflora,Fleshy,,
Miconia_corallina,Fleshy,,
Miconia_sclerophylla,Fleshy,,
Miconia_heliotropoides,Fleshy,,
Miconia_macrothyrsa,Fleshy,,
Miconia_dispar,Fleshy,,
Miconia_ferruginata,Fleshy,,
Miconia_stenostachya,Fleshy,,
Miconia_decurrens,Fleshy,,
Miconia_pterocaulon,Fleshy,,
Miconia_argyrophylla,Fleshy,,
Miconia_acuminata,Fleshy,,
Miconia_hypoleuca,Fleshy,,
Miconia_alborufescens,Fleshy,,
Miconia_albicans,Fleshy,,
Miconia_elegans,Fleshy,,
Miconia_lourteigiana,Fleshy,,
Miconia_eriodonta,Fleshy,,
Miconia_oraria,Fleshy,,
Miconia_multispicata,Fleshy,,
Miconia_valtheri,Fleshy,,
Miconia_kriegeriana,Fleshy,,
Miconia_lepidota,Fleshy,,
Miconia_polyandra,Fleshy,,
Miconia_crassinervia,Fleshy,,
Miconia_longispicata,Fleshy,,
Miconia_traillii,Fleshy,,
Miconia_tiliifolia,Fleshy,,
Miconia_rufescens,Fleshy,,
Miconia_punctata,Fleshy,,
Miconia_elata,Fleshy,,
Miconia_chrysophylla,Fleshy,,
Clidemia_involucrata,Fleshy,,
Leandra_micropetala,Fleshy,,
Leandra_inaequalifolia,Fleshy,,
Leandra_purpurea,Fleshy,,
Leandra_rufescens,Fleshy,,
Miconia_nervosa,Fleshy,,
Leandra_polyadena,Fleshy,,
Miconia_ceramicarpa,Fleshy,,
Leandra_phelpsiae,Fleshy,,
Miconia_lappacea,Fleshy,,
Leandra_subobruta,Fleshy,,
Leandra_cuneata,Fleshy,,
Clidemia_heptamera,Fleshy,,
Miconia_plumifera,Fleshy,,
Clidemia_capitata,Fleshy,,
Leandra_edentula,Fleshy,,
Leandra_clidemioides,Fleshy,,
Leandra_verticillata,Fleshy,,
Leandra_coadunata,Fleshy,,
Miconia_procumbens,Fleshy,,
Clidemia_capitellata,Fleshy,,
Clidemia_novemnervia,Fleshy,,
Clidemia_urceolata,Fleshy,,
Clidemia_bullosa,Fleshy,,
Clidemia_biserrata,Fleshy,,
Clidemia_pustulata,Fleshy,,
Miconia_campestris,Fleshy,,
