"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Fruit_type"
"626","Solanum_tampicense",5.699546,0.001257,6e-06,7.38562,0.078967,0.009268,7.483769,0.015598,0.000946,9.063835,0.100895,0.011923,"Fleshy"
"627","Solanum_tegore",5.698081,0.00096,1e-05,7.851535,0.063535,0.016398,7.302609,0.020226,0.001674,9.684787,0.039293,0.021095,"Fleshy"
"628","Solanum_tenuispinum",5.666233,0.002949,6e-06,6.848921,0.080056,0.010151,7.398352,0.0189,0.001036,8.428021,0.133184,0.013059,"Fleshy"
"629","Solanum_terminale",5.685798,0.001047,1e-06,7.331089,0.035667,0.00207,7.317693,0.018056,0.000211,9.188954,0.041633,0.002662,"Fleshy"
"630","Solanum_ternatum",5.668617,0.002274,4e-06,7.375404,0.067069,0.005761,7.137892,0.015985,0.000588,9.330257,0.075942,0.007412,"Fleshy"
"631","Solanum_tetramerum",5.701446,0.000501,6.5e-05,6.86441,0.084488,0.106586,7.569725,0.020116,0.010883,8.35521,0.01023,0.137117,"Fleshy"
"632","Solanum_tetrathecum",5.679834,0.001318,1e-05,6.485365,0.067689,0.016398,7.589917,0.024691,0.001674,8.093519,0.073598,0.021095,"Fleshy"
"633","Solanum_thelopodium",5.693812,0.001039,2e-06,7.852208,0.048754,0.003613,7.180413,0.015107,0.000369,9.892991,0.045164,0.004648,"Fleshy"
"634","Solanum_thomasiifolium",5.690314,0.001473,6e-06,6.813489,0.079914,0.010151,7.337225,0.017946,0.001088,8.674063,0.08448,0.013712,"Fleshy"
"635","Solanum_toliaraea",5.698602,NA,0.000131,5.993961,NA,0.213172,7.671361,NA,0.021766,7.903227,NA,0.274234,"Fleshy"
"636","Solanum_tomentosum",5.671267,0.001481,7e-06,6.043716,0.136793,0.01122,7.493979,0.034286,0.001146,7.801159,0.149718,0.014433,"Fleshy"
"637","Solanum_tribulosum",5.659794,0.00599,2.6e-05,6.402102,0.106295,0.042634,7.453593,0.058183,0.004353,8.441636,0.227905,0.054847,"Dry"
"638","Solanum_tridynamum",5.689115,0.002,3e-06,6.85259,0.062263,0.005329,7.500288,0.012217,0.000544,8.548301,0.071544,0.006856,"Dry"
"639","Solanum_tripartitum",5.641882,0.003179,7e-06,5.986785,0.152717,0.010659,7.465917,0.021384,0.001088,7.58657,0.157122,0.013712,"Fleshy"
"640","Solanum_tudununggae",5.706445,0.000499,6.5e-05,7.049164,0.06723,0.106586,7.84814,0.005076,0.010883,8.465977,0.007473,0.137117,"Dry"
"641","Solanum_turneroides",5.688845,0.001615,4e-06,6.972712,0.071269,0.007106,7.44706,0.009699,0.000726,8.709157,0.079024,0.009141,"Dry"
"642","Solanum_uncinellum",5.69501,0.000686,1e-06,7.634463,0.029459,0.001421,7.277516,0.010661,0.000145,9.556558,0.033941,0.001828,"Fleshy"
"643","Solanum_ursinum",5.662021,0.005483,9e-06,7.176023,0.131201,0.015227,7.266576,0.04131,0.001555,8.884684,0.086887,0.019588,"Fleshy"
"644","Solanum_urticans",5.691339,0.001851,1e-05,7.306501,0.133922,0.016398,7.290651,0.035416,0.001674,9.316585,0.136046,0.021095,"Fleshy"
"645","Solanum_vaccinioides",5.693564,NA,0.000131,7.216709,NA,0.213172,7.555905,NA,0.021766,8.92864,NA,0.274234,"Fleshy"
"646","Solanum_valdiviense",5.642822,0.00425,1e-05,7.305199,0.054344,0.016398,6.899738,0.035114,0.001674,9.642494,0.104514,0.021095,"Fleshy"
"647","Solanum_vansittartense",5.704614,0.001665,6.5e-05,7.069353,0.059944,0.106586,7.815811,0.001411,0.010883,8.492311,0.120374,0.137117,"Dry"
"648","Solanum_vernei",5.650906,0.006895,1.3e-05,6.296189,0.187745,0.021317,7.522216,0.030611,0.002177,7.576622,0.169401,0.027423,"Fleshy"
"649","Solanum_verrucosum",5.665099,0.003013,7e-06,6.714304,0.091803,0.011843,7.454385,0.025517,0.001209,8.446581,0.103241,0.015235,"Fleshy"
"650","Solanum_vescum",5.662171,0.001417,2e-06,6.820698,0.047577,0.004022,7.259822,0.026402,0.000419,8.78707,0.060919,0.005274,"Fleshy"
"651","Solanum_vestissimum",5.671626,0.003496,6e-06,7.419239,0.088116,0.009268,7.221725,0.025066,0.000946,9.309508,0.09163,0.011923,"Fleshy"
"652","Solanum_viarum",5.687848,0.000971,1e-06,7.364967,0.026578,0.001491,7.292554,0.011595,0.000152,9.275929,0.02898,0.001918,"Fleshy"
"653","Solanum_vicinum",5.662682,0.001406,1.2e-05,7.085943,0.043375,0.019379,7.306606,0.011415,0.001979,8.996874,0.054489,0.02493,"Fleshy"
"654","Solanum_violaceimarmoratum",5.652061,0.004325,4.4e-05,7.067975,0.431293,0.071057,7.276709,0.041392,0.007255,8.799595,0.098622,0.091411,"Fleshy"
"655","Solanum_violaceum",5.687643,0.002179,2e-06,7.354953,0.062682,0.003553,7.33669,0.023828,0.000363,9.267833,0.066922,0.004571,"Fleshy"
"656","Solanum_wendlandii",5.683538,0.001705,2e-06,7.377166,0.059519,0.003675,7.393249,0.01792,0.000375,9.244725,0.069433,0.004728,"Fleshy"
"657","Solanum_whalenii",5.657282,0.004443,2.2e-05,6.847347,0.15749,0.035529,7.318551,0.040557,0.003628,8.695933,0.107746,0.045706,"Fleshy"
"658","Solanum_wrightii",5.690363,0.001412,4e-06,7.334875,0.068568,0.00646,7.370997,0.020028,0.00066,9.243487,0.079084,0.00831,"Fleshy"
"659","Streptosolen_jamesonii",5.665582,0.002391,5e-06,7.082524,0.109999,0.008882,7.164423,0.0237,0.000907,9.193539,0.103296,0.011426,"Dry"
"660","Trianaea_speciosa",5.672099,0.00338,8e-06,7.42456,0.104898,0.013323,7.105075,0.02005,0.00136,9.432079,0.104431,0.01714,"Fleshy"
"661","Tsoala_tubiflora",5.701165,0.000823,1.5e-05,7.285675,0.071641,0.023686,7.673548,0.009989,0.002418,8.72286,0.034801,0.03047,"Dry"
"662","Vestia_foetida",5.660526,0.003118,1.2e-05,6.518544,0.303959,0.019379,7.12037,0.056955,0.001979,8.753473,0.320704,0.02493,"Dry"
"663","Withania_coagulans",5.670053,0.000718,4.4e-05,5.692646,0.220376,0.071057,7.541172,0.029301,0.007255,7.687788,0.11057,0.091411,"Fleshy"
"664","Witheringia_solanacea",5.688599,0.000903,1e-06,7.709292,0.037644,0.001349,7.288281,0.012235,0.000138,9.596853,0.036861,0.001736,"Fleshy"
