"","species","temp","se_temp","within_sp_var_temp","prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Dispersal_mode"
"1","Acaena_cylindristachya",5.65125,0.007121,3.4e-05,7.286141,0.223166,0.027817,7.079611,0.046106,0.008505,9.309316,0.12081,0.035243,"Abiotic"
"2","Acaena_magellanica",5.631282,0.001113,6e-06,6.514133,0.123877,0.005216,6.664977,0.109789,0.001822,9.030314,0.210387,0.007552,"Abiotic"
"3","Adenostoma_fasciculatum",5.663881,0.001159,1e-05,5.938508,0.076783,0.007948,7.494452,0.0305,0.00243,7.62028,0.078505,0.010069,"Abiotic"
"4","Adenostoma_sparsifolium",5.657404,0.003179,4.1e-05,6.094049,0.173528,0.03338,7.582731,0.020284,0.010206,7.79529,0.199692,0.042292,"Abiotic"
"5","Agrimonia_gryposepala",5.636421,0.000709,1e-06,6.808572,0.018415,0.000893,6.946788,0.012452,0.000279,9.081279,0.023358,0.001156,"Abiotic"
"6","Agrimonia_nipponica",5.650752,0.001715,7e-06,7.490181,0.037349,0.005384,6.988699,0.022499,0.001646,9.664733,0.041515,0.006821,"Abiotic"
"7","Agrimonia_pilosa",5.642768,0.001165,0,6.726725,0.025581,0.000387,6.947378,0.010933,0.000119,8.979193,0.023966,0.000492,"Abiotic"
"8","Agrimonia_procera",5.637614,0.000656,2e-06,6.624642,0.030399,0.001669,6.698967,0.016733,0.000532,9.149105,0.038087,0.002203,"Abiotic"
"9","Alchemilla_abyssinica",5.648753,0.003884,2.9e-05,7.103788,0.055631,0.023843,7.29783,0.03131,0.00729,9.026084,0.077877,0.030208,"Abiotic"
"10","Alchemilla_alpina",5.620675,0.001048,2e-06,6.87069,0.043655,0.001575,6.402511,0.017539,0.000526,9.679478,0.044547,0.00218,"Abiotic"
"11","Alchemilla_argyrophylla",5.656892,0.036672,0.000103,7.335308,0.213248,0.083451,7.094543,0.239134,0.025514,9.39999,0.365671,0.105729,"Abiotic"
"12","Alchemilla_atriuscula",5.645624,NA,0.000206,6.940222,NA,0.166901,7.005789,NA,0.051029,9.046526,NA,0.211458,"Abiotic"
"13","Alchemilla_colura",5.6475,0.002426,6.9e-05,6.812123,0.077013,0.055634,7.292815,0.02067,0.01701,8.680014,0.053063,0.070486,"Abiotic"
"14","Alchemilla_coriacea",5.635095,0.001225,7e-06,6.850466,0.041226,0.005755,6.883834,0.02949,0.00176,9.302333,0.066641,0.007292,"Abiotic"
"15","Alchemilla_crinita",5.630273,0.001617,1.4e-05,6.936431,0.056036,0.011127,6.670068,0.025649,0.003402,9.569762,0.083291,0.014097,"Abiotic"
"16","Alchemilla_cryptantha",5.670099,0.002415,7e-06,7.205802,0.072841,0.005384,7.293974,0.033889,0.001646,9.111713,0.102394,0.006821,"Abiotic"
"17","Alchemilla_decumbens",5.625031,0.003037,6.9e-05,6.918387,0.074434,0.055634,6.721296,0.058278,0.01701,9.443511,0.135468,0.070486,"Abiotic"
"18","Alchemilla_ellenbeckii",5.650293,0.012161,6.9e-05,7.4831,0.033054,0.055634,6.9329,0.034079,0.01701,9.738112,0.070611,0.070486,"Abiotic"
"19","Alchemilla_epipsila",5.622834,0.003999,3.4e-05,6.614395,0.125003,0.027817,6.869617,0.079944,0.008505,9.135473,0.275125,0.035243,"Abiotic"
"20","Alchemilla_fallax",5.636883,0.003688,2.6e-05,6.906627,0.053258,0.020863,6.925348,0.036807,0.006379,9.246678,0.08585,0.026432,"Abiotic"
"21","Alchemilla_filicaulis",5.622921,0.000815,1e-06,6.645603,0.030616,0.000922,6.451525,0.012521,0.000298,9.400919,0.031969,0.001244,"Abiotic"
"22","Alchemilla_fischeri",5.670372,0.003637,4.1e-05,7.481067,0.021854,0.03338,7.346148,0.055811,0.010206,9.28889,0.083582,0.042292,"Abiotic"
"23","Alchemilla_glabra",5.628217,0.000901,1e-06,6.737529,0.03496,0.001209,6.517923,0.013089,0.000384,9.435336,0.038449,0.001602,"Abiotic"
"24","Alchemilla_heptagona",5.623405,0.000927,4e-06,6.411608,0.010583,0.003273,6.5579,0.02018,0.001001,9.061631,0.018669,0.004146,"Abiotic"
"25","Alchemilla_hispanica",5.636623,0.003147,6.9e-05,6.920369,0.017433,0.055634,6.875415,0.01273,0.01701,9.346777,0.044295,0.070486,"Abiotic"
"26","Alchemilla_incisa",5.635691,0.003713,2.1e-05,6.918943,0.060721,0.01669,6.869801,0.048183,0.005103,9.36813,0.120032,0.021146,"Abiotic"
"27","Alchemilla_japonica",5.6335,0.003706,1.5e-05,5.788834,0.197913,0.011922,7.153679,0.041225,0.003645,7.793218,0.21933,0.015104,"Abiotic"
"28","Alchemilla_johnstonii",5.636116,0.002896,2.9e-05,7.43508,0.074611,0.023843,6.892496,0.046244,0.00729,9.652138,0.10179,0.030208,"Abiotic"
"29","Alchemilla_kiwuensis",5.670617,0.002776,1e-05,7.26127,0.08279,0.007948,7.242757,0.047048,0.00243,9.205132,0.124514,0.010069,"Abiotic"
"30","Alchemilla_longana",5.614405,NA,0.000206,7.021976,NA,0.166901,6.648985,NA,0.051029,9.443117,NA,0.211458,"Abiotic"
"31","Alchemilla_microbetula",5.633855,0.00523,5.1e-05,7.252307,0.140635,0.041725,7.080084,0.116256,0.012757,9.320403,0.185355,0.052865,"Abiotic"
"32","Alchemilla_oscensis",5.63045,0.009506,0.000103,7.104073,0.076759,0.083451,7.010763,0.000451,0.025514,9.215961,0.090416,0.105729,"Abiotic"
"33","Alchemilla_pedata",5.656646,0.003287,1.5e-05,7.058891,0.055281,0.011922,7.300977,0.042164,0.003645,8.96126,0.085682,0.015104,"Abiotic"
"34","Alchemilla_pentaphyllea",5.614033,0.003647,0.000103,7.471787,0.029295,0.083451,6.744003,0.010601,0.025514,9.920515,0.052965,0.105729,"Abiotic"
"35","Alchemilla_plicata",5.628512,0.000543,2e-06,6.513644,0.02483,0.002011,6.573142,0.007169,0.000615,9.174507,0.02737,0.002548,"Abiotic"
"36","Alchemilla_propinqua",5.625419,0.000593,1e-06,6.497356,0.023167,0.001151,6.595494,0.011196,0.000352,9.122102,0.029215,0.001458,"Abiotic"
"37","Alchemilla_retinervis",5.624712,0.007674,3.4e-05,6.918444,0.079429,0.027817,6.74032,0.064431,0.008505,9.606038,0.091393,0.035243,"Abiotic"
"38","Alchemilla_roccatii",5.62852,NA,0.000206,7.65112,NA,0.166901,6.767343,NA,0.051029,9.991361,NA,0.211458,"Abiotic"
"39","Alchemilla_saxatilis",5.63642,0.001976,8e-06,6.818907,0.042211,0.006676,6.962042,0.025172,0.002041,9.241178,0.076951,0.008458,"Abiotic"
"40","Alchemilla_stuhlmannii",5.638177,NA,0.000206,7.557995,NA,0.166901,6.862758,NA,0.051029,9.748762,NA,0.211458,"Abiotic"
"41","Alchemilla_subnivalis",5.627441,NA,0.000206,7.660585,NA,0.166901,6.660575,NA,0.051029,10.150152,NA,0.211458,"Abiotic"
"42","Alchemilla_tenuis",5.62498,0.006472,4.1e-05,6.937656,0.077962,0.03338,6.73884,0.07796,0.010206,9.508117,0.129331,0.042292,"Abiotic"
"43","Alchemilla_transiens",5.635436,0.002134,1.2e-05,6.838373,0.046213,0.009818,6.938246,0.032147,0.003002,9.243044,0.089925,0.012439,"Abiotic"
"44","Alchemilla_volkensii",5.66334,0.009708,5.1e-05,7.182072,0.184176,0.041725,7.292283,0.071422,0.012757,9.08704,0.104841,0.052865,"Abiotic"
"45","Alchemilla_woodii",5.663442,0.002796,1.9e-05,6.702801,0.046732,0.015173,7.41592,0.020557,0.004639,8.447339,0.062002,0.019223,"Abiotic"
"46","Alchemilla_xanthochlora",5.636281,0.000677,2e-06,6.771421,0.029421,0.00149,6.752546,0.016536,0.000464,9.290167,0.040191,0.001922,"Abiotic"
"47","Amelanchier_alnifolia",5.637464,0.001523,7e-06,6.164632,0.096149,0.005384,7.133658,0.025282,0.001646,8.230083,0.117208,0.006821,"Biotic"
"48","Amelanchier_canadensis",5.625918,0.00165,1.1e-05,6.96801,0.035782,0.009272,6.676942,0.029469,0.003002,9.553244,0.059603,0.012439,"Biotic"
"49","Amelanchier_interior",5.63076,0.001007,4e-06,6.67751,0.016688,0.003091,6.879369,0.013781,0.000945,9.014863,0.020141,0.003916,"Biotic"
"50","Amelanchier_laevis",5.633088,0.000785,1e-06,6.858492,0.014845,0.000856,6.864804,0.01225,0.000264,9.225703,0.018938,0.001096,"Biotic"
"51","Amelanchier_lamarckii",5.637444,0.00053,3e-06,6.589842,0.038422,0.002829,6.655556,0.011325,0.000911,9.184177,0.041407,0.003776,"Biotic"
"52","Amelanchier_nantucketensis",5.647727,0.003764,6.9e-05,7.016998,0.06132,0.055634,7.11503,0.082406,0.025514,9.12671,0.18438,0.105729,"Biotic"
"53","Amelanchier_ovalis",5.644744,0.001196,3e-06,6.681194,0.03646,0.00214,7.035051,0.02387,0.000654,8.873588,0.065632,0.002711,"Biotic"
"54","Amelanchier_quinti-martii",5.625441,0.006309,0.000103,6.821364,0.070262,0.083451,6.732331,0.075604,0.025514,9.354147,0.020351,0.105729,"Biotic"
"55","Amelanchier_stolonifera",5.626189,0.001669,2e-06,6.87867,0.019915,0.001964,6.771003,0.021755,0.000607,9.352603,0.020244,0.002517,"Biotic"
"56","Amelanchier_utahensis",5.638596,0.001043,1e-06,6.1176,0.036416,0.001012,7.393354,0.015423,0.000309,7.926317,0.045532,0.001282,"Biotic"
"57","Aphanes_arvensis",5.645816,0.000805,1e-06,6.558119,0.019888,0.000943,6.868795,0.020126,0.000295,8.910826,0.031777,0.001222,"Abiotic"
"58","Aphanes_australis",5.641661,0.000801,2e-06,6.584482,0.029676,0.001897,6.773828,0.025733,0.000607,9.03334,0.042927,0.002517,"Abiotic"
"59","Aphanes_cornucopioides",5.657056,0.001335,6e-06,6.29598,0.034969,0.005216,7.330067,0.018493,0.001595,8.179598,0.049308,0.006608,"Abiotic"
"60","Bencomia_caudata",5.66866,0.002979,5.1e-05,6.02055,0.101916,0.041725,7.428099,0.007554,0.012757,7.720852,0.042629,0.052865,"Biotic"
"61","Bencomia_exstipulata",5.657353,0.008555,0.000103,6.160316,0.042219,0.083451,7.543186,0.013242,0.025514,7.701635,0.042935,0.105729,"Biotic"
"62","Cercocarpus_ledifolius",5.62504,0.003479,4.1e-05,6.13183,0.0375,0.03338,7.203567,0.056552,0.010206,8.11861,0.121702,0.042292,"Abiotic"
"63","Cercocarpus_montanus",5.647781,0.001301,1e-06,6.070153,0.031155,0.001135,7.487388,0.014497,0.000347,7.7852,0.036587,0.001438,"Abiotic"
"64","Chaenomeles_speciosa",5.658229,0.001128,2e-06,6.94592,0.035414,0.001414,7.122349,0.018168,0.00044,9.030536,0.044881,0.001823,"Biotic"
"65","Chamaebatia_foliolosa",5.644696,0.004294,1.9e-05,6.822806,0.091531,0.015173,7.406854,0.032357,0.004639,8.638764,0.096014,0.019223,"Abiotic"
"66","Chamaemeles_coriacea",5.669708,NA,0.000206,6.452049,NA,0.166901,NA,NA,Inf,NA,NA,Inf,"Biotic"
"67","Chamaerhodos_sabulosa",5.607161,0.002125,5e-06,5.131457,0.098908,0.003974,6.967229,0.036888,0.001215,7.278725,0.125473,0.005035,"Abiotic"
"68","Cliffortia_acanthophylla",5.673151,NA,0.000206,5.594711,NA,0.166901,7.68156,NA,0.051029,7.089243,NA,0.211458,"Abiotic"
"69","Cliffortia_aculeata",5.664261,0.005403,6.9e-05,5.7805,0.168567,0.055634,7.586972,0.096065,0.01701,7.370005,0.210914,0.070486,"Abiotic"
"70","Cliffortia_acutifolia",5.672464,NA,0.000206,5.505332,NA,0.166901,7.691657,NA,0.051029,7.138073,NA,0.211458,"Abiotic"
"71","Cliffortia_alata",5.664522,NA,0.000206,6.077642,NA,0.166901,7.488294,NA,0.051029,7.702556,NA,0.211458,"Abiotic"
"72","Cliffortia_amplexistipula",5.660177,0.00101,5.1e-05,5.731896,0.075962,0.041725,7.608876,0.008893,0.012757,7.219092,0.05336,0.052865,"Abiotic"
"73","Cliffortia_anthospermoides",5.665215,NA,0.000206,6.380123,NA,0.166901,7.277248,NA,0.051029,8.369157,NA,0.211458,"Abiotic"
"74","Cliffortia_apiculata",5.663674,0.00621,6.9e-05,5.992686,0.407929,0.055634,7.518962,0.097727,0.01701,7.624871,0.467985,0.070486,"Abiotic"
"75","Cliffortia_arborea",5.653715,0.001263,6.9e-05,5.607588,0.151198,0.055634,7.550726,0.016865,0.01701,7.306957,0.103213,0.070486,"Abiotic"
"76","Cliffortia_arcuata",5.65834,0.002407,5.1e-05,6.280517,0.129867,0.041725,7.458265,0.006613,0.012757,7.764978,0.117014,0.052865,"Abiotic"
"77","Cliffortia_atrata",5.664056,0.001793,6.9e-05,6.698476,0.113696,0.055634,7.37237,0.080032,0.025514,8.417253,0.111275,0.105729,"Abiotic"
"78","Cliffortia_baccans",5.661394,0.001606,6.9e-05,5.484937,0.105868,0.055634,7.59639,0.001614,0.01701,7.151078,0.067993,0.070486,"Abiotic"
"79","Cliffortia_brevifolia",5.668903,0.00083,6.9e-05,6.355096,0.081432,0.055634,7.281452,0.064784,0.01701,8.211669,0.057325,0.070486,"Abiotic"
"80","Cliffortia_browniana",5.660925,0.0048,2.6e-05,6.658748,0.084197,0.020863,7.405621,0.043385,0.006379,8.488371,0.125719,0.026432,"Abiotic"
"81","Cliffortia_burchellii",5.663352,0.002338,3.4e-05,6.377808,0.147156,0.027817,7.383638,0.029922,0.008505,8.057319,0.130723,0.035243,"Abiotic"
"82","Cliffortia_burgersii",5.67212,NA,0.000206,6.297109,NA,0.166901,7.362011,NA,0.051029,7.885329,NA,0.211458,"Abiotic"
"83","Cliffortia_carinata",5.660868,0.002096,5.1e-05,6.116101,0.289238,0.041725,7.451989,0.047672,0.012757,7.767272,0.18136,0.052865,"Abiotic"
"84","Cliffortia_castanea",5.660207,0.001833,4.1e-05,5.965898,0.185193,0.03338,7.506619,0.033292,0.010206,7.632565,0.148088,0.042292,"Abiotic"
"85","Cliffortia_ceresana",5.656866,NA,0.000206,6.645091,NA,0.166901,7.415777,NA,0.051029,8.108021,NA,0.211458,"Abiotic"
"86","Cliffortia_cervicornu",5.658725,0.001485,6.9e-05,5.726044,0.13585,0.055634,7.541793,0.036091,0.01701,7.253218,0.102903,0.070486,"Abiotic"
"87","Cliffortia_complanata",5.666076,0.002942,0.000103,6.447681,0.372335,0.083451,7.527012,0.032026,0.025514,7.862274,0.356782,0.105729,"Abiotic"
"88","Cliffortia_crenata",5.663099,0.004223,4.1e-05,5.823713,0.198257,0.03338,7.519918,0.040044,0.010206,7.557216,0.189649,0.042292,"Abiotic"
"89","Cliffortia_cristata",5.659123,0.004706,0.000103,6.487131,0.229464,0.083451,7.521389,0.055733,0.025514,7.885005,0.366398,0.105729,"Abiotic"
"90","Cliffortia_curvifolia",5.667637,NA,0.000206,6.261492,NA,0.166901,7.308543,NA,0.051029,8.17976,NA,0.211458,"Abiotic"
"91","Cliffortia_cymbifolia",5.65894,0.006275,0.000103,6.655002,0.029609,0.083451,7.505508,0.057174,0.025514,7.97209,0.184708,0.105729,"Abiotic"
"92","Cliffortia_densa",5.662787,NA,0.000206,6.135565,NA,0.166901,7.444833,NA,0.051029,7.887209,NA,0.211458,"Abiotic"
"93","Cliffortia_dentata",5.654417,NA,0.000206,6.903747,NA,0.166901,7.358831,NA,0.051029,8.448486,NA,0.211458,"Abiotic"
"94","Cliffortia_dichotoma",5.668673,NA,0.000206,5.669881,NA,0.166901,7.7012,NA,0.051029,7.069023,NA,0.211458,"Abiotic"
"95","Cliffortia_dispar",5.65768,0.000763,6.9e-05,6.409037,0.143735,0.055634,7.450179,0.042562,0.01701,7.904851,0.167331,0.070486,"Abiotic"
"96","Cliffortia_dodecandra",5.667983,NA,0.000206,6.755769,NA,0.166901,7.307873,NA,0.051029,8.211483,NA,0.211458,"Abiotic"
"97","Cliffortia_dracomontana",5.644563,NA,0.000206,6.72022,NA,0.166901,7.193686,NA,0.051029,8.844769,NA,0.211458,"Abiotic"
"98","Cliffortia_dregeana",5.660701,NA,0.000206,6.745236,NA,0.166901,7.49276,NA,0.051029,8.105911,NA,0.211458,"Abiotic"
"99","Cliffortia_drepanoides",5.661567,0.002608,0.000103,6.587533,0.152986,0.083451,7.397555,0.003676,0.025514,8.272166,0.050956,0.105729,"Abiotic"
"100","Cliffortia_erectisepala",5.663129,0.003125,0.000103,6.414452,0.448306,0.083451,7.484379,0.047173,0.025514,8.028349,0.445101,0.105729,"Abiotic"
"101","Cliffortia_ericifolia",5.670053,NA,0.000206,6.673298,NA,0.166901,7.390181,NA,0.051029,8.16877,NA,0.211458,"Abiotic"
"102","Cliffortia_eriocephalina",5.655962,0.001618,2.3e-05,6.351759,0.141749,0.018545,7.442046,0.024941,0.00567,7.931067,0.119051,0.023495,"Abiotic"
"103","Cliffortia_esterhuyseniae",5.671431,NA,0.000206,6.095825,NA,0.166901,7.54009,NA,0.051029,8.071843,NA,0.211458,"Abiotic"
"104","Cliffortia_exilifolia",5.663245,0.002216,6.9e-05,6.373933,0.21131,0.055634,7.391698,0.030782,0.01701,8.174535,0.205916,0.070486,"Abiotic"
"105","Cliffortia_falcata",5.666139,0.002307,2.9e-05,6.272359,0.117951,0.023843,7.379985,0.032729,0.00729,7.954168,0.073819,0.030208,"Abiotic"
"106","Cliffortia_ferricola",5.665908,NA,0.000206,6.590301,NA,0.166901,7.350516,NA,0.051029,8.384347,NA,0.211458,"Abiotic"
"107","Cliffortia_ferruginea",5.666419,0.001758,3.4e-05,6.412445,0.128951,0.027817,7.36798,0.034456,0.010206,8.188333,0.153127,0.042292,"Abiotic"
"108","Cliffortia_filicauloides",5.641375,NA,0.000206,6.75227,NA,0.166901,7.306531,NA,0.051029,8.801921,NA,0.211458,"Abiotic"
"109","Cliffortia_filifolia",5.667981,0.001308,6.9e-05,6.383484,0.024111,0.055634,7.324245,0.054154,0.01701,8.165183,0.144747,0.070486,"Abiotic"
"110","Cliffortia_glauca",5.66118,0.002037,4.1e-05,6.4381,0.138649,0.03338,7.419801,0.026293,0.010206,8.018666,0.121106,0.042292,"Abiotic"
"111","Cliffortia_gracillima",5.669018,NA,0.000206,6.075346,NA,0.166901,7.559038,NA,0.051029,7.505492,NA,0.211458,"Abiotic"
"112","Cliffortia_graminea",5.65824,0.006628,0.000103,6.831304,0.11471,0.083451,7.392604,0.036323,0.025514,8.283812,0.095957,0.105729,"Abiotic"
"113","Cliffortia_hantamensis",5.658537,0.00253,3.4e-05,5.917358,0.203451,0.027817,7.512997,0.055619,0.008505,7.493937,0.189719,0.035243,"Abiotic"
"114","Cliffortia_heterophylla",5.667637,NA,0.000206,6.473891,NA,0.166901,7.247793,NA,0.051029,8.423542,NA,0.211458,"Abiotic"
"115","Cliffortia_hexandra",5.662908,0.010243,0.000103,6.03946,0.404671,0.083451,7.585239,0.098625,0.025514,7.466433,0.327566,0.105729,"Abiotic"
"116","Cliffortia_hirsuta",5.661397,NA,0.000206,6.922644,NA,0.166901,7.374002,NA,0.051029,8.569596,NA,0.211458,"Abiotic"
"117","Cliffortia_hirta",5.667983,NA,0.000206,6.173786,NA,0.166901,7.333023,NA,0.051029,7.954723,NA,0.211458,"Abiotic"
"118","Cliffortia_ilicifolia",5.666537,0.001395,3.4e-05,6.522421,0.14345,0.027817,7.351162,0.015943,0.008505,8.181856,0.100019,0.035243,"Abiotic"
"119","Cliffortia_incana",5.670053,NA,0.000206,6.36647,NA,0.166901,7.353082,NA,0.051029,7.96832,NA,0.211458,"Abiotic"
"120","Cliffortia_integerrima",5.665561,NA,0.000206,6.981006,NA,0.166901,7.40001,NA,0.051029,8.350902,NA,0.211458,"Abiotic"
"121","Cliffortia_juniperina",5.66769,0.002858,4.1e-05,6.232733,0.282804,0.03338,7.505101,0.044581,0.010206,7.804922,0.264522,0.042292,"Abiotic"
"122","Cliffortia_lanceolata",5.659656,NA,0.000206,6.139885,NA,0.166901,7.440147,NA,0.051029,7.853993,NA,0.211458,"Abiotic"
"123","Cliffortia_lepida",5.652665,NA,0.000206,6.444131,NA,0.166901,7.424165,NA,0.051029,7.996317,NA,0.211458,"Abiotic"
"124","Cliffortia_linearifolia",5.664052,0.001127,8e-06,6.664144,0.066256,0.006419,7.412774,0.017536,0.001963,8.399032,0.073255,0.008133,"Abiotic"
"125","Cliffortia_marginata",5.6666,NA,0.000206,6.710523,NA,0.166901,7.382746,NA,0.051029,8.377011,NA,0.211458,"Abiotic"
"126","Cliffortia_micrantha",5.663132,0.002083,0.000103,5.902977,0.254003,0.083451,7.538035,0.030345,0.025514,7.583911,0.101792,0.105729,"Abiotic"
"127","Cliffortia_monophylla",5.667963,0.006219,0.000103,6.572938,0.255774,0.083451,7.403607,0.056308,0.025514,8.10626,0.432107,0.105729,"Abiotic"
"128","Cliffortia_montana",5.654262,0.002732,4.1e-05,6.112526,0.093555,0.03338,7.437274,0.027954,0.010206,7.878517,0.095985,0.042292,"Abiotic"
"129","Cliffortia_multiformis",5.664868,NA,0.000206,6.340359,NA,0.166901,7.319202,NA,0.051029,8.167068,NA,0.211458,"Abiotic"
"130","Cliffortia_neglecta",5.655708,0.001688,2.9e-05,6.32705,0.149586,0.023843,7.443171,0.018885,0.00729,7.924899,0.112583,0.030208,"Abiotic"
"131","Cliffortia_nitidula",5.671625,0.003356,1.9e-05,7.232397,0.07219,0.015173,7.283996,0.05454,0.004639,9.021579,0.119069,0.019223,"Abiotic"
"132","Cliffortia_nivenioides",5.653716,NA,0.000206,6.33328,NA,0.166901,7.398174,NA,0.051029,8.010028,NA,0.211458,"Abiotic"
"133","Cliffortia_obcordata",5.668673,NA,0.000206,6.856462,NA,0.166901,7.374629,NA,0.051029,8.164795,NA,0.211458,"Abiotic"
"134","Cliffortia_obovata",5.667983,NA,0.000206,6.224558,NA,0.166901,7.421178,NA,0.051029,8.156797,NA,0.211458,"Abiotic"
"135","Cliffortia_odorata",5.667635,0.000809,2.9e-05,6.510213,0.083088,0.023843,7.354443,0.033327,0.00729,8.252295,0.073349,0.030208,"Abiotic"
"136","Cliffortia_oligodonta",5.649502,NA,0.000206,6.754604,NA,0.166901,7.393878,NA,0.051029,8.263075,NA,0.211458,"Abiotic"
"137","Cliffortia_ovalis",5.654417,NA,0.000206,6.903747,NA,0.166901,7.358194,NA,0.051029,8.426612,NA,0.211458,"Abiotic"
"138","Cliffortia_paucistaminea",5.665498,0.002391,1.4e-05,6.664479,0.068775,0.011127,7.392948,0.014145,0.003402,8.413164,0.078408,0.014097,"Abiotic"
"139","Cliffortia_pedunculata",5.667291,NA,0.000206,6.84588,NA,0.166901,7.455877,NA,0.051029,8.451481,NA,0.211458,"Abiotic"
"140","Cliffortia_phillipsii",5.659656,NA,0.000206,6.937314,NA,0.166901,7.385851,NA,0.051029,8.576405,NA,0.211458,"Abiotic"
"141","Cliffortia_phyllanthoides",5.668328,NA,0.000206,6.238325,NA,0.166901,7.299797,NA,0.051029,8.193953,NA,0.211458,"Abiotic"
"142","Cliffortia_pilifera",5.666946,NA,0.000206,6.785588,NA,0.166901,7.49887,NA,0.051029,8.189522,NA,0.211458,"Abiotic"
"143","Cliffortia_polita",5.661858,0.00148,6.9e-05,6.35033,0.203386,0.055634,7.449987,0.021838,0.01701,7.971946,0.149837,0.070486,"Abiotic"
"144","Cliffortia_polygonifolia",5.671086,0.000866,5.1e-05,6.294403,0.209734,0.041725,7.49257,0.026167,0.012757,7.902692,0.16703,0.052865,"Abiotic"
"145","Cliffortia_prionota",5.662092,NA,0.000206,6.779922,NA,0.166901,7.299121,NA,0.051029,8.550628,NA,0.211458,"Abiotic"
"146","Cliffortia_propinqua",5.657738,0.000523,0.000103,6.417181,0.330406,0.083451,7.502236,0.051575,0.025514,7.883586,0.35257,0.105729,"Abiotic"
"147","Cliffortia_pulchella",5.666483,0.001283,6.9e-05,6.021427,0.083621,0.055634,7.477822,0.045369,0.01701,7.676898,0.091168,0.070486,"Abiotic"
"148","Cliffortia_pungens",5.654067,NA,0.000206,6.356108,NA,0.166901,7.429521,NA,0.051029,7.958227,NA,0.211458,"Abiotic"
"149","Cliffortia_ramosissima",5.660017,0.00111,1.3e-05,6.1547,0.07549,0.010431,7.480961,0.02073,0.003189,7.80723,0.083053,0.013216,"Abiotic"
"150","Cliffortia_repens",5.661814,0.003387,2.3e-05,6.86357,0.044426,0.018545,7.342365,0.011028,0.00567,8.689742,0.044852,0.023495,"Abiotic"
"151","Cliffortia_robusta",5.653541,0.000526,0.000103,6.004177,0.082598,0.083451,7.387682,0.007426,0.025514,7.869217,0.078108,0.105729,"Abiotic"
"152","Cliffortia_ruscifolia",5.662997,0.002942,3.4e-05,6.277081,0.172746,0.027817,7.503434,0.056144,0.008505,7.795259,0.18846,0.035243,"Abiotic"
"153","Cliffortia_scandens",5.659308,NA,0.000206,6.45047,NA,0.166901,7.409136,NA,0.051029,8.180881,NA,0.211458,"Abiotic"
"154","Cliffortia_sericea",5.660526,0.001218,0.000103,6.6318,0.17503,0.083451,7.429461,0.081517,0.025514,8.12523,0.419968,0.105729,"Abiotic"
"155","Cliffortia_setifolia",5.655642,0.000875,0.000103,6.028006,0.269104,0.083451,7.459451,0.051527,0.025514,7.701234,0.164337,0.105729,"Abiotic"
"156","Cliffortia_spathulata",5.638533,NA,0.000206,6.717805,NA,0.166901,7.118826,NA,0.051029,8.958669,NA,0.211458,"Abiotic"
"157","Cliffortia_stricta",5.664268,0.001433,2.9e-05,6.440457,0.123485,0.023843,7.386252,0.018425,0.00729,8.131222,0.114634,0.030208,"Abiotic"
"158","Cliffortia_strigosa",5.660701,NA,0.000206,6.745236,NA,0.166901,7.467942,NA,0.051029,8.070281,NA,0.211458,"Abiotic"
"159","Cliffortia_strobilifera",5.667772,0.001151,1e-05,6.449103,0.091811,0.007948,7.43153,0.025787,0.00243,8.07851,0.115876,0.010069,"Abiotic"
"160","Cliffortia_subsetacea",5.666946,NA,0.000206,6.869014,NA,0.166901,7.379632,NA,0.051029,8.245384,NA,0.211458,"Abiotic"
"161","Cliffortia_tenuis",5.667637,NA,0.000206,6.261492,NA,0.166901,7.307873,NA,0.051029,8.149891,NA,0.211458,"Abiotic"
"162","Cliffortia_tricuspidata",5.670743,NA,0.000206,6.448889,NA,0.166901,7.551187,NA,0.051029,7.822044,NA,0.211458,"Abiotic"
"163","Cliffortia_triloba",5.668673,NA,0.000206,5.894403,NA,0.166901,7.643483,NA,0.051029,7.25982,NA,0.211458,"Abiotic"
"164","Cliffortia_uncinata",5.658611,NA,0.000206,6.118097,NA,0.166901,7.566311,NA,0.051029,7.466799,NA,0.211458,"Abiotic"
"165","Cliffortia_varians",5.665908,NA,0.000206,6.23637,NA,0.166901,7.521859,NA,0.051029,7.834392,NA,0.211458,"Abiotic"
"166","Cliffortia_virgata",5.661397,NA,0.000206,6.865891,NA,0.166901,7.459339,NA,0.051029,8.340695,NA,0.211458,"Abiotic"
"167","Cliffortia_viridis",5.663828,NA,0.000206,6.908755,NA,0.166901,7.390181,NA,0.051029,8.573384,NA,0.211458,"Abiotic"
"168","Cliffortia_weimarckii",5.644563,NA,0.000206,6.232448,NA,0.166901,7.365813,NA,0.051029,8.078378,NA,0.211458,"Abiotic"
"169","Coleogyne_ramosissima",5.656707,0.001843,6e-06,5.468574,0.068436,0.004909,7.716928,0.025163,0.001501,6.985868,0.076983,0.006219,"Biotic"
"170","Comarum_palustre",5.610974,0.000723,0,6.375394,0.018988,0.000184,6.477019,0.009441,5.9e-05,9.118776,0.01713,0.000243,"Abiotic"
"171","Cotoneaster_acutifolius",5.644409,0.001604,2e-06,6.492605,0.036346,0.001636,7.098492,0.013528,5e-04,8.591274,0.043374,0.002073,"Biotic"
