"","species","temp","se_temp","within_sp_var_temp","prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Dispersal_mode"
"611","Sorbus_commixta",5.641053,0.002091,4e-06,7.408228,0.047964,0.003406,6.847773,0.028845,0.001041,9.736952,0.057164,0.004315,"Biotic"
"612","Sorbus_decora",5.617786,0.000909,1e-06,6.726177,0.017161,0.000874,6.664143,0.013101,0.000276,9.288777,0.021238,0.001143,"Biotic"
"613","Sorbus_dunnii",5.672935,0.001715,1.7e-05,7.386724,0.037667,0.013908,7.129573,0.018814,0.004252,9.445624,0.029016,0.017622,"Biotic"
"614","Sorbus_glomerulata",5.654069,0.004783,1.5e-05,6.911588,0.05438,0.011922,7.048674,0.044084,0.003645,9.017996,0.058317,0.015104,"Biotic"
"615","Sorbus_intermedia",5.640303,0.002101,5.1e-05,6.782216,0.171806,0.041725,6.711595,0.059888,0.012757,9.383765,0.253302,0.052865,"Biotic"
"616","Sorbus_koehneana",5.640179,0.002268,3e-06,6.6507,0.045421,0.002829,6.971298,0.019621,0.000865,8.844375,0.05043,0.003584,"Biotic"
"617","Sorbus_prattii",5.642383,0.002523,5e-06,6.720763,0.044313,0.003793,6.977977,0.023762,0.00116,8.917377,0.053527,0.004806,"Biotic"
"618","Sorbus_randaiensis",5.639955,NA,0.000206,8.100161,NA,0.166901,6.692084,NA,0.051029,10.602468,NA,0.211458,"Biotic"
"619","Sorbus_scopulina",5.622835,0.001063,1e-06,6.487235,0.043595,0.001143,6.951007,0.025534,0.000354,8.751048,0.057667,0.001468,"Biotic"
"620","Sorbus_tianschanica",5.623941,0.002926,7e-06,5.407604,0.156942,0.005563,7.131967,0.037317,0.001701,7.502908,0.176615,0.007049,"Biotic"
"621","Sorbus_tsinlingensis",5.659162,0.017078,0.000103,7.043911,0.343179,0.083451,6.957895,0.09828,0.025514,9.257647,0.301941,0.105729,"Biotic"
"622","Sorbus_vilmorinii",5.643458,0.003799,1.5e-05,6.882006,0.055172,0.011922,6.995867,0.043619,0.003645,9.02295,0.074991,0.015104,"Biotic"
"623","Sorbus_yuana",5.658115,0.006302,5.1e-05,7.047717,0.046766,0.041725,6.980267,0.081302,0.012757,9.308766,0.102461,0.052865,"Biotic"
"624","Spiraea_alba",5.629299,0.000752,1e-06,6.684803,0.018414,0.000723,6.857072,0.01099,0.000224,9.051024,0.019996,0.000927,"Abiotic"
"625","Spiraea_blumei",5.657158,0.001352,3e-06,6.937868,0.062427,0.002649,7.093769,0.016742,0.000823,9.040794,0.070943,0.003411,"Abiotic"
"626","Spiraea_canescens",5.630356,0.003019,8e-06,6.400188,0.111436,0.006182,7.099523,0.033275,0.00189,8.576474,0.112644,0.007832,"Abiotic"
"627","Spiraea_cantoniensis",5.660011,0.00207,2e-06,6.993341,0.055261,0.00156,7.128859,0.024626,0.000486,9.069743,0.057882,0.002014,"Abiotic"
"628","Spiraea_chamaedryfolia",5.635841,0.014082,6.9e-05,6.452939,0.270325,0.055634,6.777394,0.077614,0.01701,8.940679,0.298243,0.070486,"Abiotic"
"629","Spiraea_chinensis",5.664162,0.001225,2e-06,7.189981,0.034631,0.001652,7.086285,0.010028,0.000505,9.303998,0.036199,0.002094,"Abiotic"
"630","Spiraea_crenata",5.628642,0.000775,3e-06,6.196713,0.020039,0.002113,6.865434,0.012881,0.000646,8.532279,0.028983,0.002677,"Abiotic"
"631","Spiraea_dahurica",5.595215,0.006775,3.4e-05,6.117494,0.171874,0.027817,6.655536,0.081772,0.008505,8.646596,0.12089,0.035243,"Abiotic"
"632","Spiraea_decumbens",5.650982,0.006631,6.9e-05,6.782593,0.246515,0.055634,7.10053,0.16924,0.01701,8.807,0.506125,0.070486,"Abiotic"
"633","Spiraea_douglasii",5.6352,0.000985,2e-06,6.855979,0.053296,0.00162,6.785361,0.025788,0.000515,9.294991,0.06275,0.002136,"Abiotic"
"634","Spiraea_formosana",5.653716,NA,0.000206,7.921536,NA,0.166901,6.841615,NA,0.051029,10.19884,NA,0.211458,"Abiotic"
"635","Spiraea_hypericifolia",5.628286,0.001544,2e-06,5.990489,0.049006,0.001403,6.980449,0.020972,0.000429,8.222904,0.059323,0.001777,"Abiotic"
"636","Spiraea_laeta",5.651774,0.003984,1.2e-05,6.833474,0.041261,0.009818,6.920602,0.045175,0.003002,9.053308,0.065448,0.012439,"Abiotic"
"637","Spiraea_lasiocarpa",5.625069,0.020555,0.000103,5.088282,0.30079,0.083451,7.050702,0.19424,0.025514,7.473496,0.044568,0.105729,"Abiotic"
"638","Spiraea_longigemmis",5.648102,0.005079,1.6e-05,6.784911,0.066076,0.012839,6.983397,0.066197,0.003925,8.969427,0.100726,0.016266,"Abiotic"
"639","Spiraea_media",5.604679,0.000996,1e-06,6.228701,0.02326,0.000791,6.669114,0.010996,0.000242,8.754308,0.027869,0.001002,"Abiotic"
"640","Spiraea_miyabei",5.641303,0.002819,1.9e-05,7.252333,0.029667,0.015173,6.854302,0.028019,0.005103,9.525017,0.033143,0.021146,"Abiotic"
"641","Spiraea_mollifolia",5.637591,0.003352,6e-06,6.585405,0.070029,0.005216,7.007141,0.0715,0.001595,8.742526,0.106267,0.006608,"Abiotic"
"642","Spiraea_mongolica",5.630188,0.003284,7e-06,6.296278,0.089576,0.005384,6.929269,0.053337,0.001646,8.584613,0.114858,0.006821,"Abiotic"
"643","Spiraea_nipponica",5.641636,0.002744,7e-06,6.878215,0.09573,0.005755,6.900814,0.065655,0.00189,9.171575,0.14091,0.007832,"Abiotic"
"644","Spiraea_prunifolia",5.659018,0.001175,2e-06,7.044943,0.040183,0.001854,7.148536,0.018705,0.000567,9.109798,0.049687,0.00235,"Abiotic"
"645","Spiraea_purpurea",5.651214,0.009443,5.1e-05,7.106172,0.090686,0.041725,7.00135,0.129117,0.012757,9.270844,0.054765,0.052865,"Abiotic"
"646","Spiraea_rosthornii",5.646403,0.002277,5e-06,6.674866,0.051626,0.003793,6.987013,0.028151,0.00116,8.843728,0.060075,0.004806,"Abiotic"
"647","Spiraea_schneideriana",5.641485,0.003958,8e-06,6.833562,0.058612,0.006676,6.960247,0.050415,0.002041,8.987867,0.064948,0.008458,"Abiotic"
"648","Spiraea_sublobata",5.668484,0.002582,3.4e-05,6.880067,0.084647,0.027817,7.138742,0.045138,0.008505,8.978445,0.124724,0.035243,"Abiotic"
"649","Spiraea_thunbergii",5.65731,0.00129,4e-06,7.116647,0.043802,0.003035,7.151132,0.02003,0.000945,9.17159,0.053982,0.003916,"Abiotic"
"650","Spiraea_trichocarpa",5.639584,0.002244,1.3e-05,7.044393,0.07472,0.010431,6.955798,0.030776,0.003189,9.255389,0.096384,0.013216,"Abiotic"
"651","Spiraea_trilobata",5.642079,0.001786,2e-06,6.445393,0.039184,0.001987,7.041548,0.030284,0.000615,8.610328,0.053863,0.002548,"Abiotic"
"652","Spiraea_veitchii",5.656175,0.002106,6e-06,6.909037,0.036616,0.005216,7.0559,0.01729,0.001595,9.018151,0.044813,0.006608,"Abiotic"
"653","Spiraea_virginiana",5.654865,0.004357,6.9e-05,7.236318,0.046531,0.055634,7.137513,0.059139,0.01701,9.30971,0.047973,0.070486,"Abiotic"
"654","Stranvaesia_davidiana",5.662761,0.00146,3e-06,7.017922,0.030521,0.002692,7.039621,0.016211,0.000823,9.185113,0.032763,0.003411,"Biotic"
"655","Stranvaesia_nussia",5.669349,0.003823,6.9e-05,6.691477,0.271674,0.055634,7.336195,0.15143,0.01701,8.494597,0.423537,0.070486,"Biotic"
"656","Stranvaesia_oblanceolata",5.681707,NA,0.000206,7.362645,NA,0.166901,7.293018,NA,0.051029,9.303193,NA,0.211458,"Biotic"
