"","species","temp","se_temp","within_sp_var_temp","prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Dispersal_mode"
"928","Rhexia_petiolata",5.676395,0.000956,2e-06,7.209872,0.01811,0.002956,7.367573,0.007057,0.000342,9.067484,0.020492,0.003257,"Abiotic"
"929","Rhexia_salicifolia",5.678407,0.000497,2.6e-05,7.298051,0.039245,0.035468,7.385018,0.002516,0.004104,9.145308,0.042409,0.039089,"Abiotic"
"930","Rhexia_virginica",5.657315,0.001555,1e-06,7.088303,0.015782,0.001013,7.177374,0.018655,0.000118,9.134297,0.019343,0.001128,"Abiotic"
"931","Rhynchanthera_bracteata",5.700729,0.001426,1e-05,7.615429,0.051296,0.013301,7.317054,0.023865,0.001539,9.543835,0.05275,0.014658,"Abiotic"
"932","Rhynchanthera_grandiflora",5.696554,0.000701,0,7.464364,0.025905,0.000678,7.336499,0.007396,7.8e-05,9.359945,0.027524,0.000747,"Abiotic"
"933","Rhynchanthera_serrulata",5.703206,0.000574,2e-06,7.646943,0.048406,0.003224,7.368186,0.014467,0.000373,9.464658,0.052239,0.003554,"Abiotic"
"934","Salpinga_maranonensis",5.684626,0.005487,2.6e-05,7.89422,0.156422,0.035468,7.117502,0.089122,0.004104,9.595284,0.119237,0.039089,"Abiotic"
"935","Salpinga_margaritacea",5.679354,0.004051,1.5e-05,7.655821,0.134694,0.021281,7.086354,0.043004,0.002462,9.750738,0.104437,0.023454,"Abiotic"
"936","Salpinga_secunda",5.700413,0.000377,1e-06,7.903719,0.023057,0.001499,7.153696,0.00901,0.000173,9.948547,0.026454,0.001652,"Abiotic"
"937","Sarcopyramis_bodinieri",5.673123,0.00259,5e-06,7.30442,0.103412,0.00665,7.077544,0.027854,0.00077,9.457707,0.09102,0.007329,"Abiotic"
"938","Schwackaea_cupheoides",5.686549,0.00559,2.6e-05,7.770339,0.170567,0.035468,7.433818,0.056478,0.004104,9.413597,0.179303,0.039089,"Abiotic"
"939","Siphanthera_arenaria",5.678972,0.001819,1.9e-05,7.216667,0.073567,0.026601,7.222404,0.032745,0.003078,9.183292,0.102006,0.029317,"Abiotic"
"940","Siphanthera_cordata",5.683069,NA,7.7e-05,7.432484,NA,0.106405,7.327781,NA,0.012312,9.206533,NA,0.117268,"Abiotic"
"941","Siphanthera_cordifolia",5.69174,0.002743,4e-06,7.855998,0.047798,0.00532,7.264742,0.019368,0.000616,9.794491,0.043187,0.005863,"Abiotic"
"942","Siphanthera_dawsonii",5.687867,0.001166,1.1e-05,7.32652,0.021274,0.015201,7.358549,0.018232,0.001759,9.192183,0.026318,0.016753,"Abiotic"
"943","Siphanthera_hostmannii",5.692968,0.00199,3e-06,7.787556,0.058274,0.003547,7.286967,0.019191,0.00041,9.721203,0.05421,0.003909,"Abiotic"
"944","Siphanthera_paludosa",5.677491,0.002026,2.6e-05,7.333158,0.017352,0.035468,7.16882,0.004032,0.004104,9.351374,0.034825,0.039089,"Abiotic"
"945","Siphanthera_subtilis",5.696134,0.002809,2.6e-05,7.556594,0.164599,0.035468,7.294185,0.049963,0.004104,9.460303,0.227522,0.039089,"Abiotic"
"946","Sonerila_beccariana",5.692742,0.002948,4e-06,8.01863,0.050424,0.0056,7.21815,0.064027,0.000648,10.028983,0.070309,0.006172,"Abiotic"
"947","Sonerila_cantonensis",5.680797,0.001587,4e-06,7.347932,0.027625,0.00532,7.159129,0.018699,0.000616,9.418086,0.026008,0.005863,"Abiotic"
"948","Sonerila_obliqua",5.698718,0.002024,5e-06,7.881535,0.064833,0.00665,7.302647,0.019428,0.00077,9.774302,0.061544,0.007329,"Abiotic"
"949","Sporoxeia_sciadophila",5.667562,0.002642,1.3e-05,7.327278,0.048957,0.017734,7.103175,0.01973,0.002052,9.392128,0.059326,0.019545,"Abiotic"
"950","Stenodon_suberosus",5.689375,0.001927,1e-05,7.35177,0.040405,0.013301,7.35734,0.00917,0.001539,9.192162,0.022369,0.014658,"Abiotic"
"951","Svitramia_hatschbachii",5.679487,0.001357,1.9e-05,7.293796,0.030693,0.026601,7.226111,0.008082,0.003078,9.318911,0.026878,0.029317,"Abiotic"
"952","Svitramia_minor",5.682389,NA,7.7e-05,7.247081,NA,0.106405,7.216709,NA,0.012312,9.344084,NA,0.117268,"Abiotic"
"953","Svitramia_pulchra",5.679312,0.002159,1.9e-05,7.290514,0.034858,0.026601,7.231484,0.010436,0.003078,9.322699,0.038176,0.029317,"Abiotic"
"954","Svitramia_wurdackiana",5.674868,NA,7.7e-05,7.367077,NA,0.106405,7.185387,NA,0.012312,9.462499,NA,0.117268,"Abiotic"
"955","Tetrazygia_angustifolia",5.698937,NA,7.7e-05,7.34601,NA,0.106405,7.5224,NA,0.012312,9.076695,NA,0.117268,"Biotic"
"956","Tetrazygia_discolor",5.690866,NA,7.7e-05,8.08302,NA,0.106405,7.518064,NA,0.012312,9.282382,NA,0.117268,"Biotic"
"957","Tetrazygia_fadyenii",5.69659,NA,7.7e-05,7.634337,NA,0.106405,7.519692,NA,0.012312,9.36289,NA,0.117268,"Biotic"
"958","Tetrazygia_paralongicollis",5.690191,NA,7.7e-05,7.032624,NA,0.106405,7.476472,NA,0.012312,8.588024,NA,0.117268,"Biotic"
"959","Tibouchina_alpestris",5.676935,0.004342,1.3e-05,7.017914,0.294139,0.017734,7.38412,0.012461,0.002052,8.815665,0.29633,0.019545,"Abiotic"
"960","Tibouchina_axillaris",5.675897,0.000343,3.9e-05,7.390536,0.116056,0.053203,7.105608,0.01887,0.006156,9.444838,0.214793,0.058634,"Abiotic"
"961","Tibouchina_barnebyana",5.678977,NA,7.7e-05,6.799056,NA,0.106405,7.312553,NA,0.012312,8.800867,NA,0.117268,"Abiotic"
"962","Tibouchina_blanchetiana",5.682983,0.001024,1.9e-05,6.677456,0.101822,0.026601,7.353856,0.023409,0.003078,8.527517,0.13163,0.029317,"Abiotic"
"963","Tibouchina_boudetii",5.685449,NA,7.7e-05,7.145984,NA,0.106405,7.105786,NA,0.012312,9.321166,NA,0.117268,"Abiotic"
"964","Tibouchina_calycina",5.669642,0.002409,1.1e-05,7.172286,0.104196,0.015201,7.260197,0.032625,0.001759,9.140062,0.155088,0.016753,"Abiotic"
"965","Tibouchina_castellensis",5.668328,NA,7.7e-05,7.273093,NA,0.106405,7.029088,NA,0.012312,9.458996,NA,0.117268,"Abiotic"
"966","Tibouchina_cerastifolia",5.672546,0.001065,2e-06,7.388136,0.027631,0.002876,7.106737,0.017522,0.000333,9.479556,0.034375,0.003169,"Abiotic"
"967","Tibouchina_cinerea",5.660005,NA,7.7e-05,7.521859,NA,0.106405,7.059618,NA,0.012312,9.638023,NA,0.117268,"Abiotic"
"968","Tibouchina_cryptadena",5.684582,0.005286,9e-06,7.39824,0.121228,0.011823,7.297651,0.039995,0.001368,9.27491,0.112228,0.01303,"Abiotic"
"969","Tibouchina_decora",5.681159,0.004955,1.9e-05,7.347024,0.159312,0.026601,7.219649,0.018952,0.003078,9.287375,0.131575,0.029317,"Abiotic"
"970","Tibouchina_dimorphophylla",5.650358,0.006857,3.9e-05,6.614629,0.172089,0.053203,7.12303,0.072908,0.006156,8.688901,0.122156,0.058634,"Abiotic"
"971","Tibouchina_dubia",5.669563,0.00128,8e-06,7.367613,0.030449,0.010641,7.040869,0.014678,0.001231,9.560264,0.047335,0.011727,"Abiotic"
"972","Tibouchina_estrellensis",5.680212,0.001836,4e-06,7.285894,0.043704,0.005067,7.160734,0.01478,0.000586,9.351069,0.055978,0.005584,"Abiotic"
"973","Tibouchina_fraterna",5.689585,0.002947,1.1e-05,7.57573,0.085923,0.015201,7.343219,0.020087,0.001759,9.511685,0.062632,0.016753,"Abiotic"
"974","Tibouchina_geitneriana",5.683973,0.00414,7e-06,7.142908,0.12479,0.009673,7.376653,0.029666,0.001119,8.941502,0.124508,0.010661,"Abiotic"
"975","Tibouchina_gleasoniana",5.666393,0.01169,1.9e-05,7.325449,0.128558,0.026601,7.067161,0.039496,0.003078,9.375656,0.183467,0.029317,"Abiotic"
"976","Tibouchina_grossa",5.652905,0.003838,5e-06,7.353961,0.092094,0.00665,7.085337,0.026103,0.00077,9.428746,0.063112,0.007329,"Abiotic"
"977","Tibouchina_inopinata",5.670743,NA,7.7e-05,7.812378,NA,0.106405,7.111512,NA,0.012312,10.162732,NA,0.117268,"Abiotic"
"978","Tibouchina_itatiaiae",5.650909,NA,7.7e-05,7.712444,NA,0.106405,7.01661,NA,0.012312,9.912546,NA,0.117268,"Abiotic"
"979","Tibouchina_kleinii",5.66648,0.002137,2.6e-05,7.324973,0.048544,0.035468,6.990537,0.005112,0.004104,9.572061,0.033707,0.039089,"Abiotic"
"980","Tibouchina_laevicaulis",5.685108,0.001358,3.9e-05,7.316418,0.039862,0.053203,7.348195,0.011909,0.006156,9.224708,0.018777,0.058634,"Abiotic"
"981","Tibouchina_llanorum",5.699096,0.001256,6e-06,7.499762,0.09939,0.008867,7.355113,0.033231,0.001026,9.351666,0.110128,0.009772,"Abiotic"
"982","Tibouchina_manicata",5.683542,0.008673,3.9e-05,7.153442,0.062532,0.053203,7.13811,0.038909,0.006156,9.236474,0.08281,0.058634,"Abiotic"
"983","Tibouchina_mariae",5.663354,0.003455,2.6e-05,6.883908,0.062894,0.035468,7.15418,0.030891,0.004104,8.960631,0.104423,0.039089,"Abiotic"
"984","Tibouchina_melanocalyx",5.667983,NA,7.7e-05,7.315884,NA,0.106405,7.057898,NA,0.012312,9.42311,NA,0.117268,"Abiotic"
"985","Tibouchina_minor",5.672086,0.005795,2.6e-05,7.413926,0.078182,0.035468,7.19125,0.038054,0.004104,9.448071,0.092756,0.039089,"Abiotic"
"986","Tibouchina_mollis",5.661245,0.002623,4e-06,7.37638,0.089797,0.005067,7.052461,0.027332,0.000586,9.547944,0.069923,0.005584,"Abiotic"
"987","Tibouchina_nodosa",5.690298,0.002351,2.6e-05,7.421899,0.040746,0.035468,7.372492,0.006678,0.004104,9.243263,0.007809,0.039089,"Abiotic"
"988","Tibouchina_oreophila",5.680169,0.00256,3.9e-05,6.704712,0.025112,0.053203,7.320065,0.053937,0.006156,8.679306,0.11142,0.058634,"Abiotic"
"989","Tibouchina_pendula",5.668781,0.010907,1.5e-05,7.458786,0.157037,0.021281,7.008162,0.074864,0.002462,9.609273,0.147442,0.023454,"Abiotic"
"990","Tibouchina_pereirae",5.685566,0.003078,1.5e-05,6.687943,0.116725,0.021281,7.365715,0.010572,0.002462,8.54758,0.137873,0.023454,"Abiotic"
"991","Tibouchina_radula",5.682048,NA,7.7e-05,7.172425,NA,0.106405,7.095064,NA,0.012312,9.321345,NA,0.117268,"Abiotic"
"992","Tibouchina_ramboi",5.670387,0.003343,2.6e-05,7.429196,0.11156,0.035468,7.042409,0.036607,0.004104,9.606543,0.114417,0.039089,"Abiotic"
"993","Tibouchina_sebastianopolitana",5.67793,0.002025,4e-06,7.269151,0.037814,0.00532,7.167711,0.01745,0.000616,9.293592,0.0519,0.005863,"Abiotic"
"994","Tibouchina_sellowiana",5.674186,0.001272,2e-06,7.376514,0.024675,0.00313,7.125833,0.017472,0.000362,9.453737,0.034368,0.003449,"Abiotic"
"995","Tibouchina_wurdackii",5.692216,NA,7.7e-05,7.85205,NA,0.106405,7.271704,NA,0.012312,10.043163,NA,0.117268,"Abiotic"
"996","Tibouchinopsis_mirabilis",5.681025,NA,7.7e-05,6.609349,NA,0.106405,7.308543,NA,0.012312,8.615771,NA,0.117268,"Abiotic"
"997","Tigridiopalma_magnifica",5.685449,NA,7.7e-05,7.474772,NA,0.106405,7.275865,NA,0.012312,9.433324,NA,0.117268,"Abiotic"
"998","Tococa_aristata",5.693199,0.002507,8e-06,7.675142,0.052477,0.010641,7.343339,0.020893,0.001231,9.482658,0.04409,0.011727,"Biotic"
"999","Tococa_bolivarensis",5.675809,0.003551,1.3e-05,7.761276,0.079059,0.017734,7.31049,0.030834,0.002052,9.59431,0.03095,0.019545,"Biotic"
"1000","Tococa_bullifera",5.700735,0.000578,1e-06,7.888944,0.029598,0.001773,7.170192,0.011334,0.000205,9.912811,0.031766,0.001954,"Biotic"
"1001","Tococa_capitata",5.701746,0.000367,8e-06,7.932608,0.030087,0.010641,7.077379,0.005128,0.001231,10.091481,0.033788,0.011727,"Biotic"
"1002","Tococa_caquetana",5.698596,0.000638,2e-06,7.962119,0.02157,0.00313,7.101011,0.010744,0.000362,10.058992,0.03633,0.003449,"Biotic"
"1003","Tococa_carolensis",5.689225,0.003202,1e-05,7.737133,0.139928,0.013301,7.167479,0.035626,0.001539,9.696941,0.142535,0.014658,"Biotic"
"1004","Tococa_caudata",5.70113,0.000486,9e-06,7.907596,0.014752,0.011823,7.088206,0.00858,0.001368,10.037725,0.016897,0.01303,"Biotic"
"1005","Tococa_cordata",5.70203,0.000977,1.9e-05,8.007572,0.049276,0.026601,7.19003,0.017499,0.003078,9.976626,0.078741,0.029317,"Biotic"
"1006","Tococa_coronata",5.701664,0.000715,1e-06,7.832596,0.021768,0.00112,7.200993,0.012032,0.00013,9.8433,0.026026,0.001234,"Biotic"
"1007","Tococa_gonoptera",5.694237,NA,7.7e-05,7.851661,NA,0.106405,7.221836,NA,0.012312,9.686575,NA,0.117268,"Biotic"
"1008","Tococa_guianensis",5.697631,0.000498,0,7.734554,0.021065,0.000338,7.26384,0.007176,3.9e-05,9.669269,0.021819,0.000376,"Biotic"
"1009","Tococa_macrophysca",5.701163,0.000609,3e-06,8.036622,0.01876,0.003941,7.18168,0.014976,0.000456,10.04184,0.02529,0.004343,"Biotic"
"1010","Tococa_macrosperma",5.699651,0.000973,1e-06,7.900176,0.025477,0.001663,7.211433,0.013896,0.000192,9.887423,0.026229,0.001832,"Biotic"
"1011","Tococa_nitens",5.699405,0.000717,1e-06,7.644526,0.033473,0.001458,7.310456,0.010081,0.000169,9.543707,0.038409,0.001606,"Biotic"
"1012","Tococa_platyphylla",5.685442,0.001526,2e-06,7.908675,0.057464,0.003224,7.261547,0.018175,0.000373,9.772112,0.053116,0.003554,"Biotic"
"1013","Tococa_subciliata",5.70245,0.000461,1e-06,7.775423,0.019668,0.001689,7.238308,0.00985,0.000195,9.722902,0.027619,0.001861,"Biotic"
"1014","Tococa_symphyandra",5.683151,0.003,5e-06,7.958559,0.084508,0.00665,7.113089,0.032961,0.00077,10.060731,0.080234,0.007329,"Biotic"
"1015","Trembleya_laniflora",5.675781,0.001405,2.6e-05,7.307845,0.033884,0.035468,7.163449,0.015515,0.004104,9.338648,0.060059,0.039089,"Abiotic"
"1016","Trembleya_parviflora",5.678174,0.001218,1e-06,7.186299,0.038067,0.0019,7.206043,0.015673,0.00022,9.200565,0.047969,0.002094,"Abiotic"
"1017","Trembleya_pentagona",5.672463,0.001032,3.9e-05,7.380877,0.001869,0.053203,7.114595,0.018702,0.006156,9.461857,0.010848,0.058634,"Abiotic"
"1018","Triolena_barbeyana",5.695644,0.001698,1.5e-05,7.880922,0.132284,0.021281,7.018963,0.026489,0.002462,9.976387,0.133542,0.023454,"Abiotic"
"1019","Triolena_pustulata",5.686405,0.002355,1e-05,7.827463,0.095725,0.013301,7.008145,0.012935,0.001539,9.969536,0.089011,0.014658,"Abiotic"
"1020","Tristemma_akeassii",5.700034,0.000681,6e-06,7.605665,0.097919,0.0076,7.336679,0.010924,0.000879,9.433328,0.088104,0.008376,"Abiotic"
"1021","Tristemma_coronatum",5.699099,0.00085,4e-06,7.614728,0.084032,0.005911,7.327903,0.01157,0.000684,9.450092,0.080305,0.006515,"Abiotic"
"1022","Tristemma_demeusei",5.693208,0.001841,6e-06,7.568254,0.06862,0.008867,7.094439,0.034401,0.001026,9.679643,0.066063,0.009772,"Abiotic"
"1023","Tristemma_hirtum",5.697818,0.000974,2e-06,7.631404,0.061438,0.00313,7.203541,0.032008,0.000362,9.616552,0.076191,0.003449,"Abiotic"
"1024","Tristemma_littorale",5.69759,0.001428,1e-05,7.801599,0.10667,0.013301,7.070039,0.03522,0.001759,9.853689,0.077706,0.016753,"Abiotic"
"1025","Tristemma_mauritianum",5.691789,0.000879,1e-06,7.458899,0.028446,0.001108,7.265232,0.01996,0.000131,9.388632,0.037567,0.001248,"Abiotic"
"1026","Tristemma_oreophilum",5.695218,0.000989,5e-06,7.594942,0.037795,0.00665,7.01295,0.015405,0.00077,9.78393,0.027845,0.007329,"Abiotic"
"1027","Tristemma_vestitum",5.697256,0.003355,3.9e-05,7.78671,0.138447,0.053203,7.035843,0.070763,0.006156,9.935074,0.053168,0.058634,"Abiotic"
"1028","Tryssophyton_merumense",5.691879,NA,7.7e-05,7.522941,NA,0.106405,7.307202,NA,0.012312,9.649756,NA,0.117268,"Abiotic"
"1029","Votomita_guianensis",5.699999,0.002152,1.5e-05,7.625155,0.168177,0.021281,7.371992,0.025002,0.002462,9.573371,0.084866,0.023454,"Biotic"
"1030","Warneckea_amaniensis",5.687432,0.00359,9e-06,7.063665,0.098824,0.011823,7.358384,0.034989,0.001368,8.94466,0.126666,0.01303,"Biotic"
"1031","Warneckea_hedbergiorum",5.680684,NA,7.7e-05,7.532624,NA,0.106405,7.171657,NA,0.012312,9.368284,NA,0.117268,"Biotic"
"1032","Warneckea_madagascariensis",5.691879,NA,7.7e-05,7.775276,NA,0.106405,7.338238,NA,0.012312,9.672942,NA,0.117268,"Biotic"
"1033","Warneckea_masoalae",5.687145,NA,7.7e-05,7.822044,NA,0.106405,7.435438,NA,0.012312,9.796459,NA,0.117268,"Biotic"
"1034","Warneckea_wildeana",5.696182,0.001543,1.5e-05,7.803818,0.041162,0.021281,7.070254,0.038904,0.002462,9.930725,0.020051,0.023454,"Biotic"
