"","(1,R1)","(2,R1)","",""
"res","~","~","~","~"
"","(1,R1)","(2,R1)","!","!"
"(1,R1)",NA,"0.002","!","!"
"(2,R1)","0.002",NA,"!","!"
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","!","!"
"(1,R1)",NA,"0.004","!","!"
"(2,R1)","0.001",NA,"!","!"
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"0.013","0.008",NA
"(2,R1)","0.013",NA,NA,"0.008"
"(1,R2)","0.008",NA,NA,"<0.001"
"(2,R2)",NA,"0.008","<0.001",NA
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"0.054","0.088",NA
"(2,R1)","0.054",NA,NA,"0.088"
"(1,R2)","0.005",NA,NA,"<0.001"
"(2,R2)",NA,"0.005","<0.001",NA
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"0.021","0.005",NA
"(2,R1)","<0.001",NA,NA,"0.005"
"(1,R2)","0.005",NA,NA,"0.001"
"(2,R2)",NA,"0.005","0.022",NA
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"0.059","0.097",NA
"(2,R1)","0.025",NA,NA,"0.097"
"(1,R2)","0.005",NA,NA,"<0.001"
"(2,R2)",NA,"0.005","<0.001",NA
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"0.001","0.004",NA
"(2,R1)","0.001",NA,NA,"0.004"
"(1,R2)","0.004",NA,NA,"0.136"
"(2,R2)",NA,"0.004","<0.001",NA
""," "," "," "," "
"","~","~","~","~"
"","(1,R1)","(2,R1)","(1,R2)","(2,R2)"
"(1,R1)",NA,"<0.001","0.007",NA
"(2,R1)","<0.001",NA,NA,"0.007"
"(1,R2)","0.107",NA,NA,"0.062"
"(2,R2)",NA,"0.107","0.021",NA
""," "," "," "," "
"","~","~","~","~"
