"","clade_i","ObsSt","Alpha","Sigma","Optim"
"Svitramia_wurdackiana","Melastomataceae","Abiotic",0.195250794958464,0.0509847364954426,7.46705937705695
"Svitramia_minor","Melastomataceae","Abiotic",0.195250796954709,0.0509851455466472,7.46690673235156
"Svitramia_pulchra","Melastomataceae","Abiotic",0.195250797156045,0.0509851888774228,7.46689147910246
"Svitramia_hatschbachii","Melastomataceae","Abiotic",0.195250797156045,0.0509851888774228,7.46689147910246
"Tibouchina_nodosa","Melastomataceae","Abiotic",0.195250789069886,0.050983651498015,7.46752304719285
"Pleroma_oleifolia","Melastomataceae","Abiotic",0.195250791830939,0.050983956957056,7.4672987493133
"Tibouchina_ursina","Melastomataceae","Abiotic",0.195250795595513,0.0509845990581846,7.46700166714393
"Tibouchina_dubia","Melastomataceae","Abiotic",0.195250797804228,0.0509850335023282,7.46683119295448
"Tibouchina_ramboi","Melastomataceae","Abiotic",0.195250798366314,0.0509851521817157,7.46678834775715
"Tibouchina_kleinii","Melastomataceae","Abiotic",0.195250798366314,0.0509851521817157,7.46678834775715
"Tibouchina_gardneriana","Melastomataceae","Abiotic",0.195250797345975,0.0509848012479426,7.46686150494339
"Tibouchina_fothergillae","Melastomataceae","Abiotic",0.195250797345975,0.0509848012479426,7.46686150494339
"Tibouchina_semidecandra","Melastomataceae","Abiotic",0.195250797644032,0.0509848360398563,7.46683774430289
"Tibouchina_collina","Melastomataceae","Abiotic",0.195250797784005,0.0509848667495096,7.46682698514048
"Tibouchina_foveolata","Melastomataceae","Abiotic",0.195250797784005,0.0509848667495096,7.46682698514048
"Tibouchina_sellowiana","Melastomataceae","Abiotic",0.195250797702702,0.050984824523925,7.46683269337668
"Tibouchina_mutabilis","Melastomataceae","Abiotic",0.195250798497928,0.0509849854446851,7.46677150971723
"Tibouchina_pulchra","Melastomataceae","Abiotic",0.195250798497928,0.0509849854446851,7.46677150971723
"Macrocentrum_minus","Melastomataceae","Abiotic",0.195250741131792,0.0510001384194748,7.47271340378643
"Macrocentrum_vestitum","Melastomataceae","Abiotic",0.195250744653565,0.0509994718379682,7.47228992186732
"Macrocentrum_droseroides","Melastomataceae","Abiotic",0.195250756684745,0.051000880493924,7.47119815873014
"Macrocentrum_anfractum","Melastomataceae","Abiotic",0.19525075892327,0.0510013309696671,7.47101973295797
"Macrocentrum_gesneriaceum","Melastomataceae","Abiotic",0.19525075892327,0.0510013309696671,7.47101973295797
"Maguireanthus_ayangannae","Melastomataceae","Abiotic",0.195250738465878,0.0510002253556395,7.47295188949587
"Macrocentrum_cristatum","Melastomataceae","Abiotic",0.19525075005574,0.0510010561858775,7.47183898394295
"Macrocentrum_fasciculatum","Melastomataceae","Abiotic",0.19525075005574,0.0510010561858775,7.47183898394295
"Salpinga_maranonensis","Melastomataceae","Abiotic",0.195250751045822,0.0509961277406771,7.47134795511041
"Salpinga_secunda","Melastomataceae","Abiotic",0.195250751045822,0.0509961277406771,7.47134795511041
"Meriania_compressicaulis","Melastomataceae","Abiotic",0.195250761580221,0.0509878065981519,7.47005142222549
"Meriania_robusta","Melastomataceae","Abiotic",0.195250767609449,0.0509887433391426,7.46955847560315
"Meriania_calyptrata","Melastomataceae","Abiotic",0.195250767609449,0.0509887433391426,7.46955847560315
"Meriania_tomentosa","Melastomataceae","Abiotic",0.195250787893543,0.0509897223427281,7.46782490190012
"Meriania_acostae","Melastomataceae","Abiotic",0.19525078801057,0.0509897470510069,7.46781602724477
"Meriania_phlomoides","Melastomataceae","Abiotic",0.195250788171695,0.0509897818390568,7.46780381495002
"Meriania_arborea","Melastomataceae","Abiotic",0.195250788171695,0.0509897818390568,7.46780381495002
"Meriania_longifolia","Melastomataceae","Abiotic",0.195250789336954,0.0509896535331639,7.46769593823824
"Meriania_purpurea","Melastomataceae","Abiotic",0.195250793637915,0.05099047768586,7.46736326282256
"Meriania_leucantha","Melastomataceae","Abiotic",0.195250793637915,0.05099047768586,7.46736326282256
"Meriania_ekmanii","Melastomataceae","Abiotic",0.195250794055495,0.0509905672032765,7.46733108410593
"Meriania_parvifolia","Melastomataceae","Abiotic",0.195250794055495,0.0509905672032765,7.46733108410593
"Meriania_squamulosa","Melastomataceae","Abiotic",0.195250793872846,0.0509905262316069,7.46734518682941
"Meriania_brevipedunculata","Melastomataceae","Abiotic",0.195250793872846,0.0509905262316069,7.46734518682941
"Meriania_haemantha","Melastomataceae","Abiotic",0.195250783905906,0.0509883696791608,7.46811794390866
"Meriania_hexamera","Melastomataceae","Abiotic",0.195250787564053,0.0509888949340347,7.46782467519579
"Meriania_franciscana","Melastomataceae","Abiotic",0.195250789507208,0.0509892991922372,7.46767305645415
"Meriania_macrophylla","Melastomataceae","Abiotic",0.195250789507208,0.0509892991922372,7.46767305645415
"Axinaea_affinis","Melastomataceae","Abiotic",0.195250786709384,0.0509887249374873,7.46789219848927
"Meriania_hernandoi","Melastomataceae","Abiotic",0.195250787554467,0.0509888520556239,7.46782469584127
"Axinaea_alata","Melastomataceae","Abiotic",0.195250790317397,0.0509893556494884,7.46760734779077
"Axinaea_sclerophylla","Melastomataceae","Abiotic",0.195250790317397,0.0509893556494884,7.46760734779077
"Axinaea_costaricensis","Melastomataceae","Abiotic",0.1952507915032,0.0509896263084601,7.46751528407326
"Axinaea_floribunda","Melastomataceae","Abiotic",0.195250791770944,0.0509896868419854,7.467495152895
"Axinaea_grandifolia","Melastomataceae","Abiotic",0.19525079177653,0.0509896881192352,7.46749473485169
"Axinaea_macrophylla","Melastomataceae","Abiotic",0.19525079177653,0.0509896881192352,7.46749473485169
"Macrocentrum_repens","Melastomataceae","Abiotic",0.195250745528652,0.0509946043907462,7.47178301090776
"Macrocentrum_neblinae","Melastomataceae","Abiotic",0.195250745528652,0.0509946043907462,7.47178301090776
"Meriania_urceolata","Melastomataceae","Abiotic",0.195250758101484,0.0509891411429047,7.47039526570252
"Meriania_sclerophylla","Melastomataceae","Abiotic",0.195250763121675,0.0509899010230249,7.46998642529111
"Meriania_calophylla","Melastomataceae","Abiotic",0.195250763121675,0.0509899010230249,7.46998642529111
"Meriania_subumbellata","Melastomataceae","Abiotic",0.195250769465721,0.0509886856121501,7.46937761796788
"Adelobotrys_barbata","Melastomataceae","Abiotic",0.195250772608897,0.0509889851876977,7.46911679143423
"Adelobotrys_adscendens","Melastomataceae","Abiotic",0.195250782254087,0.050990327363776,7.46833678531248
"Adelobotrys_permixta","Melastomataceae","Abiotic",0.195250782254087,0.050990327363776,7.46833678531248
"Adelobotrys_spruceana","Melastomataceae","Abiotic",0.195250782013417,0.0509902023141422,7.46835265327772
"Adelobotrys_tessmannii","Melastomataceae","Abiotic",0.195250785023692,0.050990716832013,7.4681138880954
"Adelobotrys_boissieriana","Melastomataceae","Abiotic",0.195250790812947,0.0509918589275727,7.46766566862679
"Adelobotrys_subsessilis","Melastomataceae","Abiotic",0.195250790812947,0.0509918589275727,7.46766566862679
"Adelobotrys_macrantha","Melastomataceae","Abiotic",0.195250790903028,0.0509918783526931,7.46765882257168
"Adelobotrys_scandens","Melastomataceae","Abiotic",0.195250790903028,0.0509918783526931,7.46765882257168
"Graffenrieda_gracilis","Melastomataceae","Abiotic",0.195250755203062,0.0509876624203347,7.4706004837553
"Graffenrieda_moritziana","Melastomataceae","Abiotic",0.195250755203062,0.0509876624203347,7.4706004837553
"Graffenrieda_hitchcockii","Melastomataceae","Abiotic",0.195250761478461,0.0509862982364096,7.46998989140829
"Graffenrieda_rotundifolia","Melastomataceae","Abiotic",0.195250761478461,0.0509862982364096,7.46998989140829
"Graffenrieda_intermedia","Melastomataceae","Abiotic",0.195250761511408,0.0509861329745689,7.46997943136149
"Adelobotrys_praetexta","Melastomataceae","Abiotic",0.195250763156112,0.0509861035890125,7.46983489527439
"Graffenrieda_moaensis","Melastomataceae","Abiotic",0.195250766305425,0.05098643651126,7.46957400477106
"Graffenrieda_weddellii","Melastomataceae","Abiotic",0.195250766305425,0.05098643651126,7.46957400477106
"Centronia_laurifolia","Melastomataceae","Abiotic",0.195250773538457,0.0509863198253949,7.46893996884091
"Graffenrieda_limbata","Melastomataceae","Abiotic",0.195250773538457,0.0509863198253949,7.46893996884091
"Graffenrieda_latifolia","Melastomataceae","Abiotic",0.195250770862221,0.0509857169605414,7.46915071769809
"Graffenrieda_sessilifolia","Melastomataceae","Abiotic",0.195250770862221,0.0509857169605414,7.46915071769809
"Graffenrieda_miconioides","Melastomataceae","Abiotic",0.195250777584064,0.050986511650448,7.46859822700693
"Graffenrieda_tristis","Melastomataceae","Abiotic",0.195250777584064,0.050986511650448,7.46859822700693
"Graffenrieda_micrantha","Melastomataceae","Abiotic",0.195250779697401,0.0509869088715838,7.46842767603114
"Graffenrieda_cucullata","Melastomataceae","Abiotic",0.195250780600979,0.0509871059466656,7.46835869644907
"Graffenrieda_galeottii","Melastomataceae","Abiotic",0.195250780600979,0.0509871059466656,7.46835869644907
"Graffenrieda_uribei","Melastomataceae","Abiotic",0.195250781445515,0.05098708946037,7.46828653635321
"Graffenrieda_emarginata","Melastomataceae","Abiotic",0.195250782622042,0.050987327921583,7.46819611293337
"Graffenrieda_harlingii","Melastomataceae","Abiotic",0.195250782622042,0.050987327921583,7.46819611293337
"Eriocnema_fulva","Melastomataceae","Abiotic",0.195250578546424,0.0512281505788919,7.50331810105183
"Physeterostemon_thomasii","Melastomataceae","Abiotic",0.195250610153952,0.0512302510909398,7.49921993633415
"Physeterostemon_fiaschii","Melastomataceae","Abiotic",0.195250612735374,0.051230614406822,7.49894509195979
"Physeterostemon_jardimii","Melastomataceae","Abiotic",0.195250612735374,0.051230614406822,7.49894509195979
"Miconia_superba","Melastomataceae","Biotic",0.195251177741072,0.058260627857719,7.67321679883488
"Miconia_mirabilis","Melastomataceae","Biotic",0.195251179753347,0.058284434326756,7.67277616345687
"Miconia_dodecandra","Melastomataceae","Biotic",0.195251179753347,0.058284434326756,7.67277616345687
"Ossaea_petiolaris","Melastomataceae","Biotic",0.1952512245126,0.0588169907679771,7.66215032934278
"Ossaea_capillaris","Melastomataceae","Biotic",0.1952512245126,0.0588169907679771,7.66215032934278
"Leandra_macdanielii","Melastomataceae","Biotic",0.195251229806605,0.0588828090022207,7.66088291097186
"Leandra_secunda","Melastomataceae","Biotic",0.195251229806605,0.0588828090022207,7.66088291097186
"Leandra_longicoma","Melastomataceae","Biotic",0.195251229592499,0.058880182431017,7.66093224467482
"Leandra_pastazana","Melastomataceae","Biotic",0.195251229990652,0.0588850829043136,7.66083974699289
"Leandra_granatensis","Melastomataceae","Biotic",0.195251229990652,0.0588850829043136,7.66083974699289
"Leandra_dichotoma","Melastomataceae","Biotic",0.195251230078639,0.0588861601118099,7.66081950744196
"Leandra_reversa","Melastomataceae","Biotic",0.195251230078639,0.0588861601118099,7.66081950744196
"Ossaea_quadrisulca","Melastomataceae","Biotic",0.195251227827538,0.0588583100955426,7.66134923362401
"Leandra_agrestis","Melastomataceae","Biotic",0.195251229277307,0.0588761729528928,7.66101214985032
"Leandra_divaricata","Melastomataceae","Biotic",0.195251229360471,0.0588771860203556,7.66099316848584
"Leandra_rhamnifolia","Melastomataceae","Biotic",0.195251229360471,0.0588771860203556,7.66099316848584
"Ossaea_coarctiflora","Melastomataceae","Biotic",0.195251228970518,0.058872437281736,7.66108192828519
"Leandra_secundiflora","Melastomataceae","Biotic",0.195251229180864,0.0588750142015286,7.66103351207306
"Leandra_mexicana","Melastomataceae","Biotic",0.195251229180864,0.0588750142015286,7.66103351207306
"Tococa_nitens","Melastomataceae","Biotic",0.1952512253698,0.0588271264781665,7.66192282957154
"Tococa_rotundifolia","Melastomataceae","Biotic",0.195251225404977,0.058827567058884,7.66191439538934
"Tococa_bolivarensis","Melastomataceae","Biotic",0.195251225848306,0.0588331175589321,7.66180870010969
"Tococa_raggiana","Melastomataceae","Biotic",0.195251226086313,0.0588360890691458,7.66175240800633
"Tococa_macrophysca","Melastomataceae","Biotic",0.195251226517253,0.058841435656277,7.66165163184033
"Tococa_aristata","Melastomataceae","Biotic",0.195251226517253,0.058841435656277,7.66165163184033
"Tococa_guianensis","Melastomataceae","Biotic",0.195251226884474,0.0588461021926481,7.66156202606621
"Tococa_stellata","Melastomataceae","Biotic",0.195251227583898,0.0588547386696208,7.66139948284785
"Tococa_bullifera","Melastomataceae","Biotic",0.195251228129626,0.0588614070539073,7.66127458578448
"Tococa_quadrialata","Melastomataceae","Biotic",0.195251228200492,0.0588622670804882,7.66125851805261
"Tococa_gonoptera","Melastomataceae","Biotic",0.195251228200492,0.0588622670804882,7.66125851805261
"Tococa_macrosperma","Melastomataceae","Biotic",0.195251226089388,0.0588362048343511,7.66174909846427
"Tococa_capitata","Melastomataceae","Biotic",0.195251228537202,0.0588665024068938,7.66117823230652
"Tococa_caudata","Melastomataceae","Biotic",0.195251228537202,0.0588665024068938,7.66117823230652
"Tococa_coronata","Melastomataceae","Biotic",0.195251228878101,0.0588706709782808,7.66110010312537
"Tococa_cordata","Melastomataceae","Biotic",0.195251228899927,0.0588709368787134,7.66109512690132
"Tococa_subciliata","Melastomataceae","Biotic",0.195251228899927,0.0588709368787134,7.66109512690132
"Miconia_crocea","Melastomataceae","Biotic",0.19525123078167,0.0588826102298443,7.6603267342966
"Miconia_incerta","Melastomataceae","Biotic",0.195251230802161,0.0588828610700063,7.66032215838811
"Miconia_asclepiadea","Melastomataceae","Biotic",0.195251230802161,0.0588828610700063,7.66032215838811
"Miconia_cocoensis","Melastomataceae","Biotic",0.195251235004008,0.0589378356887415,7.65925583461121
"Miconia_urticoides","Melastomataceae","Biotic",0.195251235004008,0.0589378356887415,7.65925583461121
"Miconia_erosa","Melastomataceae","Biotic",0.19525123513551,0.0589395216139033,7.65922525441294
"Miconia_javorkaeana","Melastomataceae","Biotic",0.195251235345248,0.0589421244320022,7.65917798446187
"Miconia_benthamiana","Melastomataceae","Biotic",0.195251235345248,0.0589421244320022,7.65917798446187
"Tococa_symphyandra","Melastomataceae","Biotic",0.195251235761316,0.0589483612822977,7.6589970929933
"Miconia_clypeata","Melastomataceae","Biotic",0.195251235761316,0.0589483612822977,7.6589970929933
"Leandra_nervosa","Melastomataceae","Biotic",0.195251236793745,0.0589616588576032,7.65874698398411
"Miconia_papillosa","Melastomataceae","Biotic",0.195251236803592,0.0589617825626984,7.65874475790248
"Leandra_melanodesma","Melastomataceae","Biotic",0.195251237158328,0.058966153724945,7.65866550519924
"Leandra_subseriata","Melastomataceae","Biotic",0.195251237158328,0.058966153724945,7.65866550519924
"Miconia_andreana","Melastomataceae","Biotic",0.195251237235946,0.0589671884834437,7.65864700092683
"Miconia_dapsiliflora","Melastomataceae","Biotic",0.195251237235946,0.0589671884834437,7.65864700092683
"Miconia_pustulata","Melastomataceae","Biotic",0.195251237459203,0.0589699784720345,7.65859649067419
"Miconia_aspergillaris","Melastomataceae","Biotic",0.195251237686789,0.0589727766814794,7.65854563359023
"Miconia_denticulata","Melastomataceae","Biotic",0.195251237686789,0.0589727766814794,7.65854563359023
"Killipia_pedunculata","Melastomataceae","Biotic",0.195251236991566,0.0589640854481748,7.65869560583058
"Miconia_punctibullata","Melastomataceae","Biotic",0.195251237255208,0.0589673243557317,7.65863679064755
"Killipia_rotundifolia","Melastomataceae","Biotic",0.195251237255208,0.0589673243557317,7.65863679064755
"Miconia_corymbiformis","Melastomataceae","Biotic",0.195251238537078,0.0589847982509769,7.65830504438285
"Miconia_gonioclada","Melastomataceae","Biotic",0.195251238537078,0.0589847982509769,7.65830504438285
"Miconia_arboricola","Melastomataceae","Biotic",0.195251238672545,0.0589865395957192,7.65827365208743
"Miconia_pseudoradula","Melastomataceae","Biotic",0.195251238884922,0.0589891735411518,7.65822598335794
"Miconia_multiplinervia","Melastomataceae","Biotic",0.195251238884922,0.0589891735411518,7.65822598335794
"Miconia_quadrialata","Melastomataceae","Biotic",0.19525124328234,0.0590461183797972,7.65715172800389
"Miconia_biacuta","Melastomataceae","Biotic",0.19525124328234,0.0590461183797972,7.65715172800389
"Miconia_pseudorigida","Melastomataceae","Biotic",0.195251243652706,0.059050870535911,7.65706062296498
"Miconia_rigida","Melastomataceae","Biotic",0.195251243746278,0.0590520567705027,7.65703822873593
"Miconia_nystroemii","Melastomataceae","Biotic",0.195251243810361,0.0590528688015724,7.65702291593638
"Miconia_alternifolia","Melastomataceae","Biotic",0.195251243852574,0.0590534034608749,7.65701284640027
"Miconia_stenobotrys","Melastomataceae","Biotic",0.195251244380503,0.0590600465658978,7.65688886406676
"Miconia_turquinensis","Melastomataceae","Biotic",0.195251244581639,0.0590625295371077,7.65684356149642
"Miconia_skeaniana","Melastomataceae","Biotic",0.195251244581639,0.0590625295371077,7.65684356149642
"Miconia_rubricans","Melastomataceae","Biotic",0.195251244586956,0.0590625964864242,7.65684233441498
"Miconia_smithii","Melastomataceae","Biotic",0.195251244635647,0.0590631938845756,7.65683144048513
"Miconia_biappendiculata","Melastomataceae","Biotic",0.195251244635647,0.0590631938845756,7.65683144048513
"Miconia_pteroclada","Melastomataceae","Biotic",0.195251244292823,0.0590589701165629,7.65690819089534
"Miconia_selleana","Melastomataceae","Biotic",0.195251244618497,0.0590630094746342,7.65683418631675
"Miconia_ferruginea","Melastomataceae","Biotic",0.195251244668306,0.0590636220866431,7.6568230105143
"Miconia_calycina","Melastomataceae","Biotic",0.195251244685599,0.0590638343441464,7.65681913997993
"Miconia_cubensis","Melastomataceae","Biotic",0.195251244685599,0.0590638343441464,7.65681913997993
"Miconia_howardiana","Melastomataceae","Biotic",0.195251244389884,0.0590601919733348,7.65688540505238
"Miconia_foveolata","Melastomataceae","Biotic",0.195251245187025,0.0590701786613892,7.65669981417724
"Miconia_sphagnicola","Melastomataceae","Biotic",0.195251245326435,0.0590719193990026,7.65666746837089
"Miconia_xenotricha","Melastomataceae","Biotic",0.19525124540652,0.0590729164339983,7.65664901449556
"Miconia_pycnoneura","Melastomataceae","Biotic",0.195251245539356,0.0590745539487936,7.65661910057457
"Miconia_rufa","Melastomataceae","Biotic",0.195251245673952,0.0590762064318989,7.65658890390757
"Miconia_septentrionalis","Melastomataceae","Biotic",0.195251245673952,0.0590762064318989,7.65658890390757
"Miconia_subcompressa","Melastomataceae","Biotic",0.195251245698966,0.0590765126220054,7.65658330793875
"Miconia_dielsiana","Melastomataceae","Biotic",0.195251245700293,0.0590765288486038,7.65658301143268
"Miconia_sintenisii","Melastomataceae","Biotic",0.195251245700843,0.0590765355689528,7.65658288866885
"Miconia_samanensis","Melastomataceae","Biotic",0.195251245700843,0.0590765355689528,7.65658288866885
"Miconia_alloeotricha","Melastomataceae","Biotic",0.195251245447587,0.0590734272646925,7.65663956917239
"Miconia_confertiflora","Melastomataceae","Biotic",0.195251245560432,0.0590748146609439,7.65661425160614
"Miconia_coriacea","Melastomataceae","Biotic",0.1952512455648,0.0590748682002786,7.65661327432052
"Miconia_grandidentata","Melastomataceae","Biotic",0.1952512455648,0.0590748682002786,7.65661327432052
"Miconia_hypioides","Melastomataceae","Biotic",0.195251245495556,0.0590740179732539,7.6566287832698
"Miconia_barkeri","Melastomataceae","Biotic",0.195251245495556,0.0590740179732539,7.6566287832698
"Miconia_alainii","Melastomataceae","Biotic",0.195251245542563,0.0590746022565217,7.656618014129
"Miconia_lanceolata","Melastomataceae","Biotic",0.195251245567351,0.0590749083445465,7.65661240750025
"Miconia_desportesii","Melastomataceae","Biotic",0.195251245605803,0.0590753812000449,7.6566037781657
"Miconia_viscidula","Melastomataceae","Biotic",0.195251245617188,0.0590755204781126,7.65660123496636
"Miconia_krugii","Melastomataceae","Biotic",0.195251245617188,0.0590755204781126,7.65660123496636
"Miconia_fuertesii","Melastomataceae","Biotic",0.195251245723414,0.0590768260193217,7.65657737558155
"Miconia_luteola","Melastomataceae","Biotic",0.195251245723414,0.0590768260193217,7.65657737558155
"Miconia_macayana","Melastomataceae","Biotic",0.195251245718439,0.0590767653618885,7.65657848332712
"Miconia_quadrangularis","Melastomataceae","Biotic",0.195251245719893,0.0590767831723603,7.65657815811775
"Miconia_apiculata","Melastomataceae","Biotic",0.195251245721645,0.0590768045750414,7.65657776713977
"Miconia_ossaeifolia","Melastomataceae","Biotic",0.195251245721645,0.0590768045750414,7.65657776713977
"Miconia_galeiformis","Melastomataceae","Biotic",0.195251238668364,0.0589866094141984,7.65824801593476
"Miconia_latifolia","Melastomataceae","Biotic",0.195251239058267,0.0589914811230664,7.658160275711
"Miconia_chionophila","Melastomataceae","Biotic",0.195251239058267,0.0589914811230664,7.658160275711
"Miconia_bullata","Melastomataceae","Biotic",0.195251238957751,0.0589902361856117,7.65818277371479
"Miconia_salicifolia","Melastomataceae","Biotic",0.195251238957751,0.0589902361856117,7.65818277371479
"Miconia_prietoi","Melastomataceae","Biotic",0.195251239207961,0.0589936498002076,7.65811755417502
"Miconia_asperrima","Melastomataceae","Biotic",0.195251239841217,0.0590015810013084,7.65797418363733
"Miconia_calignosa","Melastomataceae","Biotic",0.195251239841217,0.0590015810013084,7.65797418363733
"Miconia_costaricensis","Melastomataceae","Biotic",0.195251239920578,0.05900257289132,7.65795622278248
"Miconia_obscura","Melastomataceae","Biotic",0.19525124022402,0.0590063007963415,7.65788851397561
"Miconia_aggregata","Melastomataceae","Biotic",0.195251240234205,0.0590064251062826,7.65788624891863
"Miconia_capitellata","Melastomataceae","Biotic",0.195251240234205,0.0590064251062826,7.65788624891863
"Miconia_pausana","Melastomataceae","Biotic",0.1952512393758,0.0589957429475733,7.6580792436554
"Miconia_barbeyana","Melastomataceae","Biotic",0.1952512393758,0.0589957429475733,7.6580792436554
"Miconia_lutescens","Melastomataceae","Biotic",0.195251239285314,0.0589947125545287,7.65809702127127
"Miconia_livida","Melastomataceae","Biotic",0.195251239358147,0.0589956404200311,7.65808017534458
"Miconia_onaensis","Melastomataceae","Biotic",0.195251239887562,0.0590023441162804,7.65795855672011
"Miconia_dunstervillei","Melastomataceae","Biotic",0.195251240561999,0.0590107823922538,7.65780542905785
"Miconia_buxifolia","Melastomataceae","Biotic",0.195251240561999,0.0590107823922538,7.65780542905785
"Miconia_alborosea","Melastomataceae","Biotic",0.195251240944797,0.0590155464134567,7.65771875104011
"Miconia_ligustrina","Melastomataceae","Biotic",0.195251240959933,0.0590157335347285,7.65771534937404
"Miconia_tinifolia","Melastomataceae","Biotic",0.195251240977633,0.0590159520038397,7.65771138327542
"Miconia_summa","Melastomataceae","Biotic",0.195251240977633,0.0590159520038397,7.65771138327542
"Miconia_floribunda","Melastomataceae","Biotic",0.19525123942651,0.0589967051776314,7.65805105140102
"Miconia_loreyoides","Melastomataceae","Biotic",0.19525123977938,0.0590010682721854,7.65797218127153
"Miconia_goniostigma","Melastomataceae","Biotic",0.19525123977938,0.0590010682721854,7.65797218127153
"Miconia_cuprea","Melastomataceae","Biotic",0.195251241162605,0.0590193453041632,7.65762273794942
"Miconia_lehmannii","Melastomataceae","Biotic",0.195251241395367,0.0590222380378959,7.65757030098376
"Miconia_brachygyna","Melastomataceae","Biotic",0.195251241395367,0.0590222380378959,7.65757030098376
"Miconia_stenophylla","Melastomataceae","Biotic",0.195251241754859,0.0590266921333881,7.65748966291366
"Miconia_penningtonii","Melastomataceae","Biotic",0.195251241805402,0.0590273113950634,7.65747840372235
"Miconia_villonacensis","Melastomataceae","Biotic",0.195251241805402,0.0590273113950634,7.65747840372235
"Clidemia_utleyana","Melastomataceae","Biotic",0.195251242101567,0.0590311126313396,7.65740862607464
"Clidemia_clandestina","Melastomataceae","Biotic",0.195251242353061,0.0590342051860876,7.65735242231235
"Miconia_silverstonei","Melastomataceae","Biotic",0.195251242358232,0.0590342684958214,7.65735127017083
"Clidemia_caudata","Melastomataceae","Biotic",0.195251242358232,0.0590342684958214,7.65735127017083
"Miconia_manicata","Melastomataceae","Biotic",0.195251242115899,0.0590313131872365,7.65740475289694
"Miconia_complanata","Melastomataceae","Biotic",0.195251242176335,0.0590320538009098,7.65739128971126
"Miconia_glutinosa","Melastomataceae","Biotic",0.195251242176335,0.0590320538009098,7.65739128971126
"Miconia_theizans","Melastomataceae","Biotic",0.195251242342288,0.0590341088969389,7.65735397297522
"Miconia_hirtella","Melastomataceae","Biotic",0.195251242342288,0.0590341088969389,7.65735397297522
"Miconia_diegogomezii","Melastomataceae","Biotic",0.1952512423453,0.0590341442464423,7.65735332083753
"Miconia_brevitheca","Melastomataceae","Biotic",0.1952512423453,0.0590341442464423,7.65735332083753
"Miconia_bracteolata","Melastomataceae","Biotic",0.195251241317261,0.0590215013388406,7.65757675549372
"Miconia_cladonia","Melastomataceae","Biotic",0.195251241868612,0.0590283671378211,7.65745247013717
"Miconia_jahnii","Melastomataceae","Biotic",0.195251241868612,0.0590283671378211,7.65745247013717
"Miconia_cremophylla","Melastomataceae","Biotic",0.195251241758397,0.0590270066251367,7.65747711235214
"Miconia_bangii","Melastomataceae","Biotic",0.195251241758397,0.0590270066251367,7.65747711235214
"Miconia_jorgensenii","Melastomataceae","Biotic",0.195251241530526,0.0590242210870923,7.65752622128178
"Miconia_tabayensis","Melastomataceae","Biotic",0.195251241751094,0.059026945758257,7.65747690868134
"Miconia_rubens","Melastomataceae","Biotic",0.195251241751094,0.059026945758257,7.65747690868134
"Miconia_myrtillifolia","Melastomataceae","Biotic",0.195251241493812,0.0590237942666573,7.65753363039703
"Miconia_tovarensis","Melastomataceae","Biotic",0.195251242340064,0.0590343601079559,7.65734180145713
"Miconia_rigens","Melastomataceae","Biotic",0.195251242480712,0.059036090361582,7.65731039559279
"Miconia_cataractae","Melastomataceae","Biotic",0.195251242480712,0.059036090361582,7.65731039559279
"Miconia_tamana","Melastomataceae","Biotic",0.195251242340635,0.0590343673725534,7.65734166747299
"Miconia_chrysocoma","Melastomataceae","Biotic",0.195251242467703,0.0590359323042066,7.65731327362834
"Miconia_elaeoides","Melastomataceae","Biotic",0.195251242467703,0.0590359323042066,7.65731327362834
"Miconia_resimoides","Melastomataceae","Biotic",0.195251241759173,0.0590272244950968,7.65746935727349
"Miconia_mesmeana","Melastomataceae","Biotic",0.195251241835546,0.0590281814233845,7.65745204662354
"Miconia_neei","Melastomataceae","Biotic",0.195251242437725,0.0590356534884553,7.65731662636055
"Miconia_boliviensis","Melastomataceae","Biotic",0.195251242527634,0.0590367604056541,7.65729651329575
"Miconia_cyanocarpa","Melastomataceae","Biotic",0.195251242561243,0.0590371731113345,7.65728901548932
"Miconia_polygama","Melastomataceae","Biotic",0.195251242561243,0.0590371731113345,7.65728901548932
"Miconia_elvirae","Melastomataceae","Biotic",0.195251241621879,0.0590255088942735,7.65750020406934
"Miconia_cernua","Melastomataceae","Biotic",0.195251241856721,0.0590284295476321,7.65744750220142
"Miconia_bilopezii","Melastomataceae","Biotic",0.195251241856721,0.0590284295476321,7.65744750220142
"Miconia_hemenostigma","Melastomataceae","Biotic",0.195251243125583,0.0590444517292245,7.6571534650423
"Miconia_pittieri","Melastomataceae","Biotic",0.19525124363236,0.0590507144156598,7.65703948887421
"Miconia_longibracteata","Melastomataceae","Biotic",0.195251243694078,0.0590514704776251,7.65702571836832
"Miconia_concinna","Melastomataceae","Biotic",0.195251243694078,0.0590514704776251,7.65702571836832
"Miconia_dissita","Melastomataceae","Biotic",0.195251243694568,0.0590514773309309,7.65702559596253
"Miconia_biperulifera","Melastomataceae","Biotic",0.195251243714606,0.05905172210642,7.65702113613706
"Miconia_schnellii","Melastomataceae","Biotic",0.195251243714606,0.05905172210642,7.65702113613706
"Miconia_tetrastoma","Melastomataceae","Biotic",0.195251243295154,0.0590465615158595,7.65711498012633
"Miconia_crocata","Melastomataceae","Biotic",0.195251243295154,0.0590465615158595,7.65711498012633
"Miconia_amplinodis","Melastomataceae","Biotic",0.195251243559264,0.0590498354240774,7.65705531634586
