"","clade_i","ObsSt","Alpha","Sigma","Optim"
"Acokanthera_oblongifolia","Apocynaceae","Fleshy",0.118706693602195,0.0614627259098493,7.57237741436759
"Acokanthera_rotundata","Apocynaceae","Fleshy",0.119681695579218,0.0616940245062695,7.55777094939896
"Acokanthera_oppositifolia","Apocynaceae","Fleshy",0.118788146038261,0.0625625043960391,7.54734596381356
"Carissa_macrocarpa","Apocynaceae","Fleshy",0.118714526704101,0.0765940102986423,7.55860961347645
"Carissa_carandas","Apocynaceae","Fleshy",0.119681171838565,0.0730397550828075,7.5470806903131
"Carissa_spinarum","Apocynaceae","Fleshy",0.118797477058332,0.0738526871521406,7.53665309540475
"Carissa_ovata","Apocynaceae","Fleshy",0.118710645354712,0.0728292317434736,7.56145579881719
"Carissa_bispinosa","Apocynaceae","Fleshy",0.1196962914079,0.0770170285420032,7.54396456614323
"Apocynum_androsaemifolium","Apocynaceae","Dry",0.121437076682748,0.125156140468502,7.05505792143864
"Apocynum_cannabinum","Apocynaceae","Dry",0.122484824089425,0.125615311873026,7.03448720992731
"Cleghornia_malaccensis","Apocynaceae","Dry",0.121335798426172,0.126390370525595,7.02672419157699
"Trachelospermum_jasminoides","Apocynaceae","Dry",0.121446658654354,0.125239245530374,7.05483121192002
"Trachelospermum_asiaticum","Apocynaceae","Dry",0.122514180418928,0.125694795086911,7.03415665385338
"Trachelospermum_axillare","Apocynaceae","Dry",0.121358338868175,0.126527100961672,7.02584917904784
"Chonemorpha_fragrans","Apocynaceae","Dry",0.121444785960277,0.125210133950722,7.05493775030791
"Aganosma_cymosa","Apocynaceae","Dry",0.122523211632151,0.12573595007822,7.03398644119595
"Aganosma_wallichii","Apocynaceae","Dry",0.121364056545575,0.126574932758099,7.02557021168359
"Aganosma_schlechteriana","Apocynaceae","Dry",0.121449220929327,0.125276865772698,7.0547112599835
"Epigynum_auritum","Apocynaceae","Dry",0.122521916028716,0.125726900101575,7.03402493969113
"Epigynum_cochinchinense","Apocynaceae","Dry",0.12136303718386,0.126563918388905,7.02562782323463
"Epigynum_griffithianum","Apocynaceae","Dry",0.121449274677418,0.125277942251315,7.05470691080151
"Epigynum_ridleyi","Apocynaceae","Dry",0.122522695820727,0.125732411284626,7.03400137169553
"Ichnocarpus_frutescens","Apocynaceae","Dry",0.121363152015599,0.126565170757585,7.02562111794861
"Pottsia_laxiflora","Apocynaceae","Dry",0.121445474514944,0.12521817362507,7.05491480573243
"Amalocalyx_microlobus","Apocynaceae","Dry",0.122510217051315,0.125665850889636,7.03427642283512
"Micrechites_polyanthus","Apocynaceae","Dry",0.121358512622553,0.126526813459791,7.02583858891566
"Micrechites_rhombifolius","Apocynaceae","Dry",0.121446400584209,0.125237562405051,7.05484269531723
"Micrechites_serpyllifolius","Apocynaceae","Dry",0.122514342666851,0.125690311216628,7.03417525704704
"Parameria_laevigata","Apocynaceae","Dry",0.121351936575859,0.12648884538017,7.02610094840972
"Urceola_lucida","Apocynaceae","Dry",0.121444771118091,0.125231498149699,7.05484434866231
"Urceola_minutiflora","Apocynaceae","Dry",0.122507996260174,0.125687834670526,7.03419235463783
"Urceola_micrantha","Apocynaceae","Dry",0.121353999687836,0.126510388956487,7.02598700500229
"Urceola_rosea","Apocynaceae","Dry",0.121443152993488,0.125204959239395,7.05494162253266
"Streptoechites_chinensis","Apocynaceae","Dry",0.122478896302541,0.125576528705637,7.0346320723576
"Amphineurion_marginatum","Apocynaceae","Dry",0.121336004613131,0.126396597342653,7.02669653284597
"Sindechites_henryi","Apocynaceae","Dry",0.121435113958877,0.125126580198513,7.0551489954191
"Beaumontia_grandiflora","Apocynaceae","Dry",0.122482375762403,0.125608754582234,7.03451199561719
"Vallaris_solanacea","Apocynaceae","Dry",0.121338403284435,0.126421181820292,7.02656626919629
"Anodendron_oblongifolium","Apocynaceae","Dry",0.121434045327286,0.125147656815442,7.05506496468273
"Anodendron_paniculatum","Apocynaceae","Dry",0.122473628371289,0.125608323594969,7.03453712894741
"Papuechites_aambe","Apocynaceae","Dry",0.12132719895099,0.126359816818156,7.02699435422944
"Asclepias_incarnata","Apocynaceae","Dry",0.121448093871907,0.125110227749942,7.05466777456625
"Asclepias_fascicularis","Apocynaceae","Dry",0.122537998120989,0.12556167775711,7.03387567316761
"Asclepias_angustifolia","Apocynaceae","Dry",0.121370061645486,0.126417295623978,7.02517856283018
"Asclepias_gentryi","Apocynaceae","Dry",0.121448163981641,0.125111271607494,7.05466373109296
"Asclepias_linearis","Apocynaceae","Dry",0.122538306669908,0.125563932014952,7.03386593341937
"Asclepias_verticillata","Apocynaceae","Dry",0.121370177789534,0.126418610486328,7.02517160955361
"Asclepias_perennis","Apocynaceae","Dry",0.121448241236356,0.125112581493123,7.05465863382722
"Asclepias_subverticillata","Apocynaceae","Dry",0.122538340769119,0.125564189100571,7.03386482206289
"Asclepias_texana","Apocynaceae","Dry",0.121370202227672,0.126418884469838,7.02517019880427
"Asclepias_mexicana","Apocynaceae","Dry",0.121448137775753,0.12511093776603,7.05466502628902
"Asclepias_pumila","Apocynaceae","Dry",0.122538095058524,0.12556237805961,7.03387264637989
"Asclepias_woodsoniana","Apocynaceae","Dry",0.121369997185911,0.126416605082699,7.02518201680573
"Asclepias_barjoniifolia","Apocynaceae","Dry",0.121447383372555,0.125098330883061,7.05471214263058
"Asclepias_mellodora","Apocynaceae","Dry",0.122536173248936,0.125549984997414,7.03392589344554
"Asclepias_boliviensis","Apocynaceae","Dry",0.121368745305923,0.126403434364496,7.02525331249518
"Asclepias_candida","Apocynaceae","Dry",0.121447380180711,0.125098284549249,7.05471232579491
"Asclepias_flava","Apocynaceae","Dry",0.122536145772471,0.125549774028016,7.03392680230279
"Asclepias_curassavica","Apocynaceae","Dry",0.121368652778901,0.126402467374723,7.02525811870076
"Asclepias_nivea","Apocynaceae","Dry",0.121447315313291,0.125097403560892,7.05471574758904
"Asclepias_pratensis","Apocynaceae","Dry",0.122533476739717,0.125532251831386,7.03400041764909
"Asclepias_albicans","Apocynaceae","Dry",0.121368177768194,0.126398271098155,7.02528125719356
"Asclepias_subaphylla","Apocynaceae","Dry",0.121447046358093,0.125093560471883,7.05472875638221
"Asclepias_masonii","Apocynaceae","Dry",0.122535341495102,0.12554542597586,7.03394468724544
"Asclepias_subulata","Apocynaceae","Dry",0.121368189651952,0.12639839554096,7.02528064138038
"Asclepias_leptopus","Apocynaceae","Dry",0.1214468205468,0.125090165861782,7.05474189386387
"Asclepias_cutleri","Apocynaceae","Dry",0.122533981211294,0.125535725230005,7.03398582652674
"Asclepias_mcvaughii","Apocynaceae","Dry",0.121366798893072,0.126383682698262,7.02535632371226
"Asclepias_cordifolia","Apocynaceae","Dry",0.121446152346163,0.125080169429015,7.05477919721919
"Asclepias_linaria","Apocynaceae","Dry",0.122533421175381,0.125532102136565,7.03400093592985
"Asclepias_syriaca","Apocynaceae","Dry",0.121372085112179,0.126423673321192,7.02509188101901
"Asclepias_tuberosa","Apocynaceae","Dry",0.121448874205153,0.125115398352264,7.05464160838522
"Asclepias_michauxii","Apocynaceae","Dry",0.122541727604454,0.125566113881959,7.03383470468497
"Asclepias_obovata","Apocynaceae","Dry",0.121372066631787,0.126423469428092,7.02509292035289
"Asclepias_rubra","Apocynaceae","Dry",0.121448861411297,0.125115204206119,7.05464236816872
"Asclepias_quadrifolia","Apocynaceae","Dry",0.12254144968284,0.125564060997972,7.03384353215372
"Asclepias_exaltata","Apocynaceae","Dry",0.121371843971226,0.12642102818283,7.02510547191046
"Asclepias_hallii","Apocynaceae","Dry",0.121448617574721,0.125111425070837,7.05465698842726
"Asclepias_speciosa","Apocynaceae","Dry",0.122540678249852,0.125558607225392,7.03386685573508
"Asclepias_amplexicaulis","Apocynaceae","Dry",0.121371242721294,0.126414562010124,7.02513909736823
"Asclepias_ovalifolia","Apocynaceae","Dry",0.121448315001165,0.12510670057446,7.05467495733781
"Asclepias_hirtella","Apocynaceae","Dry",0.122540533101577,0.125557615550668,7.03387108214046
"Asclepias_purpurascens","Apocynaceae","Dry",0.12137134875159,0.126415739238782,7.02513312168605
"Asclepias_variegata","Apocynaceae","Dry",0.121448392780305,0.125107901240126,7.0546703163979
"Asclepias_lanceolata","Apocynaceae","Dry",0.122540683377777,0.12555876437632,7.0338661893516
"Asclepias_longifolia","Apocynaceae","Dry",0.121371333585748,0.12641557830737,7.02513402991207
"Asclepias_arenaria","Apocynaceae","Dry",0.121448392395574,0.125107555483443,7.05467122844604
"Asclepias_emoryi","Apocynaceae","Dry",0.122540663779598,0.125559109839022,7.03386480301274
"Asclepias_oenotheroides","Apocynaceae","Dry",0.121371348635391,0.126415863168613,7.02513371729564
"Asclepias_nyctaginifolia","Apocynaceae","Dry",0.121448429525372,0.125108100172431,7.05466909272714
"Asclepias_standleyi","Apocynaceae","Dry",0.122540665508273,0.125559123101992,7.03386474604972
"Asclepias_prostrata","Apocynaceae","Dry",0.121371055071608,0.126412733708785,7.02514951657514
"Asclepias_feayi","Apocynaceae","Dry",0.121448101261437,0.125103342773082,7.0546873428829
"Asclepias_tomentosa","Apocynaceae","Dry",0.122540018262789,0.125554424126926,7.03388467136152
"Asclepias_curtissii","Apocynaceae","Dry",0.121370917975649,0.126411315624503,7.0251566137609
"Asclepias_engelmanniana","Apocynaceae","Dry",0.121448125503626,0.125103757870259,7.05468577084049
"Asclepias_eriocarpa","Apocynaceae","Dry",0.122540026128299,0.125554451840223,7.0338845487107
"Asclepias_solanoana","Apocynaceae","Dry",0.121370869442681,0.12641076754316,7.02515948872547
"Asclepias_elata","Apocynaceae","Dry",0.121448358824936,0.125106980999023,7.05467339031762
"Asclepias_mirifica","Apocynaceae","Dry",0.122540513608752,0.125558018800913,7.03386947006342
"Asclepias_glaucescens","Apocynaceae","Dry",0.121371227652448,0.126414534034037,7.02514056071333
"Asclepias_lynchiana","Apocynaceae","Dry",0.121448348213883,0.125106827215589,7.05467399307267
"Asclepias_latifolia","Apocynaceae","Dry",0.122540200564317,0.125555737489488,7.03387916463619
"Asclepias_macroura","Apocynaceae","Dry",0.121371013827243,0.126412266226045,7.0251520582058
"Asclepias_ruthiae","Apocynaceae","Dry",0.121448064290181,0.125102302558758,7.05469077069727
"Asclepias_uncialis","Apocynaceae","Dry",0.122539787287316,0.125553419446185,7.0338891180039
"Asclepias_sanjuanensis","Apocynaceae","Dry",0.12137075112989,0.126409664065608,7.02516681948352
"Asclepias_involucrata","Apocynaceae","Dry",0.121448313240663,0.125106161837634,7.05467601034246
"Asclepias_welshii","Apocynaceae","Dry",0.122540319512209,0.125557226840855,7.03387287001182
"Asclepias_labriformis","Apocynaceae","Dry",0.121371130952954,0.126413773769877,7.0251456048897
"Asclepias_macrosperma","Apocynaceae","Dry",0.121448314069273,0.125106174173054,7.05467596204767
"Asclepias_viridis","Apocynaceae","Dry",0.122540183558905,0.12555620890814,7.03387725379276
"Asclepias_sullivantii","Apocynaceae","Dry",0.121370372383749,0.126405718284165,7.02518686082808
"Asclepias_brevipes","Apocynaceae","Dry",0.121447622203729,0.125095699262979,7.05471448988012
"Asclepias_stellifera","Apocynaceae","Dry",0.122538473695412,0.125546975774313,7.0339174139644
"Asclepias_cucullata","Apocynaceae","Dry",0.121369915022212,0.126402385880885,7.0252099076948
"Asclepias_connivens","Apocynaceae","Dry",0.12144795376786,0.125101319797838,7.05469442290333
"Asclepias_inaequalis","Apocynaceae","Dry",0.122541769061854,0.125567632808337,7.03382894686963
"Pachycarpus_appendiculatus","Apocynaceae","Dry",0.121372176074094,0.126425609638273,7.02508422886735
"Pachycarpus_concolor","Apocynaceae","Dry",0.121448961533752,0.125117343314072,7.05463412654178
"Pachycarpus_natalensis","Apocynaceae","Dry",0.122541851647229,0.125568246433851,7.03382634464754
"Pachycarpus_goetzei","Apocynaceae","Dry",0.121372121797998,0.126425040008342,7.02508706842962
"Schizoglossum_eustegioides","Apocynaceae","Dry",0.121448905259472,0.125116534221295,7.054637257932
"Cordylogyne_globosa","Apocynaceae","Dry",0.122541714863591,0.12556723666982,7.03383065242657
"Xysmalobium_involucratum","Apocynaceae","Dry",0.121372065845149,0.126424422051864,7.02509027239505
"Miraglossum_verticillare","Apocynaceae","Dry",0.12144901315672,0.125118105122735,7.0546311621972
"Schizoglossum_atropurpureum","Apocynaceae","Dry",0.122541971189212,0.125569144805662,7.03382249820206
"Schizoglossum_cordifolium","Apocynaceae","Dry",0.121372265426431,0.126426581354394,7.02507930736843
"Schizoglossum_filiforme","Apocynaceae","Dry",0.1214490122125,0.125118090755401,7.05463121845005
"Woodia_mucronata","Apocynaceae","Dry",0.12254166109528,0.125566853447221,7.03383230424925
"Fanninia_caloglossa","Apocynaceae","Dry",0.121372027240482,0.126424001826087,7.02509248024011
"Pachycarpus_coronarius","Apocynaceae","Dry",0.121448847938852,0.125115613260301,7.05464079853222
"Asclepias_pedicellata","Apocynaceae","Dry",0.122541599579676,0.125566433867394,7.03383411307245
"Asclepias_woodii","Apocynaceae","Dry",0.121371997863656,0.126423688431082,7.02509414660716
"Aspidonepsis_flava","Apocynaceae","Dry",0.121448828630094,0.125115300470185,7.05464198979649
"Asclepias_viridula","Apocynaceae","Dry",0.122539387519602,0.125552074187902,7.03389566926694
"Asclepias_erosa","Apocynaceae","Dry",0.121369554569719,0.12639873831543,7.0252284468854
"Aspidonepsis_diploglossa","Apocynaceae","Dry",0.121447371486725,0.125092225078869,7.05472764636845
"Asclepias_stenophylla","Apocynaceae","Dry",0.122537923630367,0.125543276205136,7.03393308335149
"Asclepias_viridiflora","Apocynaceae","Dry",0.121369501801433,0.126398297013871,7.02523117819733
"Asclepias_albens","Apocynaceae","Dry",0.12144761484203,0.125096176615642,7.0547127531422
"Xysmalobium_gerrardii","Apocynaceae","Dry",0.122538961962427,0.125550795515839,7.03390121432585
"Xysmalobium_parviflorum","Apocynaceae","Dry",0.121370256261577,0.126406482886475,7.02518901501958
"Xysmalobium_tysonianum","Apocynaceae","Dry",0.121447799866962,0.125098968730661,7.05470205274782
"Asclepias_crispa","Apocynaceae","Dry",0.122538487776046,0.12554733833434,7.03391594457404
"Asclepias_meadii","Apocynaceae","Dry",0.12136951215971,0.12639846793054,7.02523047123993
"Gomphocarpus_glaucophyllus","Apocynaceae","Dry",0.121446677550896,0.125083553927769,7.05476056629169
"Asclepias_humistrata","Apocynaceae","Dry",0.122535633464888,0.125535719544132,7.03397149651143
"Asclepias_scaposa","Apocynaceae","Dry",0.121368123327049,0.126389315791643,7.02529634723436
"Asclepias_stathmostelmoides","Apocynaceae","Dry",0.121446298203208,0.12507907074152,7.05477772392804
"Asclepias_alpestris","Apocynaceae","Dry",0.122540119739972,0.125564262353643,7.03385351315122
"Asclepias_gibba","Apocynaceae","Dry",0.121371132928304,0.126420441406714,7.02513260233084
"Aspidoglossum_heterophyllum","Apocynaceae","Dry",0.121448424613228,0.125112185822664,7.05465835261135
"Gomphocarpus_abyssinicus","Apocynaceae","Dry",0.122540446176549,0.125566631449736,7.0338433549931
"Gomphocarpus_fruticosus","Apocynaceae","Dry",0.121371365236066,0.126422975140673,7.02511952715763
"Gomphocarpus_physocarpus","Apocynaceae","Dry",0.12144863793724,0.125115520968719,7.05464548796889
"Stathmostelma_gigantiflorum","Apocynaceae","Dry",0.122540294594223,0.12556550599631,7.03384820276206
"Asclepias_aurea","Apocynaceae","Dry",0.121371512911144,0.126424580606184,7.02511087470148
"Gomphocarpus_cancellatus","Apocynaceae","Dry",0.121448726139247,0.12511703262219,7.05463975156256
"Asclepias_multicaulis","Apocynaceae","Dry",0.122540590829848,0.125567544694225,7.03383938499263
"Asclepias_densiflora","Apocynaceae","Dry",0.121371452402483,0.126423909551133,7.02511432177727
"Asclepias_randii","Apocynaceae","Dry",0.121448676506705,0.125116253347466,7.05464277493313
"Stenostelma_corniculatum","Apocynaceae","Dry",0.122540562721633,0.125567340340115,7.03384026508901
"Asclepias_macropus","Apocynaceae","Dry",0.121371372959431,0.126423024954626,7.02511897221505
"Asclepias_praemorsa","Apocynaceae","Dry",0.121448635032342,0.125115560692627,7.05464544786281
"Glossostelma_carsonii","Apocynaceae","Dry",0.122539596346149,0.125560884386424,7.03386798965683
"Pachycarpus_lineolatus","Apocynaceae","Dry",0.121370778361527,0.126416768149213,7.02515231072043
"Gomphocarpus_tomentosus","Apocynaceae","Dry",0.121448519780023,0.125113689701507,7.05465227817229
"Pachycarpus_dealbatus","Apocynaceae","Dry",0.122540153373403,0.12556482296402,7.03385109498959
"Stathmostelma_diversifolium","Apocynaceae","Dry",0.121371166314324,0.12642098305734,7.02513030956994
"Xysmalobium_undulatum","Apocynaceae","Dry",0.12144851617235,0.125113630661593,7.05465250810135
"Xysmalobium_fraternum","Apocynaceae","Dry",0.122539976408262,0.125563550219243,7.03385660528716
"Xysmalobium_kaessneri","Apocynaceae","Dry",0.121371045364275,0.12641963173075,7.02513742268534
"Xysmalobium_heudelotianum","Apocynaceae","Dry",0.121448439053623,0.125112354906525,7.05465743510533
"Asclepias_buchwaldii","Apocynaceae","Dry",0.122538635650008,0.125554946077472,7.0338934915662
"Asclepias_pseudofimbriata","Apocynaceae","Dry",0.121369665364009,0.126405711561921,7.02521296645994
"Stathmostelma_pauciflorum","Apocynaceae","Dry",0.121447275744928,0.125094086316496,7.05472473299717
"Asclepias_cinerea","Apocynaceae","Dry",0.12252789889858,0.125517026817237,7.0340944350287
"Asclepias_atroviolacea","Apocynaceae","Dry",0.121370831754565,0.126438515270213,7.02512214202388
"Asclepias_brachystephana","Apocynaceae","Dry",0.121449070638317,0.1251333631045,7.05460006038984
"Asclepias_fournieri","Apocynaceae","Dry",0.122538893954952,0.125584827935159,7.03380838401414
"Asclepias_zanthodacryon","Apocynaceae","Dry",0.121370889920668,0.126439156795421,7.02511882489778
"Asclepias_circinalis","Apocynaceae","Dry",0.121449075162015,0.125133422464439,7.05459983172818
"Asclepias_melantha","Apocynaceae","Dry",0.122538901993121,0.125584886651391,7.03380813689597
"Asclepias_hypoleuca","Apocynaceae","Dry",0.121370907282176,0.126439343071889,7.02511788559821
"Asclepias_otarioides","Apocynaceae","Dry",0.121449075976881,0.12513343279667,7.05459979167118
"Asclepias_lemmonii","Apocynaceae","Dry",0.122538946041638,0.125585218347392,7.03380669608138
"Asclepias_rosea","Apocynaceae","Dry",0.12137093771039,0.126439685969936,7.0251161079858
"Asclepias_quinquedentata","Apocynaceae","Dry",0.121449095383245,0.125133744318325,7.05459856653308
"Asclepias_nummularia","Apocynaceae","Dry",0.122538940904951,0.12558517922523,7.03380686546491
"Asclepias_schaffneri","Apocynaceae","Dry",0.12137085792794,0.126438802563602,7.02512064564603
"Asclepias_elegantula","Apocynaceae","Dry",0.121449030729471,0.125132743240317,7.05460248412078
"Asclepias_similis","Apocynaceae","Dry",0.122538528228684,0.125582194700139,7.0338197818547
"Asclepias_virletii","Apocynaceae","Dry",0.121370642000066,0.126436448756663,7.02513297767177
"Asclepias_notha","Apocynaceae","Dry",0.121448943124324,0.125131324422822,7.05460796130326
"Asclepias_scheryi","Apocynaceae","Dry",0.122538610956053,0.125582817731912,7.03381710146846
"Asclepias_vinosa","Apocynaceae","Dry",0.121370672065635,0.126436779921057,7.02513128308706
"Asclepias_spnovaffpringlei","Apocynaceae","Dry",0.121448920209888,0.125130981562096,7.05460930281076
"Asclepias_auriculata","Apocynaceae","Dry",0.122538431864168,0.125581498974772,7.03382279036696
"Asclepias_pellucida","Apocynaceae","Dry",0.121370560297554,0.126435556385144,7.02513764495349
"Asclepias_ovata","Apocynaceae","Dry",0.121448836508303,0.125129663952029,7.05461441517192
"Asclepias_puberula","Apocynaceae","Dry",0.122538348807331,0.125580929161628,7.0338252667831
"Asclepias_jaliscana","Apocynaceae","Dry",0.121370524509679,0.126435186853376,7.02513973430645
"Asclepias_jorgeana","Apocynaceae","Dry",0.121448828499379,0.125129508479303,7.05461498927043
"Asclepias_coulteri","Apocynaceae","Dry",0.122531947694537,0.12554058382734,7.03399721119888
"Asclepias_macrotis","Apocynaceae","Dry",0.121366169154662,0.126391151389189,7.02537572346419
"Calotropis_procera","Apocynaceae","Dry",0.121440644874892,0.125052651384968,7.05496853297818
"Calotropis_gigantea","Apocynaceae","Dry",0.122511102480393,0.125507663216356,7.03427855711802
"Kanahia_laniflora","Apocynaceae","Dry",0.121352483359245,0.126330932778629,7.02598096349467
"Pergularia_daemia","Apocynaceae","Dry",0.121437012632937,0.125021820057621,7.05509646575223
"Oxystelma_esculentum","Apocynaceae","Dry",0.12249195463316,0.125471514933987,7.03451390218339
"Solenostemma_argel","Apocynaceae","Dry",0.121339420260771,0.126287854546595,7.0264703336549
"Calciphila_galgalensis","Apocynaceae","Dry",0.12143475692733,0.125024532280641,7.05509970798154
"Calciphila_gillettii","Apocynaceae","Dry",0.122488376730141,0.12548262810404,7.03449815713207
"Vincetoxicum_atratum","Apocynaceae","Dry",0.121368411207797,0.126496395973788,7.02521456301274
"Vincetoxicum_pycnostelma","Apocynaceae","Dry",0.121448996130569,0.125195833817019,7.05457689943962
"Vincetoxicum_acuminatum","Apocynaceae","Dry",0.122533771519401,0.12564822322016,7.03381173264348
"Vincetoxicum_nipponicum","Apocynaceae","Dry",0.12136854290747,0.126497826689937,7.02520730212011
"Vincetoxicum_japonicum","Apocynaceae","Dry",0.121448992544069,0.125195781024601,7.05457710909012
"Vincetoxicum_katoi","Apocynaceae","Dry",0.122533707543455,0.125647735966098,7.03381382978252
"Vincetoxicum_yamanakae","Apocynaceae","Dry",0.121368495500394,0.126497312685492,7.02520989756211
"Vincetoxicum_amplexicaule","Apocynaceae","Dry",0.12144890698912,0.125194524606772,7.05458202904692
"Vincetoxicum_mongolicum","Apocynaceae","Dry",0.122534067663898,0.125649479947624,7.03380631591699
"Vincetoxicum_nigrum","Apocynaceae","Dry",0.121368709153124,0.126499312849268,7.02519784471957
"Vincetoxicum_stocksii","Apocynaceae","Dry",0.121449054136807,0.125197124076555,7.05457276883603
"Vincetoxicum_rossicum","Apocynaceae","Dry",0.12253406483578,0.125649458210848,7.03380640983574
"Vincetoxicum_hirundinaria","Apocynaceae","Dry",0.121368656770771,0.126498756451937,7.02520065848605
"Vincetoxicum_magnificum","Apocynaceae","Dry",0.121449017524869,0.125196603456039,7.05457480280468
"Vincetoxicum_macrophyllum","Apocynaceae","Dry",0.122533984106318,0.125648857214625,7.03380898464585
"Tylophora_brownii","Apocynaceae","Dry",0.121368864877221,0.126501010367949,7.02518906917135
"Tylophora_indica","Apocynaceae","Dry",0.121449186845444,0.125199164547151,7.05456488135297
"Tylophora_villosa","Apocynaceae","Dry",0.122534342300567,0.125651484337799,7.03379771860959
"Tylophora_tanakae","Apocynaceae","Dry",0.121368905381334,0.126501450921435,7.02518684111258
"Tylophora_hirsuta","Apocynaceae","Dry",0.121449091688812,0.125197763428709,7.05457036373487
"Vincetoxicum_inamoenum","Apocynaceae","Dry",0.122533360221469,0.125644446422017,7.03382765986981
"Tylophora_aristolochioides","Apocynaceae","Dry",0.121368184308596,0.126493791030831,7.02522604048055
"Tylophora_floribunda","Apocynaceae","Dry",0.121448689261893,0.12519177038291,7.0545931815057
"Vincetoxicum_carnosum","Apocynaceae","Dry",0.122532267366645,0.125637481215838,7.0338573549467
"Biondia_henryi","Apocynaceae","Dry",0.121367215643273,0.12648438169258,7.02527769381172
"Tylophora_biglandulosa","Apocynaceae","Dry",0.121448797801018,0.125194026805512,7.05458319916382
"Tylophora_japonica","Apocynaceae","Dry",0.122533438263776,0.125646548190582,7.03381836000603
"Tylophora_oblonga","Apocynaceae","Dry",0.121368289696074,0.12649604676705,7.02521616864647
"Tylophora_tenuis","Apocynaceae","Dry",0.121448805723203,0.125194159915468,7.05458267973478
"Tylophora_parviflora","Apocynaceae","Dry",0.122532811048926,0.125642049428514,7.03383778121754
"Tylophora_flexuosa","Apocynaceae","Dry",0.121367739931094,0.126489978211948,7.0252480224276
"Tylophora_anomala","Apocynaceae","Dry",0.121448185180525,0.12518314767866,7.05462388253315
"Tylophora_flanaganii","Apocynaceae","Dry",0.12253177524041,0.125635754185247,7.03386494058277
"Tylophora_coriacea","Apocynaceae","Dry",0.121367185005909,0.126484098256737,7.02528126797554
"Tylophora_apiculata","Apocynaceae","Dry",0.121448053505222,0.125182022863177,7.05462821432486
"Tylophora_tenuipedunculata","Apocynaceae","Dry",0.122531620708864,0.125634633556087,7.03386939240579
"Tylophora_sylvatica","Apocynaceae","Dry",0.121366744189262,0.126479663751943,7.02530320091654
"Blyttia_fruticulosa","Apocynaceae","Dry",0.121447605067761,0.125175307735694,7.0546525587857
"Pleurostelma_cernuum","Apocynaceae","Dry",0.122530332407161,0.125628072257144,7.03389814747804
"Diplostigma_canescens","Apocynaceae","Dry",0.121366221067098,0.126475698248088,7.02532883654782
"Goydera_somaliense","Apocynaceae","Dry",0.121447608018223,0.125175304195802,7.05465253296698
"Tylophora_conspicua","Apocynaceae","Dry",0.122529648612391,0.125623390339974,7.03391812675011
"Tylophora_heterophylla","Apocynaceae","Dry",0.121365728154126,0.126470417140062,7.0253565940421
"Pentatropis_madagascariensis","Apocynaceae","Dry",0.121444219891198,0.125128403384544,7.05481909806519
"Pentatropis_nivalis","Apocynaceae","Dry",0.122519403485025,0.125582549609504,7.0341043033153
"Cynanchum_abyssinicum","Apocynaceae","Dry",0.121344182307632,0.126326853943202,7.02625409218804
"Cynanchum_crassiantherae","Apocynaceae","Dry",0.121438460716373,0.125081453044942,7.05493159737367
"Cynanchum_rubricoronae","Apocynaceae","Dry",0.122501722356051,0.125537782880913,7.03427941167927
"Cynanchum_hastifolium","Apocynaceae","Dry",0.121347897969687,0.126362942396596,7.02605899365086
"Cynanchum_orangeanum","Apocynaceae","Dry",0.121437573709917,0.125068933466869,7.0549773587072
"Cynanchum_praecox","Apocynaceae","Dry",0.1224998837988,0.125525437587757,7.0343301701547
"Cynanchum_ovalifolium","Apocynaceae","Dry",0.121341851492309,0.126307825297075,7.02636182811162
"Cynanchum_acutum","Apocynaceae","Dry",0.12143385250562,0.125011294266687,7.05514636949809
"Cynanchum_auriculatum","Apocynaceae","Dry",0.122491025919116,0.125482101701443,7.03449832924133
"Cynanchum_blandum","Apocynaceae","Dry",0.121346165803693,0.126348922486118,7.02613233625878
"Cynanchum_montevidense","Apocynaceae","Dry",0.121437139812474,0.125064961042181,7.0549847324224
"Metalepis_albiflora","Apocynaceae","Dry",0.1224966317444,0.125509187542323,7.03439339075523
"Cynanchum_roulinioides","Apocynaceae","Dry",0.121342791169119,0.126315489321645,7.02631585662445
"Cynanchum_foetidum","Apocynaceae","Dry",0.121436191689708,0.125044738478728,7.05503837781202
"Cynanchum_ligulatum","Apocynaceae","Dry",0.122493705554441,0.125502121070354,7.03441637699806
"Cynanchum_laeve","Apocynaceae","Dry",0.121340850351153,0.126300277366106,7.02640400780509
"Cynanchum_boudieri","Apocynaceae","Dry",0.121434945288114,0.12502482619327,7.0551135817154
"Glossonema_boveanum","Apocynaceae","Dry",0.122500098276215,0.125525561057939,7.03432624597853
"Odontanthera_radians","Apocynaceae","Dry",0.121347143676288,0.12635369865403,7.02610216711778
"Pentarrhinum_abyssinicum","Apocynaceae","Dry",0.121437509408457,0.125066569005803,7.05498403398938
"Pentarrhinum_insipidum","Apocynaceae","Dry",0.122499832503311,0.125523070744533,7.03433677713503
"Pentarrhinum_somaliense","Apocynaceae","Dry",0.121344260307052,0.126324623029675,7.02625751972647
"Pentarrhinum_gonoloboides","Apocynaceae","Dry",0.121436130677452,0.125042105859379,7.05506582807493
"Cynanchum_wilfordii","Apocynaceae","Dry",0.1224902936175,0.125478207919813,7.03451223021543
"Cynanchum_obtusifolium","Apocynaceae","Dry",0.121341219644931,0.1263055613945,7.02637576098184
