"","clade_i","ObsSt","Alpha","Sigma","Optim"
"Astephanus_triflorus","Apocynaceae","Dry",0.0747342536285352,0.078399976402203,7.03423867202886
"Microloma_tenuifolium","Apocynaceae","Dry",0.0747636535484358,0.0781609598873209,7.0413040872354
"Oncinema_lineare","Apocynaceae","Dry",0.0749273562108901,0.0784035225440513,7.03499361213289
"Eustegia_minuta","Apocynaceae","Dry",0.0747151265435416,0.0783177626954711,7.03371899517658
"Anisotoma_cordifolia","Apocynaceae","Dry",0.0747851575390981,0.0782344866265985,7.04201270909209
"Sisyranthus_trichostomus","Apocynaceae","Dry",0.0749513598893659,0.0784786945952814,7.03566511361846
"Riocreuxia_torulosa","Apocynaceae","Dry",0.07475561498064,0.078470437145864,7.03483001903259
"Neoschumannia_cardinea","Apocynaceae","Dry",0.0747826088015103,0.0782222154142205,7.04194599817044
"Neoschumannia_kamerunensis","Apocynaceae","Dry",0.0749485611401102,0.0784662588234799,7.03560211537079
"Anomalluma_dodsoniana","Apocynaceae","Dry",0.0747909907880919,0.0785977778722522,7.03587315192763
"Anomalluma_mccoyi","Apocynaceae","Dry",0.0748174900679517,0.0783481691773604,7.04316454187098
"Desmidorchis_awdeliana","Apocynaceae","Dry",0.0749888341898435,0.0786016126368207,7.03679062817379
"Desmidorchis_edithae","Apocynaceae","Dry",0.0747922880401568,0.0786045865252066,7.03590094204898
"Desmidorchis_speciosa","Apocynaceae","Dry",0.0748185707718447,0.0783538507443649,7.04319159295012
"Pseudolithos_caputviperae","Apocynaceae","Dry",0.0749885345352336,0.0786000373438053,7.03678412613745
"Rhytidocaulon_fulleri","Apocynaceae","Dry",0.0747911315905501,0.0785983294438773,7.03587638154582
"Australluma_peschii","Apocynaceae","Dry",0.0748241549685789,0.0783820687970007,7.04333810185206
"Boucerosia_crenulata","Apocynaceae","Dry",0.0749949690083679,0.0786306599927359,7.03693246214583
"Huernia_keniensis","Apocynaceae","Dry",0.0747982456492875,0.078634520359845,7.03603456786674
"Huernia_kennedyana","Apocynaceae","Dry",0.0748245229065043,0.0783841537721573,7.04334685931608
"Tromotriche_revoluta","Apocynaceae","Dry",0.0749950578173582,0.0786311422907341,7.03693438752708
"Orbea_carnosa","Apocynaceae","Dry",0.074798207442774,0.0786343034593292,7.03603375975975
"Duvalia_angustiloba","Apocynaceae","Dry",0.0748242787321484,0.0783827715992779,7.04334103819658
"Duvalia_polita","Apocynaceae","Dry",0.0749948143772641,0.0786298317728514,7.03692909328218
"Orbea_variegata","Apocynaceae","Dry",0.0747978948294892,0.0786325504193731,7.03602713422941
"Tavaresia_barklyi","Apocynaceae","Dry",0.0748241798644311,0.0783822103815983,7.04333869347339
"Stapelia_glanduliflora","Apocynaceae","Dry",0.0749946755290933,0.0786290820702652,7.03692608328454
"Stapelia_rufa","Apocynaceae","Dry",0.0747979488285166,0.0786328654394123,7.03602826533239
"Tridentea_virescens","Apocynaceae","Dry",0.0748242328892062,0.0783825220759456,7.04333991629379
"Orbea_semitubiflora","Apocynaceae","Dry",0.0749948852442942,0.0786302264726714,7.03693061829003
"Piaranthus_barrydalensis","Apocynaceae","Dry",0.0747981246553142,0.0786338548816691,7.03603198599888
"Piaranthus_decipiens","Apocynaceae","Dry",0.0748244048410832,0.0783834982908382,7.04334400175043
"Piaranthus_comptus","Apocynaceae","Dry",0.0749949445044439,0.0786305486773727,7.03693190226053
"Tromotriche_longipes","Apocynaceae","Dry",0.0747978044068342,0.0786320555600278,7.03602519846679
"Orbea_semota","Apocynaceae","Dry",0.0748240572870533,0.0783815379500986,7.04333569537271
"Duvalia_eilensis","Apocynaceae","Dry",0.0749946144807698,0.0786288006043074,7.03692466331495
"Orbea_prognatha","Apocynaceae","Dry",0.0747978035042171,0.0786320794534477,7.03602511789456
"Orbeanthus_hardyi","Apocynaceae","Dry",0.074823949479647,0.0783809617499256,7.04333299943154
"Stapelianthus_decaryi","Apocynaceae","Dry",0.0749944227451599,0.0786278032589232,7.03692044535623
"Stapelia_leendertziae","Apocynaceae","Dry",0.0747975812762719,0.0786308782259243,7.03602033903269
"Hoodia_triebneri","Apocynaceae","Dry",0.074823416431346,0.0783782205599642,7.04331921676655
"Larryleachia_perlata","Apocynaceae","Dry",0.0749939849479495,0.0786257673267429,7.03691029508795
"Notechidnopsis_tessellata","Apocynaceae","Dry",0.0747972018541026,0.0786290140676189,7.03601178771873
"Lavrania_haagnerae","Apocynaceae","Dry",0.0748232258658124,0.0783771703130229,7.04331458048904
"Duvaliandra_dioscoridis","Apocynaceae","Dry",0.0749867406175303,0.078590969599708,7.03674459682154
"White_sloanea_crassa","Apocynaceae","Dry",0.0747885367303257,0.0785856759211999,7.0358173571029
"Echidnopsis_repens","Apocynaceae","Dry",0.0748147571041327,0.0783346653507692,7.04309136867889
"Hoodia_gordonii","Apocynaceae","Dry",0.074985640643209,0.0785874858088187,7.03671497375416
"Hoodia_officinalis","Apocynaceae","Dry",0.0747892591979281,0.0785902700322339,7.03583141944461
"Quaqua_mammillaris","Apocynaceae","Dry",0.0748158284373041,0.0783408987411279,7.04311615254797
"Ophionella_arcuata","Apocynaceae","Dry",0.0749855483347299,0.078586978151011,7.03671297746421
"Apteranthes_burchardii","Apocynaceae","Dry",0.0747959587950715,0.0786232671102664,7.0359822339214
"Apteranthes_joannis","Apocynaceae","Dry",0.0748223094716157,0.0783731511455714,7.04328761357792
"Apteranthes_staintonii","Apocynaceae","Dry",0.0749926441407126,0.0786199336729145,7.03687756753494
"Apteranthes_europaea","Apocynaceae","Dry",0.0747958935628338,0.0786228915732968,7.03598085225713
"Apteranthes_tuberculata","Apocynaceae","Dry",0.0748222454886712,0.0783727798731683,7.04328611430353
"Apteranthes_munbyana","Apocynaceae","Dry",0.0749920790309221,0.0786168788940452,7.03686535883289
"Boucerosia_diffusa","Apocynaceae","Dry",0.0747963688315357,0.0786252970028605,7.03599132865312
"Edithcolea_grandis","Apocynaceae","Dry",0.0748227058119043,0.0783751342851287,7.04329799768577
"Boucerosia_pauciflora","Apocynaceae","Dry",0.0749929644308347,0.0786213471537502,7.03688504546668
"Boucerosia_truncatocoronata","Apocynaceae","Dry",0.0747962330463701,0.0786245343488086,7.03598846319703
"Boucerosia_umbellata","Apocynaceae","Dry",0.0748224435191107,0.0783736674087254,7.04329171272626
"Monolluma_hexagona","Apocynaceae","Dry",0.0749929940364924,0.0786215232186705,7.03688566190289
"Monolluma_solenophora","Apocynaceae","Dry",0.0747962620577214,0.0786247110981011,7.03598905750768
"Boucerosia_frerei","Apocynaceae","Dry",0.0748225522144453,0.0783742873929879,7.04329427570338
"Boucerosia_indica","Apocynaceae","Dry",0.0749929412053635,0.0786212510377459,7.03688450860423
"Boucerosia_procumbens","Apocynaceae","Dry",0.0747961678747368,0.0786241857166277,7.03598706304341
"Desmidorchis_acutangula","Apocynaceae","Dry",0.0748224932630648,0.0783740495210796,7.04329252990962
"Pseudolithos_migiurtinus","Apocynaceae","Dry",0.0749928744549901,0.078621008032486,7.03688287862554
"Desmidorchis_adenensis","Apocynaceae","Dry",0.0747961374246822,0.0786241200402775,7.03598627593239
"Desmidorchis_lavranii","Apocynaceae","Dry",0.0748224753440383,0.0783739463816545,7.04329210832955
"Caudanthera_edulis","Apocynaceae","Dry",0.0749925893261262,0.0786195132376073,7.03687664225962
"Caudanthera_sinaica","Apocynaceae","Dry",0.0747958744053602,0.0786226814739325,7.03598067292049
"Monolluma_quadrangula","Apocynaceae","Dry",0.074822009135286,0.0783714323345629,7.04328057188624
"Monolluma_socotrana","Apocynaceae","Dry",0.0749923568327454,0.0786183687996783,7.03687141799507
"Monolluma_cicatricosa","Apocynaceae","Dry",0.0747952498983001,0.0786193449812707,7.03596714613482
"Caralluma_arachnoidea","Apocynaceae","Dry",0.0748174008480353,0.0783493490721729,7.0431547000347
"Caralluma_dicapuae","Apocynaceae","Dry",0.074987518607028,0.0785970550030357,7.03675598014722
"Caralluma_peckii","Apocynaceae","Dry",0.0747910624188423,0.0785999252964669,7.03586964321822
"Caralluma_flavovirens","Apocynaceae","Dry",0.0748176126572546,0.0783505586750059,7.04315970814343
"Caralluma_turneri","Apocynaceae","Dry",0.0749875497020802,0.0785972248456936,7.03675665244504
"Caralluma_bhupinderana","Apocynaceae","Dry",0.0747908057638402,0.078598504845246,7.03586421166221
"Caralluma_stalagmifera","Apocynaceae","Dry",0.0748173326494993,0.0783489904672739,7.04315300727117
"Pectinaria_articulata","Apocynaceae","Dry",0.074987252706488,0.0785956454564489,7.0367502038422
"Caralluma_sarkariae","Apocynaceae","Dry",0.0747908056686142,0.0785985042994397,7.03586420964749
"Caralluma_subulata","Apocynaceae","Dry",0.0748173323234305,0.0783489885900135,7.04315299952024
"Caralluma_priogonium","Apocynaceae","Dry",0.0749872519616766,0.0785956413489211,7.03675018765265
"Caralluma_furta","Apocynaceae","Dry",0.0747908042355943,0.0785984960920998,7.03586417932609
"Rhytidocaulon_ciliatum","Apocynaceae","Dry",0.0748173289085472,0.0783489688720228,7.04315291923547
"Stapeliopsis_neronis","Apocynaceae","Dry",0.0749858353065818,0.0785881505702927,7.03671929726949
"Echidnopsis_cereiformis","Apocynaceae","Dry",0.074789031114328,0.0785887996642173,7.03582592228696
"Echidnopsis_dammanniana","Apocynaceae","Dry",0.0748156003904401,0.0783394299073664,7.04311072269031
"Echidnopsis_leachii","Apocynaceae","Dry",0.0749848510289604,0.0785831294702186,7.03669729649046
"Echidnopsis_squamulata","Apocynaceae","Dry",0.0747870111710486,0.0785792363476071,7.03577782747065
"Ceropegia_bulbosa","Apocynaceae","Dry",0.0748140591150145,0.078332315407047,7.04306593652194
"Echidnopsis_malum","Apocynaceae","Dry",0.0749837311715166,0.0785788071605721,7.0366668159009
"Brachystelma_naorojii","Apocynaceae","Dry",0.0747878067925102,0.0785880029524269,7.03577410799448
"Ceropegia_rollae","Apocynaceae","Dry",0.0748144688720649,0.0783389499878619,7.0430501717587
"Ceropegia_intermedia","Apocynaceae","Dry",0.0749839792579454,0.0785850090023717,7.03665101374274
"Ceropegia_lawii","Apocynaceae","Dry",0.0747888398831414,0.0785937466909451,7.03579608897925
"Ceropegia_maccannii","Apocynaceae","Dry",0.0748155300647523,0.0783449106535562,7.04307561093498
"Ceropegia_media","Apocynaceae","Dry",0.0749851716846687,0.0785913823735084,7.03667694229732
"Ceropegia_sahyadrica","Apocynaceae","Dry",0.0747888330751118,0.0785937084299776,7.03579594504618
"Ceropegia_panchganiensis","Apocynaceae","Dry",0.0748154617553239,0.0783445196833444,7.04307399769505
"Ceropegia_juncea","Apocynaceae","Dry",0.0749798644933321,0.0785642490589232,7.03656001998379
"Ceropegia_dichotoma","Apocynaceae","Dry",0.0747778272076567,0.0785437776560572,7.03551769316054
"Leptadenia_arborea","Apocynaceae","Dry",0.0747785350041972,0.0782220702836282,7.04172332953444
"Leptadenia_hastata","Apocynaceae","Dry",0.0749436448312117,0.0784655591458863,7.03539195803421
"Orthanthera_jasminiflora","Apocynaceae","Dry",0.0747496885006331,0.0784628028510676,7.03460535190519
"Orthanthera_albida","Apocynaceae","Dry",0.0747776055640859,0.078216964318634,7.04170085096666
"Heterostemma_piperifolium","Apocynaceae","Dry",0.07491718273141,0.0783538319610223,7.03472539449782
"Dischidia_astephana","Apocynaceae","Dry",0.0747755357971294,0.0785422572640948,7.03540935431919
"Hoya_affinis","Apocynaceae","Dry",0.0748101244318526,0.0783303539134513,7.04284675314244
"Hoya_ariadna","Apocynaceae","Dry",0.074979152694167,0.0785764853422816,7.03645771876387
"Hoya_ciliata","Apocynaceae","Dry",0.0747832693581608,0.0785788085548671,7.0355924301597
"Hoya_mariae","Apocynaceae","Dry",0.0748101545708458,0.0783305172738389,7.0428474878752
"Hoya_albiflora","Apocynaceae","Dry",0.0749805646425089,0.078580760816905,7.03649716714232
"Hoya_australis","Apocynaceae","Dry",0.0747845587609298,0.0785831125608233,7.03562759477349
"Hoya_inflata","Apocynaceae","Dry",0.0748109577899032,0.0783322584757094,7.04287914053203
"Hoya_macgillivrayi","Apocynaceae","Dry",0.074980121505099,0.0785784156354414,7.03648756878083
"Hoya_anulata","Apocynaceae","Dry",0.0747841153032441,0.0785808734441939,7.03561811189362
"Hoya_bilobata","Apocynaceae","Dry",0.0748119418740932,0.0783380875785199,7.04290176683023
"Hoya_heuschkeliana","Apocynaceae","Dry",0.0749811476740945,0.0785842724387643,7.03650957011955
"Hoya_tsangii","Apocynaceae","Dry",0.0747851297377125,0.0785866234610901,7.03563958334679
"Hoya_kentiana","Apocynaceae","Dry",0.0748118787948551,0.0783377258750106,7.04290027766212
"Hoya_serpens","Apocynaceae","Dry",0.074979074182345,0.078573345440937,7.03646442464606
"Hoya_camphorifolia","Apocynaceae","Dry",0.0747873371832231,0.0785966981248975,7.0356905068447
"Hoya_mitrata","Apocynaceae","Dry",0.0748140618585523,0.0783478588362256,7.04296067775972
"Hoya_caudata","Apocynaceae","Dry",0.0749844837068376,0.0785992533246663,7.03658734015388
"Hoya_curtisii","Apocynaceae","Dry",0.0747882977776593,0.0786018124019736,7.03571106475479
"Hoya_lacunosa","Apocynaceae","Dry",0.0748148329484994,0.0783519833458174,7.04297979443152
"Hoya_imbricata","Apocynaceae","Dry",0.0749842936362789,0.0785982632522867,7.03658321698896
"Hoya_pubicalyx","Apocynaceae","Dry",0.0747867510711556,0.0785935343597475,7.0356781299045
"Hoya_carnosa","Apocynaceae","Dry",0.0748143852621868,0.0783495707389404,7.04296872320118
"Hoya_kerrii","Apocynaceae","Dry",0.074983853405689,0.0785960275903007,7.03657344662779
"Hoya_meliflua","Apocynaceae","Dry",0.0747876918381249,0.0785985586140486,7.03569807819241
"Hoya_manipurensis","Apocynaceae","Dry",0.0748134814105172,0.0783447006886509,7.04294656848105
"Hoya_edeni","Apocynaceae","Dry",0.0749756092362056,0.0785584593740853,7.03637995959166
"Hoya_multiflora","Apocynaceae","Dry",0.0747798487506547,0.0785605285327849,7.03551952312363
"Hoya_telosmoides","Apocynaceae","Dry",0.0748063251551905,0.0783101363134613,7.0427524773349
"Hoya_pauciflora","Apocynaceae","Dry",0.0749756309127376,0.0785587784757098,7.03637936685132
"Hoya_retusa","Apocynaceae","Dry",0.074779871806856,0.0785608460456545,7.03551898174729
"Dischidia_hirsuta","Apocynaceae","Dry",0.0747950411368159,0.0782634990671068,7.04239929652952
"Marsdenia_billardierei","Apocynaceae","Dry",0.0749540680808626,0.0784774785800545,7.03580023952963
"Marsdenia_glabra","Apocynaceae","Dry",0.0747595770774812,0.0784780858695495,7.0349870648826
"Gunnessia_pepo","Apocynaceae","Dry",0.074794327477748,0.0782699338740472,7.04231035845274
"Gymnema_sylvestre","Apocynaceae","Dry",0.074965888808854,0.0785341048989685,7.03604458575664
"Marsdenia_carvalhoi","Apocynaceae","Dry",0.0747719536630552,0.0785412546026185,7.03523390833179
"Marsdenia_coulteri","Apocynaceae","Dry",0.0747994693445777,0.0782953518588996,7.04244503351889
"Marsdenia_suberosa","Apocynaceae","Dry",0.0749672325768123,0.0785405872109791,7.03607425894363
"Marsdenia_angolensis","Apocynaceae","Dry",0.0747711667470252,0.0785374461772676,7.03521642870311
"Marsdenia_tenacissima","Apocynaceae","Dry",0.0747985805811098,0.078290959389444,7.04242172129917
"Telosma_cordata","Apocynaceae","Dry",0.0749654234718722,0.0785320072945193,7.03603380367667
"Stephanotis_floribunda","Apocynaceae","Dry",0.074768956468546,0.0785261999760286,7.03516926987337
"Rhyssolobium_dumosum","Apocynaceae","Dry",0.0747800033215693,0.0782048826432701,7.04190954448084
"Cibirhiza_albersiana","Apocynaceae","Dry",0.0749343469089852,0.0784552569817959,7.03496901727041
"Fockea_capensis","Apocynaceae","Dry",0.0747418172930383,0.0784553981726405,7.03422440150082
"Fockea_multiflora","Apocynaceae","Dry",0.0747707275776926,0.0782140196435557,7.04128881625614
"Cibirhiza_dhofarensis","Apocynaceae","Dry",0.0749343126660298,0.0784550858446594,7.03496826646907
"Fockea_edulis","Apocynaceae","Dry",0.0747402435416794,0.0784471419640563,7.03419082334508
"Pervillaea_decaryi","Apocynaceae","Dry",0.0747899383086832,0.0782779046113166,7.04187515915161
"Pervillaea_phillipsonii","Apocynaceae","Dry",0.074956925794698,0.0785251233407833,7.03553541240258
"Pervillaea_venenata","Apocynaceae","Dry",0.0747625531100582,0.07852559438061,7.03472664266907
"Pervillaea_tomentosa","Apocynaceae","Dry",0.0747876160400358,0.0782653624575374,7.04181836495988
"Secamone_alpini","Apocynaceae","Dry",0.0749630333883369,0.0785384872711077,7.03573829190785
"Secamonopsis_madagascariensis","Apocynaceae","Dry",0.0747700056476053,0.0785486066027108,7.03495032003402
"Secamonopsis_microphylla","Apocynaceae","Dry",0.0747975098519521,0.078302428301309,7.04214710505377
"Secamone_bosseri","Apocynaceae","Dry",0.0749793955461669,0.0786103894413197,7.03613043268201
"Secamone_cristata","Apocynaceae","Dry",0.0747836990569959,0.0786123849051387,7.03527237874878
"Secamone_geayi","Apocynaceae","Dry",0.0748101593780318,0.0783614663395295,7.04250130769641
"Secamone_castanea","Apocynaceae","Dry",0.0749793036938448,0.078609846150969,7.03612864562961
"Secamone_cloiselii","Apocynaceae","Dry",0.0747850154667366,0.0786195591571548,7.03530052944038
"Secamone_ecoronata","Apocynaceae","Dry",0.0748120024556794,0.0783716152978651,7.04254600580402
"Secamone_urceolata","Apocynaceae","Dry",0.0749807570881519,0.0786174812758882,7.03616033689434
"Secamone_minutifolia","Apocynaceae","Dry",0.0747847253778465,0.0786179528318025,7.03529438718506
"Secamone_humbertii","Apocynaceae","Dry",0.074809943086216,0.0783603076887989,7.04249600894803
"Secamone_buxifolia","Apocynaceae","Dry",0.0749773176926172,0.078600764415198,7.03608292928085
"Secamone_ligustrifolia","Apocynaceae","Dry",0.074781722314936,0.0786026434443188,7.03522863964873
"Secamone_glaberrima","Apocynaceae","Dry",0.0748096857222997,0.0783597281430604,7.04248640968665
"Secamone_uncinata","Apocynaceae","Dry",0.0749782593938543,0.0786054969319526,7.03610360008519
"Secamone_sparsiflora","Apocynaceae","Dry",0.0747824610234574,0.0786065231355599,7.03524440253691
"Secamone_tenuifolia","Apocynaceae","Dry",0.0748095257629753,0.0783588446843382,7.04248255935833
"Secamone_elliottii","Apocynaceae","Dry",0.0749763900501801,0.0785956561665651,7.03606298971865
"Secamone_elliptica","Apocynaceae","Dry",0.0747811165619874,0.0785990138676715,7.03521594033388
"Secamone_falcata","Apocynaceae","Dry",0.0748082112721476,0.0783514377237351,7.0424512756793
"Secamone_grandiflora","Apocynaceae","Dry",0.0749763552022616,0.0785954911222703,7.03606221583147
"Secamone_oleifolia","Apocynaceae","Dry",0.0747698568905312,0.0785475915697889,7.03494769792941
"Secamone_volubilis","Apocynaceae","Dry",0.0747973618822359,0.078301415956099,7.04214440882624
"Toxocarpus_villosus","Apocynaceae","Dry",0.0749636632638671,0.0785412064361882,7.03575276999858
"Camptocarpus_mauritianus","Apocynaceae","Dry",0.0747778354291082,0.0785873771671558,7.03503082961285
"Cryptostegia_grandiflora","Apocynaceae","Dry",0.074806997545627,0.0783506084227601,7.04230235093707
"Cryptostegia_madagascariensis","Apocynaceae","Dry",0.074975314686497,0.0785962083613666,7.03592335081701
"Pentopetia_grevei","Apocynaceae","Dry",0.0747790715092518,0.0785937743165275,7.03505725442622
"Hemidesmus_indicus","Apocynaceae","Dry",0.0748053781363581,0.0783418794126579,7.04226274674878
"Ischnolepis_graminifolia","Apocynaceae","Dry",0.0749726401064864,0.0785829960181692,7.03586427599896
"Cryptolepis_buchananii","Apocynaceae","Dry",0.0747808203315706,0.078602579474249,7.03509774407786
"Cryptolepis_capensis","Apocynaceae","Dry",0.074807974220227,0.0783552494479628,7.04233025491641
"Cryptolepis_oblongifolia","Apocynaceae","Dry",0.0749763805835333,0.078600943110541,7.03595022255449
"Cryptolepis_sinensis","Apocynaceae","Dry",0.0747808517916104,0.0786027454629885,7.03509841185768
"Mondia_ecornuta","Apocynaceae","Dry",0.0748089453183912,0.0783593992230679,7.04235883166945
"Mondia_whitei","Apocynaceae","Dry",0.0749774514166539,0.0786051235347481,7.03597702553157
"Raphionacme_flanaganii","Apocynaceae","Dry",0.0747813303787234,0.0786039903450421,7.0351116626551
"Raphionacme_welwitschii","Apocynaceae","Dry",0.0748084282766459,0.0783564250827982,7.04234669790034
"Tacazzea_apiculata","Apocynaceae","Dry",0.0749760966270831,0.0785981651617069,7.03594738959808
"Raphionacme_galpinii","Apocynaceae","Dry",0.0747802891358661,0.0785992068002493,7.03508848439919
"Raphionacme_monteiroae","Apocynaceae","Dry",0.0748074288714572,0.0783517843543741,7.04231958099083
"Schlechterella_abyssinica","Apocynaceae","Dry",0.0749746461730924,0.0785913110366624,7.03591464127237
"Stomatostemma_monteiroae","Apocynaceae","Dry",0.0747787247029875,0.0785907594838118,7.03505531149298
"Finlaysonia_insularum","Apocynaceae","Dry",0.0748050005685887,0.0783400399561193,7.04225311598615
"Gymnanthera_oblonga","Apocynaceae","Dry",0.0749736831175799,0.0785880965067794,7.03588769540989
"Zygostelma_benthamii","Apocynaceae","Dry",0.0747782731681714,0.0785897620064093,7.03504030912626
"Periploca_graeca","Apocynaceae","Dry",0.0748040431843564,0.0783351128179782,7.04222877663022
"Periploca_laevigata","Apocynaceae","Dry",0.0749721301016661,0.0785805612218317,7.03585319533068
"Phyllanthera_grayi","Apocynaceae","Dry",0.0747743610280873,0.0785706743193108,7.03495315961861
"Ectadium_latifolium","Apocynaceae","Dry",0.0747978690331371,0.0783108961038866,7.04202986270551
"Petopentia_natalensis","Apocynaceae","Dry",0.0749652406318776,0.0785558736800689,7.03566490388875
"Baissea_leonensis","Apocynaceae","Dry",0.0747270743572971,0.0783889750740142,7.03347912855709
"Baissea_multiflora","Apocynaceae","Dry",0.0747562160821864,0.0781483865854608,7.04052175522182
"Oncinotis_tenuiloba","Apocynaceae","Dry",0.074916547895144,0.0783786683263084,7.03414853724892
"Motandra_guineensis","Apocynaceae","Dry",0.0747232445201187,0.0783725054840336,7.03339435740008
"Dewevrella_cochliostema","Apocynaceae","Dry",0.0747496600200352,0.0781208604739944,7.0403354860522
"Rhabdadenia_biflora","Apocynaceae","Dry",0.0749017188936874,0.0783351269461327,7.03374448025148
"Rhabdadenia_macrostoma","Apocynaceae","Dry",0.0747164051231972,0.0783613372426122,7.03318085479616
"Rhabdadenia_pohlii","Apocynaceae","Dry",0.0747462314701046,0.0781230857683762,7.04015903023639
"Allomarkgrafia_brenesiana","Apocynaceae","Dry",0.0749467967868858,0.0784747835740521,7.03522341801102
"Allomarkgrafia_plumeriiflora","Apocynaceae","Dry",0.0747529441268123,0.0784746557808134,7.0344340083824
"Mesechites_mansoanus","Apocynaceae","Dry",0.074784169647959,0.0782455426933935,7.04164017946309
"Mesechites_trifidus","Apocynaceae","Dry",0.0749500796881115,0.0784895582615198,7.0352969247955
"Mesechites_minimus","Apocynaceae","Dry",0.0747560025034313,0.0784893040115506,7.03449997812987
"Mesechites_roseus","Apocynaceae","Dry",0.0747841192787497,0.078245216772214,7.04163909490616
"Tintinnabularia_gratissima","Apocynaceae","Dry",0.0749415083212734,0.0784509521317117,7.03509958021097
"Tintinnabularia_mortonii","Apocynaceae","Dry",0.0747479153086443,0.0784505253420694,7.03431983705214
"Forsteronia_acouci","Apocynaceae","Dry",0.0747757621468782,0.0782094462095715,7.04141135000224
"Forsteronia_guyanensis","Apocynaceae","Dry",0.0749406338186298,0.0784527783163745,7.03508351510834
"Forsteronia_refracta","Apocynaceae","Dry",0.0747477061078643,0.0784533421954475,7.03432112721179
"Forsteronia_velloziana","Apocynaceae","Dry",0.0747761951540418,0.078210525733715,7.04142519791583
"Mandevilla_anceps","Apocynaceae","Dry",0.0749562074061521,0.0785005681593493,7.03554961204673
"Mandevilla_nerioides","Apocynaceae","Dry",0.0747617635209863,0.0785011211899741,7.03473819157373
"Mandevilla_dodsonii","Apocynaceae","Dry",0.0747993490211925,0.0783004183422541,7.04217780560274
"Mandevilla_krukovii","Apocynaceae","Dry",0.0749687357483521,0.0785548446206254,7.03584926199465
"Mandevilla_leptophylla","Apocynaceae","Dry",0.0747736339121209,0.0785561553132512,7.03501334652186
"Mandevilla_lancifolia","Apocynaceae","Dry",0.0748000348108089,0.0783039962603087,7.04219491288214
"Mandevilla_hirsuta","Apocynaceae","Dry",0.0749667690452335,0.0785447010144367,7.03580658021424
"Mandevilla_rugosa","Apocynaceae","Dry",0.0747744170614667,0.078559509466731,7.03503097960413
"Mandevilla_subsagittata","Apocynaceae","Dry",0.0748019986425629,0.0783139859904052,7.04224511574963
"Mandevilla_subspicata","Apocynaceae","Dry",0.0749697974107733,0.0785592447325118,7.03587381346503
"Mandevilla_scabra","Apocynaceae","Dry",0.0747733070239279,0.0785537842426635,7.03500729245986
"Mandevilla_longiflora","Apocynaceae","Dry",0.0747939428558593,0.0782778944333876,7.04201731225521
"Mandevilla_velame","Apocynaceae","Dry",0.0749608906486618,0.0785225930575458,7.03565864695783
"Mandevilla_martii","Apocynaceae","Dry",0.0747652654148207,0.0785180115897648,7.03481890749057
"Mandevilla_callista","Apocynaceae","Dry",0.0747879124252682,0.0782481947742807,7.04185535436943
"Mandevilla_funiformis","Apocynaceae","Dry",0.0749543608309343,0.0784925646983429,7.03550410497243
"Mandevilla_atroviolacea","Apocynaceae","Dry",0.0747793926888627,0.0785933307252683,7.03512624343271
"Mandevilla_pendula","Apocynaceae","Dry",0.0748067866043125,0.07834684661921,7.04233701666581
"Mandevilla_sellowii","Apocynaceae","Dry",0.0749745983748926,0.0785921139195671,7.03596552129598
"Mandevilla_urophylla","Apocynaceae","Dry",0.0747793408242742,0.0785930381323389,7.03512514652481
"Mandevilla_coccinea","Apocynaceae","Dry",0.0748068541620881,0.0783472285365426,7.04233863165583
"Mandevilla_illustris","Apocynaceae","Dry",0.0749746952908105,0.0785926385584687,7.03596762892521
"Mandevilla_pohliana","Apocynaceae","Dry",0.0747795177663791,0.0785940364096631,7.03512889564036
"Mandevilla_spigeliiflora","Apocynaceae","Dry",0.0748068571403215,0.078347245571439,7.0423387020857
"Mandevilla_splendens","Apocynaceae","Dry",0.0749745492661748,0.0785918426800896,7.03596446529816
"Mandevilla_venulosa","Apocynaceae","Dry",0.0747793109591454,0.0785928680517974,7.03512451783615
"Mandevilla_boliviensis","Apocynaceae","Dry",0.0748065705650644,0.0783456215549423,7.04233187787377
"Mandevilla_martiana","Apocynaceae","Dry",0.0749741384189842,0.0785896622522342,7.03595548799311
"Mandevilla_moricandiana","Apocynaceae","Dry",0.0747789472379198,0.0785908608915219,7.03511675989537
"Mandevilla_fragrans","Apocynaceae","Dry",0.0748038911279003,0.0783309208500206,7.04226641174185
"Mandevilla_duartei","Apocynaceae","Dry",0.0749644746698172,0.0785405108177603,7.03574132236451
"Mandevilla_myriophyllum","Apocynaceae","Dry",0.0747678172578475,0.0785321993106722,7.03487402006945
"Mandevilla_pycnantha","Apocynaceae","Dry",0.07479620982944,0.0782904793011442,7.04207211227555
"Mandevilla_tenuifolia","Apocynaceae","Dry",0.0749632827413574,0.0785352602795765,7.03571158895896
"Mandevilla_brachysiphon","Apocynaceae","Dry",0.0747707109432969,0.0785459093649064,7.03494041075832
"Mandevilla_nacapulensis","Apocynaceae","Dry",0.0747982840288898,0.0782999661953791,7.04213071120623
"Mandevilla_hypoleuca","Apocynaceae","Dry",0.0749655355542939,0.078544722129835,7.03576646441657
"Mandevilla_karwinskii","Apocynaceae","Dry",0.074769986167963,0.0785417709517842,7.03492508414408
"Mandevilla_convolvulacea","Apocynaceae","Dry",0.0747987540215591,0.0783015002297338,7.04214548306737
"Mandevilla_oaxacana","Apocynaceae","Dry",0.074966786304533,0.0785498060654709,7.03579527023065
