"","Clade","ObsSt","Alpha","Sigma","Optim"
"Acokanthera_oblongifolia","Apocynaceae","Fleshy",0.213258526727083,1.5107693114745e-05,5.69532308198122
"Acokanthera_rotundata","Apocynaceae","Fleshy",0.21325854315658,1.56543029264032e-05,5.69525656150582
"Acokanthera_oppositifolia","Apocynaceae","Fleshy",0.213258529861223,1.52799140441115e-05,5.69529498235024
"Carissa_macrocarpa","Apocynaceae","Fleshy",0.213258255215834,1.60119945752804e-05,5.69526074381155
"Carissa_carandas","Apocynaceae","Fleshy",0.213258318473532,1.63657765504086e-05,5.69520445376755
"Carissa_spinarum","Apocynaceae","Fleshy",0.213258306375519,1.59931892162938e-05,5.6952425195386
"Carissa_ovata","Apocynaceae","Fleshy",0.213258301895434,1.58232389704837e-05,5.6952704740134
"Carissa_bispinosa","Apocynaceae","Fleshy",0.213258274738692,1.65504796998089e-05,5.69519654658377
"Apocynum_androsaemifolium","Apocynaceae","Dry",0.213259500171763,9.50484427007486e-05,5.68506204923295
"Apocynum_cannabinum","Apocynaceae","Dry",0.213259518402317,9.56611349836567e-05,5.68498598797862
"Cleghornia_malaccensis","Apocynaceae","Dry",0.213259505729545,9.50780404709891e-05,5.68504839043696
"Trachelospermum_jasminoides","Apocynaceae","Dry",0.213259475690198,9.53600630476333e-05,5.68502921752275
"Trachelospermum_asiaticum","Apocynaceae","Dry",0.213259494231261,9.59828427522137e-05,5.684951987821
"Trachelospermum_axillare","Apocynaceae","Dry",0.213259477866008,9.5466485773132e-05,5.68500693241478
"Chonemorpha_fragrans","Apocynaceae","Dry",0.213259479931432,9.53012587497253e-05,5.68503574584363
"Aganosma_cymosa","Apocynaceae","Dry",0.213259488256351,9.60862979966338e-05,5.68494082177996
"Aganosma_wallichii","Apocynaceae","Dry",0.21325947176626,9.55702598238711e-05,5.68499569460703
"Aganosma_schlechteriana","Apocynaceae","Dry",0.213259470317542,9.54510417208354e-05,5.6850194559606
"Epigynum_auritum","Apocynaceae","Dry",0.213259489530763,9.60676894504156e-05,5.68494289059018
"Epigynum_cochinchinense","Apocynaceae","Dry",0.213259473188843,9.55493880152844e-05,5.68499801768318
"Epigynum_griffithianum","Apocynaceae","Dry",0.213259470212924,9.54529195180237e-05,5.68501924608623
"Epigynum_ridleyi","Apocynaceae","Dry",0.213259488846621,9.60787086513405e-05,5.68494166779597
"Ichnocarpus_frutescens","Apocynaceae","Dry",0.213259473053835,9.55516934319589e-05,5.68499776252741
"Pottsia_laxiflora","Apocynaceae","Dry",0.213259478345189,9.53247558689044e-05,5.68503324951913
"Amalocalyx_microlobus","Apocynaceae","Dry",0.213259498335649,9.59259353991591e-05,5.68495836942555
"Micrechites_polyanthus","Apocynaceae","Dry",0.213259478818133,9.5466892882641e-05,5.68500700781425
"Micrechites_rhombifolius","Apocynaceae","Dry",0.2132594767209,9.53587927279392e-05,5.68502948612394
"Micrechites_serpyllifolius","Apocynaceae","Dry",0.213259495540363,9.59767821723507e-05,5.68495278215891
"Parameria_laevigata","Apocynaceae","Dry",0.213259486500297,9.53505477735271e-05,5.68501926669371
"Urceola_lucida","Apocynaceae","Dry",0.213259481007314,9.52968757086011e-05,5.68503565480043
"Urceola_minutiflora","Apocynaceae","Dry",0.213259499480909,9.59174635926907e-05,5.68495867898189
"Urceola_micrantha","Apocynaceae","Dry",0.213259483889821,9.53911868066743e-05,5.68501475646581
"Urceola_rosea","Apocynaceae","Dry",0.21325948451891,9.52441515205449e-05,5.68504149317242
"Streptoechites_chinensis","Apocynaceae","Dry",0.213259520631716,9.55982983620142e-05,5.6849930369516
"Amphineurion_marginatum","Apocynaceae","Dry",0.213259506136063,9.50813716674806e-05,5.68504796124091
"Sindechites_henryi","Apocynaceae","Dry",0.213259504273181,9.49815531449845e-05,5.68506931377698
"Beaumontia_grandiflora","Apocynaceae","Dry",0.213259519939707,9.56370034668233e-05,5.68498853409503
"Vallaris_solanacea","Apocynaceae","Dry",0.213259503623088,9.51258544823552e-05,5.68504302652908
"Anodendron_oblongifolium","Apocynaceae","Dry",0.213259508644573,9.49378785746718e-05,5.6850730852043
"Anodendron_paniculatum","Apocynaceae","Dry",0.213259526746926,9.55464060007787e-05,5.68499750637415
"Papuechites_aambe","Apocynaceae","Dry",0.213259516230486,9.4933966745086e-05,5.68506322175756
"Asclepias_incarnata","Apocynaceae","Dry",0.213259453892248,9.58717120194362e-05,5.68498870376347
"Asclepias_fascicularis","Apocynaceae","Dry",0.213259472784772,9.65059096198841e-05,5.68491015150265
"Asclepias_angustifolia","Apocynaceae","Dry",0.213259456025638,9.59891529777503e-05,5.68496500728151
"Asclepias_gentryi","Apocynaceae","Dry",0.21325945372404,9.58738308127636e-05,5.68498846732384
"Asclepias_linearis","Apocynaceae","Dry",0.213259472460566,9.65105400423185e-05,5.68490963680462
"Asclepias_verticillata","Apocynaceae","Dry",0.213259455867943,9.59916120784319e-05,5.68496473446582
"Asclepias_perennis","Apocynaceae","Dry",0.213259453555356,9.58763952155608e-05,5.68498818357704
"Asclepias_subverticillata","Apocynaceae","Dry",0.213259472422711,9.65110643444027e-05,5.68490957836629
"Asclepias_texana","Apocynaceae","Dry",0.213259455829979,9.59921332694035e-05,5.68496467626954
"Asclepias_mexicana","Apocynaceae","Dry",0.213259453793086,9.58731230529576e-05,5.68498854724081
"Asclepias_pumila","Apocynaceae","Dry",0.213259472686443,9.65073477072894e-05,5.68490999184628
"Asclepias_woodsoniana","Apocynaceae","Dry",0.213259456139853,9.59877909211259e-05,5.68496516025928
"Asclepias_barjoniifolia","Apocynaceae","Dry",0.213259455408927,9.58475591762662e-05,5.68499135603061
"Asclepias_mellodora","Apocynaceae","Dry",0.213259474283953,9.64811883057987e-05,5.68491286961698
"Asclepias_boliviensis","Apocynaceae","Dry",0.213259457699769,9.59624808625229e-05,5.68496795030191
"Asclepias_candida","Apocynaceae","Dry",0.213259455416781,9.58474646299918e-05,5.68499136660965
"Asclepias_flava","Apocynaceae","Dry",0.213259474319368,9.64807478061723e-05,5.68491291890917
"Asclepias_curassavica","Apocynaceae","Dry",0.213259457871583,9.59605272785809e-05,5.68496816981812
"Asclepias_nivea","Apocynaceae","Dry",0.213259455581685,9.58456185524094e-05,5.68499157365914
"Asclepias_pratensis","Apocynaceae","Dry",0.213259477097098,9.6443096938942e-05,5.68491709790799
"Asclepias_albicans","Apocynaceae","Dry",0.2132594584803,9.59516826842696e-05,5.6849691394774
"Asclepias_subaphylla","Apocynaceae","Dry",0.213259456194705,9.58369260316687e-05,5.68499252264612
"Asclepias_masonii","Apocynaceae","Dry",0.213259475039389,9.64705477189492e-05,5.68491403798077
"Asclepias_subulata","Apocynaceae","Dry",0.213259458457929,9.5951934386038e-05,5.68496911116277
"Asclepias_leptopus","Apocynaceae","Dry",0.213259456733215,9.58300712572189e-05,5.68499328749705
"Asclepias_cutleri","Apocynaceae","Dry",0.213259476582189,9.64502717960431e-05,5.68491629945835
"Asclepias_mcvaughii","Apocynaceae","Dry",0.213259460606974,9.59234233201874e-05,5.68497229322247
"Asclepias_cordifolia","Apocynaceae","Dry",0.213259458306726,9.58096306282202e-05,5.68499556040746
"Asclepias_linaria","Apocynaceae","Dry",0.213259477157868,9.64424838314649e-05,5.68491716387102
"Asclepias_syriaca","Apocynaceae","Dry",0.213259454374465,9.60298677424736e-05,5.68496105395216
"Asclepias_tuberosa","Apocynaceae","Dry",0.21325945204544,9.59135763746743e-05,5.68498464574424
"Asclepias_michauxii","Apocynaceae","Dry",0.213259471014504,9.65488999765797e-05,5.68490596143362
"Asclepias_obovata","Apocynaceae","Dry",0.21325945440484,9.60294738703393e-05,5.68496109801781
"Asclepias_rubra","Apocynaceae","Dry",0.213259452075934,9.59131866993302e-05,5.68498468923938
"Asclepias_quadrifolia","Apocynaceae","Dry",0.213259471329724,9.65446556714699e-05,5.6849064344859
"Asclepias_exaltata","Apocynaceae","Dry",0.213259454756468,9.60247716303847e-05,5.68496162299749
"Asclepias_hallii","Apocynaceae","Dry",0.21325945264528,9.59056050279145e-05,5.68498553286921
"Asclepias_speciosa","Apocynaceae","Dry",0.213259472141595,9.65333143744411e-05,5.68490769501995
"Asclepias_amplexicaulis","Apocynaceae","Dry",0.213259455653225,9.60123213830091e-05,5.68496300907546
"Asclepias_ovalifolia","Apocynaceae","Dry",0.213259453341684,9.58960798156489e-05,5.68498658997578
"Asclepias_hirtella","Apocynaceae","Dry",0.213259472286015,9.6531238325917e-05,5.68490792521237
"Asclepias_purpurascens","Apocynaceae","Dry",0.21325945548266,9.60145586643658e-05,5.68496275838717
"Asclepias_variegata","Apocynaceae","Dry",0.213259453158959,9.58984554448401e-05,5.68498632460308
"Asclepias_lanceolata","Apocynaceae","Dry",0.213259472103669,9.65335772848025e-05,5.68490766311405
"Asclepias_longifolia","Apocynaceae","Dry",0.213259455497097,9.60142561561359e-05,5.6849627913646
"Asclepias_arenaria","Apocynaceae","Dry",0.21325945310906,9.58976830856443e-05,5.68498639820285
"Asclepias_emoryi","Apocynaceae","Dry",0.213259471949957,9.65341502615815e-05,5.68490758743311
"Asclepias_oenotheroides","Apocynaceae","Dry",0.213259455343781,9.60148402903999e-05,5.68496271481558
"Asclepias_nyctaginifolia","Apocynaceae","Dry",0.213259453018549,9.58987909467914e-05,5.68498627436428
"Asclepias_standleyi","Apocynaceae","Dry",0.213259471947687,9.65341780261791e-05,5.68490758432359
"Asclepias_prostrata","Apocynaceae","Dry",0.213259455847465,9.60086751478392e-05,5.68496340565257
"Asclepias_feayi","Apocynaceae","Dry",0.213259453818136,9.58890510598115e-05,5.68498736245866
"Asclepias_tomentosa","Apocynaceae","Dry",0.213259472742266,9.65242754182952e-05,5.68490869126628
"Asclepias_curtissii","Apocynaceae","Dry",0.213259456086825,9.60058545301783e-05,5.68496372220605
"Asclepias_engelmanniana","Apocynaceae","Dry",0.213259453766539,9.58898719767613e-05,5.68498727201907
"Asclepias_eriocarpa","Apocynaceae","Dry",0.213259472740069,9.65243544583273e-05,5.68490868310022
"Asclepias_solanoana","Apocynaceae","Dry",0.21325945615237,9.60048420173581e-05,5.6849638347965
"Asclepias_elata","Apocynaceae","Dry",0.213259453180985,9.58965743758461e-05,5.68498652100708
"Asclepias_mirifica","Apocynaceae","Dry",0.213259472108848,9.65319200334379e-05,5.68490783576437
"Asclepias_glaucescens","Apocynaceae","Dry",0.213259455529144,9.60123073064773e-05,5.6849629975804
"Asclepias_lynchiana","Apocynaceae","Dry",0.213259453207043,9.58962605698088e-05,5.68498655611824
"Asclepias_latifolia","Apocynaceae","Dry",0.213259472493996,9.65271143693103e-05,5.684908372789
"Asclepias_macroura","Apocynaceae","Dry",0.213259455889286,9.60078457485095e-05,5.68496349695429
"Asclepias_ruthiae","Apocynaceae","Dry",0.213259453835533,9.58868679346422e-05,5.68498758847082
"Asclepias_uncialis","Apocynaceae","Dry",0.213259472756616,9.65219933264565e-05,5.68490892874196
"Asclepias_sanjuanensis","Apocynaceae","Dry",0.213259456156245,9.60027392525963e-05,5.68496405294669
"Asclepias_involucrata","Apocynaceae","Dry",0.213259453256719,9.58946087806415e-05,5.68498672745498
"Asclepias_welshii","Apocynaceae","Dry",0.213259472182251,9.65298786782063e-05,5.68490805098771
"Asclepias_labriformis","Apocynaceae","Dry",0.213259455575515,9.60106342706079e-05,5.68496317240817
"Asclepias_macrosperma","Apocynaceae","Dry",0.21325945325472,9.58946337008417e-05,5.68498672467026
"Asclepias_viridis","Apocynaceae","Dry",0.213259472339795,9.65277782748556e-05,5.68490828530764
"Asclepias_sullivantii","Apocynaceae","Dry",0.213259456792569,9.59949039825279e-05,5.68496492953214
"Asclepias_brevipes","Apocynaceae","Dry",0.213259454794522,9.58709852402273e-05,5.68498929361069
"Asclepias_stellifera","Apocynaceae","Dry",0.213259473701921,9.65056660541169e-05,5.68491068537823
"Asclepias_cucullata","Apocynaceae","Dry",0.213259457106997,9.59865666467336e-05,5.68496579752321
"Asclepias_connivens","Apocynaceae","Dry",0.213259454120826,9.58828474532604e-05,5.68498800510341
"Asclepias_inaequalis","Apocynaceae","Dry",0.213259470913822,9.65501653589916e-05,5.68490579478581
"Pachycarpus_appendiculatus","Apocynaceae","Dry",0.213259454196312,9.60320075068105e-05,5.68496078906785
"Pachycarpus_concolor","Apocynaceae","Dry",0.213259451864255,9.5915747261898e-05,5.6849843774609
"Pachycarpus_natalensis","Apocynaceae","Dry",0.213259470803665,9.655146803055e-05,5.68490564876828
"Pachycarpus_goetzei","Apocynaceae","Dry",0.213259454294757,9.60308672599132e-05,5.6849609171513
"Schizoglossum_eustegioides","Apocynaceae","Dry",0.213259452002477,9.59140897055326e-05,5.6849845628631
"Cordylogyne_globosa","Apocynaceae","Dry",0.213259470971286,9.65493533134271e-05,5.68490588511999
"Xysmalobium_involucratum","Apocynaceae","Dry",0.213259454378828,9.60296902302617e-05,5.68496104832561
"Miraglossum_verticillare","Apocynaceae","Dry",0.213259451739103,9.59172904186807e-05,5.68498420500426
"Schizoglossum_atropurpureum","Apocynaceae","Dry",0.213259470655799,9.65533375578442e-05,5.68490543973401
"Schizoglossum_cordifolium","Apocynaceae","Dry",0.21325945404516,9.6033901797491e-05,5.68496057690324
"Schizoglossum_filiforme","Apocynaceae","Dry",0.21325945174135,9.5917261611637e-05,5.68498420821935
"Woodia_mucronata","Apocynaceae","Dry",0.213259471025458,9.65485628274277e-05,5.68490597282976
"Fanninia_caloglossa","Apocynaceae","Dry",0.21325945443413,9.60288856367125e-05,5.68496113769255
"Pachycarpus_coronarius","Apocynaceae","Dry",0.213259452132098,9.59122469523822e-05,5.68498476705728
"Asclepias_pedicellata","Apocynaceae","Dry",0.213259471084229,9.65476814248253e-05,5.68490607028189
"Asclepias_woodii","Apocynaceae","Dry",0.213259454474779,9.60282791701903e-05,5.68496120484428
"Aspidonepsis_flava","Apocynaceae","Dry",0.213259452174996,9.59116113611407e-05,5.68498483716429
"Asclepias_viridula","Apocynaceae","Dry",0.213259473095682,9.651698402011e-05,5.68490945491207
"Asclepias_erosa","Apocynaceae","Dry",0.213259457723518,9.5979171627513e-05,5.68496662429156
"Aspidonepsis_diploglossa","Apocynaceae","Dry",0.213259455415959,9.58636388168166e-05,5.68499011296826
"Asclepias_stenophylla","Apocynaceae","Dry",0.213259474358357,9.64975103323332e-05,5.68491159272977
"Asclepias_viridiflora","Apocynaceae","Dry",0.213259457782871,9.59781293942575e-05,5.68496673567535
"Asclepias_albens","Apocynaceae","Dry",0.213259454864541,9.58711852089982e-05,5.68498926950046
"Xysmalobium_gerrardii","Apocynaceae","Dry",0.213259473244002,9.65128323623443e-05,5.68490988359068
"Xysmalobium_parviflorum","Apocynaceae","Dry",0.213259456644789,9.59937186475113e-05,5.68496499570384
"Xysmalobium_tysonianum","Apocynaceae","Dry",0.213259454425752,9.58768116587259e-05,5.68498864196816
"Asclepias_crispa","Apocynaceae","Dry",0.213259473788263,9.65056621040572e-05,5.68491068385858
"Asclepias_meadii","Apocynaceae","Dry",0.213259457763552,9.59783516081182e-05,5.68496670895964
"Gomphocarpus_glaucophyllus","Apocynaceae","Dry",0.213259456982572,9.58359611550445e-05,5.68499298903136
"Asclepias_humistrata","Apocynaceae","Dry",0.213259475836896,9.6469902813534e-05,5.68491445459685
"Asclepias_scaposa","Apocynaceae","Dry",0.213259459251343,9.5951174100569e-05,5.68496953675574
"Asclepias_stathmostelmoides","Apocynaceae","Dry",0.213259457852178,9.58206187789915e-05,5.68499457358634
"Asclepias_alpestris","Apocynaceae","Dry",0.213259471967828,9.65291428459213e-05,5.68490789349501
"Asclepias_gibba","Apocynaceae","Dry",0.213259455365403,9.60099386062149e-05,5.68496301265126
"Aspidoglossum_heterophyllum","Apocynaceae","Dry",0.213259453184043,9.58922024242859e-05,5.68498675514171
"Gomphocarpus_abyssinicus","Apocynaceae","Dry",0.213259471610339,9.6534041353515e-05,5.68490734810781
"Gomphocarpus_fruticosus","Apocynaceae","Dry",0.213259455006838,9.60148068019227e-05,5.68496246962242
"Gomphocarpus_physocarpus","Apocynaceae","Dry",0.213259452689232,9.58988548451052e-05,5.68498601483552
"Stathmostelma_gigantiflorum","Apocynaceae","Dry",0.213259471777038,9.65317367677055e-05,5.68490760486804
"Asclepias_aurea","Apocynaceae","Dry",0.213259454822281,9.60178445443463e-05,5.68496213434362
"Gomphocarpus_cancellatus","Apocynaceae","Dry",0.213259452502114,9.59018661977498e-05,5.68498568358478
"Asclepias_multicaulis","Apocynaceae","Dry",0.213259471511389,9.6535946456975e-05,5.6849071399464
"Asclepias_densiflora","Apocynaceae","Dry",0.213259454916614,9.60165652164521e-05,5.6849622772633
"Asclepias_randii","Apocynaceae","Dry",0.21325945261721,9.59003183534093e-05,5.68498585595394
"Stenostelma_corniculatum","Apocynaceae","Dry",0.213259471540856,9.65355270069258e-05,5.6849071865807
"Asclepias_macropus","Apocynaceae","Dry",0.213259455027665,9.60148981471276e-05,5.68496246245639
"Asclepias_praemorsa","Apocynaceae","Dry",0.213259452708519,9.5898955849091e-05,5.68498600679724
"Glossostelma_carsonii","Apocynaceae","Dry",0.213259472441494,9.65219018315611e-05,5.68490869155555
"Pachycarpus_lineolatus","Apocynaceae","Dry",0.213259455840998,9.60027519584813e-05,5.68496380648192
"Gomphocarpus_tomentosus","Apocynaceae","Dry",0.213259452954691,9.58949699228183e-05,5.68498644141544
"Pachycarpus_dealbatus","Apocynaceae","Dry",0.213259471874371,9.65300497074182e-05,5.68490778696936
"Stathmostelma_diversifolium","Apocynaceae","Dry",0.213259455274147,9.60108143629899e-05,5.68496290960741
"Xysmalobium_undulatum","Apocynaceae","Dry",0.213259452962819,9.58948542720565e-05,5.68498645426829
"Xysmalobium_fraternum","Apocynaceae","Dry",0.213259472043754,9.6527460431282e-05,5.68490807393055
"Xysmalobium_kaessneri","Apocynaceae","Dry",0.213259455441966,9.6008274150195e-05,5.68496319168958
"Xysmalobium_heudelotianum","Apocynaceae","Dry",0.213259453134128,9.5892339001083e-05,5.68498673287842
"Asclepias_buchwaldii","Apocynaceae","Dry",0.213259473269919,9.65088939162768e-05,5.68491011996523
"Asclepias_pseudofimbriata","Apocynaceae","Dry",0.213259457256171,9.59805701616286e-05,5.68496624309939
"Stathmostelma_pauciflorum","Apocynaceae","Dry",0.213259455704493,9.58534180493956e-05,5.68499099481846
"Asclepias_cinerea","Apocynaceae","Dry",0.213259480937154,9.63710973163426e-05,5.6849244064583
"Asclepias_atroviolacea","Apocynaceae","Dry",0.21325945439256,9.59991228984446e-05,5.68496330554067
"Asclepias_brachystephana","Apocynaceae","Dry",0.213259451985368,9.58853042522043e-05,5.68498659662707
"Asclepias_fournieri","Apocynaceae","Dry",0.213259470876622,9.65194605668759e-05,5.68490804914846
"Asclepias_zanthodacryon","Apocynaceae","Dry",0.213259454302022,9.6000358194233e-05,5.68496316778977
"Asclepias_circinalis","Apocynaceae","Dry",0.213259451973706,9.58854308340909e-05,5.68498658241905
"Asclepias_melantha","Apocynaceae","Dry",0.213259470865014,9.65195889415869e-05,5.68490803473278
"Asclepias_hypoleuca","Apocynaceae","Dry",0.213259454271771,9.6000726224028e-05,5.68496312653439
"Asclepias_otarioides","Apocynaceae","Dry",0.213259451971559,9.58854530331342e-05,5.68498657991937
"Asclepias_lemmonii","Apocynaceae","Dry",0.213259470816575,9.65202674272202e-05,5.68490795921335
"Asclepias_rosea","Apocynaceae","Dry",0.21325945422533,9.60013782832354e-05,5.68496305385425
"Asclepias_quinquedentata","Apocynaceae","Dry",0.213259451927045,9.58860696386623e-05,5.68498651137561
"Asclepias_nummularia","Apocynaceae","Dry",0.21325947082255,9.65201871331e-05,5.68490796817115
"Asclepias_schaffneri","Apocynaceae","Dry",0.213259454352904,9.59996766983503e-05,5.68496324389348
"Asclepias_elegantula","Apocynaceae","Dry",0.213259452078747,9.58840624202934e-05,5.68498673487556
"Asclepias_similis","Apocynaceae","Dry",0.213259471262699,9.65139807036509e-05,5.68490865760373
"Asclepias_virletii","Apocynaceae","Dry",0.213259454672849,9.59951308798359e-05,5.6849637491854
"Asclepias_notha","Apocynaceae","Dry",0.213259452274712,9.58811938093986e-05,5.68498705182216
"Asclepias_scheryi","Apocynaceae","Dry",0.213259471163524,9.6515270807117e-05,5.68490851353101
"Asclepias_vinosa","Apocynaceae","Dry",0.213259454624119,9.59957700726639e-05,5.68496367774904
"Asclepias_spnovaffpringlei","Apocynaceae","Dry",0.2132594523298,9.58805021567492e-05,5.68498712908101
"Asclepias_auriculata","Apocynaceae","Dry",0.213259471364524,9.65125364962421e-05,5.68490881803652
"Asclepias_pellucida","Apocynaceae","Dry",0.213259454794248,9.59934104505128e-05,5.68496394052376
"Asclepias_ovata","Apocynaceae","Dry",0.213259452522358,9.58778458079292e-05,5.68498742383458
"Asclepias_puberula","Apocynaceae","Dry",0.213259471443928,9.65113338223957e-05,5.68490895090358
"Asclepias_jaliscana","Apocynaceae","Dry",0.213259454833328,9.59926810395764e-05,5.68496402007978
"Asclepias_jorgeana","Apocynaceae","Dry",0.213259452535941,9.58775076994118e-05,5.68498745989142
"Asclepias_coulteri","Apocynaceae","Dry",0.213259477376671,9.64233494447795e-05,5.68491865007714
"Asclepias_macrotis","Apocynaceae","Dry",0.213259460810903,9.59051783506477e-05,5.68497368885168
"Calotropis_procera","Apocynaceae","Dry",0.213259473037888,9.55321131515802e-05,5.68502247270856
"Calotropis_gigantea","Apocynaceae","Dry",0.21325949162505,9.61563905060744e-05,5.68494506953084
"Kanahia_laniflora","Apocynaceae","Dry",0.213259477147963,9.56160909854795e-05,5.68500268045322
"Pergularia_daemia","Apocynaceae","Dry",0.21325948236746,9.5388661858793e-05,5.68503708906305
"Oxystelma_esculentum","Apocynaceae","Dry",0.213259506135584,9.5923500018423e-05,5.68496860937829
"Solenostemma_argel","Apocynaceae","Dry",0.213259492965783,9.53615398562932e-05,5.68502810385603
"Calciphila_galgalensis","Apocynaceae","Dry",0.213259488918971,9.52742050449007e-05,5.68504785509752
"Calciphila_gillettii","Apocynaceae","Dry",0.213259507241737,9.58898929920085e-05,5.68497144684906
"Vincetoxicum_atratum","Apocynaceae","Dry",0.213259458589182,9.58739739423425e-05,5.68497292283904
"Vincetoxicum_pycnostelma","Apocynaceae","Dry",0.21325945611235,9.5763195856198e-05,5.68499583248444
"Vincetoxicum_acuminatum","Apocynaceae","Dry",0.213259474924339,9.6394777089717e-05,5.68491758328295
"Vincetoxicum_nipponicum","Apocynaceae","Dry",0.213259458365156,9.5876779370993e-05,5.68497260869729
"Vincetoxicum_japonicum","Apocynaceae","Dry",0.213259456121098,9.57630883936409e-05,5.68499584449517
"Vincetoxicum_katoi","Apocynaceae","Dry",0.213259475007515,9.63937529494173e-05,5.68491769788868
"Vincetoxicum_yamanakae","Apocynaceae","Dry",0.21325945844822,9.58757642817488e-05,5.6849727224699
"Vincetoxicum_amplexicaule","Apocynaceae","Dry",0.213259456328887,9.57605288557301e-05,5.68499613049985
"Vincetoxicum_mongolicum","Apocynaceae","Dry",0.213259474860214,9.63977640483642e-05,5.68491726942421
"Vincetoxicum_nigrum","Apocynaceae","Dry",0.213259458299245,9.58797282143461e-05,5.68497229767512
"Vincetoxicum_stocksii","Apocynaceae","Dry",0.213259456046259,9.57660411600179e-05,5.68499553495647
"Vincetoxicum_rossicum","Apocynaceae","Dry",0.21325947486384,9.63977186383866e-05,5.68491727450368
"Vincetoxicum_hirundinaria","Apocynaceae","Dry",0.213259458391404,9.58786188230548e-05,5.68497242188188
"Vincetoxicum_magnificum","Apocynaceae","Dry",0.213259456136971,9.57649634209757e-05,5.68499565535079
"Vincetoxicum_macrophyllum","Apocynaceae","Dry",0.213259474969824,9.63964401568576e-05,5.68491741747721
"Tylophora_brownii","Apocynaceae","Dry",0.213259458062407,9.58829817885068e-05,5.68497193473163
"Tylophora_indica","Apocynaceae","Dry",0.213259455735432,9.57701411566153e-05,5.68499507830797
"Tylophora_villosa","Apocynaceae","Dry",0.213259474553388,9.64019162719767e-05,5.68491680664873
"Tylophora_tanakae","Apocynaceae","Dry",0.213259457991984,9.58838494486889e-05,5.68497183750955
"Tylophora_hirsuta","Apocynaceae","Dry",0.21325945596608,9.57672899137632e-05,5.68499539686615
"Vincetoxicum_inamoenum","Apocynaceae","Dry",0.21325947569542,9.63871202958452e-05,5.68491845739722
"Tylophora_aristolochioides","Apocynaceae","Dry",0.213259459156095,9.5868866892506e-05,5.68497351187617
"Tylophora_floribunda","Apocynaceae","Dry",0.213259456922772,9.57550609611784e-05,5.68499675907162
"Vincetoxicum_carnosum","Apocynaceae","Dry",0.213259476671256,9.63721870784749e-05,5.684920103743
"Biondia_henryi","Apocynaceae","Dry",0.213259460396892,9.58497904170598e-05,5.68497560756535
"Tylophora_biglandulosa","Apocynaceae","Dry",0.213259456680521,9.57581578782702e-05,5.68499639335869
"Tylophora_japonica","Apocynaceae","Dry",0.213259475476394,9.63898741535123e-05,5.68491812953879
"Tylophora_oblonga","Apocynaceae","Dry",0.213259458914273,9.58719581346318e-05,5.68497314668848
"Tylophora_tenuis","Apocynaceae","Dry",0.213259456663084,9.57584173275192e-05,5.68499636457978
"Tylophora_parviflora","Apocynaceae","Dry",0.213259476091838,9.63806792978348e-05,5.6849191499069
"Tylophora_flexuosa","Apocynaceae","Dry",0.213259459688839,9.58604795039011e-05,5.68497442267832
"Tylophora_anomala","Apocynaceae","Dry",0.213259457923226,9.57366291199988e-05,5.68499875422009
"Tylophora_flanaganii","Apocynaceae","Dry",0.213259476716601,9.63676056859495e-05,5.68492057505852
"Tylophora_coriacea","Apocynaceae","Dry",0.213259460182451,9.58495801849368e-05,5.68497561068152
"Tylophora_apiculata","Apocynaceae","Dry",0.213259458325039,9.57336975665404e-05,5.68499908970917
"Tylophora_tenuipedunculata","Apocynaceae","Dry",0.213259477118056,9.63646624729186e-05,5.68492091189815
"Tylophora_sylvatica","Apocynaceae","Dry",0.21325946101266,9.58404516658036e-05,5.68497663721786
"Blyttia_fruticulosa","Apocynaceae","Dry",0.213259459301705,9.57178505185465e-05,5.68500079814128
"Pleurostelma_cernuum","Apocynaceae","Dry",0.213259478081534,9.63483869880166e-05,5.68492266995702
"Diplostigma_canescens","Apocynaceae","Dry",0.213259461519399,9.58306882568748e-05,5.68497767148189
"Goydera_somaliense","Apocynaceae","Dry",0.213259459286398,9.57177902111321e-05,5.68500080199865
"Tylophora_conspicua","Apocynaceae","Dry",0.213259478720674,9.63387210339439e-05,5.6849237413361
"Tylophora_heterophylla","Apocynaceae","Dry",0.213259462208291,9.58205929158005e-05,5.68497879328918
"Pentatropis_madagascariensis","Apocynaceae","Dry",0.213259466632963,9.55909603018096e-05,5.68501423678914
"Pentatropis_nivalis","Apocynaceae","Dry",0.213259485294336,9.62176485076349e-05,5.6849365543574
"Cynanchum_abyssinicum","Apocynaceae","Dry",0.213259488360705,9.54397674597367e-05,5.68501957302129
"Cynanchum_crassiantherae","Apocynaceae","Dry",0.213259481468673,9.54100511513486e-05,5.68503334778531
"Cynanchum_rubricoronae","Apocynaceae","Dry",0.21325949994284,9.60306576538242e-05,5.68495636981016
"Cynanchum_hastifolium","Apocynaceae","Dry",0.21325948424425,9.55085722283784e-05,5.68501198832881
"Cynanchum_orangeanum","Apocynaceae","Dry",0.213259483624838,9.53840428422857e-05,5.68503625460118
"Cynanchum_praecox","Apocynaceae","Dry",0.213259502084064,9.60041639335962e-05,5.68495933285223
"Cynanchum_ovalifolium","Apocynaceae","Dry",0.21325949066398,9.54003834199414e-05,5.68502385919315
"Cynanchum_acutum","Apocynaceae","Dry",0.213259491218236,9.5256256700157e-05,5.68505010619949
"Cynanchum_auriculatum","Apocynaceae","Dry",0.213259507535617,9.59069683499464e-05,5.68496994456704
