"","Clade","ObsSt","Alpha","Sigma","Optim"
"Acokanthera_oblongifolia","Apocynaceae","Fleshy",0.154903994238243,0.00805754145383165,7.35769686578744
"Acokanthera_rotundata","Apocynaceae","Fleshy",0.155241287373455,0.00807674582577079,7.35809145116767
"Acokanthera_oppositifolia","Apocynaceae","Fleshy",0.154936295893512,0.00807215316506214,7.35794694197241
"Carissa_macrocarpa","Apocynaceae","Fleshy",0.154903493376316,0.00816031133407951,7.35764886804291
"Carissa_carandas","Apocynaceae","Fleshy",0.155239148855881,0.00815029551999803,7.35817453584088
"Carissa_spinarum","Apocynaceae","Fleshy",0.154937561179582,0.0081454861964857,7.35803310311629
"Carissa_ovata","Apocynaceae","Fleshy",0.15490342755597,0.00813135026801124,7.35778311851061
"Carissa_bispinosa","Apocynaceae","Fleshy",0.155242766096849,0.008182924102408,7.35798629939761
"Apocynum_androsaemifolium","Apocynaceae","Dry",0.154919931416873,0.010264382215672,7.38592516489778
"Apocynum_cannabinum","Apocynaceae","Dry",0.155283238463364,0.0102876139166546,7.38639372062741
"Cleghornia_malaccensis","Apocynaceae","Dry",0.154891559824798,0.0102757146517438,7.38611346776493
"Trachelospermum_jasminoides","Apocynaceae","Dry",0.154916660549494,0.0102769188011824,7.38611528537424
"Trachelospermum_asiaticum","Apocynaceae","Dry",0.155286774875178,0.0103004375898438,7.38659008624549
"Trachelospermum_axillare","Apocynaceae","Dry",0.154891404448057,0.0102912576460362,7.3863555051454
"Chonemorpha_fragrans","Apocynaceae","Dry",0.154917070019195,0.0102745732627199,7.38607559994081
"Aganosma_cymosa","Apocynaceae","Dry",0.155287876222715,0.0103043812140136,7.38665492295431
"Aganosma_wallichii","Apocynaceae","Dry",0.154891363657776,0.0102952721061225,7.38642133494394
"Aganosma_schlechteriana","Apocynaceae","Dry",0.154915694030046,0.0102803978980487,7.38617181078916
"Epigynum_auritum","Apocynaceae","Dry",0.15528774687271,0.0103036467434216,7.38664239133864
"Epigynum_cochinchinense","Apocynaceae","Dry",0.154891368805714,0.010294442856817,7.38640721504809
"Epigynum_griffithianum","Apocynaceae","Dry",0.154915682993931,0.0102804692998716,7.38617306923201
"Epigynum_ridleyi","Apocynaceae","Dry",0.155287828167764,0.0103040737367729,7.38664973324622
"Ichnocarpus_frutescens","Apocynaceae","Dry",0.154891368115607,0.0102945320748957,7.38640874298493
"Pottsia_laxiflora","Apocynaceae","Dry",0.154916809406575,0.0102754916421116,7.38609001631358
"Amalocalyx_microlobus","Apocynaceae","Dry",0.155286392184541,0.0102981630122714,7.38655093886459
"Micrechites_polyanthus","Apocynaceae","Dry",0.154891397772581,0.01029116459338,7.38635365653223
"Micrechites_rhombifolius","Apocynaceae","Dry",0.154916525187597,0.0102767571428859,7.38611223236418
"Micrechites_serpyllifolius","Apocynaceae","Dry",0.155286874181538,0.0103000925950376,7.38658390934583
"Parameria_laevigata","Apocynaceae","Dry",0.154891445187932,0.0102865972295798,7.38628350928386
"Urceola_lucida","Apocynaceae","Dry",0.154917370758598,0.0102743563436695,7.38607915618605
"Urceola_minutiflora","Apocynaceae","Dry",0.155286005981445,0.0102978127531941,7.38655260009714
"Urceola_micrantha","Apocynaceae","Dry",0.154891433359452,0.0102881956923797,7.38631071835184
"Urceola_rosea","Apocynaceae","Dry",0.154917758764166,0.0102722871678849,7.38604398788039
"Streptoechites_chinensis","Apocynaceae","Dry",0.155282477693695,0.010285350679129,7.38635224643053
"Amphineurion_marginatum","Apocynaceae","Dry",0.154891556510101,0.0102757856740324,7.38611600077495
"Sindechites_henryi","Apocynaceae","Dry",0.154920632607457,0.0102618033900479,7.38588262169164
"Beaumontia_grandiflora","Apocynaceae","Dry",0.155282922001232,0.0102866816571688,7.38637925979014
"Vallaris_solanacea","Apocynaceae","Dry",0.154891540259978,0.0102775001040289,7.38614544012332
"Anodendron_oblongifolium","Apocynaceae","Dry",0.154921281647387,0.0102600066454542,7.38586526781223
"Anodendron_paniculatum","Apocynaceae","Dry",0.155281778129993,0.0102831198147535,7.38633124507122
"Papuechites_aambe","Apocynaceae","Dry",0.154891624068659,0.0102699701092595,7.38603028019097
"Asclepias_incarnata","Apocynaceae","Dry",0.154912975242675,0.0102932096314897,7.38626859629385
"Asclepias_fascicularis","Apocynaceae","Dry",0.1552907946894,0.0103170533730804,7.3867504660058
"Asclepias_angustifolia","Apocynaceae","Dry",0.154891279759055,0.0103080740260202,7.38651849277435
"Asclepias_gentryi","Apocynaceae","Dry",0.154912963719477,0.0102932958084082,7.3862700528776
"Asclepias_linearis","Apocynaceae","Dry",0.155290824342742,0.0103172367153212,7.38675359132973
"Asclepias_verticillata","Apocynaceae","Dry",0.154891279166283,0.0103081704267335,7.38652014024163
"Asclepias_perennis","Apocynaceae","Dry",0.154912947119768,0.0102933960577798,7.38627176259836
"Asclepias_subverticillata","Apocynaceae","Dry",0.155290827503475,0.0103172576109704,7.38675394788904
"Asclepias_texana","Apocynaceae","Dry",0.154891279062145,0.0103081913684814,7.38652049694835
"Asclepias_mexicana","Apocynaceae","Dry",0.154912966482196,0.0102932655319237,7.38626954606743
"Asclepias_pumila","Apocynaceae","Dry",0.155290804185651,0.010317110043467,7.38675143252849
"Asclepias_woodsoniana","Apocynaceae","Dry",0.154891279980324,0.0103080176034371,7.38651753943946
"Asclepias_barjoniifolia","Apocynaceae","Dry",0.154913159651894,0.0102922740224861,7.38625278376884
"Asclepias_mellodora","Apocynaceae","Dry",0.155290595478268,0.0103161015854138,7.38673430153938
"Asclepias_boliviensis","Apocynaceae","Dry",0.154891287260453,0.0103070317344209,7.38650083608534
"Asclepias_candida","Apocynaceae","Dry",0.15491316010355,0.010292270139483,7.38625271819865
"Asclepias_flava","Apocynaceae","Dry",0.15529059316029,0.010316083623923,7.38673399710606
"Asclepias_curassavica","Apocynaceae","Dry",0.15489128755057,0.0103069499589,7.38649946157402
"Asclepias_nivea","Apocynaceae","Dry",0.154913168638624,0.0102921929666133,7.38625142330708
"Asclepias_pratensis","Apocynaceae","Dry",0.155290329179674,0.0103145758654576,7.38670854854571
"Asclepias_albicans","Apocynaceae","Dry",0.154891290457896,0.0103065978567921,7.38649364009101
"Asclepias_subaphylla","Apocynaceae","Dry",0.154913244054631,0.0102918486717332,7.38624574955398
"Asclepias_masonii","Apocynaceae","Dry",0.155290505417848,0.0103156793691929,7.38672728364375
"Asclepias_subulata","Apocynaceae","Dry",0.154891290422181,0.0103066084185799,7.386493817648
"Asclepias_leptopus","Apocynaceae","Dry",0.154913281790267,0.0102915704856215,7.38624104211934
"Asclepias_cutleri","Apocynaceae","Dry",0.15529037900934,0.0103148618273142,7.3867134154485
"Asclepias_mcvaughii","Apocynaceae","Dry",0.154891296665729,0.0103054532159558,7.38647425788526
"Asclepias_cordifolia","Apocynaceae","Dry",0.154913410899968,0.0102907442556909,7.3862271114088
"Asclepias_linaria","Apocynaceae","Dry",0.155290323109203,0.0103145497357827,7.38670814880192
"Asclepias_syriaca","Apocynaceae","Dry",0.154891260981506,0.0103095219620502,7.38653838981884
"Asclepias_tuberosa","Apocynaceae","Dry",0.154912482826014,0.0102946939870273,7.38628900840253
"Asclepias_michauxii","Apocynaceae","Dry",0.155291323906405,0.0103185651356087,7.38677154916351
"Asclepias_obovata","Apocynaceae","Dry",0.154891261053846,0.0103095059498884,7.38653811802769
"Asclepias_rubra","Apocynaceae","Dry",0.154912484899385,0.0102946781903224,7.3862887406883
"Asclepias_quadrifolia","Apocynaceae","Dry",0.15529129829105,0.0103183949911434,7.38676865581273
"Asclepias_exaltata","Apocynaceae","Dry",0.154891261994553,0.0103093159764862,7.38653489314147
"Asclepias_hallii","Apocynaceae","Dry",0.154912529012274,0.0102943735842223,7.38628357874333
"Asclepias_speciosa","Apocynaceae","Dry",0.155291223610682,0.0103179437517843,7.38676098671864
"Asclepias_amplexicaulis","Apocynaceae","Dry",0.154891264806482,0.0103088165064291,7.38652642230222
"Asclepias_ovalifolia","Apocynaceae","Dry",0.15491258918625,0.0102939929955651,7.38627713835774
"Asclepias_hirtella","Apocynaceae","Dry",0.15529120907815,0.0103178616322843,7.38675959231079
"Asclepias_purpurascens","Apocynaceae","Dry",0.154891264376662,0.0103089073482715,7.38652796957796
"Asclepias_variegata","Apocynaceae","Dry",0.15491257593027,0.0102940890324972,7.38627877093586
"Asclepias_lanceolata","Apocynaceae","Dry",0.155291222256673,0.0103179565009141,7.38676120965436
"Asclepias_longifolia","Apocynaceae","Dry",0.15489126448429,0.0103088960380214,7.38652777719495
"Asclepias_arenaria","Apocynaceae","Dry",0.154912594664199,0.0102940707205968,7.38627847049122
"Asclepias_emoryi","Apocynaceae","Dry",0.155291211084843,0.0103179925157292,7.38676182334806
"Asclepias_oenotheroides","Apocynaceae","Dry",0.154891265021375,0.0103089318875112,7.38652839035999
"Asclepias_nyctaginifolia","Apocynaceae","Dry",0.15491258908788,0.010294116058246,7.38627923647661
"Asclepias_standleyi","Apocynaceae","Dry",0.155291211228841,0.010317993652367,7.38676184259719
"Asclepias_prostrata","Apocynaceae","Dry",0.154891266109336,0.010308677990635,7.38652410179123
"Asclepias_feayi","Apocynaceae","Dry",0.154912641666543,0.0102937167773794,7.38627250407292
"Asclepias_tomentosa","Apocynaceae","Dry",0.155291153998808,0.010317589740469,7.38675500945269
"Asclepias_curtissii","Apocynaceae","Dry",0.154891266612847,0.0103085607205332,7.38652212665703
"Asclepias_engelmanniana","Apocynaceae","Dry",0.154912635700057,0.010293748599575,7.38627304523447
"Asclepias_eriocarpa","Apocynaceae","Dry",0.155291155125237,0.0103175924508083,7.3867550530184
"Asclepias_solanoana","Apocynaceae","Dry",0.154891266862978,0.010308520898318,7.38652144446994
"Asclepias_elata","Apocynaceae","Dry",0.154912602496335,0.0102940274105476,7.38627772994736
"Asclepias_mirifica","Apocynaceae","Dry",0.15529119668469,0.0103179038258057,7.38676031042363
"Asclepias_glaucescens","Apocynaceae","Dry",0.154891265557615,0.0103088299353183,7.38652665607669
"Asclepias_lynchiana","Apocynaceae","Dry",0.15491260404225,0.0102940145192887,7.38627751230413
"Asclepias_latifolia","Apocynaceae","Dry",0.155291169054987,0.0103177078879115,7.38675699582487
"Asclepias_macroura","Apocynaceae","Dry",0.154891266385534,0.0103086466469868,7.38652356087756
"Asclepias_ruthiae","Apocynaceae","Dry",0.154912673909846,0.0102936463385116,7.38627132345409
"Asclepias_uncialis","Apocynaceae","Dry",0.155291119456586,0.0103175164850131,7.38675376756341
"Asclepias_sanjuanensis","Apocynaceae","Dry",0.154891268222441,0.0103084531240796,7.3865203065971
"Asclepias_involucrata","Apocynaceae","Dry",0.154912627140195,0.0102939571689691,7.3862765895547
"Asclepias_welshii","Apocynaceae","Dry",0.155291170203528,0.0103178314280994,7.3867591231278
"Asclepias_labriformis","Apocynaceae","Dry",0.154891266514734,0.0103087712307435,7.3865257056703
"Asclepias_macrosperma","Apocynaceae","Dry",0.154912627011748,0.010293958184853,7.38627660674599
"Asclepias_viridis","Apocynaceae","Dry",0.155291157868445,0.0103177470524143,7.38675768785909
"Asclepias_sullivantii","Apocynaceae","Dry",0.154891269711168,0.0103081307513439,7.38651487459891
"Asclepias_brevipes","Apocynaceae","Dry",0.154912818198168,0.0102930384880943,7.38626142516854
"Asclepias_stellifera","Apocynaceae","Dry",0.155290963731074,0.0103168959819232,7.38674359403884
"Asclepias_cucullata","Apocynaceae","Dry",0.154891273842178,0.01030783037319,7.38651012632192
"Asclepias_connivens","Apocynaceae","Dry",0.154912711071381,0.0102934893930751,7.38626897374339
"Asclepias_inaequalis","Apocynaceae","Dry",0.155291321397347,0.0103186189700555,7.3867727287825
"Pachycarpus_appendiculatus","Apocynaceae","Dry",0.154891260956293,0.0103096123788839,7.38654018439674
"Pachycarpus_concolor","Apocynaceae","Dry",0.154912480940849,0.0102947856517016,7.38629082364443
"Pachycarpus_natalensis","Apocynaceae","Dry",0.155291328264821,0.0103186727426077,7.38677363635266
"Pachycarpus_goetzei","Apocynaceae","Dry",0.154891261136233,0.010309564831685,7.38653938383464
"Schizoglossum_eustegioides","Apocynaceae","Dry",0.15491248944781,0.0102947174641419,7.38628967387082
"Cordylogyne_globosa","Apocynaceae","Dry",0.155291316211266,0.0103185867377459,7.38677217924721
"Xysmalobium_involucratum","Apocynaceae","Dry",0.15489126139052,0.0103095177072964,7.38653858204885
"Miraglossum_verticillare","Apocynaceae","Dry",0.154912472906431,0.010294848722367,7.38629188988633
