"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"523","Cliffortia odorata","7","16.2","0.619139","0.234013","2.276539","Cliffortia odorata","7","686","150.860863","57.020047","20309.809468","Cliffortia odorata","7","1568.428571","141.761369","53.580761","6540.91668","Cliffortia odorata","7","3899.714286","779.878562","294.76639","4078905.643234"
"524","Cliffortia falcata","7","15.771429","1.757569","0.664299","2.276539","Cliffortia falcata","7","556.142857","217.918508","82.365454","20309.809468","Cliffortia falcata","7","1608.714286","138.986467","52.531947","6540.91668","Cliffortia falcata","7","2895.857143","592.489502","223.939982","4078905.643234"
"525","Cliffortia cymbifolia","2","13.7","2.545584","1.8","7.967886","Cliffortia cymbifolia","2","777","32.526912","23","71084.333139","Cliffortia cymbifolia","2","1821","147.07821","104","22893.20838","Cliffortia cymbifolia","2","2948.5","761.554003","538.5","14276169.751319"
"526","Cliffortia erectisepala","2","14.9","1.272792","0.9","7.967886","Cliffortia erectisepala","2","673","400.222438","283","71084.333139","Cliffortia erectisepala","2","1782","118.793939","84","22893.20838","Cliffortia erectisepala","2","3375.5","1994.74823","1410.5","14276169.751319"
"527","Cliffortia hirsuta","1","14.4",NA,NA,"15.935771","Cliffortia hirsuta","1","1015",NA,NA,"142168.666279","Cliffortia hirsuta","1","1594",NA,NA,"45786.41676","Cliffortia hirsuta","1","5269",NA,NA,"28552339.502639"
"528","Cliffortia neglecta","7","12.771429","1.27895","0.483398","2.276539","Cliffortia neglecta","7","595.428571","209.630514","79.232887","20309.809468","Cliffortia neglecta","7","1710","86.342342","32.634338","6540.91668","Cliffortia neglecta","7","2870.142857","825.065135","311.845309","4078905.643234"
"529","Cliffortia filicauloides","1","8.7",NA,NA,"15.935771","Cliffortia filicauloides","1","856",NA,NA,"142168.666279","Cliffortia filicauloides","1","1490",NA,NA,"45786.41676","Cliffortia filicauloides","1","6647",NA,NA,"28552339.502639"
"530","Cliffortia marginata","1","15.9",NA,NA,"15.935771","Cliffortia marginata","1","821",NA,NA,"142168.666279","Cliffortia marginata","1","1608",NA,NA,"45786.41676","Cliffortia marginata","1","4346",NA,NA,"28552339.502639"
"531","Cliffortia integerrima","1","15.6",NA,NA,"15.935771","Cliffortia integerrima","1","1076",NA,NA,"142168.666279","Cliffortia integerrima","1","1636",NA,NA,"45786.41676","Cliffortia integerrima","1","4234",NA,NA,"28552339.502639"
"532","Cliffortia phillipsii","1","13.9",NA,NA,"15.935771","Cliffortia phillipsii","1","1030",NA,NA,"142168.666279","Cliffortia phillipsii","1","1613",NA,NA,"45786.41676","Cliffortia phillipsii","1","5305",NA,NA,"28552339.502639"
"533","Crataegus heldreichii","6","10.4","3.852791","1.572895","2.655962","Crataegus heldreichii","6","857","160.50919","65.527602","23694.777713","Crataegus heldreichii","6","1271","161.359227","65.874629","7631.06946","Crataegus heldreichii","6","6632.5","1556.402487","635.398655","4758723.25044"
"534","Cliffortia complanata","2","15.75","1.202082","0.85","7.967886","Cliffortia complanata","2","675.5","340.118362","240.5","71084.333139","Cliffortia complanata","2","1858.5","84.145707","59.5","22893.20838","Cliffortia complanata","2","2764.5","1338.553137","946.5","14276169.751319"
"535","Prunus maackii","29","2.451724","4.770716","0.8859","0.549509","Prunus maackii","29","838.931034","298.887094","55.50194","4902.367803","Prunus maackii","28","884.25","114.39102","21.617871","1635.22917","Prunus maackii","28","9136.25","2598.122636","490.999026","1019726.410809"
"536","Alchemilla hispanica","3","7.366667","1.530795","0.883805","5.311924","Alchemilla hispanica","3","1013","30.446675","17.578396","47389.555426","Alchemilla hispanica","3","968.333333","21.221059","12.251984","15262.13892","Alchemilla hispanica","3","11484","861.287989","497.264852","9517446.50088"
"537","Crataegus triflora","19","17.015789","1.526893","0.350293","0.838725","Crataegus triflora","19","1438.315789","102.944998","23.617202","7482.561383","Crataegus triflora","19","1493.631579","77.320552","17.738551","2409.811408","Crataegus triflora","19","9789.894737","875.585385","200.873064","1502754.710665"
"538","Crataegus dodgei","21","8.338095","1.263122","0.275636","0.758846","Crataegus dodgei","21","996.095238","145.889994","31.835807","6769.936489","Crataegus dodgei","21","1062.047619","80.192566","17.499453","2180.30556","Crataegus dodgei","21","9624.666667","1414.782928","308.730946","1359635.214411"
"539","Crataegus compacta","2","8.1","0.707107","0.5","7.967886","Crataegus compacta","2","857.5","106.773124","75.5","71084.333139","Crataegus compacta","2","1006.5","36.062446","25.5","22893.20838","Crataegus compacta","2","9018","1425.527271","1008","14276169.751319"
"540","Rosa marginata","13","8.3","0.884119","0.24521","1.225829","Rosa marginata","13","659.615385","142.525751","39.529531","10936.051252","Rosa marginata","13","891","76.750679","21.286808","3522.032058","Rosa marginata","13","7721.692308","2179.719416","604.545394","2196333.807895"
"541","Crataegus pentagyna","21","10.77619","1.626009","0.354824","0.758846","Crataegus pentagyna","21","705.714286","289.545358","63.183977","6769.936489","Crataegus pentagyna","21","1134","70.238166","15.327224","2180.30556","Crataegus pentagyna","21","6389.190476","3139.932366","685.189416","1359635.214411"
"542","Cotoneaster mongolicus","9","-1.011111","1.888415","0.629472","1.770641","Cotoneaster mongolicus","9","274.444444","47.8934","15.964467","15796.518475","Cotoneaster mongolicus","9","1028.333333","108.765803","36.255268","5087.37964","Cotoneaster mongolicus","9","2736.333333","541.029112","180.343037","3172482.16696"
"543","Fragaria mandshurica","1","-3.2",NA,NA,"15.935771","Fragaria mandshurica","1","483",NA,NA,"142168.666279","Fragaria mandshurica","1","842",NA,NA,"45786.41676","Fragaria mandshurica","1","5901",NA,NA,"28552339.502639"
"544","Potentilla villosula","112","-2.174107","4.913591","0.464291","0.142284","Potentilla villosula","112","804.714286","716.36601","67.690225","1269.363092","Potentilla villosula","101","635.861386","129.771879","12.912785","453.330859","Potentilla villosula","100","14978.16","13694.860321","1369.486032","285523.395026"
"545","Potentilla subvahliana","98","-10.243878","4.200664","0.424331","0.16261","Potentilla subvahliana","98","273.418367","165.544333","16.722503","1450.700676","Potentilla subvahliana","94","473.053191","136.666958","14.09612","487.08954","Potentilla subvahliana","94","6313.755319","3025.537506","312.060367","303748.292581"
"546","Cliffortia densa","1","14.8",NA,NA,"15.935771","Cliffortia densa","1","462",NA,NA,"142168.666279","Cliffortia densa","1","1711",NA,NA,"45786.41676","Cliffortia densa","1","2663",NA,NA,"28552339.502639"
"547","Crataegus dsungarica","1","9.7",NA,NA,"15.935771","Crataegus dsungarica","1","1134",NA,NA,"142168.666279","Crataegus dsungarica","1","1238",NA,NA,"45786.41676","Crataegus dsungarica","1","9194",NA,NA,"28552339.502639"
"548","Potentilla elegans","60","-10.241667","3.5852","0.462847","0.265596","Potentilla elegans","60","341.633333","156.383814","20.189064","2369.477771","Potentilla elegans","60","531.766667","93.81615","12.111613","763.106946","Potentilla elegans","60","7072.75","3383.239865","436.774388","475872.325044"
"549","Aria eminentiformis","1","9.2",NA,NA,"15.935771","Aria eminentiformis","1","864",NA,NA,"142168.666279","Aria eminentiformis","1","744",NA,NA,"45786.41676","Aria eminentiformis","1","11090",NA,NA,"28552339.502639"
"550","Neillia serratisepala","16","14.1875","4.105586","1.026396","0.995986","Neillia serratisepala","16","1194.5625","274.134996","68.533749","8885.541642","Neillia serratisepala","16","1187.125","117.540844","29.385211","2861.651047","Neillia serratisepala","16","10137.6875","2326.522318","581.630579","1784521.218915"
"551","Rubus calycinus","3","12.966667","3.980368","2.298067","5.311924","Rubus calycinus","3","1325","225.780867","130.354644","47389.555426","Rubus calycinus","3","1173.666667","96.006944","55.429635","15262.13892","Rubus calycinus","3","10892","775.421821","447.689997","9517446.50088"
"552","Rubus wallichianus","12","16.041667","4.897951","1.413917","1.327981","Rubus wallichianus","12","1486.333333","499.077027","144.071128","11847.388857","Rubus wallichianus","12","1244.416667","273.772453","79.0313","3815.53473","Rubus wallichianus","12","12068.583333","4316.721219","1246.130079","2379361.62522"
"553","Sibbaldianthe adpressa","28","5.042857","6.103941","1.153536","0.569135","Sibbaldianthe adpressa","28","486","366.64212","69.288848","5077.452367","Sibbaldianthe adpressa","28","1212.035714","215.993052","40.81885","1635.22917","Sibbaldianthe adpressa","28","3912.892857","2682.649731","506.973146","1019726.410809"
"554","Eriobotrya tengyuehensis","10","17.06","2.347197","0.742249","1.593577","Eriobotrya tengyuehensis","10","1227.5","224.462939","70.981414","14216.866628","Eriobotrya tengyuehensis","10","1304.3","90.038325","28.472618","4578.641676","Eriobotrya tengyuehensis","10","9785.1","2209.380931","698.667596","2855233.950264"
"555","Photinia glomerata","28","14.528571","4.337507","0.819712","0.569135","Photinia glomerata","28","1033.035714","228.98819","43.2747","5077.452367","Photinia glomerata","28","1258.214286","173.610538","32.809308","1635.22917","Photinia glomerata","28","8007.285714","2174.361241","410.91565","1019726.410809"
"556","Cotoneaster oliganthus","4","6.5","2.292015","1.146008","3.983943","Cotoneaster oliganthus","4","249.5","111.482435","55.741217","35542.16657","Cotoneaster oliganthus","4","1417.75","93.178592","46.589296","11446.60419","Cotoneaster oliganthus","4","1699.75","541.117594","270.558797","7138084.87566"
"557","Malus florentina","2","13.75","1.06066","0.75","7.967886","Malus florentina","2","826","65.053824","46","71084.333139","Malus florentina","2","1212.5","7.778175","5.5","22893.20838","Malus florentina","2","7003.5","539.522474","381.5","14276169.751319"
"558","Alchemilla atriuscula","1","9.9",NA,NA,"15.935771","Alchemilla atriuscula","1","1033",NA,NA,"142168.666279","Alchemilla atriuscula","1","1103",NA,NA,"45786.41676","Alchemilla atriuscula","1","8489",NA,NA,"28552339.502639"
"559","Crataegus sargentii","9","16.877778","1.676885","0.558962","1.770641","Crataegus sargentii","9","1457.666667","79.189646","26.396549","15796.518475","Crataegus sargentii","9","1488.666667","82.314944","27.438315","5087.37964","Crataegus sargentii","9","9885.666667","784.282475","261.427492","3172482.16696"
"560","Rosa transmorrisonensis","1","10.5",NA,NA,"15.935771","Rosa transmorrisonensis","1","3063",NA,NA,"142168.666279","Rosa transmorrisonensis","1","736",NA,NA,"45786.41676","Rosa transmorrisonensis","1","45859",NA,NA,"28552339.502639"
"561","Dichotomanthes tristaniicarpa","11","16.718182","2.007894","0.605403","1.448706","Dichotomanthes tristaniicarpa","11","1107.909091","216.067792","65.14689","12924.424207","Dichotomanthes tristaniicarpa","11","1312.636364","79.777532","24.053831","4162.401524","Dichotomanthes tristaniicarpa","11","8366.818182","1980.520125","597.149286","2595667.227513"
"562","Crataegus agrestina","1","18.1",NA,NA,"15.935771","Crataegus agrestina","1","1329",NA,NA,"142168.666279","Crataegus agrestina","1","1581",NA,NA,"45786.41676","Crataegus agrestina","1","8581",NA,NA,"28552339.502639"
"563","Rosa sikangensis","11","8.463636","2.884536","0.86972","1.448706","Rosa sikangensis","11","731.909091","189.996555","57.286117","12924.424207","Rosa sikangensis","11","1253","137.683695","41.513196","4162.401524","Rosa sikangensis","11","6115.818182","2452.351599","739.411828","2595667.227513"
"564","Cotoneaster glomerulatus","7","10.371429","3.681356","1.391422","2.276539","Cotoneaster glomerulatus","7","991.857143","219.114452","82.817478","20309.809468","Cotoneaster glomerulatus","7","1177.571429","117.953179","44.582111","6540.91668","Cotoneaster glomerulatus","7","8002.857143","2367.72355","894.915384","4078905.643234"
"565","Malus rockii","29","11.544828","4.436664","0.823868","0.549509","Malus rockii","29","967.068966","312.676457","58.06256","4902.367803","Malus rockii","29","1159.344828","121.816395","22.620737","1578.841957","Malus rockii","29","7996.034483","2317.630602","430.373198","984563.431125"
"566","Eriobotrya prinoides","10","16.91","3.095678","0.978939","1.593577","Eriobotrya prinoides","10","991.8","130.794835","41.360958","14216.866628","Eriobotrya prinoides","10","1344","137.904959","43.609377","4578.641676","Eriobotrya prinoides","10","7148.9","2019.191777","638.524505","2855233.950264"
"567","Photinia tsaii","1","17",NA,NA,"15.935771","Photinia tsaii","1","1587",NA,NA,"142168.666279","Photinia tsaii","1","1276",NA,NA,"45786.41676","Photinia tsaii","1","12999",NA,NA,"28552339.502639"
"568","Photinia bodinieri","34","15.982353","2.333351","0.400166","0.468699","Photinia bodinieri","34","1188.382353","233.879795","40.110054","4181.431361","Photinia bodinieri","34","1182.941176","140.727103","24.134499","1346.659316","Photinia bodinieri","34","10130.676471","2117.975659","363.229829","839774.691254"
"569","Neillia gracilis","7","13.057143","3.232572","1.221797","2.276539","Neillia gracilis","7","1037.428571","187.145983","70.734533","20309.809468","Neillia gracilis","7","1237.428571","99.801231","37.72132","6540.91668","Neillia gracilis","7","7348.428571","1392.275219","526.230569","4078905.643234"
"570","Spiraea sublobata","6","16.45","1.826198","0.745542","2.655962","Spiraea sublobata","6","991.166667","222.112059","90.676868","23694.777713","Spiraea sublobata","6","1266.333333","141.829005","57.901449","7631.06946","Spiraea sublobata","6","8242.166667","2512.660058","1025.789173","4758723.25044"
"571","Rosa lichiangensis","3","15.033333","1.625833","0.938675","5.311924","Rosa lichiangensis","3","1000","23.643181","13.650397","47389.555426","Rosa lichiangensis","3","1262.666667","52.918176","30.552323","15262.13892","Rosa lichiangensis","3","6866.333333","816.171755","471.216982","9517446.50088"
"572","Pyrus pseudopashia","5","15.06","2.391234","1.069392","3.187154","Pyrus pseudopashia","5","1220.8","151.939791","67.94954","28433.733256","Pyrus pseudopashia","5","1177.6","73.991891","33.09018","9157.283352","Pyrus pseudopashia","5","9736.8","2341.377522","1047.09586","5710467.900528"
"573","Rosa weisiensis","1","14.4",NA,NA,"15.935771","Rosa weisiensis","1","999",NA,NA,"142168.666279","Rosa weisiensis","1","1338",NA,NA,"45786.41676","Rosa weisiensis","1","6095",NA,NA,"28552339.502639"
"574","Photinia prionophylla","4","9.8","4.843552","2.421776","3.983943","Photinia prionophylla","4","860.5","151.354991","75.677496","35542.16657","Photinia prionophylla","4","1234","69.718482","34.859241","11446.60419","Photinia prionophylla","4","6004.5","460.763497","230.381748","7138084.87566"
"575","Stranvaesia oblanceolata","1","20.3",NA,NA,"15.935771","Stranvaesia oblanceolata","1","1576",NA,NA,"142168.666279","Stranvaesia oblanceolata","1","1470",NA,NA,"45786.41676","Stranvaesia oblanceolata","1","10973",NA,NA,"28552339.502639"
"576","Rubus pectinarioides","2","15.4","3.535534","2.5","7.967886","Rubus pectinarioides","2","1714","616.597113","436","71084.333139","Rubus pectinarioides","2","1274","80.610173","57","22893.20838","Rubus pectinarioides","2","12258.5","78.488853","55.5","14276169.751319"
"577","Eriobotrya malipoensis","3","19.266667","4.082075","2.356787","5.311924","Eriobotrya malipoensis","3","1350","331.283866","191.266829","47389.555426","Eriobotrya malipoensis","3","1254.333333","79.525677","45.914171","15262.13892","Eriobotrya malipoensis","3","11040.333333","2041.008166","1178.376614","9517446.50088"
"578","Rosa persetosa","7","11.385714","3.320858","1.255166","2.276539","Rosa persetosa","7","906.714286","120.357404","45.490823","20309.809468","Rosa persetosa","7","1100.285714","124.593625","47.091964","6540.91668","Rosa persetosa","7","8069.714286","1951.280581","737.514736","4078905.643234"
"579","Rubus alexeterius","6","11.433333","4.925309","2.010749","2.655962","Rubus alexeterius","6","875.5","234.645051","95.793441","23694.777713","Rubus alexeterius","6","1235","52.975466","21.627143","7631.06946","Rubus alexeterius","6","6625.333333","1519.935744","620.511169","4758723.25044"
"580","Rosa zhongdianensis","1","7.7",NA,NA,"15.935771","Rosa zhongdianensis","1","810",NA,NA,"142168.666279","Rosa zhongdianensis","1","1160",NA,NA,"45786.41676","Rosa zhongdianensis","1","6110",NA,NA,"28552339.502639"
"581","Rubus faberi","7","19.157143","2.726938","1.030686","2.276539","Rubus faberi","7","1318.285714","210.493638","79.559117","20309.809468","Rubus faberi","7","1221.285714","110.965031","41.940839","6540.91668","Rubus faberi","7","11105.428571","1359.792491","513.953252","4078905.643234"
"582","Argentina phanerophlebia","1","13.7",NA,NA,"15.935771","Argentina phanerophlebia","1","966",NA,NA,"142168.666279","Argentina phanerophlebia","1","1196",NA,NA,"45786.41676","Argentina phanerophlebia","1","7337",NA,NA,"28552339.502639"
"583","Potentilla stipularis","46","-11.663043","2.376679","0.350422","0.34643","Potentilla stipularis","46","306.282609","90.047559","13.276788","3090.62318","Potentilla stipularis","46","456.826087","109.34437","16.121948","995.356886","Potentilla stipularis","46","7200.913043","2459.10653","362.575477","620703.032666"
"584","Potentilla multifida","33","-4.654545","2.230203","0.388229","0.482902","Potentilla multifida","33","368.272727","105.963812","18.445932","4308.141402","Potentilla multifida","30","591.566667","93.297331","17.033684","1526.213892","Potentilla multifida","30","6496.833333","2491.638861","454.908936","951744.650088"
"585","Cliffortia stricta","7","15.228571","1.09501","0.413875","2.276539","Cliffortia stricta","7","655.857143","211.49423","79.937305","20309.809468","Cliffortia stricta","7","1615.285714","78.344781","29.611544","6540.91668","Cliffortia stricta","7","3537.428571","1094.995869","413.869537","4078905.643234"
"586","Spiraea virginiana","3","12.533333","2.15484","1.244097","5.311924","Spiraea virginiana","3","1392","113.265176","65.39368","47389.555426","Spiraea virginiana","3","1262.666667","127.692339","73.723206","15262.13892","Spiraea virginiana","3","11070","909.602661","525.159341","9517446.50088"
"587","Neillia uekii","7","8.971429","2.029544","0.767096","2.276539","Neillia uekii","7","1068.285714","141.231151","53.380358","20309.809468","Neillia uekii","7","1032.857143","49.042256","18.53623","6540.91668","Neillia uekii","7","10311.714286","1062.251181","401.493208","4078905.643234"
"588","Prunus takesimensis","1","10.9",NA,NA,"15.935771","Prunus takesimensis","1","1396",NA,NA,"142168.666279","Prunus takesimensis","1","1024",NA,NA,"45786.41676","Prunus takesimensis","1","12906",NA,NA,"28552339.502639"
"589","Prunus japonica","9","8.788889","5.336535","1.778845","1.770641","Prunus japonica","9","1079.666667","384.900961","128.30032","15796.518475","Prunus japonica","9","1063.888889","173.898997","57.966332","5087.37964","Prunus japonica","9","9746.444444","2563.145095","854.381698","3172482.16696"
"590","Cliffortia alata","1","15.3",NA,NA,"15.935771","Cliffortia alata","1","436",NA,NA,"142168.666279","Cliffortia alata","1","1787",NA,NA,"45786.41676","Cliffortia alata","1","2214",NA,NA,"28552339.502639"
"591","Cliffortia anthospermoides","1","15.5",NA,NA,"15.935771","Cliffortia anthospermoides","1","590",NA,NA,"142168.666279","Cliffortia anthospermoides","1","1447",NA,NA,"45786.41676","Cliffortia anthospermoides","1","4312",NA,NA,"28552339.502639"
"592","Cliffortia arcuata","4","13.525","1.381726","0.690863","3.983943","Cliffortia arcuata","4","547.75","141.930441","70.96522","35542.16657","Cliffortia arcuata","4","1734.25","23.041629","11.520814","11446.60419","Cliffortia arcuata","4","2404.25","540.845865","270.422932","7138084.87566"
"593","Cliffortia pilifera","1","16",NA,NA,"15.935771","Cliffortia pilifera","1","885",NA,NA,"142168.666279","Cliffortia pilifera","1","1806",NA,NA,"45786.41676","Cliffortia pilifera","1","3603",NA,NA,"28552339.502639"
"594","Cliffortia tenuis","1","16.2",NA,NA,"15.935771","Cliffortia tenuis","1","524",NA,NA,"142168.666279","Cliffortia tenuis","1","1492",NA,NA,"45786.41676","Cliffortia tenuis","1","3463",NA,NA,"28552339.502639"
"595","Cliffortia tricuspidata","1","17.1",NA,NA,"15.935771","Cliffortia tricuspidata","1","632",NA,NA,"142168.666279","Cliffortia tricuspidata","1","1903",NA,NA,"45786.41676","Cliffortia tricuspidata","1","2495",NA,NA,"28552339.502639"
"596","Cliffortia baccans","3","14.4","0.8","0.46188","5.311924","Cliffortia baccans","3","243.666667","42.594992","24.59223","47389.555426","Cliffortia baccans","3","1991","5.567764","3.21455","15262.13892","Cliffortia baccans","3","1281.333333","148.702163","85.853234","9517446.50088"
"597","Cliffortia browniana","8","14.2875","3.89191","1.375998","1.991971","Cliffortia browniana","8","797.375","166.008552","58.692886","17771.083285","Cliffortia browniana","8","1656.25","208.097333","73.573518","5723.302095","Cliffortia browniana","8","5112.125","1642.418377","580.682586","3569042.43783"
"598","Cliffortia burchellii","6","14.966667","1.650051","0.67363","2.655962","Cliffortia burchellii","6","623.333333","243.492642","99.405455","23694.777713","Cliffortia burchellii","6","1613","116.287575","47.474204","7631.06946","Cliffortia burchellii","6","3301.666667","1141.087493","465.847018","4758723.25044"
"599","Cliffortia burgersii","1","17.5",NA,NA,"15.935771","Cliffortia burgersii","1","543",NA,NA,"142168.666279","Cliffortia burgersii","1","1575",NA,NA,"45786.41676","Cliffortia burgersii","1","2658",NA,NA,"28552339.502639"
"600","Cliffortia dichotoma","1","16.5",NA,NA,"15.935771","Cliffortia dichotoma","1","290",NA,NA,"142168.666279","Cliffortia dichotoma","1","2211",NA,NA,"45786.41676","Cliffortia dichotoma","1","1175",NA,NA,"28552339.502639"
"601","Cliffortia drepanoides","2","14.45","1.06066","0.75","7.967886","Cliffortia drepanoides","2","734.5","157.684812","111.5","71084.333139","Cliffortia drepanoides","2","1632","8.485281","6","22893.20838","Cliffortia drepanoides","2","3918.5","282.135606","199.5","14276169.751319"
"602","Cliffortia lanceolata","1","13.9",NA,NA,"15.935771","Cliffortia lanceolata","1","464",NA,NA,"142168.666279","Cliffortia lanceolata","1","1703",NA,NA,"45786.41676","Cliffortia lanceolata","1","2576",NA,NA,"28552339.502639"
"603","Cliffortia nivenioides","1","12.2",NA,NA,"15.935771","Cliffortia nivenioides","1","563",NA,NA,"142168.666279","Cliffortia nivenioides","1","1633",NA,NA,"45786.41676","Cliffortia nivenioides","1","3011",NA,NA,"28552339.502639"
"604","Cliffortia oligodonta","1","11",NA,NA,"15.935771","Cliffortia oligodonta","1","858",NA,NA,"142168.666279","Cliffortia oligodonta","1","1626",NA,NA,"45786.41676","Cliffortia oligodonta","1","3878",NA,NA,"28552339.502639"
"605","Cliffortia robusta","2","12.15","0.212132","0.15","7.967886","Cliffortia robusta","2","406.5","47.376154","33.5","71084.333139","Cliffortia robusta","2","1616","16.970563","12","22893.20838","Cliffortia robusta","2","2623.5","289.206674","204.5","14276169.751319"
"606","Cliffortia uncinata","1","13.6",NA,NA,"15.935771","Cliffortia uncinata","1","454",NA,NA,"142168.666279","Cliffortia uncinata","1","1932",NA,NA,"45786.41676","Cliffortia uncinata","1","1749",NA,NA,"28552339.502639"
"607","Alchemilla colura","3","10.433333","1.193035","0.688799","5.311924","Alchemilla colura","3","914.333333","126.231269","72.879657","47389.555426","Alchemilla colura","3","1470.333333","52.974837","30.585036","15262.13892","Alchemilla colura","3","5901","555.754442","320.864977","9517446.50088"
"608","Cliffortia acanthophylla","1","17.8",NA,NA,"15.935771","Cliffortia acanthophylla","1","269",NA,NA,"142168.666279","Cliffortia acanthophylla","1","2168",NA,NA,"45786.41676","Cliffortia acanthophylla","1","1199",NA,NA,"28552339.502639"
"609","Cliffortia gracillima","1","16.6",NA,NA,"15.935771","Cliffortia gracillima","1","435",NA,NA,"142168.666279","Cliffortia gracillima","1","1918",NA,NA,"45786.41676","Cliffortia gracillima","1","1818",NA,NA,"28552339.502639"
"610","Cliffortia cristata","2","13.75","1.909188","1.35","7.967886","Cliffortia cristata","2","674","214.960461","152","71084.333139","Cliffortia cristata","2","1850","145.663997","103","22893.20838","Cliffortia cristata","2","2837.5","1407.849601","995.5","14276169.751319"
"611","Cliffortia filifolia","3","16.3","0.655744","0.378594","5.311924","Cliffortia filifolia","3","592.333333","25.006666","14.437605","47389.555426","Cliffortia filifolia","3","1521","138.621788","80.033327","15262.13892","Cliffortia filifolia","3","3587","829.341305","478.820426","9517446.50088"
"612","Cliffortia multiformis","1","15.4",NA,NA,"15.935771","Cliffortia multiformis","1","567",NA,NA,"142168.666279","Cliffortia multiformis","1","1509",NA,NA,"45786.41676","Cliffortia multiformis","1","3523",NA,NA,"28552339.502639"
"613","Cliffortia obovata","1","16.3",NA,NA,"15.935771","Cliffortia obovata","1","505",NA,NA,"142168.666279","Cliffortia obovata","1","1671",NA,NA,"45786.41676","Cliffortia obovata","1","3487",NA,NA,"28552339.502639"
"614","Cliffortia ovalis","1","12.4",NA,NA,"15.935771","Cliffortia ovalis","1","996",NA,NA,"142168.666279","Cliffortia ovalis","1","1569",NA,NA,"45786.41676","Cliffortia ovalis","1","4567",NA,NA,"28552339.502639"
"615","Cliffortia propinqua","2","13.35","0.212132","0.15","7.967886","Cliffortia propinqua","2","646","291.327994","206","71084.333139","Cliffortia propinqua","2","1814.5","132.228968","93.5","22893.20838","Cliffortia propinqua","2","2820","1350.573952","955","14276169.751319"
"616","Cliffortia theodori-friesii","1","14.6",NA,NA,"15.935771","Cliffortia theodori-friesii","1","1061",NA,NA,"142168.666279","Cliffortia theodori-friesii","1","1612",NA,NA,"45786.41676","Cliffortia theodori-friesii","1","4273",NA,NA,"28552339.502639"
"617","Cliffortia carinata","4","14.25","1.206924","0.603462","3.983943","Cliffortia carinata","4","512","282.518436","141.259218","35542.16657","Cliffortia carinata","4","1729","157.604991","78.802496","11446.60419","Cliffortia carinata","4","2483.25","920.024411","460.012206","7138084.87566"
"618","Cliffortia cervicornu","3","13.633333","0.737111","0.425571","5.311924","Cliffortia cervicornu","3","312.666667","77.216147","44.580763","47389.555426","Cliffortia cervicornu","3","1887.666667","118.141159","68.20883","15262.13892","Cliffortia cervicornu","3","1427.666667","254.071512","146.688256","9517446.50088"
"619","Cliffortia setifolia","2","12.75","0.353553","0.25","7.967886","Cliffortia setifolia","2","430","159.806133","113","71084.333139","Cliffortia setifolia","2","1738.5","126.572114","89.5","22893.20838","Cliffortia setifolia","2","2241","516.18795","365","14276169.751319"
"620","Cliffortia exilifolia","3","14.933333","1.106044","0.638575","5.311924","Cliffortia exilifolia","3","614.666667","242.159727","139.810984","47389.555426","Cliffortia exilifolia","3","1624","86.850446","50.143128","15262.13892","Cliffortia exilifolia","3","3707.333333","1371.347634","791.747926","9517446.50088"
"621","Cliffortia phyllanthoides","1","16.4",NA,NA,"15.935771","Cliffortia phyllanthoides","1","512",NA,NA,"142168.666279","Cliffortia phyllanthoides","1","1480",NA,NA,"45786.41676","Cliffortia phyllanthoides","1","3619",NA,NA,"28552339.502639"
"622","Cliffortia curvifolia","1","16.2",NA,NA,"15.935771","Cliffortia curvifolia","1","524",NA,NA,"142168.666279","Cliffortia curvifolia","1","1493",NA,NA,"45786.41676","Cliffortia curvifolia","1","3568",NA,NA,"28552339.502639"
"623","Cliffortia strigosa","1","14.2",NA,NA,"15.935771","Cliffortia strigosa","1","850",NA,NA,"142168.666279","Cliffortia strigosa","1","1751",NA,NA,"45786.41676","Cliffortia strigosa","1","3198",NA,NA,"28552339.502639"
"624","Cliffortia weimarckii","1","9.6",NA,NA,"15.935771","Cliffortia weimarckii","1","509",NA,NA,"142168.666279","Cliffortia weimarckii","1","1581",NA,NA,"45786.41676","Cliffortia weimarckii","1","3224",NA,NA,"28552339.502639"
"625","Cliffortia ceresana","1","13.1",NA,NA,"15.935771","Cliffortia ceresana","1","769",NA,NA,"142168.666279","Cliffortia ceresana","1","1662",NA,NA,"45786.41676","Cliffortia ceresana","1","3321",NA,NA,"28552339.502639"
"626","Lachemilla diplophylla","4","8.7","7.558218","3.779109","3.983943","Lachemilla diplophylla","4","1116.5","952.43425","476.217125","35542.16657","Lachemilla diplophylla","4","1219","251.017928","125.508964","11446.60419","Lachemilla diplophylla","4","9324.5","5943.750696","2971.875348","7138084.87566"
"627","Prunus serrula","13","8.007692","3.580145","0.992954","1.225829","Prunus serrula","13","819.615385","174.499063","48.397332","10936.051252","Prunus serrula","13","1169.769231","119.379754","33.109986","3522.032058","Prunus serrula","13","6406.461538","1076.016466","298.433272","2196333.807895"
