"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"99","Leucopogon leptospermoides","17","5.682742","0.007536","0.001828","1.3e-05","Leucopogon leptospermoides","17","7.081143","0.319737","0.077548","0.011718","Leucopogon leptospermoides","17","7.48847","0.085994","0.020857","0.002554","Leucopogon leptospermoides","17","8.8053","0.310555","0.075321","0.009492"
"100","Brachyloma saxicola","3","5.66254","0.006869","0.003966","7.2e-05","Brachyloma saxicola","3","6.922052","0.263306","0.15202","0.0664","Brachyloma saxicola","3","7.363628","0.116403","0.067205","0.014475","Brachyloma saxicola","3","8.661511","0.329796","0.190408","0.053788"
"101","Leucopogon esquamatus","16","5.6631","0.010882","0.00272","1.4e-05","Leucopogon esquamatus","16","6.948332","0.263308","0.065827","0.01245","Leucopogon esquamatus","15","7.246457","0.135062","0.034873","0.002895","Leucopogon esquamatus","15","8.949173","0.307446","0.079382","0.010758"
"102","Leucopogon amplexicaulis","2","5.669016","0.002928","0.00207","0.000109","Leucopogon amplexicaulis","2","7.025805","0.097948","0.06926","0.0996","Leucopogon amplexicaulis","2","7.318496","0.01313","0.009284","0.021713","Leucopogon amplexicaulis","2","8.972268","0.004755","0.003362","0.080682"
"103","Richea pandanifolia","4","5.638404","0.010242","0.005121","5.4e-05","Richea pandanifolia","4","7.556358","0.328712","0.164356","0.0498","Richea pandanifolia","4","6.788396","0.120767","0.060384","0.010857","Richea pandanifolia","4","10.00576","0.21104","0.10552","0.040341"
"104","Monotoca aristata","1","5.668328",NA,NA,"0.000217","Monotoca aristata","1","6.282267",NA,NA,"0.1992","Monotoca aristata","1","7.431892",NA,NA,"0.043426","Monotoca aristata","1","8.065894",NA,NA,"0.161363"
"105","Astroloma glaucescens","6","5.680568","0.002701","0.001103","3.6e-05","Astroloma glaucescens","6","6.240458","0.15245","0.062237","0.0332","Astroloma glaucescens","6","7.719959","0.029243","0.011938","0.007238","Astroloma glaucescens","6","7.723564","0.123885","0.050576","0.026894"
"106","Dracophyllum milliganii","4","5.64012","0.005673","0.002836","5.4e-05","Dracophyllum milliganii","4","7.870999","0.095187","0.047593","0.0498","Dracophyllum milliganii","4","6.806156","0.086666","0.043333","0.010857","Dracophyllum milliganii","4","10.188758","0.156775","0.078388","0.040341"
"107","Cyathodes straminea","5","5.635157","0.007909","0.003537","4.3e-05","Cyathodes straminea","5","7.584125","0.250777","0.112151","0.03984","Cyathodes straminea","5","6.78074","0.100462","0.044928","0.008685","Cyathodes straminea","5","9.943418","0.169968","0.076012","0.032273"
"108","Astroloma pallidum","17","5.670075","0.006391","0.00155","1.3e-05","Astroloma pallidum","17","6.425205","0.338188","0.082023","0.011718","Astroloma pallidum","17","7.554155","0.133216","0.03231","0.002554","Astroloma pallidum","17","8.022809","0.394735","0.095737","0.009492"
"109","Styphelia longifolia","1","5.673151",NA,NA,"0.000217","Styphelia longifolia","1","7.145196",NA,NA,"0.1992","Styphelia longifolia","1","7.362011",NA,NA,"0.043426","Styphelia longifolia","1","9.075093",NA,NA,"0.161363"
"110","Acrotriche divaricata","3","5.669921","0.007133","0.004118","7.2e-05","Acrotriche divaricata","3","7.114025","0.127469","0.073594","0.0664","Acrotriche divaricata","3","7.341214","0.038266","0.022093","0.014475","Acrotriche divaricata","3","8.930907","0.076345","0.044078","0.053788"
"111","Leucopogon cymbiformis","6","5.668551","0.004115","0.00168","3.6e-05","Leucopogon cymbiformis","6","6.039739","0.12407","0.050651","0.0332","Leucopogon cymbiformis","6","7.567148","0.108914","0.044464","0.007238","Leucopogon cymbiformis","6","7.604997","0.216355","0.088327","0.026894"
"112","Melichrus procumbens","12","5.672954","0.010888","0.003143","1.8e-05","Melichrus procumbens","12","6.8844","0.256454","0.074032","0.0166","Melichrus procumbens","12","7.407196","0.121935","0.0352","0.003619","Melichrus procumbens","12","8.724592","0.294126","0.084907","0.013447"
"113","Leucopogon crassifolius","5","5.667909","0.003261","0.001458","4.3e-05","Leucopogon crassifolius","5","6.235357","0.086043","0.03848","0.03984","Leucopogon crassifolius","5","7.434374","0.073087","0.032686","0.008685","Leucopogon crassifolius","5","7.96853","0.184545","0.082531","0.032273"
"114","Leucopogon juniperinus","29","5.669924","0.00844","0.001567","7e-06","Leucopogon juniperinus","29","6.926282","0.242213","0.044978","0.006869","Leucopogon juniperinus","29","7.361745","0.107555","0.019972","0.001497","Leucopogon juniperinus","29","8.812071","0.212571","0.039473","0.005564"
"115","Acrotriche rigida","11","5.668462","0.007041","0.002123","2e-05","Acrotriche rigida","11","6.498203","0.187024","0.05639","0.018109","Acrotriche rigida","11","7.482555","0.109543","0.033028","0.003948","Acrotriche rigida","11","8.272378","0.224583","0.067714","0.014669"
"116","Leucopogon microphyllus","14","5.66314","0.009654","0.00258","1.6e-05","Leucopogon microphyllus","14","6.81782","0.260041","0.069499","0.014229","Leucopogon microphyllus","13","7.312618","0.101786","0.02823","0.00334","Leucopogon microphyllus","13","8.75058","0.284154","0.07881","0.012413"
"117","Styphelia tubiflora","5","5.661425","0.010145","0.004537","4.3e-05","Styphelia tubiflora","5","6.951464","0.168749","0.075467","0.03984","Styphelia tubiflora","5","7.293001","0.071857","0.032135","0.008685","Styphelia tubiflora","5","8.831687","0.249303","0.111492","0.032273"
"118","Andersonia sprengelioides","9","5.666866","0.002587","0.000862","2.4e-05","Andersonia sprengelioides","9","6.522252","0.359235","0.119745","0.022133","Andersonia sprengelioides","9","7.428393","0.104832","0.034944","0.004825","Andersonia sprengelioides","9","8.307833","0.455343","0.151781","0.017929"
"119","Pentachondra pumila","14","5.639907","0.01453","0.003883","1.6e-05","Pentachondra pumila","14","7.174694","0.511104","0.136598","0.014229","Pentachondra pumila","14","6.923286","0.267949","0.071612","0.003102","Pentachondra pumila","14","9.527486","0.733757","0.196105","0.011526"
"120","Leucopogon racemulosus","10","5.67032","0.004594","0.001453","2.2e-05","Leucopogon racemulosus","10","6.729939","0.235085","0.07434","0.01992","Leucopogon racemulosus","10","7.498046","0.145562","0.046031","0.004343","Leucopogon racemulosus","10","8.412217","0.330529","0.104522","0.016136"
"121","Leucopogon cordifolius","25","5.668391","0.003594","0.000719","9e-06","Leucopogon cordifolius","25","5.91973","0.2507","0.05014","0.007968","Leucopogon cordifolius","25","7.587153","0.110208","0.022042","0.001737","Leucopogon cordifolius","25","7.52815","0.369314","0.073863","0.006455"
"122","Styphelia viridis","22","5.67055","0.010374","0.002212","1e-05","Styphelia viridis","22","6.741707","0.344089","0.07336","0.009055","Styphelia viridis","21","7.430353","0.121156","0.026438","0.002068","Styphelia viridis","21","8.539563","0.371432","0.081053","0.007684"
"123","Astroloma prostratum","9","5.666672","0.003053","0.001018","2.4e-05","Astroloma prostratum","9","6.252258","0.137316","0.045772","0.022133","Astroloma prostratum","9","7.453723","0.065361","0.021787","0.004825","Astroloma prostratum","9","7.958831","0.197103","0.065701","0.017929"
"124","Monotoca rotundifolia","3","5.640898","0.003301","0.001906","7.2e-05","Monotoca rotundifolia","3","6.904256","0.125843","0.072655","0.0664","Monotoca rotundifolia","3","7.047793","0.006571","0.003794","0.014475","Monotoca rotundifolia","3","9.131051","0.08374","0.048347","0.053788"
"125","Acrotriche affinis","25","5.662668","0.003892","0.000778","9e-06","Acrotriche affinis","25","6.365838","0.347842","0.069568","0.007968","Acrotriche affinis","25","7.361155","0.158619","0.031724","0.001737","Acrotriche affinis","25","8.200439","0.485807","0.097161","0.006455"
"126","Cyathodes fraseri","65","5.650069","0.012582","0.001561","3e-06","Cyathodes fraseri","65","7.026004","0.448695","0.055654","0.003065","Cyathodes fraseri","64","7.084981","0.154273","0.019284","0.000679","Cyathodes fraseri","64","9.259323","0.511446","0.063931","0.002521"
"127","Androstoma empetrifolia","22","5.640384","0.006906","0.001472","1e-05","Androstoma empetrifolia","22","7.416066","0.522127","0.111318","0.009055","Androstoma empetrifolia","22","6.926515","0.077038","0.016425","0.001974","Androstoma empetrifolia","22","9.846214","0.39954","0.085182","0.007335"
"128","Monotoca ledifolia","1","5.660005",NA,NA,"0.000217","Monotoca ledifolia","1","7.198931",NA,NA,"0.1992","Monotoca ledifolia","1","7.229839",NA,NA,"0.043426","Monotoca ledifolia","1","9.215925",NA,NA,"0.161363"
"129","Leucopogon strictus","1","5.672464",NA,NA,"0.000217","Leucopogon strictus","1","6.782192",NA,NA,"0.1992","Leucopogon strictus","1","7.617268",NA,NA,"0.043426","Leucopogon strictus","1","8.412721",NA,NA,"0.161363"
"130","Richea sprengelioides","6","5.635557","0.003821","0.00156","3.6e-05","Richea sprengelioides","6","7.432983","0.361134","0.147432","0.0332","Richea sprengelioides","6","6.803519","0.05109","0.020857","0.007238","Richea sprengelioides","6","9.780421","0.396904","0.162035","0.026894"
"131","Pentachondra involucrata","8","5.64446","0.005837","0.002064","2.7e-05","Pentachondra involucrata","8","7.211754","0.328626","0.116187","0.0249","Pentachondra involucrata","8","6.926554","0.073208","0.025883","0.005428","Pentachondra involucrata","8","9.452622","0.393968","0.139289","0.02017"
"132","Dracophyllum minimum","4","5.636646","0.006614","0.003307","5.4e-05","Dracophyllum minimum","4","7.674725","0.265782","0.132891","0.0498","Dracophyllum minimum","4","6.779646","0.091309","0.045654","0.010857","Dracophyllum minimum","4","10.144451","0.161597","0.080798","0.040341"
"133","Dracophyllum macranthum","2","5.669536","0.000732","0.000518","0.000109","Dracophyllum macranthum","2","7.451109","0.022997","0.016261","0.0996","Dracophyllum macranthum","2","7.339213","0.000459","0.000325","0.021713","Dracophyllum macranthum","2","9.229373","0.018315","0.012951","0.080682"
"134","Brachyloma preissii","11","5.67233","0.004495","0.001355","2e-05","Brachyloma preissii","11","6.412974","0.463167","0.13965","0.018109","Brachyloma preissii","11","7.588941","0.133899","0.040372","0.003948","Brachyloma preissii","11","8.004707","0.588338","0.177391","0.014669"
"135","Styphelia hainesii","7","5.673099","0.002629","0.000994","3.1e-05","Styphelia hainesii","7","5.703747","0.24024","0.090802","0.028457","Styphelia hainesii","6","7.649454","0.106608","0.043523","0.007238","Styphelia hainesii","6","7.214151","0.344244","0.140537","0.026894"
"136","Dracophyllum traversii","17","5.644562","0.011652","0.002826","1.3e-05","Dracophyllum traversii","17","7.760209","0.465291","0.11285","0.011718","Dracophyllum traversii","17","6.994989","0.068845","0.016697","0.002554","Dracophyllum traversii","17","10.004997","0.469094","0.113772","0.009492"
"137","Sphenotoma dracophylloides","5","5.664165","0.004947","0.002212","4.3e-05","Sphenotoma dracophylloides","5","6.528932","0.247825","0.110831","0.03984","Sphenotoma dracophylloides","5","7.351305","0.063905","0.028579","0.008685","Sphenotoma dracophylloides","5","8.300284","0.303112","0.135556","0.032273"
"138","Leucopogon nutans","2","5.670743","0.000487","0.000344","0.000109","Leucopogon nutans","2","6.84817","0.038272","0.027062","0.0996","Leucopogon nutans","2","7.582966","0.010439","0.007381","0.021713","Leucopogon nutans","2","8.519193","0.056441","0.03991","0.080682"
"139","Leucopogon glaucifolius","4","5.671591","0.005686","0.002843","5.4e-05","Leucopogon glaucifolius","4","6.105157","0.229314","0.114657","0.0498","Leucopogon glaucifolius","4","7.579919","0.161688","0.080844","0.010857","Leucopogon glaucifolius","4","7.718498","0.332091","0.166046","0.040341"
"140","Dracophyllum oceanicum","1","5.671431",NA,NA,"0.000217","Dracophyllum oceanicum","1","7.193686",NA,NA,"0.1992","Dracophyllum oceanicum","1","7.307202",NA,NA,"0.043426","Dracophyllum oceanicum","1","8.997766",NA,NA,"0.161363"
"141","Cosmelia rubra","3","5.667061","2e-04","0.000115","7.2e-05","Cosmelia rubra","3","6.924122","0.242544","0.140033","0.0664","Cosmelia rubra","3","7.290262","0.027783","0.016041","0.014475","Cosmelia rubra","3","8.893256","0.191746","0.110705","0.053788"
"142","Dracophyllum filifolium","16","5.642321","0.012508","0.003127","1.4e-05","Dracophyllum filifolium","16","7.513319","0.307375","0.076844","0.01245","Dracophyllum filifolium","16","6.974401","0.068646","0.017162","0.002714","Dracophyllum filifolium","16","9.816596","0.454555","0.113639","0.010085"
"143","Leucopogon corynocarpus","2","5.665906","0.002448","0.001731","0.000109","Leucopogon corynocarpus","2","6.137438","0.188869","0.133551","0.0996","Leucopogon corynocarpus","2","7.373522","0.05635","0.039845","0.021713","Leucopogon corynocarpus","2","7.990581","0.311634","0.220359","0.080682"
"144","Dracophyllum rosmarinifolium","14","5.63614","0.010562","0.002823","1.6e-05","Dracophyllum rosmarinifolium","14","7.496504","0.588935","0.157399","0.014229","Dracophyllum rosmarinifolium","14","6.940288","0.101977","0.027254","0.003102","Dracophyllum rosmarinifolium","14","9.906728","0.406953","0.108763","0.011526"
"145","Leucopogon setiger","4","5.658058","0.008869","0.004435","5.4e-05","Leucopogon setiger","4","6.865756","0.34776","0.17388","0.0498","Leucopogon setiger","4","7.249714","0.126445","0.063222","0.010857","Leucopogon setiger","4","8.933128","0.441483","0.220742","0.040341"
"146","Leucopogon crassiflorus","1","5.678636",NA,NA,"0.000217","Leucopogon crassiflorus","1","6.173786",NA,NA,"0.1992","Leucopogon crassiflorus","1","7.734559",NA,NA,"0.043426","Leucopogon crassiflorus","1","7.699842",NA,NA,"0.161363"
"147","Coleanthera myrtoides","7","5.668472","0.002898","0.001095","3.1e-05","Coleanthera myrtoides","7","6.022437","0.249829","0.094426","0.028457","Coleanthera myrtoides","7","7.513203","0.084982","0.03212","0.006204","Coleanthera myrtoides","7","7.704415","0.310065","0.117194","0.023052"
"148","Erica discolor","8","5.663197","0.007403","0.002617","2.7e-05","Erica discolor","8","6.340516","0.482737","0.170673","0.0249","Erica discolor","8","7.40919","0.113474","0.040119","0.005428","Erica discolor","8","8.176013","0.521768","0.184473","0.02017"
"149","Leucopogon margarodes","7","5.681558","0.002936","0.00111","3.1e-05","Leucopogon margarodes","7","7.370026","0.100404","0.037949","0.028457","Leucopogon margarodes","7","7.447445","0.043385","0.016398","0.006204","Leucopogon margarodes","7","9.064973","0.080811","0.030544","0.023052"
"150","Brachyloma mogin","5","5.665767","0.002263","0.001012","4.3e-05","Brachyloma mogin","5","6.063162","0.097784","0.04373","0.03984","Brachyloma mogin","5","7.509575","0.07355","0.032893","0.008685","Brachyloma mogin","5","7.688695","0.153161","0.068496","0.032273"
"151","Leucopogon blepharolepis","2","5.665906","0.002448","0.001731","0.000109","Leucopogon blepharolepis","2","6.207619","0.15492","0.109545","0.0996","Leucopogon blepharolepis","2","7.421264","0.029194","0.020643","0.021713","Leucopogon blepharolepis","2","7.881995","0.035763","0.025288","0.080682"
"152","Lissanthe brevistyla","1","5.686806",NA,NA,"0.000217","Lissanthe brevistyla","1","6.844815",NA,NA,"0.1992","Lissanthe brevistyla","1","7.59287",NA,NA,"0.043426","Lissanthe brevistyla","1","8.438366",NA,NA,"0.161363"
"153","Leucopogon allittii","5","5.678829","0.005507","0.002463","4.3e-05","Leucopogon allittii","5","6.26042","0.405531","0.181359","0.03984","Leucopogon allittii","5","7.707008","0.061353","0.027438","0.008685","Leucopogon allittii","5","7.745594","0.445881","0.199404","0.032273"
"154","Dracophyllum latifolium","8","5.656271","0.007818","0.002764","2.7e-05","Dracophyllum latifolium","8","7.508406","0.177591","0.062788","0.0249","Dracophyllum latifolium","8","7.000993","0.01778","0.006286","0.005428","Dracophyllum latifolium","8","9.752214","0.208182","0.073603","0.02017"
"155","Leucopogon alternifolius","2","5.667288","0.003422","0.00242","0.000109","Leucopogon alternifolius","2","6.893921","0.095283","0.067375","0.0996","Leucopogon alternifolius","2","7.360668","0.088954","0.0629","0.021713","Leucopogon alternifolius","2","8.740374","0.022173","0.015679","0.080682"
"156","Sphenotoma drummondii","1","5.660701",NA,NA,"0.000217","Sphenotoma drummondii","1","6.705639",NA,NA,"0.1992","Sphenotoma drummondii","1","7.290975",NA,NA,"0.043426","Sphenotoma drummondii","1","8.338784",NA,NA,"0.161363"
"157","Astroloma microdonta","5","5.680339","0.003119","0.001395","4.3e-05","Astroloma microdonta","5","6.213184","0.141583","0.063318","0.03984","Astroloma microdonta","5","7.730436","0.025764","0.011522","0.008685","Astroloma microdonta","5","7.744105","0.112401","0.050267","0.032273"
"158","Rhododendron ponticum","28","5.644814","0.013742","0.002597","8e-06","Rhododendron ponticum","28","6.904457","0.42748","0.080786","0.007114","Rhododendron ponticum","28","6.859245","0.21769","0.04114","0.001551","Rhododendron ponticum","28","9.202871","0.4216","0.079675","0.005763"
"159","Richea milliganii","4","5.64057","0.004063","0.002032","5.4e-05","Richea milliganii","4","7.797627","0.237092","0.118546","0.0498","Richea milliganii","4","6.827133","0.075302","0.037651","0.010857","Richea milliganii","4","10.158251","0.225254","0.112627","0.040341"
"160","Leucopogon rotundifolius","1","5.669364",NA,NA,"0.000217","Leucopogon rotundifolius","1","6.267201",NA,NA,"0.1992","Leucopogon rotundifolius","1","7.501082",NA,NA,"0.043426","Leucopogon rotundifolius","1","7.837554",NA,NA,"0.161363"
"161","Leucopogon plumuliflorus","1","5.675897",NA,NA,"0.000217","Leucopogon plumuliflorus","1","6.295266",NA,NA,"0.1992","Leucopogon plumuliflorus","1","7.706163",NA,NA,"0.043426","Leucopogon plumuliflorus","1","7.804659",NA,NA,"0.161363"
"162","Leucopogon cordatus","5","5.668601","0.00269","0.001203","4.3e-05","Leucopogon cordatus","5","6.871717","0.228162","0.102037","0.03984","Leucopogon cordatus","5","7.480291","0.107515","0.048082","0.008685","Leucopogon cordatus","5","8.619481","0.278165","0.124399","0.032273"
"163","Leucopogon leptanthus","3","5.679431","0.002197","0.001268","7.2e-05","Leucopogon leptanthus","3","6.172002","0.108802","0.062817","0.0664","Leucopogon leptanthus","3","7.743289","0.019433","0.01122","0.014475","Leucopogon leptanthus","3","7.661573","0.089185","0.051491","0.053788"
"164","Pieris japonica","49","5.665624","0.012151","0.001736","4e-06","Pieris japonica","49","7.375399","0.435023","0.062146","0.004065","Pieris japonica","49","7.07538","0.180266","0.025752","0.000886","Pieris japonica","49","9.52623","0.394035","0.056291","0.003293"
"165","Dracophyllum scoparium","2","5.642393","0.013534","0.00957","0.000109","Dracophyllum scoparium","2","7.156046","0.30112","0.212924","0.0996","Dracophyllum scoparium","2","6.557266","0.349803","0.247348","0.021713","Dracophyllum scoparium","2","9.707701","0.573608","0.405602","0.080682"
"166","Ledothamnus guyanensis","9","5.67552","0.012789","0.004263","2.4e-05","Ledothamnus guyanensis","9","7.99462","0.245487","0.081829","0.022133","Ledothamnus guyanensis","9","7.280795","0.112007","0.037336","0.004825","Ledothamnus guyanensis","9","9.749753","0.197817","0.065939","0.017929"
"167","Corema album","9","5.672422","0.002911","0.00097","2.4e-05","Corema album","9","6.436065","0.130488","0.043496","0.022133","Corema album","8","7.341807","0.120329","0.042543","0.005428","Corema album","8","8.206761","0.212039","0.074967","0.02017"
"168","Arbutus canariensis","3","5.650727","0.013952","0.008055","7.2e-05","Arbutus canariensis","3","6.05014","0.27454","0.158506","0.0664","Arbutus canariensis","3","7.517635","0.014143","0.008165","0.014475","Arbutus canariensis","3","7.753405","0.082262","0.047494","0.053788"
"169","Macleania cordifolia","1","5.647388",NA,NA,"0.000217","Macleania cordifolia","1","7.426549",NA,NA,"0.1992","Macleania cordifolia","1","7.085901",NA,NA,"0.043426","Macleania cordifolia","1","8.965845",NA,NA,"0.161363"
"170","Gaultheria fragrantissima","10","5.65381","0.010197","0.003225","2.2e-05","Gaultheria fragrantissima","10","6.87088","0.483771","0.152982","0.01992","Gaultheria fragrantissima","10","7.075061","0.077892","0.024632","0.004343","Gaultheria fragrantissima","10","9.189592","0.297312","0.094018","0.016136"
"171","Symphysia poasana","14","5.67373","0.013476","0.003602","1.6e-05","Symphysia poasana","14","7.701486","0.334523","0.089405","0.014229","Symphysia poasana","14","7.354603","0.121384","0.032441","0.003102","Symphysia poasana","14","9.46869","0.377083","0.10078","0.011526"
"172","Ledothamnus sessiliflorus","1","5.67624",NA,NA,"0.000217","Ledothamnus sessiliflorus","1","7.667626",NA,NA,"0.1992","Ledothamnus sessiliflorus","1","7.273786",NA,NA,"0.043426","Ledothamnus sessiliflorus","1","9.663452",NA,NA,"0.161363"
"173","Vaccinium myrtillus","409","5.6294","0.011715","0.000579","1e-06","Vaccinium myrtillus","409","6.604657","0.370649","0.018327","0.000487","Vaccinium myrtillus","402","6.585913","0.234635","0.011703","0.000108","Vaccinium myrtillus","401","9.245964","0.389618","0.019457","0.000402"
"174","Pyrola picta","97","5.636899","0.013027","0.001323","2e-06","Pyrola picta","97","6.670661","0.653032","0.066305","0.002054","Pyrola picta","96","7.097583","0.282332","0.028815","0.000452","Pyrola picta","96","8.865627","0.741463","0.075675","0.001681"
"175","Leucothoe keiskei","5","5.660252","0.008777","0.003925","4.3e-05","Leucothoe keiskei","5","7.637982","0.203389","0.090958","0.03984","Leucothoe keiskei","5","7.100333","0.089351","0.039959","0.008685","Leucothoe keiskei","5","9.660193","0.119503","0.053443","0.032273"
"176","Vaccinium meridionale","12","5.654893","0.015309","0.004419","1.8e-05","Vaccinium meridionale","12","7.45958","0.285968","0.082552","0.0166","Vaccinium meridionale","12","7.140304","0.10799","0.031174","0.003619","Vaccinium meridionale","12","9.268749","0.307784","0.08885","0.013447"
"177","Phyllodoce aleutica","16","5.629967","0.018988","0.004747","1.4e-05","Phyllodoce aleutica","16","7.50214","0.287774","0.071944","0.01245","Phyllodoce aleutica","16","6.454041","0.459856","0.114964","0.002714","Phyllodoce aleutica","16","10.209423","0.568313","0.142078","0.010085"
"178","Enkianthus campanulatus","18","5.643341","0.01318","0.003107","1.2e-05","Enkianthus campanulatus","18","7.481081","0.280418","0.066095","0.011067","Enkianthus campanulatus","18","6.78622","0.260371","0.06137","0.002413","Enkianthus campanulatus","18","9.879073","0.324421","0.076467","0.008965"
"179","Lyonia lucida","51","5.677551","0.007101","0.000994","4e-06","Lyonia lucida","51","7.199198","0.104442","0.014625","0.003906","Lyonia lucida","50","7.363886","0.069534","0.009834","0.000869","Lyonia lucida","50","9.051866","0.134655","0.019043","0.003227"
"180","Allotropa virgata","40","5.638035","0.012808","0.002025","5e-06","Allotropa virgata","40","7.182504","0.52775","0.083445","0.00498","Allotropa virgata","40","6.983349","0.248598","0.039307","0.001086","Allotropa virgata","40","9.465728","0.70629","0.111674","0.004034"
"181","Rhododendron albiflorum","61","5.620411","0.011909","0.001525","4e-06","Rhododendron albiflorum","61","6.758851","0.635974","0.081428","0.003266","Rhododendron albiflorum","61","6.790096","0.13501","0.017286","0.000712","Rhododendron albiflorum","61","9.317087","0.648349","0.083013","0.002645"
"182","Lyonia ligustrina","49","5.648728","0.007375","0.001054","4e-06","Lyonia ligustrina","49","6.984642","0.137369","0.019624","0.004065","Lyonia ligustrina","48","7.032442","0.109963","0.015872","0.000905","Lyonia ligustrina","48","9.190617","0.139378","0.020117","0.003362"
"183","Rhododendron lapponicum","308","5.586741","0.015417","0.000878","1e-06","Rhododendron lapponicum","308","5.884927","0.556849","0.031729","0.000647","Rhododendron lapponicum","298","6.223467","0.233086","0.013502","0.000146","Rhododendron lapponicum","298","8.909389","0.513025","0.029719","0.000541"
"184","Rhododendron racemosum","28","5.651929","0.014147","0.002674","8e-06","Rhododendron racemosum","28","6.645973","0.48757","0.092142","0.007114","Rhododendron racemosum","28","7.046489","0.122753","0.023198","0.001551","Rhododendron racemosum","28","9.013749","0.263503","0.049797","0.005763"
"185","Themistoclesia epiphytica","17","5.650975","0.011115","0.002696","1.3e-05","Themistoclesia epiphytica","17","7.70171","0.37623","0.091249","0.011718","Themistoclesia epiphytica","17","7.002641","0.119852","0.029068","0.002554","Themistoclesia epiphytica","17","9.607123","0.306769","0.074402","0.009492"
"186","Rhododendron edgeworthii","15","5.652847","0.014512","0.003747","1.4e-05","Rhododendron edgeworthii","15","6.874307","0.514794","0.132919","0.01328","Rhododendron edgeworthii","15","7.074817","0.15939","0.041154","0.002895","Rhododendron edgeworthii","15","9.049607","0.266285","0.068754","0.010758"
"187","Disterigma alaternoides","56","5.660789","0.013168","0.00176","4e-06","Disterigma alaternoides","56","7.448824","0.452326","0.060445","0.003557","Disterigma alaternoides","56","7.122172","0.122382","0.016354","0.000775","Disterigma alaternoides","56","9.368425","0.443049","0.059205","0.002881"
"188","Cassiope selaginoides","25","5.634367","0.019732","0.003946","9e-06","Cassiope selaginoides","25","6.864185","0.579017","0.115803","0.007968","Cassiope selaginoides","25","6.816663","0.251252","0.05025","0.001737","Cassiope selaginoides","25","9.124994","0.275066","0.055013","0.006455"
"189","Rhododendron moulmainense","67","5.674829","0.009569","0.001169","3e-06","Rhododendron moulmainense","67","7.168017","0.317531","0.038793","0.002973","Rhododendron moulmainense","67","7.127907","0.103216","0.01261","0.000648","Rhododendron moulmainense","67","9.35956","0.186857","0.022828","0.002408"
"190","Rhododendron forrestii","3","5.635765","0.010375","0.00599","7.2e-05","Rhododendron forrestii","3","7.431324","1.324507","0.764704","0.0664","Rhododendron forrestii","3","6.873052","0.159441","0.092053","0.014475","Rhododendron forrestii","3","9.356463","0.154524","0.089214","0.053788"
"191","Dracophyllum ramosum","1","5.677952",NA,NA,"0.000217","Dracophyllum ramosum","1","7.633854",NA,NA,"0.1992","Dracophyllum ramosum","1","7.353082",NA,NA,"0.043426","Dracophyllum ramosum","1","9.710631",NA,NA,"0.161363"
"192","Rhododendron ferrugineum","28","5.630505","0.017229","0.003256","8e-06","Rhododendron ferrugineum","28","6.943002","0.364773","0.068936","0.007114","Rhododendron ferrugineum","28","6.824108","0.235762","0.044555","0.001551","Rhododendron ferrugineum","28","9.311209","0.572893","0.108267","0.005763"
"193","Rhodothamnus chamaecistus","7","5.628485","0.014137","0.005343","3.1e-05","Rhodothamnus chamaecistus","7","7.028367","0.361539","0.136649","0.028457","Rhodothamnus chamaecistus","7","6.687514","0.103823","0.039241","0.006204","Rhodothamnus chamaecistus","7","9.549532","0.379991","0.143623","0.023052"
"194","Dracophyllum verticillatum","4","5.678356","0.007908","0.003954","5.4e-05","Dracophyllum verticillatum","4","7.737885","0.238095","0.119048","0.0498","Dracophyllum verticillatum","4","7.415328","0.099196","0.049598","0.010857","Dracophyllum verticillatum","4","9.575703","0.279246","0.139623","0.040341"
"195","Dracophyllum balansae","1","5.688161",NA,NA,"0.000217","Dracophyllum balansae","1","7.6912",NA,NA,"0.1992","Dracophyllum balansae","1","7.392648",NA,NA,"0.043426","Dracophyllum balansae","1","9.301186",NA,NA,"0.161363"
"196","Lyonia ferruginea","19","5.684058","0.005429","0.001245","1.1e-05","Lyonia ferruginea","19","7.203948","0.067231","0.015424","0.010484","Lyonia ferruginea","19","7.431204","0.053478","0.012269","0.002286","Lyonia ferruginea","19","8.973436","0.10055","0.023068","0.008493"
"197","Phyllodoce nipponica","4","5.641337","0.018447","0.009224","5.4e-05","Phyllodoce nipponica","4","7.491386","0.355327","0.177664","0.0498","Phyllodoce nipponica","4","6.669062","0.487877","0.243939","0.010857","Phyllodoce nipponica","4","9.959976","0.70857","0.354285","0.040341"
"198","Harrimanella hypnoides","94","5.610489","0.007829","0.000807","2e-06","Harrimanella hypnoides","94","6.629522","0.505694","0.052158","0.002119","Harrimanella hypnoides","95","6.225895","0.167601","0.017195","0.000457","Harrimanella hypnoides","95","9.6556","0.416304","0.042712","0.001699"
"199","Leucothoe davisiae","10","5.639275","0.009445","0.002987","2.2e-05","Leucothoe davisiae","10","7.282332","0.313313","0.099078","0.01992","Leucothoe davisiae","10","7.234941","0.134015","0.042379","0.004343","Leucothoe davisiae","10","9.220426","0.3006","0.095058","0.016136"
