"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"23","Carvalhoa campanulata","19","5.685186","0.011839","0.002716","5e-06","Carvalhoa campanulata","19","7.22723","0.22914","0.052568","0.008878","Carvalhoa campanulata","19","7.350506","0.097707","0.022416","0.001265","Carvalhoa campanulata","19","9.002037","0.210385","0.048266","0.011421"
"24","Ephippiocarpa orientalis","4","5.69289","0.001135","0.000567","2.5e-05","Ephippiocarpa orientalis","4","6.76886","0.142765","0.071382","0.042168","Ephippiocarpa orientalis","4","7.43477","0.03742","0.01871","0.006008","Ephippiocarpa orientalis","4","8.575638","0.139585","0.069792","0.054252"
"25","Stomatostemma monteiroae","12","5.684928","0.004988","0.00144","8e-06","Stomatostemma monteiroae","12","6.336969","0.306484","0.088474","0.014056","Stomatostemma monteiroae","12","7.574105","0.142904","0.041253","0.002003","Stomatostemma monteiroae","12","8.030324","0.392804","0.113393","0.018084"
"26","Tabernaemontana pachysiphon","43","5.690448","0.008225","0.001254","2e-06","Tabernaemontana pachysiphon","43","7.27813","0.357852","0.054572","0.003923","Tabernaemontana pachysiphon","43","7.349792","0.123349","0.018811","0.000559","Tabernaemontana pachysiphon","43","9.083207","0.371241","0.056614","0.005047"
"27","Fockea multiflora","9","5.688944","0.003886","0.001295","1.1e-05","Fockea multiflora","9","6.265009","0.344242","0.114747","0.018742","Fockea multiflora","9","7.744766","0.070192","0.023397","0.00267","Fockea multiflora","9","7.714819","0.277354","0.092451","0.024112"
"28","Cryptolepis sinensis","33","5.685189","0.008343","0.001452","3e-06","Cryptolepis sinensis","33","7.364555","0.266825","0.046448","0.005111","Cryptolepis sinensis","33","7.210267","0.089049","0.015501","0.000728","Cryptolepis sinensis","33","9.441494","0.24455","0.042571","0.006576"
"29","Cryptolepis buchananii","33","5.679993","0.009108","0.001585","3e-06","Cryptolepis buchananii","33","7.100939","0.366268","0.063759","0.005111","Cryptolepis buchananii","33","7.214481","0.094822","0.016506","0.000728","Cryptolepis buchananii","33","9.202741","0.280795","0.04888","0.006576"
"30","Telosma cordata","12","5.695463","0.008773","0.002533","8e-06","Telosma cordata","12","7.355803","0.173196","0.049997","0.014056","Telosma cordata","12","7.299299","0.142131","0.04103","0.002003","Telosma cordata","12","9.267732","0.288073","0.08316","0.018084"
"31","Cynanchum auriculatum","109","5.6639","0.013764","0.001318","1e-06","Cynanchum auriculatum","109","6.883131","0.503046","0.048183","0.001547","Cynanchum auriculatum","109","7.097941","0.116787","0.011186","0.00022","Cynanchum auriculatum","109","9.094004","0.451404","0.043237","0.001991"
"32","Trachelospermum jasminoides","139","5.672661","0.012475","0.001058","1e-06","Trachelospermum jasminoides","139","7.09304","0.404062","0.034272","0.001213","Trachelospermum jasminoides","139","7.132429","0.109344","0.009274","0.000173","Trachelospermum jasminoides","139","9.279325","0.34942","0.029637","0.001561"
"33","Trachelospermum axillare","89","5.671544","0.01003","0.001063","1e-06","Trachelospermum axillare","89","7.047238","0.376387","0.039897","0.001895","Trachelospermum axillare","89","7.09376","0.103435","0.010964","0.00027","Trachelospermum axillare","89","9.328607","0.208761","0.022129","0.002438"
"34","Tabernaemontana bufalina","15","5.69544","0.008055","0.00208","7e-06","Tabernaemontana bufalina","15","7.533543","0.387886","0.100152","0.011245","Tabernaemontana bufalina","15","7.409767","0.080196","0.020707","0.001602","Tabernaemontana bufalina","15","9.221046","0.308018","0.07953","0.014467"
"35","Rauvolfia verticillata","87","5.687433","0.010498","0.001126","1e-06","Rauvolfia verticillata","87","7.51608","0.383204","0.041084","0.001939","Rauvolfia verticillata","86","7.264597","0.137445","0.014821","0.000279","Rauvolfia verticillata","86","9.474178","0.352896","0.038054","0.002523"
"36","Pottsia laxiflora","57","5.686685","0.011717","0.001552","2e-06","Pottsia laxiflora","57","7.474616","0.416562","0.055175","0.002959","Pottsia laxiflora","57","7.255208","0.129702","0.017179","0.000422","Pottsia laxiflora","57","9.405702","0.340039","0.045039","0.003807"
"37","Allamanda schottii","23","5.689762","0.008212","0.001712","4e-06","Allamanda schottii","23","7.307894","0.395213","0.082408","0.007334","Allamanda schottii","23","7.269532","0.154123","0.032137","0.001045","Allamanda schottii","23","9.291987","0.462009","0.096336","0.009435"
"38","Aganosma cymosa","5","5.696219","0.009428","0.004216","2e-05","Aganosma cymosa","5","7.415244","0.415783","0.185944","0.033735","Aganosma cymosa","5","7.385333","0.087028","0.03892","0.004806","Aganosma cymosa","5","9.270659","0.400116","0.178937","0.043402"
"39","Aganosma schlechteriana","21","5.675367","0.010877","0.002374","5e-06","Aganosma schlechteriana","21","6.877012","0.309564","0.067552","0.008032","Aganosma schlechteriana","21","7.193018","0.127154","0.027747","0.001144","Aganosma schlechteriana","21","9.076497","0.271155","0.059171","0.010334"
"40","Wrightia coccinea","12","5.686835","0.013502","0.003898","8e-06","Wrightia coccinea","12","7.203323","0.425813","0.122922","0.014056","Wrightia coccinea","12","7.274431","0.146533","0.0423","0.002003","Wrightia coccinea","12","9.241228","0.367342","0.106043","0.018084"
"41","Marsdenia tenacissima","17","5.681682","0.011757","0.002851","6e-06","Marsdenia tenacissima","17","7.084917","0.290117","0.070364","0.009922","Marsdenia tenacissima","17","7.244121","0.14564","0.035323","0.001414","Marsdenia tenacissima","17","9.186572","0.222876","0.054055","0.012765"
"42","Plumeria rubra","127","5.693619","0.010436","0.000926","1e-06","Plumeria rubra","127","7.082715","0.556205","0.049355","0.001328","Plumeria rubra","126","7.510695","0.102134","0.009099","0.000191","Plumeria rubra","126","8.797289","0.620866","0.055311","0.001722"
"43","Vallaris solanacea","8","5.692265","0.009036","0.003195","1.2e-05","Vallaris solanacea","8","7.230153","0.407007","0.143899","0.021084","Vallaris solanacea","8","7.437729","0.081212","0.028713","0.003004","Vallaris solanacea","8","8.909559","0.242172","0.085621","0.027126"
"44","Toxocarpus villosus","21","5.686242","0.01153","0.002516","5e-06","Toxocarpus villosus","21","7.192509","0.304443","0.066435","0.008032","Toxocarpus villosus","21","7.301711","0.135464","0.029561","0.001144","Toxocarpus villosus","21","9.091714","0.23667","0.051646","0.010334"
"45","Hoya carnosa","19","5.684894","0.008829","0.002026","5e-06","Hoya carnosa","19","7.500577","0.38744","0.088885","0.008878","Hoya carnosa","19","7.247774","0.118498","0.027185","0.001265","Hoya carnosa","19","9.466088","0.322236","0.073926","0.011421"
"46","Hoya multiflora","41","5.693975","0.011607","0.001813","2e-06","Hoya multiflora","41","7.765257","0.358844","0.056042","0.004114","Hoya multiflora","41","7.288549","0.155063","0.024217","0.000586","Hoya multiflora","41","9.645233","0.380576","0.059436","0.005293"
"47","Amalocalyx microlobus","12","5.694264","0.011187","0.003229","8e-06","Amalocalyx microlobus","12","7.10846","0.235222","0.067903","0.014056","Amalocalyx microlobus","12","7.413215","0.03945","0.011388","0.002003","Amalocalyx microlobus","12","8.889552","0.154092","0.044483","0.018084"
"48","Cynanchum thesioides","101","5.640168","0.017959","0.001787","1e-06","Cynanchum thesioides","101","6.08094","0.53623","0.053357","0.00167","Cynanchum thesioides","101","7.127884","0.198285","0.01973","0.000238","Cynanchum thesioides","101","8.237372","0.577284","0.057442","0.002149"
"49","Tylophora flexuosa","64","5.703023","0.004248","0.000531","2e-06","Tylophora flexuosa","64","6.882182","0.517523","0.06469","0.002636","Tylophora flexuosa","63","7.788094","0.143035","0.018021","0.000381","Tylophora flexuosa","63","8.320681","0.633154","0.07977","0.003445"
"50","Parameria laevigata","6","5.685319","0.006212","0.002536","1.6e-05","Parameria laevigata","6","7.309098","0.434355","0.177325","0.028112","Parameria laevigata","6","7.270275","0.080015","0.032666","0.004005","Parameria laevigata","6","9.475577","0.346549","0.141478","0.036168"
"51","Gymnanthera oblonga","75","5.701801","0.005972","0.00069","1e-06","Gymnanthera oblonga","75","6.950702","0.398695","0.046037","0.002249","Gymnanthera oblonga","70","7.74341","0.119721","0.014309","0.000343","Gymnanthera oblonga","70","8.417086","0.440142","0.052607","0.0031"
"52","Chonemorpha fragrans","25","5.691793","0.013347","0.002669","4e-06","Chonemorpha fragrans","25","7.679922","0.370712","0.074142","0.006747","Chonemorpha fragrans","25","7.344265","0.10949","0.021898","0.000961","Chonemorpha fragrans","25","9.51189","0.386556","0.077311","0.00868"
"53","Micrechites polyantha","17","5.683867","0.013273","0.003219","6e-06","Micrechites polyantha","17","7.485584","0.464664","0.112698","0.009922","Micrechites polyantha","17","7.234107","0.15035","0.036465","0.001414","Micrechites polyantha","17","9.495217","0.362332","0.087878","0.012765"
"54","Sindechites henryi","16","5.669328","0.005446","0.001362","6e-06","Sindechites henryi","16","7.101534","0.251772","0.062943","0.010542","Sindechites henryi","16","7.0573","0.08288","0.02072","0.001502","Sindechites henryi","16","9.348124","0.157204","0.039301","0.013563"
"55","Secamonopsis microphylla","2","5.69558","0.002852","0.002017","4.9e-05","Secamonopsis microphylla","2","6.303072","0.402313","0.284478","0.084337","Secamonopsis microphylla","2","7.665578","0.026511","0.018746","0.012016","Secamonopsis microphylla","2","7.815249","0.079283","0.056062","0.108504"
"56","Forsteronia guyanensis","27","5.699168","0.003151","0.000606","4e-06","Forsteronia guyanensis","27","7.750252","0.204527","0.039361","0.006247","Forsteronia guyanensis","27","7.369427","0.077421","0.0149","0.00089","Forsteronia guyanensis","27","9.545013","0.224659","0.043236","0.008037"
"57","Asclepias tuberosa","227","5.65788","0.015828","0.001051","0","Asclepias tuberosa","227","6.870856","0.347462","0.023062","0.000743","Asclepias tuberosa","226","7.201486","0.214259","0.014252","0.000106","Asclepias tuberosa","226","8.901136","0.413699","0.027519","0.00096"
"58","Tabernaemontana macrocalyx","97","5.695949","0.004774","0.000485","1e-06","Tabernaemontana macrocalyx","97","7.877769","0.304805","0.030948","0.001739","Tabernaemontana macrocalyx","97","7.206799","0.10209","0.010366","0.000248","Tabernaemontana macrocalyx","97","9.858094","0.288422","0.029285","0.002237"
"59","Mandevilla coccinea","21","5.674172","0.004585","0.001001","5e-06","Mandevilla coccinea","21","7.404152","0.161547","0.035252","0.008032","Mandevilla coccinea","21","7.158716","0.069767","0.015224","0.001144","Mandevilla coccinea","21","9.406024","0.102299","0.022323","0.010334"
"60","Aspidosperma cylindrocarpon","94","5.691387","0.007056","0.000728","1e-06","Aspidosperma cylindrocarpon","94","7.231902","0.238527","0.024602","0.001794","Aspidosperma cylindrocarpon","94","7.321419","0.100905","0.010408","0.000256","Aspidosperma cylindrocarpon","94","9.118753","0.248875","0.025669","0.002309"
"61","Asclepias syriaca","267","5.642613","0.01163","0.000712","0","Asclepias syriaca","267","6.729012","0.268362","0.016423","0.000632","Asclepias syriaca","266","7.023749","0.205638","0.012608","9e-05","Asclepias syriaca","266","8.950031","0.365029","0.022381","0.000816"
"62","Asclepias rubra","22","5.669709","0.009863","0.002103","4e-06","Asclepias rubra","22","7.059781","0.198375","0.042294","0.007667","Asclepias rubra","22","7.309448","0.121221","0.025844","0.001092","Asclepias rubra","22","8.961895","0.255841","0.054545","0.009864"
"63","Orthosia angustifolia","19","5.667629","0.007373","0.001691","5e-06","Orthosia angustifolia","19","6.380842","0.499787","0.114659","0.008878","Orthosia angustifolia","19","7.508616","0.121045","0.02777","0.001265","Orthosia angustifolia","19","7.957077","0.416887","0.09564","0.011421"
"64","Tabernaemontana undulata","110","5.697827","0.003908","0.000373","1e-06","Tabernaemontana undulata","110","7.733885","0.271046","0.025843","0.001533","Tabernaemontana undulata","110","7.304269","0.108288","0.010325","0.000218","Tabernaemontana undulata","110","9.641083","0.249868","0.023824","0.001973"
"65","Mandevilla scabra","226","5.696607","0.00741","0.000493","0","Mandevilla scabra","226","7.475832","0.437499","0.029102","0.000746","Mandevilla scabra","225","7.308811","0.103847","0.006923","0.000107","Mandevilla scabra","225","9.361152","0.472048","0.03147","0.000964"
"66","Vincetoxicum nigrum","54","5.656485","0.008018","0.001091","2e-06","Vincetoxicum nigrum","54","6.556981","0.32614","0.044382","0.003124","Vincetoxicum nigrum","51","7.240401","0.126728","0.017745","0.000471","Vincetoxicum nigrum","51","8.410661","0.42665","0.059743","0.004255"
"67","Asclepias incarnata","244","5.642719","0.011369","0.000728","0","Asclepias incarnata","244","6.690975","0.35198","0.022533","0.000691","Asclepias incarnata","244","7.030118","0.237255","0.015189","9.8e-05","Asclepias incarnata","244","8.915848","0.481589","0.030831","0.000889"
"68","Rhigospira quadrangularis","51","5.695906","0.0062","0.000868","2e-06","Rhigospira quadrangularis","51","7.925548","0.272282","0.038127","0.003307","Rhigospira quadrangularis","51","7.18979","0.104276","0.014602","0.000471","Rhigospira quadrangularis","51","9.89716","0.250735","0.03511","0.004255"
"69","Tylophora indica","8","5.700595","0.006064","0.002144","1.2e-05","Tylophora indica","8","7.350714","0.650953","0.230147","0.021084","Tylophora indica","8","7.467489","0.123","0.043487","0.003004","Tylophora indica","8","9.028233","0.86956","0.307436","0.027126"
"70","Asclepias nivea","17","5.695821","0.006179","0.001499","6e-06","Asclepias nivea","17","7.287321","0.2933","0.071136","0.009922","Asclepias nivea","17","7.469353","0.060642","0.014708","0.001414","Asclepias nivea","17","9.008456","0.308768","0.074887","0.012765"
"71","Asclepias speciosa","292","5.642501","0.011575","0.000677","0","Asclepias speciosa","292","6.045145","0.482487","0.028235","0.000578","Asclepias speciosa","292","7.26183","0.236192","0.013822","8.2e-05","Asclepias speciosa","292","8.055276","0.571662","0.033454","0.000743"
"72","Tabernaemontana sananho","83","5.694293","0.006486","0.000712","1e-06","Tabernaemontana sananho","83","7.753046","0.430447","0.047248","0.002032","Tabernaemontana sananho","83","7.169571","0.111265","0.012213","0.00029","Tabernaemontana sananho","83","9.813437","0.443298","0.048658","0.002615"
"73","Apocynum cannabinum","557","5.651462","0.015199","0.000644","0","Apocynum cannabinum","557","6.448161","0.614781","0.026049","0.000303","Apocynum cannabinum","555","7.258266","0.281673","0.011956","4.3e-05","Apocynum cannabinum","555","8.449307","0.783214","0.033246","0.000391"
"74","Cynanchum laeve","63","5.658668","0.005393","0.000679","2e-06","Cynanchum laeve","63","6.859264","0.210718","0.026548","0.002677","Cynanchum laeve","63","7.261674","0.122218","0.015398","0.000381","Cynanchum laeve","63","8.851392","0.279297","0.035188","0.003445"
"75","Mesechites trifidus","260","5.696524","0.008168","0.000507","0","Mesechites trifidus","260","7.577816","0.451071","0.027974","0.000649","Mesechites trifidus","259","7.344208","0.138454","0.008603","9.3e-05","Mesechites trifidus","259","9.484897","0.494018","0.030697","0.000838"
"76","Hemipogon acerosus","29","5.69257","0.006096","0.001132","3e-06","Hemipogon acerosus","29","7.3389","0.204189","0.037917","0.005816","Hemipogon acerosus","29","7.343558","0.069647","0.012933","0.000829","Hemipogon acerosus","29","9.173705","0.194907","0.036193","0.007483"
"77","Asclepias verticillata","257","5.653959","0.015346","0.000957","0","Asclepias verticillata","257","6.681048","0.433456","0.027038","0.000656","Asclepias verticillata","256","7.232641","0.203838","0.01274","9.4e-05","Asclepias verticillata","256","8.678263","0.48291","0.030182","0.000848"
"78","Hancornia speciosa","162","5.696588","0.006179","0.000485","1e-06","Hancornia speciosa","162","7.197565","0.302905","0.023798","0.001041","Hancornia speciosa","162","7.365127","0.070828","0.005565","0.000148","Hancornia speciosa","162","9.043277","0.303399","0.023837","0.00134"
"79","Rhabdadenia biflora","84","5.700608","0.003722","0.000406","1e-06","Rhabdadenia biflora","84","7.476298","0.466905","0.050944","0.002008","Rhabdadenia biflora","79","7.477779","0.093581","0.010529","0.000304","Rhabdadenia biflora","79","9.127323","0.501477","0.056421","0.002747"
"80","Couma guianensis","18","5.700331","0.001664","0.000392","5e-06","Couma guianensis","18","7.794178","0.136216","0.032106","0.009371","Couma guianensis","18","7.291264","0.10402","0.024518","0.001335","Couma guianensis","18","9.693283","0.136279","0.032121","0.012056"
"81","Tabernaemontana rupicola","30","5.699862","0.001736","0.000317","3e-06","Tabernaemontana rupicola","30","7.723197","0.179556","0.032782","0.005622","Tabernaemontana rupicola","30","7.22431","0.069712","0.012728","0.000801","Tabernaemontana rupicola","30","9.745923","0.201062","0.036709","0.007234"
"82","Rauvolfia sellowii","27","5.68077","0.005693","0.001096","4e-06","Rauvolfia sellowii","27","7.365645","0.188712","0.036318","0.006247","Rauvolfia sellowii","27","7.230285","0.093297","0.017955","0.00089","Rauvolfia sellowii","27","9.330208","0.16805","0.032341","0.008037"
"83","Vincetoxicum carnosum","1","5.701613",NA,NA,"9.8e-05","Vincetoxicum carnosum","1","7.015712",NA,NA,"0.168674","Vincetoxicum carnosum","1","7.680176",NA,NA,"0.024032","Vincetoxicum carnosum","1","8.646817",NA,NA,"0.217008"
"84","Forsteronia acouci","64","5.698242","0.002902","0.000363","2e-06","Forsteronia acouci","64","7.788049","0.314643","0.03933","0.002636","Forsteronia acouci","62","7.278447","0.135107","0.017159","0.000388","Forsteronia acouci","62","9.67597","0.352528","0.044771","0.0035"
"85","Cynanchum albiflorum","25","5.69305","0.007733","0.001547","4e-06","Cynanchum albiflorum","25","7.645798","0.481985","0.096397","0.006747","Cynanchum albiflorum","25","7.140499","0.113562","0.022712","0.000961","Cynanchum albiflorum","25","9.79375","0.433679","0.086736","0.00868"
"86","Stipecoma peltigera","24","5.689076","0.005814","0.001187","4e-06","Stipecoma peltigera","24","6.890429","0.288028","0.058793","0.007028","Stipecoma peltigera","24","7.332376","0.090218","0.018416","0.001001","Stipecoma peltigera","24","8.772744","0.312784","0.063847","0.009042"
"87","Parsonsia eucalyptophylla","76","5.678854","0.008181","0.000938","1e-06","Parsonsia eucalyptophylla","76","6.260665","0.349101","0.040045","0.002219","Parsonsia eucalyptophylla","75","7.630349","0.129551","0.014959","0.00032","Parsonsia eucalyptophylla","75","7.862813","0.429846","0.049634","0.002893"
"88","Asclepias involucrata","32","5.661273","0.010996","0.001944","3e-06","Asclepias involucrata","32","5.813195","0.304503","0.053829","0.005271","Asclepias involucrata","32","7.6565","0.099845","0.01765","0.000751","Asclepias involucrata","32","7.425268","0.309469","0.054707","0.006781"
"89","Asclepias amplexicaulis","107","5.657373","0.010423","0.001008","1e-06","Asclepias amplexicaulis","107","6.943416","0.227971","0.022039","0.001576","Asclepias amplexicaulis","107","7.207989","0.168484","0.016288","0.000225","Asclepias amplexicaulis","107","8.948553","0.284882","0.027541","0.002028"
"90","Macropharynx isthmica","13","5.69583","0.004722","0.00131","8e-06","Macropharynx isthmica","13","7.758045","0.159806","0.044322","0.012975","Macropharynx isthmica","13","7.399985","0.059805","0.016587","0.001849","Macropharynx isthmica","13","9.650672","0.227415","0.063074","0.016693"
"91","Oxypetalum banksii","39","5.687427","0.009958","0.001595","3e-06","Oxypetalum banksii","39","7.251871","0.299818","0.048009","0.004325","Oxypetalum banksii","38","7.204484","0.099453","0.016133","0.000632","Oxypetalum banksii","38","9.212267","0.34318","0.055671","0.005711"
"92","Tabernaemontana pandacaqui","135","5.695797","0.011588","0.000997","1e-06","Tabernaemontana pandacaqui","135","7.61139","0.380858","0.032779","0.001249","Tabernaemontana pandacaqui","132","7.40627","0.143351","0.012477","0.000182","Tabernaemontana pandacaqui","132","9.403298","0.436036","0.037952","0.001644"
"93","Asclepias oenotheroides","135","5.68204","0.012177","0.001048","1e-06","Asclepias oenotheroides","135","6.429448","0.586241","0.050456","0.001249","Asclepias oenotheroides","135","7.59285","0.124636","0.010727","0.000178","Asclepias oenotheroides","135","8.064907","0.663692","0.057122","0.001607"
"94","Mandevilla cercophylla","9","5.669892","0.00433","0.001443","1.1e-05","Mandevilla cercophylla","9","7.048914","0.241438","0.080479","0.018742","Mandevilla cercophylla","9","7.158802","0.086365","0.028788","0.00267","Mandevilla cercophylla","9","9.127324","0.34876","0.116253","0.024112"
"95","Asclepias variegata","64","5.665155","0.008803","0.0011","2e-06","Asclepias variegata","64","7.136038","0.153639","0.019205","0.002636","Asclepias variegata","64","7.246329","0.099247","0.012406","0.000376","Asclepias variegata","64","9.110329","0.12633","0.015791","0.003391"
"96","Secamone uncinata","3","5.69244","0.001084","0.000626","3.3e-05","Secamone uncinata","3","6.673505","0.267849","0.154643","0.056225","Secamone uncinata","3","7.581165","0.040628","0.023457","0.008011","Secamone uncinata","3","7.954844","0.264023","0.152434","0.072336"
"97","Asclepias purpurascens","79","5.652741","0.007194","0.000809","1e-06","Asclepias purpurascens","79","6.911369","0.197247","0.022192","0.002135","Asclepias purpurascens","79","7.137275","0.11755","0.013225","0.000304","Asclepias purpurascens","79","9.006676","0.194527","0.021886","0.002747"
"98","Vincetoxicum stocksii","1","5.672808",NA,NA,"9.8e-05","Vincetoxicum stocksii","1","5.814131",NA,NA,"0.168674","Vincetoxicum stocksii","1","7.573531",NA,NA,"0.024032","Vincetoxicum stocksii","1","7.284821",NA,NA,"0.217008"
"99","Vincetoxicum hirundinaria","306","5.639177","0.011462","0.000655","0","Vincetoxicum hirundinaria","306","6.42827","0.329295","0.018825","0.000551","Vincetoxicum hirundinaria","304","6.860847","0.218611","0.012538","7.9e-05","Vincetoxicum hirundinaria","304","8.783169","0.41102","0.023574","0.000714"
"100","Rauvolfia mannii","58","5.692155","0.00413","0.000542","2e-06","Rauvolfia mannii","58","7.502202","0.2441","0.032052","0.002908","Rauvolfia mannii","58","7.117543","0.117782","0.015466","0.000414","Rauvolfia mannii","58","9.586808","0.23071","0.030294","0.003742"
