"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"100","Solanum aphyodendron","113","5.677207","0.013996","0.001317","2e-06","Solanum aphyodendron","113","7.416619","0.435838","0.041","0.002041","Solanum aphyodendron","112","7.294607","0.162369","0.015342","0.00034","Solanum aphyodendron","112","9.276021","0.442654","0.041827","0.002978"
"101","Solanum pubigerum","33","5.671806","0.015386","0.002678","5e-06","Solanum pubigerum","33","6.888749","0.437259","0.076117","0.00699","Solanum pubigerum","33","7.453477","0.122512","0.021327","0.001155","Solanum pubigerum","33","8.528105","0.461261","0.080295","0.010106"
"102","Physalis nicandroides","48","5.681896","0.011644","0.001681","4e-06","Physalis nicandroides","48","6.821531","0.476667","0.068801","0.004806","Physalis nicandroides","48","7.502549","0.099671","0.014386","0.000794","Physalis nicandroides","48","8.496177","0.485809","0.07012","0.006948"
"103","Solanum peruvianum","28","5.671335","0.012271","0.002319","6e-06","Solanum peruvianum","27","3.44799","2.133119","0.410519","0.008238","Solanum peruvianum","27","7.352659","0.183551","0.035324","0.001411","Solanum peruvianum","27","5.591863","1.864681","0.358858","0.012352"
"104","Nothocestrum longifolium","4","5.671686","0.003231","0.001616","4.4e-05","Nothocestrum longifolium","4","7.837979","0.064713","0.032357","0.057667","Nothocestrum longifolium","4","7.235952","0.090834","0.045417","0.009527","Nothocestrum longifolium","4","9.490986","0.188538","0.094269","0.083376"
"105","Physalis cordata","76","5.686268","0.015525","0.001781","2e-06","Physalis cordata","76","7.305307","0.495318","0.056817","0.003035","Physalis cordata","73","7.41992","0.120621","0.014118","0.000522","Physalis cordata","73","9.052389","0.475888","0.055698","0.004569"
"106","Physalis heterophylla","201","5.645113","0.011786","0.000831","1e-06","Physalis heterophylla","201","6.774491","0.296161","0.02089","0.001148","Physalis heterophylla","200","7.112133","0.212905","0.015055","0.000191","Physalis heterophylla","200","8.882129","0.417766","0.029541","0.001668"
"107","Solanum coriaceum","30","5.698944","0.005737","0.001047","6e-06","Solanum coriaceum","30","7.782146","0.187512","0.034235","0.007689","Solanum coriaceum","30","7.350617","0.059011","0.010774","0.00127","Solanum coriaceum","30","9.585948","0.184415","0.033669","0.011117"
"108","Physalis longifolia","116","5.649236","0.011733","0.001089","2e-06","Physalis longifolia","116","6.362782","0.520449","0.048322","0.001989","Physalis longifolia","116","7.320863","0.234147","0.02174","0.000329","Physalis longifolia","116","8.257549","0.703432","0.065312","0.002875"
"109","Solanum ursinum","14","5.671631","0.017679","0.004725","1.3e-05","Solanum ursinum","14","7.083519","0.331063","0.08848","0.016476","Solanum ursinum","14","7.273995","0.149719","0.040014","0.002722","Solanum ursinum","14","8.959443","0.334371","0.089364","0.023822"
"110","Solanum argentinum","51","5.679881","0.011167","0.001564","3e-06","Solanum argentinum","51","6.503807","0.386887","0.054175","0.004523","Solanum argentinum","51","7.492675","0.066398","0.009298","0.000747","Solanum argentinum","51","8.254879","0.423661","0.059324","0.006539"
"111","Solanum myriacanthum","45","5.686253","0.010657","0.001589","4e-06","Solanum myriacanthum","45","7.357191","0.454108","0.067694","0.005126","Solanum myriacanthum","45","7.450659","0.076779","0.011446","0.000847","Solanum myriacanthum","45","9.051126","0.496521","0.074017","0.007411"
"112","Petunia integrifolia","58","5.676842","0.006073","0.000797","3e-06","Petunia integrifolia","58","7.277784","0.174405","0.0229","0.003977","Petunia integrifolia","58","7.275802","0.129091","0.01695","0.000657","Petunia integrifolia","58","9.236289","0.239889","0.031499","0.00575"
"113","Solanum colombianum","26","5.660092","0.016227","0.003182","7e-06","Solanum colombianum","26","7.46218","0.397759","0.078007","0.008872","Solanum colombianum","26","7.039065","0.127522","0.025009","0.001466","Solanum colombianum","26","9.581291","0.324658","0.063671","0.012827"
"114","Solanum bolivianum","8","5.670597","0.011638","0.004115","2.2e-05","Solanum bolivianum","8","6.998679","0.443317","0.156736","0.028834","Solanum bolivianum","8","7.327907","0.057636","0.020377","0.004763","Solanum bolivianum","8","8.90862","0.441688","0.15616","0.041688"
"115","Solanum berthaultii","15","5.664455","0.013885","0.003585","1.2e-05","Solanum berthaultii","15","6.135062","0.548115","0.141523","0.015378","Solanum berthaultii","15","7.475801","0.059503","0.015364","0.00254","Solanum berthaultii","15","7.935136","0.617477","0.159432","0.022234"
"116","Solanum uncinellum","151","5.69575","0.009421","0.000767","1e-06","Solanum uncinellum","151","7.62367","0.382484","0.031126","0.001528","Solanum uncinellum","151","7.277229","0.131629","0.010712","0.000252","Solanum uncinellum","151","9.539538","0.422318","0.034368","0.002209"
"117","Dunalia brachyacantha","27","5.661836","0.012538","0.002413","7e-06","Dunalia brachyacantha","27","6.234354","0.421883","0.081191","0.008543","Dunalia brachyacantha","27","7.442264","0.096231","0.01852","0.001411","Dunalia brachyacantha","27","8.047592","0.481274","0.092621","0.012352"
"118","Solanum thomasiifolium","21","5.687013","0.006367","0.001389","8e-06","Solanum thomasiifolium","21","6.804937","0.355807","0.077643","0.010984","Solanum thomasiifolium","21","7.330242","0.07979","0.017412","0.001815","Solanum thomasiifolium","21","8.704091","0.415446","0.090658","0.015881"
"119","Solanum diphyllum","66","5.694625","0.010149","0.001249","3e-06","Solanum diphyllum","66","7.185451","0.430158","0.052949","0.003495","Solanum diphyllum","64","7.492914","0.08784","0.01098","0.000595","Solanum diphyllum","64","8.877606","0.462754","0.057844","0.005211"
"120","Solanum lanceolatum","69","5.680122","0.014404","0.001734","3e-06","Solanum lanceolatum","69","7.096794","0.420674","0.050643","0.003343","Solanum lanceolatum","69","7.456847","0.086126","0.010368","0.000552","Solanum lanceolatum","69","8.770671","0.473788","0.057037","0.004833"
"121","Solanum turneroides","30","5.689268","0.008237","0.001504","6e-06","Solanum turneroides","30","6.945234","0.39728","0.072533","0.007689","Solanum turneroides","30","7.449156","0.053142","0.009702","0.00127","Solanum turneroides","30","8.692781","0.441269","0.080564","0.011117"
"122","Lycianthes amatitlanensis","35","5.689746","0.015507","0.002621","5e-06","Lycianthes amatitlanensis","35","7.761907","0.433085","0.073205","0.006591","Lycianthes amatitlanensis","35","7.297343","0.168961","0.02856","0.001089","Lycianthes amatitlanensis","35","9.694221","0.492201","0.083197","0.009529"
"123","Melananthus guatemalensis","8","5.692723","0.00959","0.003391","2.2e-05","Melananthus guatemalensis","8","7.160145","0.239057","0.084519","0.028834","Melananthus guatemalensis","8","7.541011","0.10407","0.036794","0.004763","Melananthus guatemalensis","8","8.831791","0.283863","0.100361","0.041688"
"124","Petunia bonjardinensis","1","5.659656",NA,NA,"0.000176","Petunia bonjardinensis","1","7.437795",NA,NA,"0.230668","Petunia bonjardinensis","1","6.997596",NA,NA,"0.038107","Petunia bonjardinensis","1","9.635543",NA,NA,"0.333506"
"125","Solanum galapagense","5","5.69363","0.001821","0.000814","3.5e-05","Solanum galapagense","5","6.256428","0.226895","0.101471","0.046134","Solanum galapagense","3","7.354755","0.051509","0.029739","0.012702","Solanum galapagense","3","7.583551","0.607016","0.350461","0.111169"
"126","Solanum chilense","14","5.650795","0.017302","0.004624","1.3e-05","Solanum chilense","13","3.647708","1.430479","0.396743","0.016476","Solanum chilense","14","7.59675","0.144739","0.038683","0.002722","Solanum chilense","13","5.360918","1.27477","0.353558","0.023822"
"127","Solanum hayesii","19","5.6981","0.004241","0.000973","9e-06","Solanum hayesii","19","7.957799","0.326303","0.074859","0.01214","Solanum hayesii","18","7.404704","0.072178","0.017013","0.002117","Solanum hayesii","18","9.732526","0.31229","0.073607","0.018528"
"128","Solanum neorickii","9","5.666298","0.008596","0.002865","2e-05","Solanum neorickii","9","6.641579","0.338091","0.112697","0.02563","Solanum neorickii","9","7.268366","0.088161","0.029387","0.004234","Solanum neorickii","9","8.567807","0.413502","0.137834","0.037056"
"129","Solanum lichtensteinii","36","5.676529","0.009469","0.001578","5e-06","Solanum lichtensteinii","36","6.321194","0.300472","0.050079","0.006407","Solanum lichtensteinii","36","7.601194","0.139282","0.023214","0.001059","Solanum lichtensteinii","36","7.908323","0.411203","0.068534","0.009264"
"130","Nicotiana undulata","22","5.639904","0.015459","0.003296","8e-06","Nicotiana undulata","22","5.642347","1.037113","0.221113","0.010485","Nicotiana undulata","22","7.403228","0.157494","0.033578","0.001732","Nicotiana undulata","22","7.553328","1.134338","0.241842","0.015159"
"131","Hyoscyamus albus","98","5.666339","0.007032","0.00071","2e-06","Hyoscyamus albus","98","6.311255","0.31341","0.031659","0.002354","Hyoscyamus albus","83","7.350836","0.108446","0.011903","0.000459","Hyoscyamus albus","83","8.12856","0.359767","0.03949","0.004018"
"132","Solanum brownii","11","5.666835","0.005944","0.001792","1.6e-05","Solanum brownii","11","6.760066","0.272747","0.082236","0.02097","Solanum brownii","11","7.403766","0.12041","0.036305","0.003464","Solanum brownii","11","8.561366","0.391051","0.117906","0.030319"
"133","Solanum ochranthum","23","5.658515","0.022699","0.004733","8e-06","Solanum ochranthum","23","7.221302","0.466216","0.097213","0.010029","Solanum ochranthum","23","7.084365","0.14376","0.029976","0.001657","Solanum ochranthum","23","9.335041","0.401769","0.083775","0.0145"
"134","Solanum stoloniferum","65","5.664311","0.012995","0.001612","3e-06","Solanum stoloniferum","65","6.550797","0.458499","0.05687","0.003549","Solanum stoloniferum","65","7.527356","0.114604","0.014215","0.000586","Solanum stoloniferum","65","8.20504","0.505019","0.06264","0.005131"
"135","Solanum lyratum","138","5.660263","0.011693","0.000995","1e-06","Solanum lyratum","138","7.077814","0.412956","0.035153","0.001672","Solanum lyratum","136","7.082099","0.122323","0.010489","0.00028","Solanum lyratum","136","9.182364","0.445305","0.038185","0.002452"
"136","Solanum rovirosanum","13","5.695446","0.008443","0.002342","1.4e-05","Solanum rovirosanum","13","8.040021","0.27212","0.075473","0.017744","Solanum rovirosanum","13","7.409415","0.070417","0.01953","0.002931","Solanum rovirosanum","13","9.806563","0.21104","0.058532","0.025654"
"137","Atropa belladonna","124","5.64389","0.00925","0.000831","1e-06","Atropa belladonna","124","6.607306","0.266071","0.023894","0.00186","Atropa belladonna","122","6.886329","0.224604","0.020335","0.000312","Atropa belladonna","122","8.949996","0.454324","0.041133","0.002734"
"138","Cestrum strigillatum","175","5.685649","0.011847","0.000896","1e-06","Cestrum strigillatum","175","7.204227","0.407399","0.030796","0.001318","Cestrum strigillatum","175","7.319981","0.124489","0.00941","0.000218","Cestrum strigillatum","175","9.104028","0.478125","0.036143","0.001906"
"139","Hyoscyamus pusillus","31","5.640585","0.017505","0.003144","6e-06","Hyoscyamus pusillus","31","5.349966","0.800625","0.143796","0.007441","Hyoscyamus pusillus","31","7.337045","0.22466","0.04035","0.001229","Hyoscyamus pusillus","31","7.216727","0.829302","0.148947","0.010758"
"140","Capsicum chacoense","73","5.683501","0.009477","0.001109","2e-06","Capsicum chacoense","73","6.629512","0.399188","0.046721","0.00316","Capsicum chacoense","73","7.508791","0.077842","0.009111","0.000522","Capsicum chacoense","73","8.347028","0.445179","0.052104","0.004569"
"141","Solanum pseudocapsicum","310","5.673705","0.011915","0.000677","1e-06","Solanum pseudocapsicum","310","6.975951","0.467581","0.026557","0.000744","Solanum pseudocapsicum","305","7.335828","0.172772","0.009893","0.000125","Solanum pseudocapsicum","305","8.846667","0.575055","0.032928","0.001093"
"142","Solanum supinum","11","5.67652","0.008352","0.002518","1.6e-05","Solanum supinum","11","6.153687","0.333454","0.10054","0.02097","Solanum supinum","11","7.754106","0.156589","0.047213","0.003464","Solanum supinum","11","7.578021","0.508723","0.153386","0.030319"
"143","Nicotiana obtusifolia","190","5.675426","0.012382","0.000898","1e-06","Nicotiana obtusifolia","190","5.774855","0.61093","0.044322","0.001214","Nicotiana obtusifolia","187","7.685031","0.139903","0.010231","0.000204","Nicotiana obtusifolia","187","7.32727","0.660173","0.048277","0.001783"
"144","Withania coagulans","3","5.672225","0.005333","0.003079","5.9e-05","Withania coagulans","3","5.911171","0.142643","0.082355","0.076889","Withania coagulans","3","7.57032","0.098829","0.057059","0.012702","Withania coagulans","3","7.53273","0.320847","0.185241","0.111169"
"145","Mandragora caulescens","41","5.630439","0.017899","0.002795","4e-06","Mandragora caulescens","41","6.489109","0.482096","0.075291","0.005626","Mandragora caulescens","41","6.954776","0.221053","0.034523","0.000929","Mandragora caulescens","41","8.742537","0.444967","0.069492","0.008134"
"146","Lycium barbarum","304","5.644873","0.011469","0.000658","1e-06","Lycium barbarum","304","6.336253","0.4853","0.027834","0.000759","Lycium barbarum","302","7.086953","0.301138","0.017329","0.000126","Lycium barbarum","302","8.4526","0.682147","0.039253","0.001104"
"147","Lycianthes heteroclita","52","5.691794","0.010381","0.00144","3e-06","Lycianthes heteroclita","52","7.706305","0.395943","0.054907","0.004436","Lycianthes heteroclita","52","7.438561","0.085717","0.011887","0.000733","Lycianthes heteroclita","52","9.476284","0.407542","0.056516","0.006414"
"148","Solanum crispum","25","5.645638","0.015402","0.00308","7e-06","Solanum crispum","25","6.792","0.807311","0.161462","0.009227","Solanum crispum","24","7.053255","0.280077","0.05717","0.001588","Solanum crispum","24","8.984113","1.035692","0.21141","0.013896"
"149","Solanum acaule","34","5.644003","0.017181","0.002947","5e-06","Solanum acaule","34","5.888069","0.781501","0.134026","0.006784","Solanum acaule","34","7.416933","0.141105","0.024199","0.001121","Solanum acaule","34","7.756271","0.858284","0.147194","0.009809"
"150","Cestrum aurantiacum","32","5.67533","0.01148","0.002029","6e-06","Cestrum aurantiacum","32","7.268844","0.264895","0.046827","0.007208","Cestrum aurantiacum","32","7.416675","0.063253","0.011182","0.001191","Cestrum aurantiacum","32","9.047997","0.371596","0.06569","0.010422"
"151","Solanum paposanum","6","5.657739","0.011746","0.004795","2.9e-05","Solanum paposanum","6","4.462741","1.581036","0.645455","0.038445","Solanum paposanum","6","7.473115","0.105288","0.042984","0.006351","Solanum paposanum","6","6.170662","1.512069","0.6173","0.055584"
"152","Saracha punctata","28","5.660299","0.017078","0.003227","6e-06","Saracha punctata","28","6.97435","0.414696","0.07837","0.008238","Saracha punctata","28","7.165128","0.144288","0.027268","0.001361","Saracha punctata","28","9.000742","0.478239","0.090379","0.011911"
"153","Datura ferox","176","5.674538","0.011245","0.000848","1e-06","Datura ferox","176","6.328754","0.713733","0.0538","0.001311","Datura ferox","174","7.552153","0.187429","0.014209","0.000219","Datura ferox","174","8.013084","0.716347","0.054306","0.001917"
"154","Acnistus arborescens","124","5.68296","0.012021","0.00108","1e-06","Acnistus arborescens","124","7.237183","0.612667","0.055019","0.00186","Acnistus arborescens","123","7.247656","0.149106","0.013444","0.00031","Acnistus arborescens","123","9.181533","0.63811","0.057536","0.002711"
"155","Physalis cinerascens","42","5.681504","0.010812","0.001668","4e-06","Physalis cinerascens","42","6.453334","0.498205","0.076875","0.005492","Physalis cinerascens","42","7.539578","0.099063","0.015286","0.000907","Physalis cinerascens","42","8.105251","0.572352","0.088316","0.007941"
"156","Solanum valdiviense","13","5.64356","0.007141","0.001981","1.4e-05","Solanum valdiviense","13","7.446515","0.264402","0.073332","0.017744","Solanum valdiviense","13","6.913132","0.145501","0.040355","0.002931","Solanum valdiviense","13","9.722233","0.376946","0.104546","0.025654"
"157","Nicotiana tomentosa","20","5.672055","0.018852","0.004215","9e-06","Nicotiana tomentosa","20","7.121825","0.363203","0.081215","0.011533","Nicotiana tomentosa","20","7.232257","0.094297","0.021085","0.001905","Nicotiana tomentosa","20","9.159164","0.366551","0.081963","0.016675"
"158","Solanum caripense","43","5.663253","0.018278","0.002787","4e-06","Solanum caripense","43","7.103784","0.476449","0.072658","0.005364","Solanum caripense","43","7.14944","0.178735","0.027257","0.000886","Solanum caripense","43","9.122758","0.544315","0.083007","0.007756"
"159","Cestrum fragile","10","5.684578","0.011085","0.003505","1.8e-05","Cestrum fragile","10","7.92476","0.274205","0.086711","0.023067","Cestrum fragile","10","7.332469","0.123564","0.039074","0.003811","Cestrum fragile","10","9.707857","0.299818","0.094811","0.033351"
