"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"171","Solanum johnsonianum","1","5.685109",NA,NA,"0.000176","Solanum johnsonianum","1","6.50279",NA,NA,"0.230668","Solanum johnsonianum","1","7.657755",NA,NA,"0.038107","Solanum johnsonianum","1","8.038512",NA,NA,"0.333506"
"172","Solanum capsicoides","146","5.684104","0.013002","0.001076","1e-06","Solanum capsicoides","147","7.254658","0.389264","0.032106","0.001569","Solanum capsicoides","145","7.329023","0.170268","0.01414","0.000263","Solanum capsicoides","145","9.125649","0.392494","0.032595","0.0023"
"173","Physalis glutinosa","21","5.6701","0.008613","0.00188","8e-06","Physalis glutinosa","21","6.432993","0.357578","0.07803","0.010984","Physalis glutinosa","21","7.532761","0.078228","0.017071","0.001815","Physalis glutinosa","21","8.059386","0.402898","0.08792","0.015881"
"174","Lycianthes multiflora","19","5.691558","0.008802","0.002019","9e-06","Lycianthes multiflora","19","7.792013","0.320119","0.07344","0.01214","Lycianthes multiflora","19","7.416621","0.071401","0.016381","0.002006","Lycianthes multiflora","19","9.571113","0.261311","0.059949","0.017553"
"175","Solanum prinophyllum","25","5.666082","0.006404","0.001281","7e-06","Solanum prinophyllum","25","6.976966","0.247184","0.049437","0.009227","Solanum prinophyllum","24","7.321617","0.075874","0.015488","0.001588","Solanum prinophyllum","24","8.8361","0.234173","0.0478","0.013896"
"176","Solanum chippendalei","61","5.695672","0.00544","0.000697","3e-06","Solanum chippendalei","61","5.82258","0.287628","0.036827","0.003781","Solanum chippendalei","61","8.035092","0.053384","0.006835","0.000625","Solanum chippendalei","61","7.115478","0.249564","0.031953","0.005467"
"177","Brugmansia sanguinea","24","5.653072","0.015714","0.003208","7e-06","Brugmansia sanguinea","24","6.606389","1.483171","0.302751","0.009611","Brugmansia sanguinea","24","7.043012","0.134433","0.027441","0.001588","Brugmansia sanguinea","24","8.851259","1.104979","0.225553","0.013896"
"178","Solanum montanum","11","5.677917","0.002974","0.000897","1.6e-05","Solanum montanum","10","2.216365","1.196983","0.378519","0.02097","Solanum montanum","11","7.230397","0.213023","0.064229","0.003464","Solanum montanum","11","5.21204","0.805625","0.242905","0.030319"
"179","Solanum donianum","20","5.700425","0.001937","0.000433","9e-06","Solanum donianum","20","7.040295","0.298609","0.066771","0.011533","Solanum donianum","19","7.517497","0.042361","0.009718","0.002006","Solanum donianum","19","8.737512","0.303024","0.069518","0.017553"
"180","Solanum sitiens","1","5.639955",NA,NA,"0.000176","Solanum sitiens","1","3.178054",NA,NA,"0.230668","Solanum sitiens","1","7.599902",NA,NA,"0.038107","Solanum sitiens","1","5.043425",NA,NA,"0.333506"
"181","Physochlaina praealta","25","5.62028","0.024316","0.004863","7e-06","Physochlaina praealta","25","5.590567","0.812761","0.162552","0.009227","Physochlaina praealta","25","7.090865","0.239059","0.047812","0.001524","Physochlaina praealta","25","7.724566","0.858349","0.17167","0.01334"
"182","Physalis viscosa","122","5.675686","0.011254","0.001019","1e-06","Physalis viscosa","122","6.656095","0.565689","0.051215","0.001891","Physalis viscosa","120","7.444228","0.104848","0.009571","0.000318","Physalis viscosa","120","8.452458","0.619623","0.056564","0.002779"
"183","Solanum giganteum","58","5.680011","0.010625","0.001395","3e-06","Solanum giganteum","58","6.97974","0.435175","0.057141","0.003977","Solanum giganteum","58","7.38115","0.123786","0.016254","0.000657","Solanum giganteum","58","8.788787","0.501767","0.065885","0.00575"
"184","Solanum adscendens","34","5.689756","0.013386","0.002296","5e-06","Solanum adscendens","34","6.571837","0.541281","0.092829","0.006784","Solanum adscendens","34","7.576449","0.091706","0.015727","0.001121","Solanum adscendens","34","8.248451","0.61263","0.105065","0.009809"
"185","Przewalskia tangutica","29","5.61075","0.017816","0.003308","6e-06","Przewalskia tangutica","29","6.061999","0.398897","0.074073","0.007954","Przewalskia tangutica","29","6.906614","0.209155","0.038839","0.001314","Przewalskia tangutica","29","8.448312","0.398433","0.073987","0.0115"
"186","Hyoscyamus niger","315","5.636652","0.012098","0.000682","1e-06","Hyoscyamus niger","315","6.484051","0.309734","0.017452","0.000732","Hyoscyamus niger","301","6.794966","0.269399","0.015528","0.000127","Hyoscyamus niger","301","8.896201","0.455565","0.026258","0.001108"
"187","Solanum esuriale","222","5.68231","0.009969","0.000669","1e-06","Solanum esuriale","222","5.881355","0.505589","0.033933","0.001039","Solanum esuriale","221","7.795901","0.173907","0.011698","0.000172","Solanum esuriale","221","7.297016","0.633151","0.04259","0.001509"
"188","Solanum morelliforme","4","5.671478","0.010214","0.005107","4.4e-05","Solanum morelliforme","4","6.977028","0.44312","0.22156","0.057667","Solanum morelliforme","4","7.323083","0.102531","0.051266","0.009527","Solanum morelliforme","4","8.852911","0.355718","0.177859","0.083376"
"189","Cestrum oblongifolium","20","5.673365","0.007496","0.001676","9e-06","Cestrum oblongifolium","20","6.774821","0.367001","0.082064","0.011533","Cestrum oblongifolium","20","7.474682","0.066921","0.014964","0.001905","Cestrum oblongifolium","20","8.379365","0.434504","0.097158","0.016675"
"190","Cestrum fasciculatum","9","5.670434","0.01623","0.00541","2e-05","Cestrum fasciculatum","9","6.993366","0.528069","0.176023","0.02563","Cestrum fasciculatum","9","7.354879","0.153871","0.05129","0.004234","Cestrum fasciculatum","9","8.812265","0.544214","0.181405","0.037056"
"191","Solanum candidum","78","5.692795","0.009345","0.001058","2e-06","Solanum candidum","78","7.393341","0.48874","0.055339","0.002957","Solanum candidum","77","7.424844","0.181656","0.020702","0.000495","Solanum candidum","77","9.133126","0.566645","0.064575","0.004331"
"192","Quincula lobata","109","5.665181","0.014294","0.001369","2e-06","Quincula lobata","109","6.102922","0.329003","0.031513","0.002116","Quincula lobata","109","7.627217","0.109465","0.010485","0.00035","Quincula lobata","109","7.700065","0.381523","0.036543","0.00306"
"193","Datura ceratocaula","20","5.676184","0.010856","0.002427","9e-06","Datura ceratocaula","20","6.506476","0.297907","0.066614","0.011533","Datura ceratocaula","20","7.53547","0.045325","0.010135","0.001905","Datura ceratocaula","20","8.137783","0.338381","0.075664","0.016675"
"194","Solanum citrullifolium","28","5.673511","0.009733","0.001839","6e-06","Solanum citrullifolium","28","5.972195","0.457457","0.086451","0.008238","Solanum citrullifolium","28","7.658044","0.084708","0.016008","0.001361","Solanum citrullifolium","28","7.533965","0.498813","0.094267","0.011911"
"195","Physalis microphysa","14","5.673839","0.007147","0.00191","1.3e-05","Physalis microphysa","14","5.992793","0.26564","0.070995","0.016476","Physalis microphysa","14","7.628664","0.074908","0.02002","0.002722","Physalis microphysa","14","7.554226","0.364697","0.097469","0.023822"
"196","Capsicum chinense","65","5.697615","0.006915","0.000858","3e-06","Capsicum chinense","65","7.823824","0.344799","0.042767","0.003549","Capsicum chinense","64","7.23188","0.123144","0.015393","0.000595","Capsicum chinense","64","9.765815","0.418626","0.052328","0.005211"
"197","Solanum mammosum","113","5.694108","0.010555","0.000993","2e-06","Solanum mammosum","113","7.528938","0.85386","0.080324","0.002041","Solanum mammosum","113","7.332339","0.152996","0.014393","0.000337","Solanum mammosum","113","9.424618","0.696481","0.065519","0.002951"
"198","Solanum jamaicense","156","5.697709","0.008081","0.000647","1e-06","Solanum jamaicense","156","7.740941","0.408783","0.032729","0.001479","Solanum jamaicense","150","7.348701","0.150054","0.012252","0.000254","Solanum jamaicense","150","9.557982","0.456376","0.037263","0.002223"
"199","Solanum oxyphyllum","14","5.692313","0.007076","0.001891","1.3e-05","Solanum oxyphyllum","14","7.789084","0.471692","0.126065","0.016476","Solanum oxyphyllum","14","7.144537","0.088711","0.023709","0.002722","Solanum oxyphyllum","14","9.885902","0.477309","0.127566","0.023822"
"200","Solanum thelopodium","59","5.695921","0.008768","0.001141","3e-06","Solanum thelopodium","59","7.885995","0.348797","0.04541","0.00391","Solanum thelopodium","59","7.180259","0.115291","0.01501","0.000646","Solanum thelopodium","59","9.894103","0.374963","0.048816","0.005653"
"201","Solanum nemorense","37","5.694093","0.009516","0.001564","5e-06","Solanum nemorense","37","7.698016","0.342882","0.056369","0.006234","Solanum nemorense","37","7.1746","0.118547","0.019489","0.00103","Solanum nemorense","37","9.715438","0.390653","0.064223","0.009014"
"202","Browallia speciosa","27","5.679152","0.013741","0.002644","7e-06","Browallia speciosa","27","7.714738","0.386223","0.074329","0.008543","Browallia speciosa","27","7.146981","0.101001","0.019438","0.001411","Browallia speciosa","27","9.766589","0.38237","0.073587","0.012352"
"203","Solanum pseudolulo","16","5.693291","0.009359","0.00234","1.1e-05","Solanum pseudolulo","16","7.788608","0.375754","0.093938","0.014417","Solanum pseudolulo","16","7.272334","0.139337","0.034834","0.002382","Solanum pseudolulo","16","9.740782","0.407102","0.101776","0.020844"
"204","Solanum occultum","26","5.694077","0.007968","0.001563","7e-06","Solanum occultum","26","7.727827","0.414285","0.081248","0.008872","Solanum occultum","26","7.141911","0.088181","0.017294","0.001466","Solanum occultum","26","9.762199","0.507573","0.099543","0.012827"
"205","Solanum monachophyllum","69","5.70366","0.004271","0.000514","3e-06","Solanum monachophyllum","69","7.636574","0.305034","0.036722","0.003343","Solanum monachophyllum","69","7.350261","0.104877","0.012626","0.000552","Solanum monachophyllum","69","9.513899","0.348487","0.041953","0.004833"
"206","Solanum lanceifolium","86","5.692389","0.010827","0.001168","2e-06","Solanum lanceifolium","86","7.338891","0.476291","0.05136","0.002682","Solanum lanceifolium","85","7.44168","0.102796","0.01115","0.000448","Solanum lanceifolium","85","9.101213","0.492085","0.053374","0.003924"
"207","Cestrum megalophyllum","93","5.689262","0.014733","0.001528","2e-06","Cestrum megalophyllum","93","7.714968","0.488367","0.050641","0.00248","Cestrum megalophyllum","93","7.252446","0.165708","0.017183","0.00041","Cestrum megalophyllum","93","9.616574","0.499557","0.051802","0.003586"
"208","Solanum evolvulifolium","30","5.678221","0.014075","0.00257","6e-06","Solanum evolvulifolium","30","7.89942","0.371952","0.067909","0.007689","Solanum evolvulifolium","30","7.158054","0.144917","0.026458","0.00127","Solanum evolvulifolium","30","9.87139","0.38648","0.070561","0.011117"
"209","Solanum pectinatum","27","5.695007","0.011621","0.002236","7e-06","Solanum pectinatum","27","7.767776","0.447699","0.08616","0.008543","Solanum pectinatum","27","7.292563","0.161924","0.031162","0.001411","Solanum pectinatum","27","9.691722","0.464725","0.089436","0.012352"
"210","Trianaea speciosa","16","5.675084","0.013459","0.003365","1.1e-05","Trianaea speciosa","16","7.369598","0.472446","0.118112","0.014417","Trianaea speciosa","16","7.103029","0.079394","0.019849","0.002382","Trianaea speciosa","16","9.428638","0.48018","0.120045","0.020844"
"211","Solanum atropurpureum","57","5.681877","0.006639","0.000879","3e-06","Solanum atropurpureum","57","7.27266","0.150646","0.019954","0.004047","Solanum atropurpureum","56","7.312926","0.121973","0.016299","0.00068","Solanum atropurpureum","56","9.176927","0.227821","0.030444","0.005955"
"212","Brunfelsia uniflora","112","5.685304","0.011016","0.001041","2e-06","Brunfelsia uniflora","112","7.056527","0.401519","0.03794","0.00206","Brunfelsia uniflora","112","7.290853","0.136799","0.012926","0.00034","Brunfelsia uniflora","112","9.01268","0.467606","0.044185","0.002978"
"213","Solanum decompositiflorum","37","5.681906","0.008066","0.001326","5e-06","Solanum decompositiflorum","37","7.1497","0.321728","0.052892","0.006234","Solanum decompositiflorum","37","7.225853","0.109193","0.017951","0.00103","Solanum decompositiflorum","37","9.144932","0.375531","0.061737","0.009014"
"214","Nicotiana longiflora","80","5.676971","0.011167","0.001249","2e-06","Nicotiana longiflora","80","6.76324","0.55731","0.062309","0.002883","Nicotiana longiflora","80","7.417545","0.107905","0.012064","0.000476","Nicotiana longiflora","80","8.590088","0.624902","0.069866","0.004169"
"215","Solanum brevicaule","17","5.651326","0.01294","0.003138","1e-05","Solanum brevicaule","17","5.57781","0.643754","0.156133","0.013569","Solanum brevicaule","17","7.494224","0.119477","0.028977","0.002242","Solanum brevicaule","17","7.379644","0.757175","0.183642","0.019618"
"216","Solanum microdontum","21","5.667422","0.011821","0.00258","8e-06","Solanum microdontum","21","6.304851","0.455183","0.099329","0.010984","Solanum microdontum","21","7.451215","0.083529","0.018228","0.001815","Solanum microdontum","21","8.134675","0.510547","0.11141","0.015881"
"217","Eriolarynx australis","20","5.66291","0.013397","0.002996","9e-06","Eriolarynx australis","20","5.930664","0.606336","0.135581","0.011533","Eriolarynx australis","20","7.503915","0.083622","0.018698","0.001905","Eriolarynx australis","20","7.727242","0.647786","0.144849","0.016675"
"218","Solanum juvenale","18","5.673545","0.007452","0.001756","1e-05","Solanum juvenale","18","6.494212","0.219984","0.051851","0.012815","Solanum juvenale","18","7.497868","0.08083","0.019052","0.002117","Solanum juvenale","18","8.252287","0.281251","0.066291","0.018528"
"219","Lycium ciliatum","43","5.671473","0.011315","0.001726","4e-06","Lycium ciliatum","43","6.174162","0.532213","0.081162","0.005364","Lycium ciliatum","43","7.516782","0.083402","0.012719","0.000886","Lycium ciliatum","43","7.915645","0.592928","0.090421","0.007756"
"220","Nierembergia rigida","26","5.670939","0.005682","0.001114","7e-06","Nierembergia rigida","26","6.494479","0.209868","0.041159","0.008872","Nierembergia rigida","26","7.492029","0.092648","0.01817","0.001466","Nierembergia rigida","26","8.250383","0.286589","0.056205","0.012827"
"221","Nicotiana forgetiana","4","5.668838","0.00455","0.002275","4.4e-05","Nicotiana forgetiana","4","7.445643","0.107176","0.053588","0.057667","Nicotiana forgetiana","4","7.0877","0.100253","0.050126","0.009527","Nicotiana forgetiana","4","9.555005","0.174953","0.087476","0.083376"
"222","Nierembergia calycina","7","5.676141","0.001798","0.00068","2.5e-05","Nierembergia calycina","7","7.008114","0.096513","0.036478","0.032953","Nierembergia calycina","7","7.404329","0.02996","0.011324","0.005444","Nierembergia calycina","7","8.849226","0.100438","0.037962","0.047644"
"223","Solanum stuckertii","20","5.672319","0.0111","0.002482","9e-06","Solanum stuckertii","20","6.382036","0.379988","0.084968","0.011533","Solanum stuckertii","20","7.48359","0.078073","0.017458","0.001905","Solanum stuckertii","20","8.167295","0.406772","0.090957","0.016675"
"224","Salpiglossis sinuata","26","5.642611","0.011102","0.002177","7e-06","Salpiglossis sinuata","26","6.501987","0.581803","0.114101","0.008872","Salpiglossis sinuata","26","7.047681","0.373739","0.073296","0.001466","Salpiglossis sinuata","26","8.648041","0.826315","0.162054","0.012827"
"225","Solanum tenuispinum","21","5.671468","0.011413","0.002491","8e-06","Solanum tenuispinum","21","6.664118","0.466585","0.101817","0.010984","Solanum tenuispinum","21","7.389774","0.077356","0.01688","0.001815","Solanum tenuispinum","21","8.503389","0.528625","0.115355","0.015881"
"226","Capsicum schottianum","13","5.672889","0.007333","0.002034","1.4e-05","Capsicum schottianum","13","7.429185","0.224127","0.062162","0.017744","Capsicum schottianum","13","7.082485","0.054099","0.015004","0.002931","Capsicum schottianum","13","9.542542","0.247315","0.068593","0.025654"
"227","Solanum palitans","34","5.661337","0.012904","0.002213","5e-06","Solanum palitans","34","6.108685","0.599478","0.10281","0.006784","Solanum palitans","34","7.459956","0.096644","0.016574","0.001121","Solanum palitans","34","7.896503","0.616631","0.105751","0.009809"
"228","Lycium americanum","46","5.682972","0.010473","0.001544","4e-06","Lycium americanum","46","6.53628","0.369892","0.054538","0.005015","Lycium americanum","46","7.506539","0.066539","0.009811","0.000828","Lycium americanum","46","8.258543","0.405283","0.059756","0.00725"
"229","Lycium infaustum","23","5.677312","0.005632","0.001174","8e-06","Lycium infaustum","23","6.01138","0.554451","0.115611","0.010029","Lycium infaustum","23","7.57428","0.091884","0.019159","0.001657","Lycium infaustum","23","7.717699","0.629357","0.13123","0.0145"
"230","Sclerophylax spinescens","22","5.678675","0.010567","0.002253","8e-06","Sclerophylax spinescens","22","6.76446","0.228414","0.048698","0.010485","Sclerophylax spinescens","22","7.456883","0.0812","0.017312","0.001732","Sclerophylax spinescens","22","8.539496","0.296203","0.063151","0.015159"
"231","Lycium ameghinoi","34","5.647721","0.007982","0.001369","5e-06","Lycium ameghinoi","34","5.268881","0.167941","0.028802","0.006784","Lycium ameghinoi","34","7.41549","0.126934","0.021769","0.001121","Lycium ameghinoi","34","7.123466","0.201777","0.034604","0.009809"
"232","Solanum comarapanum","2","5.669677","0.011218","0.007932","8.8e-05","Solanum comarapanum","2","6.794921","0.260533","0.184225","0.115334","Solanum comarapanum","2","7.368655","0.001338","0.000946","0.019053","Solanum comarapanum","2","8.507956","0.260021","0.183863","0.166753"
"233","Nierembergia scoparia","14","5.675736","0.005601","0.001497","1.3e-05","Nierembergia scoparia","14","7.222712","0.18008","0.048128","0.016476","Nierembergia scoparia","14","7.305541","0.112238","0.029997","0.002722","Nierembergia scoparia","14","9.163234","0.216877","0.057963","0.023822"
"234","Lycium gilliesianum","36","5.65862","0.008976","0.001496","5e-06","Lycium gilliesianum","36","5.656377","0.513492","0.085582","0.006407","Lycium gilliesianum","36","7.502126","0.083914","0.013986","0.001059","Lycium gilliesianum","36","7.404789","0.514097","0.085683","0.009264"
"235","Solanum hasslerianum","15","5.685574","0.004732","0.001222","1.2e-05","Solanum hasslerianum","15","7.364193","0.079669","0.02057","0.015378","Solanum hasslerianum","15","7.393414","0.045227","0.011678","0.00254","Solanum hasslerianum","15","9.189615","0.111975","0.028912","0.022234"
"236","Solanum delitescens","6","5.669012","0.003822","0.00156","2.9e-05","Solanum delitescens","6","6.500273","0.235112","0.095984","0.038445","Solanum delitescens","6","7.411924","0.044966","0.018357","0.006351","Solanum delitescens","6","8.357556","0.254107","0.103739","0.055584"
"237","Nierembergia aristata","38","5.674524","0.008759","0.001421","5e-06","Nierembergia aristata","38","6.753142","0.337556","0.054759","0.00607","Nierembergia aristata","38","7.437373","0.071008","0.011519","0.001003","Nierembergia aristata","38","8.563748","0.373839","0.060645","0.008776"
"238","Solanum hieronymi","46","5.677614","0.014331","0.002113","4e-06","Solanum hieronymi","46","6.268361","0.46683","0.06883","0.005015","Solanum hieronymi","46","7.529488","0.080946","0.011935","0.000828","Solanum hieronymi","46","7.971842","0.505511","0.074534","0.00725"
"239","Nicotiana acuminata","34","5.65329","0.011604","0.00199","5e-06","Nicotiana acuminata","34","6.030206","0.917255","0.157308","0.006784","Nicotiana acuminata","34","7.41365","0.220428","0.037803","0.001121","Nicotiana acuminata","34","7.782539","1.009135","0.173065","0.009809"
"240","Capsicum flexuosum","46","5.676867","0.007558","0.001114","4e-06","Capsicum flexuosum","46","7.387232","0.139702","0.020598","0.005015","Capsicum flexuosum","46","7.207365","0.138382","0.020403","0.000828","Capsicum flexuosum","46","9.389782","0.199195","0.02937","0.00725"
"241","Nierembergia linariifolia","60","5.674227","0.008447","0.001091","3e-06","Nierembergia linariifolia","60","6.78017","0.560989","0.072423","0.003844","Nierembergia linariifolia","60","7.421661","0.100085","0.012921","0.000635","Nierembergia linariifolia","60","8.611881","0.605562","0.078178","0.005558"
"242","Sclerophylax adnatifolia","10","5.665473","0.006557","0.002074","1.8e-05","Sclerophylax adnatifolia","10","5.285057","0.313481","0.099131","0.023067","Sclerophylax adnatifolia","10","7.596033","0.067285","0.021277","0.003811","Sclerophylax adnatifolia","10","6.925991","0.435549","0.137733","0.033351"
"243","Lycianthes fasciculata","12","5.676682","0.009742","0.002812","1.5e-05","Lycianthes fasciculata","12","6.752722","0.321877","0.092918","0.019222","Lycianthes fasciculata","12","7.39897","0.077133","0.022266","0.003176","Lycianthes fasciculata","12","8.46956","0.401886","0.116014","0.027792"
"244","Lycium elongatum","25","5.674647","0.012171","0.002434","7e-06","Lycium elongatum","25","6.306445","0.367116","0.073423","0.009227","Lycium elongatum","25","7.538285","0.09853","0.019706","0.001524","Lycium elongatum","25","8.030466","0.423258","0.084652","0.01334"
"245","Lycium cuneatum","32","5.688317","0.008434","0.001491","6e-06","Lycium cuneatum","32","6.642311","0.293396","0.051866","0.007208","Lycium cuneatum","32","7.519974","0.070952","0.012543","0.001191","Lycium cuneatum","32","8.355001","0.325457","0.057533","0.010422"
"246","Solanum urticans","13","5.693397","0.005003","0.001388","1.4e-05","Solanum urticans","13","7.48227","0.45516","0.126239","0.017744","Solanum urticans","13","7.296522","0.127581","0.035385","0.002931","Solanum urticans","13","9.315298","0.496567","0.137723","0.025654"
"247","Lycium cestroides","28","5.675098","0.009114","0.001722","6e-06","Lycium cestroides","28","6.33006","0.379468","0.071713","0.008238","Lycium cestroides","28","7.491819","0.071014","0.01342","0.001361","Lycium cestroides","28","8.124657","0.417972","0.078989","0.011911"
"248","Nicotiana spegazzinii","12","5.64632","0.016771","0.004841","1.5e-05","Nicotiana spegazzinii","12","5.737094","0.477476","0.137835","0.019222","Nicotiana spegazzinii","12","7.37535","0.106532","0.030753","0.003176","Nicotiana spegazzinii","12","7.665767","0.528214","0.152482","0.027792"
"249","Solanum fusiforme","5","5.680063","0.004269","0.001909","3.5e-05","Solanum fusiforme","5","7.436334","0.07161","0.032025","0.046134","Solanum fusiforme","5","7.332759","0.048126","0.021523","0.007621","Solanum fusiforme","5","9.32353","0.111087","0.04968","0.066701"
"250","Nierembergia pulchella","4","5.645075","0.007102","0.003551","4.4e-05","Nierembergia pulchella","4","6.340082","0.255589","0.127795","0.057667","Nierembergia pulchella","4","7.332022","0.086477","0.043238","0.009527","Nierembergia pulchella","4","8.280344","0.388748","0.194374","0.083376"
"251","Solanum glaucophyllum","60","5.687129","0.011186","0.001444","3e-06","Solanum glaucophyllum","60","6.907829","0.258681","0.033396","0.003844","Solanum glaucophyllum","59","7.455585","0.096933","0.01262","0.000646","Solanum glaucophyllum","59","8.677213","0.341782","0.044496","0.005653"
"252","Nierembergia veitchii","7","5.673723","0.006467","0.002444","2.5e-05","Nierembergia veitchii","7","6.415795","0.337819","0.127684","0.032953","Nierembergia veitchii","7","7.472147","0.088612","0.033492","0.005444","Nierembergia veitchii","7","8.234444","0.321638","0.121568","0.047644"
"253","Solanum kurtzianum","9","5.659093","0.017623","0.005874","2e-05","Solanum kurtzianum","9","5.385601","0.341747","0.113916","0.02563","Solanum kurtzianum","9","7.518907","0.121547","0.040516","0.004234","Solanum kurtzianum","9","7.131466","0.327695","0.109232","0.037056"
"254","Capsicum eximium","4","5.67263","0.003996","0.001998","4.4e-05","Capsicum eximium","4","6.366941","0.116726","0.058363","0.057667","Capsicum eximium","4","7.448423","0.049669","0.024834","0.009527","Capsicum eximium","4","8.120793","0.124988","0.062494","0.083376"
"255","Trompettia cardenasiana","1","5.66244",NA,NA,"0.000176","Trompettia cardenasiana","1","6.410175",NA,NA,"0.230668","Trompettia cardenasiana","1","7.41216",NA,NA,"0.038107","Trompettia cardenasiana","1","8.217708",NA,NA,"0.333506"
"256","Solanum amygdalifolium","51","5.683928","0.0092","0.001288","3e-06","Solanum amygdalifolium","51","6.926635","0.281512","0.03942","0.004523","Solanum amygdalifolium","51","7.444078","0.077404","0.010839","0.000747","Solanum amygdalifolium","51","8.722583","0.311907","0.043676","0.006539"
"257","Nierembergia tucumanensis","1","5.657913",NA,NA,"0.000176","Nierembergia tucumanensis","1","5.420535",NA,NA,"0.230668","Nierembergia tucumanensis","1","7.596392",NA,NA,"0.038107","Nierembergia tucumanensis","1","7.015712",NA,NA,"0.333506"
"258","Nicotiana goodspeedii","69","5.671525","0.003612","0.000435","3e-06","Nicotiana goodspeedii","69","5.66645","0.307306","0.036995","0.003343","Nicotiana goodspeedii","69","7.691239","0.128055","0.015416","0.000552","Nicotiana goodspeedii","69","7.169687","0.40306","0.048523","0.004833"
"259","Solanum comptum","21","5.687059","0.003378","0.000737","8e-06","Solanum comptum","21","6.896426","0.301391","0.065769","0.010984","Solanum comptum","21","7.489922","0.067201","0.014664","0.001815","Solanum comptum","21","8.640379","0.376319","0.08212","0.015881"
"260","Solanum reductum","11","5.680082","0.005447","0.001642","1.6e-05","Solanum reductum","11","6.481433","0.225522","0.067997","0.02097","Solanum reductum","11","7.481086","0.064641","0.01949","0.003464","Solanum reductum","11","8.295889","0.258037","0.077801","0.030319"
"261","Benthamiella patagonica","26","5.636861","0.007639","0.001498","7e-06","Benthamiella patagonica","26","5.344004","0.344786","0.067618","0.008872","Benthamiella patagonica","25","7.223566","0.228515","0.045703","0.001524","Benthamiella patagonica","25","7.339364","0.505918","0.101184","0.01334"
"262","Solanum annuum","2","5.658394","0.013072","0.009243","8.8e-05","Solanum annuum","2","5.856265","0.573077","0.405227","0.115334","Solanum annuum","2","7.466594","0.110686","0.078267","0.019053","Solanum annuum","2","7.657297","0.678136","0.479515","0.166753"
"263","Nierembergia repens","15","5.658302","0.012738","0.003289","1.2e-05","Nierembergia repens","15","6.830084","0.30453","0.078629","0.015378","Nierembergia repens","15","7.215515","0.165324","0.042686","0.00254","Nierembergia repens","15","8.849369","0.390399","0.100801","0.022234"
"264","Nicotiana paniculata","17","5.662933","0.021778","0.005282","1e-05","Nicotiana paniculata","16","3.788543","2.18423","0.546057","0.013569","Nicotiana paniculata","17","7.297204","0.212291","0.051488","0.002242","Nicotiana paniculata","17","6.039757","1.795185","0.435396","0.019618"
"265","Nicotiana sylvestris","33","5.654498","0.018326","0.00319","5e-06","Nicotiana sylvestris","33","6.421959","0.489016","0.085127","0.00699","Nicotiana sylvestris","33","7.149955","0.414785","0.072205","0.001155","Nicotiana sylvestris","33","8.511707","0.746648","0.129975","0.010106"
"266","Jaborosa integrifolia","24","5.678654","0.007064","0.001442","7e-06","Jaborosa integrifolia","24","6.936346","0.157842","0.032219","0.009611","Jaborosa integrifolia","24","7.421194","0.054748","0.011175","0.001588","Jaborosa integrifolia","24","8.750897","0.173109","0.035336","0.013896"
"267","Nicotiana alata","107","5.65654","0.02082","0.002013","2e-06","Nicotiana alata","107","6.850728","0.510554","0.049357","0.002156","Nicotiana alata","106","7.01941","0.334693","0.032508","0.000359","Nicotiana alata","106","9.059859","0.511071","0.04964","0.003146"
"268","Lycium glomeratum","31","5.686349","0.006311","0.001133","6e-06","Lycium glomeratum","31","6.875983","0.361373","0.064905","0.007441","Lycium glomeratum","31","7.46937","0.076629","0.013763","0.001229","Lycium glomeratum","31","8.615975","0.431088","0.077426","0.010758"
"269","Nicotiana simulans","94","5.681476","0.005359","0.000553","2e-06","Nicotiana simulans","94","5.448572","0.319577","0.032962","0.002454","Nicotiana simulans","94","7.914102","0.110156","0.011362","0.000405","Nicotiana simulans","94","6.778506","0.389578","0.040182","0.003548"
"270","Solanum riojense","7","5.646589","0.018324","0.006926","2.5e-05","Solanum riojense","7","5.415519","0.680115","0.257059","0.032953","Solanum riojense","7","7.529539","0.084282","0.031856","0.005444","Solanum riojense","7","7.180011","0.642577","0.242871","0.047644"
"271","Nicotiana corymbosa","14","5.633897","0.012776","0.003415","1.3e-05","Nicotiana corymbosa","14","5.688408","0.700645","0.187255","0.016476","Nicotiana corymbosa","14","7.281884","0.133171","0.035591","0.002722","Nicotiana corymbosa","14","7.611235","0.705818","0.188638","0.023822"
"272","Fabiana imbricata","31","5.64336","0.010237","0.001839","6e-06","Fabiana imbricata","31","6.01084","0.730956","0.131284","0.007441","Fabiana imbricata","31","7.281132","0.125461","0.022533","0.001229","Fabiana imbricata","31","7.970443","0.811106","0.145679","0.010758"
"273","Nicotiana acaulis","6","5.642411","0.008201","0.003348","2.9e-05","Nicotiana acaulis","6","5.366235","0.231335","0.094442","0.038445","Nicotiana acaulis","6","7.301808","0.108247","0.044192","0.006351","Nicotiana acaulis","6","7.307258","0.259496","0.105939","0.055584"
