"","species","temp","prec","pet","aridity","lon","lat"
"7103","Prunus brachybotrya",235,1586,1879,9725,-89.93333,13.81667
"7104","Prunus brachybotrya",218,2910,1660,14616,-85.3,10.76
"7105","Potentilla anglica",99,806,772,10637,5.934167,52.808333
"7106","Potentilla anglica",71,568,721,8237,15.870855,56.889696
"7107","Potentilla anglica",80,714,748,8121,12.74601,56.02206
"7108","Potentilla anglica",79,645,730,9602,13.43176,55.581814
"7109","Potentilla anglica",79,635,738,9486,13.47877,55.50033
"7110","Potentilla anglica",86,590,778,7441,12.9151,53.4485
"7111","Potentilla anglica",64,734,748,9587,13.05519,59.28332
"7112","Potentilla anglica",86,669,828,8460,10.43,50.27
"7113","Potentilla anglica",87,913,811,12184,9.37,50.02
"7114","Potentilla anglica",55,905,745,11274,10.72237,59.97258
"7115","Potentilla anglica",90,719,844,9118,11.21,49.37
"7116","Potentilla anglica",93,691,814,9526,7.867778,49.3475
"7117","Potentilla anglica",91,804,830,11560,9.12,49.77
"7118","Potentilla anglica",65,1064,753,12537,18.33167,49.3875
"7119","Potentilla anglica",85,582,796,7067,13.415,53.3485
"7120","Potentilla anglica",96,599,938,6788,13.739166,51.054443
"7121","Potentilla anglica",93,648,872,7574,14.6325,51.538055
"7122","Potentilla anglica",95,616,868,6957,12.752549,51.569149
"7123","Potentilla anglica",97,482,886,5686,11.636666,52.123055
"7124","Potentilla anglica",91,673,861,7496,14.94083,51.279064
"7125","Potentilla anglica",88,604,753,9107,13.0817,54.2484
"7126","Potentilla anglica",103,789,832,9094,6.531667,51.392776
"7127","Potentilla anglica",66,2268,681,39053,5.3079,61.8905
"7128","Potentilla anglica",80,621,743,8880,13.24261,55.50603
"7129","Potentilla anglica",62,545,747,7710,17.63068,59.85271
"7130","Potentilla anglica",91,616,838,7390,17.931667,50.255833
"7131","Potentilla anglica",84,871,684,12039,9.430027,55.129564
"7132","Potentilla anglica",88,550,754,7884,13.733056,54.011111
"7133","Potentilla anglica",92,647,842,7278,17.87684,50.62144
"7134","Potentilla anglica",88,576,764,7703,11.416667,54.783333
"7135","Potentilla anglica",79,599,743,8073,14.49848,56.13337
"7136","Potentilla anglica",85,823,713,11721,9.274244,55.282777
"7137","Potentilla anglica",84,664,769,8361,10.48522,55.247093
"7138","Potentilla anglica",85,962,815,11658,6.239117,50.689883
"7139","Potentilla anglica",72,1142,711,16247,6.302417,50.520333
"7140","Potentilla anglica",125,605,1123,7191,4.617778,45.530278
"7141","Potentilla anglica",91,670,779,8624,10.7487,53.8485
"7142","Potentilla anglica",89,604,851,6377,16.38088,51.07989
"7143","Potentilla anglica",73,814,737,11859,12.12811,57.73165
"7144","Potentilla anglica",92,558,855,6253,16.87,51.541667
"7145","Potentilla anglica",75,577,755,8271,16.546082,57.464841
"7146","Potentilla anglica",91,965,878,11034,11.51,48.16
"7147","Potentilla anglica",67,752,708,10541,14.037221,56.805334
"7148","Potentilla anglica",70,567,774,8007,16.318647,57.987898
"7149","Potentilla anglica",81,545,750,7776,15.595646,56.200369
"7150","Rosa carolina",67,1453,727,21054,-61.05,45.55
"7151","Rosa carolina",66,1069,NA,NA,-61.898972,45.719361
"7152","Rosa carolina",65,1309,680,23512,-59.93291,45.93411
"7153","Rosa carolina",51,932,NA,NA,-61.733333,47.466667
"7154","Rosa carolina",79,1146,973,12042,-70.983333,44.016667
"7155","Rosa carolina",113,1081,1194,10267,-73.1463,41.2965
"7156","Rosa carolina",109,1277,1100,11501,-74.7091,40.9029
"7157","Rosa carolina",127,938,1272,8100,-76.344287,39.828932
"7158","Rosa carolina",105,1092,1005,10507,-70.16666,41.28333
"7159","Rosa carolina",129,1223,1319,9348,-82.556116,35.540711
"7160","Rosa carolina",68,1067,966,11688,-67.345556,45.1219439990568
"7161","Rosa carolina",126,1124,1260,9318,-74.169506,40.197977
"7162","Rosa carolina",107,1237,1246,9627,-71.37055,41.81361
"7163","Rosa carolina",NA,NA,NA,NA,-70.11468,41.31079
"7164","Rosa carolina",82,1113,NA,NA,-69.844817,44.0016
"7165","Rosa carolina",111,1118,1162,10565,-72.9317,41.4069
"7166","Rosa carolina",133,1072,1278,8215,-74.733496,39.176503
"7167","Rosa carolina",100,862,1049,11008,-73.42111,41.98333
"7168","Rosa carolina",70,1420,1017,12735,-68.170231,44.559311
"7169","Rosa carolina",46,1002,712,16640,-64.74294,48.26601
"7170","Rosa carolina",111,1097,1130,10608,-71.903944,41.345278
"7171","Rosa carolina",73,983,961,10998,-69.703483,44.771267
"7172","Rosa carolina",83,1222,1000,11267,-73.21203,42.79188
"7173","Rosa carolina",51,1237,866,14910,-71.15,46.9
"7174","Rosa carolina",47,1012,749,14094,-65.459684,48.051337
"7175","Rosa carolina",124,1250,1265,8220,-77.3908,39.2625
"7176","Rosa carolina",69,1208,798,14683,-63.66025,45.396167
"7177","Rosa carolina",49,1040,676,15864,-57.449864,49.180583
"7178","Rosa carolina",95,1175,1138,9676,-71.01333,42.825
"7179","Rosa carolina",100,1069,1078,11427,-72.365,41.8786
"7180","Rosa carolina",75,1247,NA,NA,-66.191667,44.088889
"7181","Rosa carolina",80,1182,973,13024,-72.83333,42.7
"7182","Rosa carolina",104,1140,1092,11281,-70.76333,41.7
"7183","Rosa carolina",5,933,696,16460,-65.75,48.88333
"7184","Rosa carolina",81,880,981,10583,-71.61,43.555
"7185","Rosa carolina",67,986,859,11181,-72.66194,46.20777
"7186","Rosa carolina",86,822,1012,8857,-73.20416,43.66333
"7187","Rosa carolina",58,1467,NA,NA,-60.925812,46.725614
"7188","Rosa carolina",57,1001,803,13667,-65.6,46.966667
"7189","Rosa carolina",63,1005,860,12781,-67.033333,45.916667
"7190","Rosa carolina",46,955,801,11320,-68.762269,48.371838
"7191","Rosa carolina",71,1330,873,15989,-65.055732,44.430193
"7192","Rosa carolina",59,1032,782,14078,-63.999141,46.450402
"7193","Rosa carolina",64,1425,835,15454,-65.251917,44.921314
"7194","Rosa carolina",66,1025,798,15629,-64.3425,45.5175
"7195","Rosa carolina",85,1230,732,20281,-59.917778,43.930879
"7196","Rosa carolina",64,994,804,15861,-62.90007,45.53443
"7197","Rosa carolina",71,1363,758,20125,-62.093024,45.004342
"7198","Rosa carolina",77,1303,904,14635,-65.78394,43.70927
"7199","Rosa carolina",64,1210,819,14187,-64.21444,45.8327
"7200","Rosa carolina",67,1134,818,15702,-62.4991,45.5874
"7201","Rosa carolina",46,862,806,12786,-75.033875,46.40043
"7202","Rosa carolina",54,1170,NA,NA,-54.116667,48.4166669990637
"7203","Rosa carolina",78,921,924,10091,-73.176389,45.061111
"7204","Rosa carolina",140,1159,1372,7977,-76.6133,38.6158
"7205","Rosa carolina",77,928,966,10450,-74.617236,42.408823
"7206","Rosa carolina",127,1147,1245,9211,-74.054304,40.071783
"7207","Rosa carolina",71,871,948,9302,-75.791667,45.375
"7208","Rosa carolina",108,857,1161,8419,-78.58282,40.1785199990698
"7209","Rosa carolina",129,1106,1287,9029,-75.428646,39.907987
"7210","Rosa carolina",110,836,1151,8742,-79.68477,40.673954
"7211","Rosa carolina",92,1304,1089,9724,-77.699614,40.871073
"7212","Rosa carolina",58,1124,910,11672,-68.388611,45.7574999990571
"7213","Rosa carolina",160,1089,1424,8085,-78.688687,35.719196
"7214","Rosa carolina",141,1054,1241,8662,-75.137694,38.235611
"7215","Rosa carolina",52,1032,817,11387,-69.59,47.79375
"7216","Rosa carolina",72,1393,966,13393,-68.187389,44.51575
"7217","Rosa carolina",57,1486,717,20427,-55.247222,47.161111
"7218","Rosa carolina",101,1080,1108,10305,-79.492261,39.828259
"7219","Rosa carolina",100,796,1030,8521,-76.60853,42.577417
"7220","Rosa carolina",110,875,1178,8088,-80.300447,40.543671
"7221","Rosa carolina",121,724,1215,7736,-79.205316,38.998999
"7222","Rosa carolina",121,1096,1189,9813,-75.200018,40.705
"7223","Rosa carolina",110,1032,1171,8478,-80.624069,40.164285
"7224","Amelanchier laevis",60,1489,738,21562,-60.08623,45.96828
"7225","Amelanchier laevis",63,1426,774,19589,-60.19032,46.1302
"7226","Amelanchier laevis",140,890,1360,7642,-77.0575,38.8994
"7227","Amelanchier laevis",62,1059,837,14825,-72.316389,45.2
"7228","Amelanchier laevis",50,845,894,9272,-90.295,45.977222
"7229","Amelanchier laevis",77,1111,977,12041,-72.10027,42.95138
"7230","Amelanchier laevis",87,1196,1084,10531,-80.5198,37.376621
"7231","Amelanchier laevis",89,1375,1004,12630,-75.5025,41.040278
"7232","Amelanchier laevis",124,1167,1277,8797,-76.6636,39.5889
"7233","Amelanchier laevis",83,818,1013,8357,-72.97802,43.624
"7234","Amelanchier laevis",77,1048,948,12415,-72.80355,43.20358
"7235","Amelanchier laevis",121,1290,1320,9215,-73.961128,40.790525
"7236","Amelanchier laevis",90,947,1020,10012,-77.799682,41.490996
"7237","Amelanchier laevis",105,1118,1148,10883,-73.617617,41.454406
"7238","Amelanchier laevis",77,928,966,10450,-74.617236,42.408823
"7239","Amelanchier laevis",98,997,1134,8821,-81.4729,41.5446
"7240","Amelanchier laevis",79,1010,965,10810,-76.3065,42.75092
"7241","Amelanchier laevis",95,728,1051,8327,-76.788011,41.785908
"7242","Amelanchier laevis",93,1024,985,11777,-73.203717,42.245922
"7243","Amelanchier laevis",120,1134,1286,8254,-73.562295,40.721221
"7244","Amelanchier laevis",79,795,999,8151,-90.128056,44.135833
"7245","Amelanchier laevis",54,789,901,8672,-88.674001,45.564686
"7246","Amelanchier laevis",80,737,1021,7948,-88.21057,43.505933
"7247","Amelanchier laevis",75,796,974,8126,-88.575674,44.625915
"7248","Amelanchier laevis",91,892,1078,8017,-89.435935,42.646954
"7249","Amelanchier laevis",87,846,1066,8070,-87.864613,42.807002
"7250","Amelanchier laevis",61,807,963,7854,-84.365132,45.622582
"7251","Amelanchier laevis",44,852,892,9659,-90.038486,46.264151
"7252","Amelanchier laevis",82,741,1036,8063,-91.448762,44.153295
"7253","Amelanchier laevis",98,857,1145,8535,-86.271344,41.827722
"7254","Amelanchier laevis",86,877,1049,7889,-90.320315,43.315597
"7255","Amelanchier laevis",74,730,997,7806,-87.432589,44.608888
"7256","Amelanchier laevis",75,788,1019,8164,-89.817347,44.383576
"7257","Amelanchier laevis",50,687,879,7542,-94.300102,47.126723
"7258","Amelanchier laevis",34,677,829,8968,-88.546117,48.106955
"7259","Amelanchier laevis",68,1934,1085,18235,-82.862354,35.368162
"7260","Amelanchier laevis",131,1333,1276,9737,-80.266163,36.391527
"7261","Amelanchier laevis",131,1263,1348,10038,-82.566789,35.388448
"7262","Amelanchier laevis",87,1520,1104,12435,-81.462603,36.400959
"7263","Amelanchier laevis",113,1428,1200,10009,-82.376411,36.255658
"7264","Amelanchier laevis",134,1728,1291,12294,-85.92109,35.203137
"7265","Amelanchier laevis",137,1028,1330,8582,-85.824686,38.269792
"7266","Amelanchier laevis",67,918,868,12106,-79.323206,44.773828
"7267","Amelanchier laevis",70,1235,982,10730,-73.07059,44.12435
"7268","Amelanchier laevis",55,1156,882,13488,-72.42226,44.07114
"7269","Amelanchier laevis",71,1373,969,13506,-67.93997,44.49866
"7270","Amelanchier laevis",100,1126,1083,10313,-70.29944,41.7
"7271","Amelanchier laevis",34,1260,834,16094,-71.39861,44.49083
"7272","Amelanchier laevis",105,1079,1125,10728,-71.41194,41.98777
"7273","Amelanchier laevis",55,910,858,11188,-76.2,45.83
"7274","Amelanchier laevis",55,999,833,14367,-70.885227,47.056095
"7275","Amelanchier laevis",48,1375,876,15250,-71.266667,46.891667
"7276","Amelanchier laevis",58,1354,890,13078,-73.073333,45.475
"7277","Amelanchier laevis",42,1130,786,15000,-73.833333,46.25
"7278","Amelanchier laevis",49,1189,817,14490,-74.005809,45.988435
"7279","Amelanchier laevis",49,859,757,14826,-70.568082,47.307825
"7280","Amelanchier laevis",58,1181,834,13804,-71.947288,46.666853
"7281","Amelanchier laevis",47,1398,818,14421,-71.083333,45.833333
"7282","Amelanchier laevis",52,1198,831,13535,-70.734121,46.801021
"7283","Amelanchier laevis",46,1116,738,13526,-69.06,48.21
"7284","Amelanchier laevis",44,981,810,11477,-68.776836,48.340938
"7285","Amelanchier laevis",50,1060,836,12610,-70.46805,45.08361
"7286","Amelanchier laevis",21,915,847,9451,-89.7,48.1
"7287","Amelanchier laevis",57,1051,780,14356,-63.987244,46.489112
"7288","Amelanchier laevis",119,944,1221,8781,-78.025,38.8653
"7289","Amelanchier laevis",92,1461,1068,11880,-74.39574,41.65403
"7290","Amelanchier laevis",63,746,973,8214,-84.63203,44.778545
"7291","Amelanchier laevis",91,784,1035,8083,-82.58386,42.79266
"7292","Amelanchier laevis",80,855,1002,8397,-86.4935,44.036383
"7293","Amelanchier laevis",44,826,867,9731,-89.230604,46.239319
"7294","Amelanchier laevis",50,842,872,9551,-84.93639,46.4875
"7295","Amelanchier laevis",75,756,984,7936,-85.05428,44.03591
"7296","Amelanchier laevis",91,763,1052,7391,-84.11775,42.98197
"7297","Amelanchier laevis",41,832,958,8623,-87.903857,46.852877
"7298","Amelanchier laevis",95,937,1059,8687,-84.796251,41.832672
"7299","Amelanchier laevis",47,810,900,8750,-86.037043,46.626161
"7300","Amelanchier laevis",48,840,943,8747,-87.477616,46.428742
"7301","Amelanchier laevis",59,798,926,8407,-86.2078,45.962047
"7302","Amelanchier laevis",38,776,916,8882,-87.862192,47.466304
"7303","Amelanchier laevis",98,856,1120,8128,-82.988308,42.130448
"7304","Amelanchier laevis",99,831,1107,7786,-83.68721,41.93677
"7305","Amelanchier laevis",74,762,985,7480,-83.694713,44.343492
"7306","Amelanchier laevis",51,862,920,9828,-84.344299,46.476788
"7307","Amelanchier laevis",55,868,929,8542,-83.707644,46.020356
"7308","Amelanchier laevis",91,829,1122,8229,-85.668086,42.96336
"7309","Amelanchier laevis",82,706,999,7587,-84.10383,43.904955
"7310","Amelanchier laevis",58,833,929,8474,-85.55722,45.66472
"7311","Amelanchier laevis",91,870,1078,8809,-86.016111,42.602028
"7312","Amelanchier laevis",112,1210,1144,10730,-72.3017,41.3219
"7313","Amelanchier laevis",103,1151,1109,10754,-71.55,42.13333
"7314","Amelanchier laevis",73,1210,880,14388,-65.99527,44.41222
"7315","Amelanchier laevis",80,1104,1030,10905,-69.79583,44.05166
"7316","Amelanchier laevis",48,966,841,11686,-68.11666,46.97527
"7317","Amelanchier laevis",35,1275,828,14789,-70.65639,44.84311
"7318","Amelanchier laevis",99,949,1110,8661,-87.030817,41.660095
"7319","Amelanchier laevis",65,1154,805,17297,-61.92929,45.5344
"7320","Amelanchier laevis",38,898,765,13715,-67.226997,48.360879
"7321","Amelanchier laevis",60,1160,813,14853,-62.66652,46.120508
"7322","Amelanchier laevis",66,1163,810,14513,-63.45959,45.43723
"7323","Amelanchier laevis",70,1125,860,13403,-64.25981,45.09995
"7324","Amelanchier laevis",71,1281,806,15061,-65.14837,45.00252
"7325","Amelanchier laevis",58,1534,760,17955,-61.13509,46.1268
"7326","Amelanchier laevis",66,1379,768,21723,-61.5,45.4333329990569
"7327","Amelanchier laevis",73,1356,908,14530,-66.00237,43.99409
"7328","Amelanchier laevis",88,727,1030,7765,-79.51355,43.665637
"7329","Amelanchier laevis",79,995,959,10319,-81.70295,43.646478
"7330","Amelanchier laevis",57,1090,885,12606,-67.466667,45.85
"7331","Amelanchier laevis",69,955,961,9740,-75.583333,45.433333
"7332","Amelanchier laevis",18,748,734,11149,-84.9,48.966667
"7333","Amelanchier laevis",68,926,898,10786,-78.601815,44.057635
"7334","Amelanchier laevis",21,840,797,9448,-90.19953,48.09999
"7335","Amelanchier laevis",90,939,988,9587,-80.15545,42.833326
"7336","Amelanchier laevis",69,920,909,10242,-77.582482,44.494783
"7337","Amelanchier laevis",14,617,753,9519,-92.2,50.633333
"7338","Amelanchier laevis",101,909,1109,9359,-77.676865,40.835294
"7339","Amelanchier laevis",156,1166,1399,8359,-79.048922,35.913689
"7340","Amelanchier laevis",61,771,869,9804,-77.016667,45.516667
"7341","Amelanchier laevis",76,824,939,10118,-76.328398,44.557916
"7342","Amelanchier laevis",14,692,752,9819,-90.166667,50.266667
"7343","Amelanchier laevis",29,1093,756,12828,-84.883333,47.766667
"7344","Amelanchier laevis",27,777,701,12079,-87.25,48.75
"7345","Amelanchier laevis",23,797,787,10061,-91.516667,49.35
"7346","Amelanchier laevis",70,809,888,9872,-79.95597,43.789291
"7347","Amelanchier laevis",41,937,787,12054,-78.583333,46.016667
"7348","Amelanchier laevis",88,960,983,10175,-80.983982,42.771891
"7349","Amelanchier laevis",40,1015,707,15130,-54.833333,49.583333
"7350","Amelanchier laevis",20,801,754,11643,-79.341944,48.589167
"7351","Amelanchier laevis",38,828,797,11085,-79.346389,47.354167
"7352","Amelanchier laevis",96,1010,1097,10569,-79.591944,39.8830559990715
"7353","Amelanchier laevis",166,1011,1608,6824,-95.379527,35.616131
"7354","Amelanchier laevis",117,1162,1205,9135,-72.798498,40.864953
"7355","Amelanchier laevis",58,1023,843,12288,-78.698633,45.04535
"7356","Amelanchier laevis",82,857,970,8737,-78.325921,43.948305
"7357","Amelanchier laevis",70,751,908,10230,-80.1,44.333333
"7358","Amelanchier laevis",61,981,891,11237,-80.407983,45.504241
"7359","Amelanchier laevis",52,941,871,10130,-82.1,46.116667
"7360","Amelanchier laevis",70,1055,914,12173,-81.108646,44.30268
"7361","Amelanchier laevis",35,1228,791,13545,-84.75,47.466667
"7362","Amelanchier laevis",58,859,871,10153,-82.133333,45.633333
"7363","Amelanchier laevis",23,629,773,8909,-93.170444,50.171653
"7364","Amelanchier laevis",51,1008,801,13615,-79.018392,45.453086
"7365","Amelanchier laevis",37,857,786,11283,-80.068102,46.983122
"7366","Amelanchier laevis",66,950,921,9716,-81.377469,45.030585
"7367","Amelanchier laevis",74,759,1060,7091,-93.63194,44.93528
"7368","Amelanchier laevis",76,851,1044,7717,-92.26936,44.36264
"7369","Amelanchier laevis",54,689,926,7574,-93.31944,46.78806
"7370","Amelanchier laevis",73,797,1054,7124,-93.23472,45.27358
"7371","Amelanchier laevis",50,619,965,6784,-95.60639,46.89167
"7372","Amelanchier laevis",51,777,916,8407,-92.62889,46.70167
"7373","Amelanchier laevis",39,732,866,8006,-92.89282,47.93566
"7374","Amelanchier laevis",26,845,840,9100,-91.35292,47.55287
"7375","Amelanchier laevis",53,705,961,7198,-94.58737,46.58689
"7376","Amelanchier laevis",52,637,1004,6558,-95.845,46.81722
"7377","Amelanchier laevis",48,627,938,7095,-95.10779,47.19579
"7378","Amelanchier laevis",75,694,1121,6170,-94.9175,43.98389
"7379","Amelanchier laevis",41,711,870,7789,-93.84173,48.23752
"7380","Amelanchier laevis",40,711,834,8345,-90.43396,47.73748
"7381","Amelanchier laevis",77,838,1049,7867,-91.43962,43.963328
"7382","Amelanchier laevis",36,793,833,8725,-89.154709,47.913041
"7383","Amelanchier laevis",35,683,849,8451,-91.61899,48.01711
"7384","Amelanchier laevis",46,677,896,7731,-92.83083,47.29722
"7385","Amelanchier laevis",65,788,970,8043,-92.598056,45.951667
"7386","Amelanchier laevis",76,834,1052,8040,-92.315624,43.986527
"7387","Amelanchier laevis",35,695,841,8695,-91.86997,48.18679
"7388","Amelanchier laevis",70,734,1065,6675,-94.012852,45.341924
"7389","Amelanchier laevis",80,711,1110,6779,-94.03955,44.1636
"7390","Amelanchier laevis",126,1121,1257,8363,-76.24177,40.0252899990707
"7391","Amelanchier laevis",112,887,1195,7998,-80.01431,40.4556099990684
"7392","Amelanchier laevis",89,907,1027,10780,-78.73076,41.4260699990639
"7393","Amelanchier laevis",124,863,1238,7592,-78.185218,39.715299
"7394","Amelanchier laevis",85,992,1057,10228,-78.772798,40.029396
"7395","Amelanchier laevis",83,1472,1026,11421,-79.291389,40.052222
"7396","Amelanchier laevis",85,1059,980,12016,-79.544019,41.980592
"7397","Amelanchier laevis",97,962,1049,10047,-80.38167,41.59972
"7398","Amelanchier laevis",132,1105,1314,8541,-75.146105,39.763519
"7399","Amelanchier laevis",111,1319,1192,9127,-77.530785,39.841351
"7400","Amelanchier laevis",84,1285,1080,10496,-79.291111,38.420833
"7401","Amelanchier laevis",82,843,1004,8391,-86.433267,43.781788
"7402","Amelanchier laevis",35,1239,825,12742,-68.95,47.516667
"7403","Amelanchier laevis",85,799,1015,7385,-83.364156,43.443657
"7404","Amelanchier laevis",85,831,1044,8357,-85.830715,43.416355
"7405","Amelanchier laevis",53,772,915,8750,-91.637539,46.5723
"7406","Amelanchier laevis",103,957,1156,8226,-87.9667,41.4333
"7407","Amelanchier laevis",95,901,1102,8155,-87.758119,42.135027
"7408","Amelanchier laevis",138,1362,1308,9726,-81.109693,35.968533
"7409","Amelanchier laevis",17,965,741,12709,-78.683333,48.45
"7410","Amelanchier laevis",35,1379,617,21176,-57.733333,49.483333
"7411","Amelanchier laevis",36,949,769,12691,-73.883333,46.65
"7412","Amelanchier laevis",119,1405,1210,9621,-75.243202,40.344037
"7413","Amelanchier laevis",134,986,1329,7372,-90.259072,38.610436
"7414","Rosa nitida",66,1438,672,22945,-60.68974,45.59234
"7415","Rosa nitida",121,1317,1322,9172,-73.974917,40.775358
"7416","Rosa nitida",62,768,869,12298,-72.26222,44.23426
"7417","Rosa nitida",64,1029,839,14727,-72.292222,45.203611
"7418","Rosa nitida",95,1200,NA,NA,-70.84583,42.76666
"7419","Rosa nitida",47,891,845,11490,-68.23911,46.88164
"7420","Rosa nitida",72,1076,941,12081,-70.09179,44.54929
"7421","Rosa nitida",73,934,904,11775,-73.040948,45.505107
"7422","Rosa nitida",56,1009,810,15183,-71.553889,46.174167
"7423","Rosa nitida",67,1030,874,11417,-72.716667,46.133333
"7424","Rosa nitida",34,812,771,11577,-72.233333,48.883333
"7425","Rosa nitida",1,907,724,12318,-75.444444,50.675
"7426","Rosa nitida",-2,801,720,11341,-77.561111,51.145833
"7427","Rosa nitida",-2,932,578,16398,-73.526111,50.986389
"7428","Rosa nitida",54,1107,842,13623,-70.871111,46.969722
"7429","Rosa nitida",42,956,804,14538,-69.998,46.7014
"7430","Rosa nitida",19,901,763,11690,-78.984722,48.660833
"7431","Rosa nitida",-4,849,728,11463,-76.166667,51.783333
"7432","Rosa nitida",36,1020,727,14538,-67.25485,49.526521
"7433","Rosa nitida",104,1144,1086,11473,-72.1277,41.7931
"7434","Rosa nitida",47,1073,650,20696,-58.38,49.0625
"7435","Rosa nitida",33,1697,703,23355,-60.615849,46.735446
"7436","Rosa nitida",42,1068,800,12341,-68.865438,48.293979
"7437","Rosa nitida",57,1219,795,15104,-62.550278,46.446944
"7438","Rosa nitida",62,1340,793,16279,-63.161559,45.261002
"7439","Rosa nitida",75,1331,909,15780,-64.66411,44.16729
"7440","Rosa nitida",60,1078,810,14852,-62.8669,46.3656
"7441","Rosa nitida",72,1377,898,16007,-64.89421,44.299994
"7442","Rosa nitida",56,1100,766,14680,-64.148889,46.621944
"7443","Rosa nitida",71,1370,774,19866,-62.02793,45.02917
"7444","Rosa nitida",64,1394,737,20213,-60.854533,45.724155
"7445","Rosa nitida",73,1364,905,14220,-66.06651,43.91968
"7446","Rosa nitida",37,1744,686,22280,-60.895604,46.732449
"7447","Rosa nitida",67,1093,764,16325,-64.37276,45.41111
"7448","Rosa nitida",52,1242,722,21778,-60.638638,46.808821
"7449","Rosa nitida",77,1303,904,14635,-65.78394,43.70927
"7450","Rosa nitida",26,1162,660,17612,-56.166667,50.05
"7451","Rosa nitida",50,1169,738,15635,-53.901111,48.6174999990645
"7452","Rosa nitida",53,974,NA,NA,-61.868333,47.223889
"7453","Rosa nitida",2,1060,706,13785,-74.65,50.166667
"7454","Rosa nitida",13,899,727,12224,-76.330556,49.5
"7455","Rosa nitida",16,887,744,12314,-76.988611,49.041667
"7456","Rosa nitida",2,796,720,12047,-77.203056,50.463611
"7457","Rosa nitida",11,869,739,12366,-77.744444,49.545833
"7458","Rosa nitida",2,773,757,10572,-78.236667,50.945278
"7459","Rosa nitida",51,863,720,14378,-61.459722,47.613056
"7460","Rosa nitida",6,915,731,12079,-76.516667,50.161111
"7461","Rosa nitida",30,992,753,15197,-70.835556,48.555833
"7462","Rosa nitida",5,850,733,11594,-78.6,50.066667
"7463","Rosa nitida",36,983,754,12477,-84.833333,47.933333
"7464","Rosa nitida",103,1388,1096,11465,-71.8987,41.6992
"7465","Rosa nitida",67,1231,918,13192,-67.13045,44.728086
"7466","Rosa nitida",65,1068,939,11899,-67.45,45.4
"7467","Rosa nitida",59,1099,804,15526,-64.868694,45.941444
"7468","Rosa nitida",47,1268,781,18923,-52.74025,47.576778
"7469","Rosa nitida",49,1153,814,14456,-73.9979,45.99
"7470","Rosa nitida",46,990,799,12895,-75.005722,46.37925
"7471","Rosa nitida",52,1481,617,24514,-59.251083,47.633306
"7472","Rosa nitida",53,1519,695,21563,-55.1,47.118056
"7473","Rosa nitida",48,913,790,12769,-66.40685,48.025161
"7474","Rosa gallica",117,749,1035,7231,-0.6,47.31667
"7475","Rosa gallica",177,563,1599,2119,0.07,38.77
"7476","Rosa gallica",120,718,1007,6958,2.284722,47.102222
"7477","Rosa gallica",123,671,1296,5570,21.385,40.112778
"7478","Rosa gallica",99,495,910,9092,11.6571,46.7161
"7479","Rosa gallica",94,836,1077,6293,18.216,46.113
"7480","Rosa gallica",140,637,1386,5395,9.064956,40.92776
"7481","Rosa gallica",92,686,858,8642,10.56,48.66
"7482","Rosa gallica",63,534,755,7023,16.988915,59.633349
"7483","Rosa gallica",75,728,726,10220,13.84293,56.19618
"7484","Rosa gallica",76,630,713,9344,15.02512,56.26918
"7485","Rosa gallica",93,726,860,7847,9.8,49.5
"7486","Rosa gallica",159,676,1621,3015,-4.9672,39.1007
"7487","Rosa gallica",144,444,1586,2446,-0.670378,38.730978
"7488","Rosa gallica",45,573,685,8825,24.433333,60.983333
"7489","Rosa gallica",64,855,743,10378,10.7919,59.6649
"7490","Rosa gallica",67,835,800,8835,10.6897,59.9146
"7491","Rosa gallica",75,717,879,7227,26.07,49.4
"7492","Rosa gallica",150,613,1284,4786,16.83528,40.6175
"7493","Rosa gallica",118,555,1205,4927,15.81917,40.65194
"7494","Rosa gallica",118,1112,1080,7888,1.77,44.82
"7495","Rosa gallica",80,807,836,9702,10.8,48.93
"7496","Rosa gallica",110,1707,1015,13938,8.9534,45.92889
"7497","Rosa gallica",95,911,856,11209,8.47176,47.7335
"7498","Rosa gallica",79,746,749,10635,12.0101,57.656
"7499","Rosa gallica",55,581,720,8087,15.9916,60.2776
"7500","Rosa gallica",124,727,1091,7486,4.76414,45.73845
"7501","Rosa gallica",113,777,1445,4130,13.733567,37.944449
"7502","Rosa gallica",91,636,918,7359,17.82417,49.02583
"7503","Rosa gallica",92,499,912,5536,16.57889,49.27722
"7504","Rosa gallica",87,693,871,7678,24.69,49.22
"7505","Rosa gallica",80,732,831,8182,24.88,49.87
"7506","Rosa gallica",112,1037,998,9715,6.11068,46.20113
"7507","Rosa gallica",89,725,NA,NA,10.066389,54.477779
"7508","Rosa gallica",101,726,894,7433,8.7463,50.1698
"7509","Rosa gallica",87,616,846,7902,14.882778,51.180279
"7510","Rosa gallica",81,1244,1002,12080,6.14885,45.69058
"7511","Rosa gallica",163,635,1784,3440,-5.9,38.04
"7512","Rosa gallica",159,593,1739,3574,-6.42,38.41
"7513","Rosa gallica",143,936,1478,5465,-6.94,40.22
"7514","Rosa gallica",168,799,1622,3130,-6.03,39.84
"7515","Rosa gallica",123,560,1183,4375,34.774886,44.820921
"7516","Rosa gallica",123,527,1180,4310,34.792757,44.823856
"7517","Rosa gallica",121,1200,1127,12536,39.346493,44.367939
"7518","Rosa gallica",88,659,1092,5389,35.045357,45.028164
"7519","Rosa gallica",122,872,1207,7351,38.160882,44.466255
