"","species","temp","prec","pet","aridity","lon","lat"
"12796","Rubus corchorifolius",160,965,1299,8186,118.797741,32.055645
"12797","Rubus corchorifolius",201,1976,1239,14704,110.050532,25.255089
"12798","Rubus corchorifolius",175,1508,1184,10994,106.633387,24.392902
"12799","Rubus corchorifolius",207,1819,1354,11369,116.169884,24.357731
"12800","Rubus corchorifolius",182,1327,1221,9831,106.006265,24.388378
"12801","Rubus corchorifolius",211,1584,1445,12498,111.031652,22.446542
"12802","Rubus corchorifolius",193,1612,1167,14061,110.585686,25.60168
"12803","Rubus corchorifolius",218,1759,1335,12987,113.415062,24.186045
"12804","Rubus corchorifolius",192,1306,1170,11687,111.631136,26.221887
"12805","Rubus corchorifolius",158,1145,1062,10112,106.829864,27.536226
"12806","Rubus corchorifolius",222,1364,1395,11503,111.295924,23.490446
"12807","Rubus corchorifolius",184,1042,1102,11559,109.83,27.2
"12808","Rubus corchorifolius",215,1394,1380,10840,109.85442,24.045429
"12809","Rubus corchorifolius",197,1312,1222,11738,112.948819,25.39996
"12810","Rubus corchorifolius",223,1606,1420,10548,110.462487,23.519195
"12811","Rubus corchorifolius",212,1493,1323,12879,109.73333,24.48333
"12812","Rubus corchorifolius",220,1286,1404,11720,108.229301,23.226775
"12813","Rubus corchorifolius",164,1967,1092,14679,113.217309,25.22845
"12814","Rubus corchorifolius",195,1021,1118,10870,106.713306,25.431609
"12815","Rubus corchorifolius",184,1667,1207,12020,112.805557,27.221519
"12816","Rubus corchorifolius",193,1357,1216,12190,111.945802,25.570976
"12817","Rubus corchorifolius",159,1676,1239,16373,137.043428,35.264506
"12818","Rubus corchorifolius",162,1952,1216,14858,130.37,33.5274
"12819","Rubus corchorifolius",153,1148,1154,12776,133.552583,34.883778
"12820","Rubus corchorifolius",175,1475,1028,14421,103.84,29.41
"12821","Rubus corchorifolius",157,1084,1224,15307,98.3487,27.7492
"12822","Rubus corchorifolius",103,1892,1038,11954,98.628197,25.793135
"12823","Rubus corchorifolius",173,1436,1385,10076,98.689166,24.58669
"12824","Rubus corchorifolius",164,2049,1224,16058,129.878973,33.174156
"12825","Rubus corchorifolius",154,1223,1205,7806,102.928677,24.706769
"12826","Rubus corchorifolius",136,562,1285,6726,103.297362,26.41795
"12827","Rubus corchorifolius",183,749,1322,8914,103.388085,23.36561
"12828","Rubus corchorifolius",203,1227,1522,9331,99.0333,23.9
"12829","Rubus corchorifolius",176,755,1360,7572,99.92854,24.580446
"12830","Rubus corchorifolius",171,2468,1210,11612,103.086573,22.792186
"12831","Rubus corchorifolius",138,1677,1158,12037,126.61639,34.4775
"12832","Rubus corchorifolius",127,1282,1152,10208,126.365001,36.494973
"12833","Rubus corchorifolius",137,1514,1192,11938,127.173792,34.802779
"12834","Rubus corchorifolius",90,1860,1093,14575,127.560785,35.234952
"12835","Rubus corchorifolius",128,1390,1175,10930,126.797697,35.467971
"12836","Rubus corchorifolius",158,1624,1302,14202,126.559647,33.253933
"12837","Rubus corchorifolius",141,1933,1173,14044,135.16701,35.166698
"12838","Rubus corchorifolius",150,1012,993,12012,107.26667,29.116667
"12839","Rubus corchorifolius",218,2536,1352,22183,121.54,25.09
"12840","Rubus corchorifolius",180,1249,1135,12363,110.4,28.433333
"12841","Rubus corchorifolius",180,1298,1135,12598,110.814444,26.380833
"12842","Rubus corchorifolius",162,1058,1146,12374,102.75,30.06
"12843","Rubus corchorifolius",113,891,1007,7691,104.55,32.44
"12844","Rubus corchorifolius",247,2856,1647,13203,107.974445,16.100278
"12845","Rubus corchorifolius",148,2683,1179,21581,107.983333,15.066667
"12846","Rubus corchorifolius",197,1280,1276,11573,114.53,25.79
"12847","Rubus corchorifolius",189,1625,1279,12720,115.77119,28.159322
"12848","Rubus corchorifolius",154,667,1190,8291,109.36,32.38
"12849","Rubus corchorifolius",183,1296,1269,12514,119.63,27.97
"12850","Rubus corchorifolius",172,2300,1196,19864,130.5692,31.9857
"12851","Rubus corchorifolius",175,836,1252,8726,105.055261,24.046484
"12852","Rubus corchorifolius",158,1065,969,10799,103.612264,30.996299
"12853","Rubus corchorifolius",156,732,1170,7141,107.54,33.22
"12854","Rubus corchorifolius",145,727,1092,11166,102.81464,30.368117
"12855","Rubus corchorifolius",169,708,1212,7796,109.029307,32.68478
"12856","Rubus corchorifolius",207,1301,1341,11790,117.792739,26.397146
"12857","Rubus corchorifolius",125,1071,976,10124,104.010884,28.672732
"12858","Rubus corchorifolius",183,1142,1074,10377,106.266667,29.3
"12859","Rubus corchorifolius",222,1718,1302,13182,113.671053,23.651079
"12860","Rubus corchorifolius",174,1087,1200,10249,109.87,31.11
"12861","Rubus corchorifolius",159,1853,1275,12238,115.998105,29.61015
"12862","Rubus corchorifolius",164,1097,1258,8091,120.31968,31.526047
"12863","Rubus corchorifolius",173,944,1195,9863,110.340757,31.042327
"12864","Rubus corchorifolius",184,1612,1362,11245,116.104041,28.965815
"12865","Rubus corchorifolius",141,806,1074,8143,106.257169,32.829693
"12866","Rubus corchorifolius",152,788,1114,7534,106.67304,33.15355
"12867","Rubus corchorifolius",148,1832,1044,16460,113.844988,26.366879
"12868","Rubus corchorifolius",159,748,1170,7545,107.766609,32.983099
"12869","Rubus corchorifolius",149,1346,1145,13804,133.894167,35.106917
"12870","Rubus corchorifolius",173,2327,1314,15307,134.29693,33.603453
"12871","Rubus corchorifolius",153,1144,1238,12869,98.573586,26.120502
"12872","Rubus corchorifolius",175,1630,1236,12677,118.431373,29.866159
"12873","Rubus corchorifolius",162,896,1030,10689,107.465644,27.748854
"12874","Rubus corchorifolius",185,1365,1274,11384,119.63238,29.031361
"12875","Rubus corchorifolius",158,1094,1241,8334,121.30051,31.936558
"12876","Rubus corchorifolius",175,1421,1290,10630,120.172974,30.273977
"12877","Rubus corchorifolius",139,626,1212,5634,107.843975,34.15745
"12878","Rubus corchorifolius",173,944,1368,6979,100.709787,24.615701
"12879","Rubus corchorifolius",167,1296,1198,10565,122.097051,30.074061
"12880","Rubus corchorifolius",224,1262,1366,13751,112.044025,22.929376
"12881","Rubus corchorifolius",162,814,1252,7894,103.766191,24.532025
"12882","Rubus corchorifolius",188,1741,1353,10741,119.149615,26.191604
"12883","Rubus corchorifolius",157,1026,1091,10154,106.761103,26.543493
"12884","Rubus corchorifolius",156,1100,1018,13349,108.658379,28.890891
"12885","Rubus corchorifolius",170,765,1049,10054,104.580735,28.114752
"12886","Rubus corchorifolius",160,1007,1140,12121,109.726617,30.601932
"12887","Rubus corchorifolius",77,1062,836,9463,103.267,31.084
"12888","Rubus corchorifolius",172,831,1036,9844,105.9348,31.732429
"12889","Rubus corchorifolius",176,1231,963,10899,105.350722,29.987037
"12890","Rubus corchorifolius",163,1630,1251,11670,117.927793,30.622513
"12891","Rubus corchorifolius",166,1134,1242,9045,119.823343,31.375019
"12892","Rubus corchorifolius",142,925,1327,5953,119.506767,34.608663
"12893","Rubus corchorifolius",142,904,1368,5983,118.792881,34.558438
"12894","Rubus corchorifolius",169,878,1102,10814,107.97,26.58
"12895","Rubus corchorifolius",138,1017,1028,13779,108.93,30.29
"12896","Rubus corchorifolius",159,818,1259,7256,111.84,33.04
"12897","Rubus corchorifolius",162,1037,1281,9107,115.4,31.79
"12898","Rubus corchorifolius",171,1447,1209,11330,119.36,30.19
"12899","Rubus corchorifolius",196,1634,1283,13482,116.52,27.21
"12900","Rubus corchorifolius",168,1241,1103,10791,108.85,27.69
"12901","Rubus corchorifolius",198,1588,1274,13358,116.32,26.83
"12902","Rubus corchorifolius",123,1334,1073,10626,108.62,31.82
"12903","Rubus corchorifolius",152,877,1177,9564,110.78,31.33
"12904","Rubus corchorifolius",173,1823,1286,13010,117.373176,29.534772
"12905","Rubus corchorifolius",165,1352,1209,10597,111.02,29.69
"12906","Rubus corchorifolius",161,989,1265,8614,114.08,32.1
"12907","Rubus corchorifolius",162,963,1122,12536,110.032936,29.887732
"12908","Rubus corchorifolius",197,1334,1308,11803,115.36,26.33
"12909","Rubus corchorifolius",205,3093,1234,26036,121.67,24.91
"12910","Rubus corchorifolius",159,1442,1167,11209,105.39,25.13
"12911","Rubus corchorifolius",187,1547,1243,12475,114.67,27.81
"12912","Rubus corchorifolius",201,1420,1324,12566,115.650136,24.95476
"12913","Rubus corchorifolius",196,1252,1278,11487,114.514242,26.32496
"12914","Rubus corchorifolius",187,1443,1217,12533,113.854676,27.622868
"12915","Rubus corchorifolius",161,1823,1266,12408,114.412629,29.010101
"12916","Rubus corchorifolius",177,2648,1229,36420,120.766667,22.4
"12917","Rubus corchorifolius",237,1763,1526,10956,120.3,23.333333
"12918","Rubus corchorifolius",173,1253,1221,10515,114.316005,30.553863
"12919","Rubus corchorifolius",172,1125,1214,9200,113.166529,30.663372
"12920","Rubus corchorifolius",169,1181,1303,10632,115.399242,30.78311
"12921","Rubus corchorifolius",148,1314,1194,9617,111.261345,30.966552
"12922","Rubus corchorifolius",119,1057,1085,10380,111.155751,31.731334
"12923","Rubus corchorifolius",139,863,1233,7803,110.701804,32.583831
"12924","Rubus corchorifolius",176,1357,1271,11111,114.04948,29.539775
"12925","Rubus corchorifolius",170,920,918,10495,104.066673,30.666668
"12926","Rubus pectinellus",129,1555,975,20741,132.183333,34.616667
"12927","Rubus pectinellus",125,2496,1108,18315,135.582,34.2121
"12928","Rubus pectinellus",128,2420,1117,18283,138.8766,34.8613
"12929","Rubus pectinellus",164,1501,1215,15034,131.63623,34.17015
"12930","Rubus pectinellus",90,2337,976,21713,137.655494,35.227634
"12931","Rubus pectinellus",63,1738,863,20491,140.07558,37.59789
"12932","Rubus pectinellus",128,1788,1017,16946,133.033333,34.966667
"12933","Rubus pectinellus",62,1778,683,28696,139.215556,36.935
"12934","Rubus pectinellus",116,1418,946,15591,140.5208,38.7584
"12935","Rubus pectinellus",134,2344,1173,18940,132.9,33.3
"12936","Rubus pectinellus",159,1680,1189,14246,133.81212,35.42956
"12937","Rubus pectinellus",158,2950,1171,19649,130.873889,32.694444
"12938","Rubus pectinellus",117,1984,815,28344,133.124194,33.747528
"12939","Rubus pectinellus",120,2046,989,18024,137.283333,36.483333
"12940","Rubus pectinellus",7,1991,471,49403,137.472714,35.891899
"12941","Rubus pectinellus",130,1580,953,18383,133.855833,35.228611
"12942","Rubus pectinellus",116,1623,1192,14045,138.866808,35.359898
"12943","Rubus pectinellus",111,2228,1079,20076,136.421228,35.001237
"12944","Rubus pectinellus",29,3175,507,44619,136.752406,36.155345
"12945","Rubus pectinellus",106,3170,1055,19708,136.8,36.516667
"12946","Rubus pectinellus",136,1656,1033,16764,134.294722,35.2425
"12947","Rubus pectinellus",113,1367,973,15431,140.31676,40.07867
"12948","Rubus pectinellus",86,1245,840,16661,140.8302,40.4885
"12949","Rubus pectinellus",112,2876,928,24888,133.866667,33.816667
"12950","Rubus pectinellus",89,2339,885,23086,134.517,35.349998
"12951","Rubus pectinellus",118,1150,1048,15129,138.9,36.7
"12952","Rubus pectinellus",140,2167,1043,21073,130.90202,33.48381
"12953","Rubus pectinellus",163,4071,1088,29554,130.58128,30.34828
"12954","Rubus pectinellus",116,1764,1012,14871,140.09656,40.04186
"12955","Rubus pectinellus",103,3113,995,23665,134.294707,33.905773
"12956","Rubus pectinellus",128,1380,953,17475,140.15509,38.73913
"12957","Rubus pectinellus",158,1840,1236,12981,135.79846,34.40693
"12958","Rubus trifidus",162,1619,1318,13745,139.110031,35.141919
"12959","Rubus trifidus",161,1476,NA,NA,139.728027,35.499093
"12960","Rubus trifidus",157,1367,1261,10694,139.923415,35.824889
"12961","Rubus trifidus",123,1228,1088,12637,139.080157,35.833759
"12962","Rubus setchuenensis",141,463,1180,8649,102.23,29.91
"12963","Rubus setchuenensis",175,1508,1184,10994,106.633387,24.392902
"12964","Rubus setchuenensis",160,1105,1169,11197,105.289085,25.466544
"12965","Rubus setchuenensis",195,1437,1231,12167,111.600795,25.526439
"12966","Rubus setchuenensis",155,918,1065,12074,108.18,30.02
"12967","Rubus setchuenensis",158,855,1044,10448,107.190331,27.946853
"12968","Rubus setchuenensis",170,906,1105,10707,108.11,28.26
"12969","Rubus setchuenensis",143,972,999,10711,106.2,28.32
"12970","Rubus setchuenensis",123,829,1002,9874,104.873643,27.44164
"12971","Rubus setchuenensis",136,562,1285,6726,103.297362,26.41795
"12972","Rubus setchuenensis",152,1784,1070,13440,103.398589,29.496119
"12973","Rubus setchuenensis",158,1065,969,10799,103.612264,30.996299
"12974","Rubus setchuenensis",109,630,926,8723,103.853481,31.68115
"12975","Rubus setchuenensis",8,1314,637,12411,102.44,30.41
"12976","Rubus setchuenensis",69,1446,995,9269,102.4,28.45
"12977","Rubus setchuenensis",112,781,1310,5668,100.32,27.76
"12978","Rubus setchuenensis",170,947,1143,12903,109.479425,30.295026
"12979","Rubus setchuenensis",165,1345,1109,11501,107.54,25.59
"12980","Rubus setchuenensis",147,890,1206,9632,104.46,25.7
"12981","Rubus setchuenensis",132,1054,1072,10263,104.95795,26.548013
"12982","Rubus setchuenensis",183,1142,1074,10377,106.266667,29.3
"12983","Rubus setchuenensis",169,1284,1223,10321,104.89,25.08
"12984","Rubus setchuenensis",173,875,1074,10968,107.099276,29.157849
"12985","Rubus setchuenensis",141,1027,1070,11096,103.148639,29.160369
"12986","Rubus setchuenensis",148,566,989,9370,103.571742,28.262715
"12987","Rubus setchuenensis",167,1529,1285,11812,114.963105,29.326488
"12988","Rubus setchuenensis",125,1071,976,10124,104.010884,28.672732
"12989","Rubus setchuenensis",175,836,1252,8726,105.055261,24.046484
"12990","Rubus setchuenensis",152,876,1062,10464,106.33,26.67
"12991","Rubus setchuenensis",81,1073,1072,8158,101.74,27.5
"12992","Rubus setchuenensis",146,1101,1014,10294,105.956461,27.921099
"12993","Rubus setchuenensis",123,1334,1073,10626,108.62,31.82
"12994","Rubus setchuenensis",184,1042,1102,11559,109.83,27.2
"12995","Rubus setchuenensis",173,1497,1168,11049,105.84,24.93
"12996","Rubus setchuenensis",173,891,1122,11204,108.5,28.56
"12997","Rubus setchuenensis",169,878,1102,10814,107.97,26.58
"12998","Rubus setchuenensis",161,968,1137,12216,109.72,30.6
"12999","Rubus setchuenensis",135,727,1028,10179,105.288398,27.303223
"13000","Rubus setchuenensis",171,726,1350,6833,102.17,27.4
"13001","Rubus setchuenensis",113,891,1007,7691,104.55,32.44
"13002","Rubus setchuenensis",172,937,1129,11248,109.2,28.15
"13003","Rubus setchuenensis",179,1212,1130,12529,110.63,26.72
"13004","Rubus setchuenensis",123,1497,1081,12615,110.871148,30.222233
"13005","Rubus setchuenensis",154,1049,1035,10816,107.4,27.17
"13006","Rubus setchuenensis",90,397,1165,6485,101.96,30.05
"13007","Rubus setchuenensis",173,944,1368,6979,100.709786,24.615701
"13008","Rubus setchuenensis",184,747,1283,9151,103.4003,23.37
"13009","Potentilla centigrana",120,1445,1135,15597,137.75,35.48
"13010","Potentilla centigrana",116,2330,1035,18528,134.633,35.450001
"13011","Potentilla centigrana",95,1238,927,15281,141.00011,39.59781
"13012","Potentilla centigrana",67,1767,842,17512,140.9836,40.4278
"13013","Potentilla centigrana",119,1638,993,16604,140.26875,39.554167
"13014","Potentilla centigrana",89,1307,858,17678,140.045,37.642222
"13015","Potentilla centigrana",124,1216,1020,13389,140.067495,38.065665
"13016","Potentilla centigrana",62,1366,753,24960,137.875,35.809583
"13017","Potentilla centigrana",139,1019,1110,11152,140.920556,37.798056
"13018","Potentilla centigrana",131,2253,1088,20600,138.9,37.416667
"13019","Potentilla centigrana",122,1185,1043,12083,140.89,37.64
"13020","Potentilla centigrana",150,1224,1098,12556,140.41856,36.55079
"13021","Potentilla centigrana",103,1894,921,17638,140.44235,39.693294
"13022","Potentilla centigrana",75,2035,958,19048,139.181667,36.556667
"13023","Potentilla centigrana",115,1554,932,19348,139.533333,37.95
"13024","Potentilla centigrana",68,1446,844,21867,138.376398,35.681408
"13025","Potentilla centigrana",115,1743,1091,15984,138.824,35.2597
"13026","Potentilla centigrana",132,1885,1084,16469,135.7082,35.1364
"13027","Potentilla centigrana",90,1598,884,16061,138.07655,36.72995
"13028","Potentilla centigrana",138,2481,1095,19055,136.745,36.502
"13029","Potentilla centigrana",147,2136,1158,17129,137.416667,36.85
"13030","Potentilla centigrana",85,1643,928,18311,137.6875,35.935417
"13031","Potentilla centigrana",106,1217,988,12763,140.63258,41.04089
"13032","Potentilla centigrana",120,2502,1059,18547,135.8,35.383333
"13033","Potentilla centigrana",102,1149,935,13574,141.18521,41.29221
"13034","Pyrus pyrifolia",132,2144,1072,16721,137.416667,36.666667
"13035","Pyrus pyrifolia",152,1338,1199,12427,134.733,35.016701
"13036","Pyrus pyrifolia",201,1976,1242,14696,110.05,25.25
"13037","Pyrus pyrifolia",169,1763,1091,14435,110.599945,26.00537
"13038","Pyrus pyrifolia",141,1044,1196,7337,102.593465,25.869611
"13039","Pyrus pyrifolia",194,1318,1215,12127,112.563461,25.275561
"13040","Pyrus pyrifolia",193,1357,1216,12190,111.945802,25.570976
"13041","Pyrus pyrifolia",229,1450,1430,11218,109.124837,22.320354
"13042","Pyrus pyrifolia",151,1646,1111,11569,106.174257,25.251896
"13043","Pyrus pyrifolia",169,1097,1199,10793,105.334672,24.68123
"13044","Pyrus pyrifolia",218,1593,1364,11408,107.325268,22.010392
"13045","Pyrus pyrifolia",158,1034,1314,7646,118.30841,32.308046
"13046","Pyrus pyrifolia",227,1680,1291,12599,113.341527,23.127041
"13047","Pyrus pyrifolia",175,1508,1184,10994,106.633387,24.392902
"13048","Pyrus pyrifolia",223,1099,1374,9996,106.618742,23.9022
"13049","Pyrus pyrifolia",103,1633,1034,15948,138.865438,35.433079
"13050","Pyrus pyrifolia",156,1290,1175,11126,140.01413,36.00192
"13051","Pyrus pyrifolia",150,1317,1092,12689,140.37804,36.47987
"13052","Pyrus pyrifolia",148,1362,1133,12011,140.73969,36.80775
"13053","Pyrus pyrifolia",141,1192,1118,11449,140.99384,37.3986
"13054","Pyrus pyrifolia",176,1551,1117,12706,111.316667,26.466667
"13055","Pyrus pyrifolia",116,966,1151,10429,98.603249,27.765751
"13056","Pyrus pyrifolia",142,1371,1173,11172,139.3,36.4
"13057","Pyrus pyrifolia",108,1172,950,14298,137.846633,36.674744
"13058","Pyrus pyrifolia",66,1534,886,15916,141.518276,40.078699
"13059","Pyrus pyrifolia",89,1290,967,16663,137.75,35.93
"13060","Pyrus pyrifolia",142,2344,1120,18595,133.774357,33.779259
"13061","Pyrus pyrifolia",176,755,1360,7572,99.92854,24.580446
"13062","Pyrus pyrifolia",200,727,1423,11424,98.857727,25.841921
"13063","Pyrus pyrifolia",171,2468,1210,11612,103.086573,22.792186
"13064","Pyrus pyrifolia",159,843,1257,7086,102.114347,24.698913
"13065","Pyrus pyrifolia",165,1373,1176,11812,104.672252,23.437468
"13066","Pyrus pyrifolia",242,1523,1335,12583,103.939279,22.529465
"13067","Pyrus pyrifolia",124,875,1293,6185,100.229945,26.876096
"13068","Pyrus pyrifolia",173,944,1368,6979,100.709787,24.615701
"13069","Pyrus pyrifolia",175,1378,1302,9826,120.2,30.3
"13070","Pyrus pyrifolia",123,1442,1118,12808,127.656528,35.239694
"13071","Pyrus pyrifolia",127,892,1112,9956,129.016667,36.55
"13072","Pyrus pyrifolia",138,1322,1069,11891,130.895056,37.490694
"13073","Pyrus pyrifolia",102,1682,1038,12861,127.25,37.522222
"13074","Pyrus pyrifolia",167,1266,1370,10005,135.406466,34.733995
"13075","Pyrus pyrifolia",132,1892,1215,13884,128.692904,34.8525
"13076","Pyrus pyrifolia",147,1384,1217,11862,128.65722,35.15389
"13077","Pyrus pyrifolia",135,1743,1193,11209,126.221645,34.390674
"13078","Pyrus pyrifolia",118,1919,1125,13452,126.637301,34.472865
"13079","Pyrus pyrifolia",61,2221,760,28933,126.533006,33.366306
"13080","Pyrus pyrifolia",143,1504,1130,13986,133.585833,34.968611
"13081","Pyrus pyrifolia",124,1846,1012,17802,133.650278,35.353611
"13082","Pyrus pyrifolia",151,1814,1080,13170,103.39,29.49
"13083","Pyrus pyrifolia",147,1472,1390,8905,98.807388,24.805305
"13084","Pyrus pyrifolia",130,1144,1045,11743,140.3927,37.1918
"13085","Pyrus pyrifolia",184,747,1283,9151,103.4003,23.37
"13086","Pyrus pyrifolia",140,734,1082,10914,102.81,30.36
"13087","Pyrus pyrifolia",104,383,1457,3251,109.67,37.14
"13088","Pyrus pyrifolia",12,981,657,11950,102.033333,30.049999
"13089","Pyrus pyrifolia",115,1044,941,9037,104.43684,31.893892
"13090","Pyrus pyrifolia",173,875,1074,10968,107.099276,29.157849
"13091","Pyrus pyrifolia",95,738,1069,6833,108.2,33.98
"13092","Pyrus pyrifolia",190,1214,1322,11318,120.374912,27.643456
"13093","Pyrus pyrifolia",204,1314,1338,11018,117.034189,25.100649
"13094","Pyrus pyrifolia",138,1015,1031,13772,108.936374,30.290996
"13095","Pyrus pyrifolia",122,559,1302,6278,101.5,27.46
"13096","Pyrus pyrifolia",170,857,1170,10086,109.62,31.37
"13097","Pyrus pyrifolia",112,553,1044,6587,105.608676,33.329121
"13098","Pyrus pyrifolia",141,806,1074,8143,106.257169,32.829693
"13099","Pyrus pyrifolia",165,1031,1053,11018,107.44,28.55
"13100","Pyrus pyrifolia",170,879,903,10392,104.088668,30.710589
"13101","Pyrus pyrifolia",213,2137,1271,13895,113.745564,23.349959
"13102","Pyrus pyrifolia",159,1853,1275,12238,115.998105,29.61015
"13103","Pyrus pyrifolia",158,1145,1062,10112,106.829864,27.536226
"13104","Pyrus pyrifolia",157,833,1176,9452,110.783719,31.331599
"13105","Pyrus pyrifolia",207,1301,1341,11790,117.792739,26.397146
"13106","Pyrus pyrifolia",146,940,1009,10516,103.676251,28.685449
"13107","Pyrus pyrifolia",152,788,1114,7534,106.67304,33.15355
"13108","Pyrus pyrifolia",140,1353,1035,15738,133.361667,35.036944
"13109","Pyrus pyrifolia",188,1220,1273,12332,119.573404,28.115802
"13110","Pyrus pyrifolia",154,1223,1205,7806,102.928677,24.706769
"13111","Pyrus pyrifolia",206,993,1525,9292,99.411861,23.531078
"13112","Pyrus pyrifolia",202,1360,1199,12462,113.184435,24.813781
"13113","Pyrus pyrifolia",195,1444,1278,13862,117.492653,27.340665
"13114","Pyrus pyrifolia",157,1837,1205,12615,119.92,29.51
"13115","Pyrus pyrifolia",54,433,954,7417,103.59895,32.637983
"13116","Pyrus pyrifolia",113,644,1042,8536,103.132181,28.328636
"13117","Pyrus pyrifolia",104,385,1216,5276,102.063825,31.476274
"13118","Pyrus pyrifolia",135,465,1163,8541,102.234618,29.914155
"13119","Pyrus pyrifolia",113,891,1007,7691,104.55,32.44
"13120","Pyrus pyrifolia",83,420,1076,6362,102.990174,32.061655
"13121","Pyrus pyrifolia",123,1334,1073,10626,108.62,31.82
"13122","Pyrus pyrifolia",150,848,1163,9118,108.0416,32.068138
"13123","Pyrus pyrifolia",126,613,1427,4006,116.397947,39.908173
"13124","Pyrus pyrifolia",160,965,1299,8186,118.797741,32.055645
"13125","Pyrus pyrifolia",142,925,1327,5953,119.506767,34.608663
"13126","Pyrus pyrifolia",164,1097,1258,8091,120.31968,31.526047
"13127","Pyrus pyrifolia",147,1008,1282,7756,120.264963,33.754353
"13128","Pyrus pyrifolia",187,1547,1243,12475,114.67,27.81
"13129","Pyrus pyrifolia",160,1025,1280,8169,119.17,31.92
"13130","Pyrus pyrifolia",92,821,1361,4533,119.41,40.02
"13131","Pyrus pyrifolia",184,1042,1102,11559,109.83,27.2
"13132","Pyrus pyrifolia",169,882,1114,10479,108.4,27.99
"13133","Pyrus pyrifolia",165,1345,1109,11501,107.54,25.59
"13134","Pyrus pyrifolia",174,1453,1035,14711,103.7,29.47
"13135","Pyrus pyrifolia",118,637,1408,4387,119.05,39.62
"13136","Pyrus pyrifolia",138,670,1380,5106,112.41,34.08
"13137","Pyrus pyrifolia",154,667,1190,8291,109.36,32.38
"13138","Pyrus pyrifolia",160,1007,1140,12121,109.726617,30.601932
"13139","Pyrus pyrifolia",171,1447,1209,11330,119.36,30.19
"13140","Pyrus pyrifolia",135,575,1298,5122,111.04,34.05
"13141","Pyrus pyrifolia",159,818,1259,7256,111.84,33.04
"13142","Pyrus pyrifolia",162,963,1122,12536,110.032936,29.887732
"13143","Pyrus pyrifolia",98,392,1453,3282,111.12,38.46
"13144","Pyrus pyrifolia",159,1442,1167,11209,105.39,25.13
"13145","Pyrus pyrifolia",179,1628,1254,12091,118.87,29.57
"13146","Pyrus pyrifolia",174,1010,1127,12529,109.851254,29.001441
"13147","Pyrus pyrifolia",197,1334,1308,11803,115.36,26.33
"13148","Pyrus pyrifolia",149,975,1040,13967,109.152925,29.678629
"13149","Pyrus pyrifolia",191,1453,1324,13215,118.03,27.75
"13150","Pyrus pyrifolia",87,576,1321,4155,117.72,40.44
"13151","Pyrus pyrifolia",169,878,1102,10814,107.97,26.58
"13152","Pyrus pyrifolia",178,1526,1282,10521,120.97,29.14
"13153","Pyrus pyrifolia",100,579,1357,3903,117.09,40.5
"13154","Pyrus pyrifolia",168,1564,1294,11662,114.96,29.32
"13155","Pyrus pyrifolia",145,513,1470,3659,114.51,37.28
"13156","Pyrus pyrifolia",128,656,1474,4049,114.06,36.67
"13157","Pyrus pyrifolia",198,1486,1289,12823,116.34,26.32
"13158","Pyrus pyrifolia",128,334,1198,4364,104.926525,33.392394
"13159","Pyrus pyrifolia",199,1241,1272,11632,114.537223,25.790801
"13160","Pyrus pyrifolia",196,1252,1278,11487,114.514242,26.32496
"13161","Pyrus pyrifolia",193,1726,1336,13256,117.70945,28.315215
"13162","Pyrus pyrifolia",173,1503,1232,11725,113.653403,28.762976
"13163","Pyrus pyrifolia",203,1304,1290,13176,114.530131,24.742369
"13164","Pyrus pyrifolia",184,1523,1278,12141,114.780982,28.385228
"13165","Pyrus pyrifolia",87,433,1478,2665,110.116667,38.8
"13166","Pyrus pyrifolia",158,1840,1236,12981,135.79846,34.40693
"13167","Pyrus pyrifolia",169,1181,1303,10632,115.399242,30.78311
"13168","Pyrus pyrifolia",172,1125,1214,9200,113.166529,30.663372
"13169","Pyrus pyrifolia",123,1497,1081,12615,110.871148,30.222233
"13170","Pyrus pyrifolia",176,1357,1271,11111,114.04948,29.539775
"13171","Pyrus pyrifolia",151,748,1166,8968,109.815677,32.089392
"13172","Rosa sambucina",159,1258,1209,12209,134.053667,34.958889
"13173","Rosa sambucina",157,2413,1076,24682,130.669167,32.180833
"13174","Rosa sambucina",136,1775,1153,13917,134.966667,35.133333
"13175","Rosa sambucina",148,2445,1163,18615,131.39375,33.020833
"13176","Rosa sambucina",164,1642,1314,14451,137.31778,34.8336
"13177","Rosa sambucina",98,2922,995,21592,139.001667,34.862778
"13178","Rosa sambucina",145,1242,1175,11208,139.10654,36.38635
"13179","Rosa sambucina",156,2213,1245,18413,132.733333,33.066667
"13180","Rosa sambucina",151,2492,1239,18437,133.033333,33.233333
"13181","Rosa sambucina",175,1947,1316,16757,133.19375,33.354167
"13182","Rosa sambucina",142,1713,1161,13937,135.251139,35.111
"13183","Rosa sambucina",139,1724,1102,15059,134.817,35.1833
"13184","Rosa sambucina",150,1638,1236,17114,137.307058,35.184219
"13185","Rosa sambucina",147,1697,1146,16688,131.5695,34.31583
"13186","Rosa sambucina",110,2314,905,20918,133.866944,35.289722
"13187","Spiraea thunbergii",165,1229,1276,10791,134.418,34.766701
"13188","Spiraea thunbergii",148,2104,1061,19366,137.186944,36.699167
"13189","Spiraea thunbergii",156,1337,1274,10750,135.317,34.833302
"13190","Spiraea thunbergii",144,1412,1208,12160,139.272852,35.646756
"13191","Spiraea thunbergii",183,1289,1598,8544,-85.20933,31.53364
"13192","Spiraea thunbergii",87,693,1216,5575,123.416408,41.827587
