"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"575","Leandra glazioviana","21","5.682832","0.007441","0.001624","4e-06","Leandra glazioviana","21","7.343965","0.148499","0.032405","0.005647","Leandra glazioviana","21","7.133086","0.090538","0.019757","0.000585","Leandra glazioviana","21","9.384368","0.231699","0.050561","0.005561"
"576","Leandra neurotricha","2","5.694068","0.001666","0.001178","3.7e-05","Leandra neurotricha","2","7.258071","0.234049","0.165498","0.059297","Leandra neurotricha","2","7.235767","0.047871","0.03385","0.006142","Leandra neurotricha","2","9.345534","0.459994","0.325265","0.058394"
"577","Behuria comosa","4","5.679778","0.011875","0.005938","1.9e-05","Behuria comosa","4","7.142052","0.199428","0.099714","0.029649","Behuria comosa","4","7.101522","0.076283","0.038142","0.003071","Behuria comosa","4","9.333155","0.177717","0.088859","0.029197"
"578","Leandra tetraquetra","5","5.674019","0.008006","0.00358","1.5e-05","Leandra tetraquetra","5","7.562927","0.075594","0.033807","0.023719","Leandra tetraquetra","5","7.062186","0.058922","0.026351","0.002457","Leandra tetraquetra","5","9.633983","0.07443","0.033286","0.023358"
"579","Cambessedesia eichleri","3","5.688819","0.007471","0.004313","2.5e-05","Cambessedesia eichleri","3","7.148839","0.04928","0.028452","0.039531","Cambessedesia eichleri","3","7.18786","0.056589","0.032672","0.004095","Cambessedesia eichleri","3","9.101328","0.163038","0.09413","0.038929"
"580","Leandra fallax","15","5.675814","0.005692","0.00147","5e-06","Leandra fallax","15","7.403594","0.250657","0.064719","0.007906","Leandra fallax","15","7.078408","0.064335","0.016611","0.000819","Leandra fallax","15","9.449006","0.259609","0.067031","0.007786"
"581","Merianthera burlemarxii","1","5.695918",NA,NA,"7.5e-05","Merianthera burlemarxii","1","7.003065",NA,NA,"0.118594","Merianthera burlemarxii","1","7.218177",NA,NA,"0.012284","Merianthera burlemarxii","1","9.033842",NA,NA,"0.116788"
"582","Pleroma martiale","19","5.677396","0.01042","0.002391","4e-06","Pleroma martiale","19","7.328538","0.234331","0.053759","0.006242","Pleroma martiale","19","7.146528","0.085632","0.019645","0.000647","Pleroma martiale","19","9.375632","0.201555","0.04624","0.006147"
"583","Miconia michelangeliana","1","5.681025",NA,NA,"7.5e-05","Miconia michelangeliana","1","7.386471",NA,NA,"0.118594","Miconia michelangeliana","1","7.104965",NA,NA,"0.012284","Miconia michelangeliana","1","9.318298",NA,NA,"0.116788"
"584","Siphanthera paludosa","3","5.68329","0.004254","0.002456","2.5e-05","Siphanthera paludosa","3","7.225757","0.12239","0.070662","0.039531","Siphanthera paludosa","3","7.193173","0.005832","0.003367","0.004095","Siphanthera paludosa","3","9.247154","0.079695","0.046012","0.038929"
"585","Ossaea sanguinea","16","5.681917","0.007208","0.001802","5e-06","Ossaea sanguinea","16","7.446535","0.23687","0.059218","0.007412","Ossaea sanguinea","16","7.108962","0.075801","0.01895","0.000768","Ossaea sanguinea","16","9.481676","0.265662","0.066416","0.007299"
"586","Merianthera bullata","1","5.692216",NA,NA,"7.5e-05","Merianthera bullata","1","7.433075",NA,NA,"0.118594","Merianthera bullata","1","7.196687",NA,NA,"0.012284","Merianthera bullata","1","9.159678",NA,NA,"0.116788"
"587","Microlicia confertiflora","4","5.679221","0.005719","0.00286","1.9e-05","Microlicia confertiflora","4","7.202351","0.125574","0.062787","0.029649","Microlicia confertiflora","4","7.195026","0.066168","0.033084","0.003071","Microlicia confertiflora","4","9.211369","0.251366","0.125683","0.029197"
"588","Miconia cabucu","16","5.678304","0.004872","0.001218","5e-06","Miconia cabucu","16","7.473568","0.205233","0.051308","0.007412","Miconia cabucu","16","7.059902","0.054082","0.01352","0.000768","Miconia cabucu","16","9.541038","0.182811","0.045703","0.007299"
"589","Fritzschia erecta","1","5.675212",NA,NA,"7.5e-05","Fritzschia erecta","1","7.494986",NA,NA,"0.118594","Fritzschia erecta","1","7.13966",NA,NA,"0.012284","Fritzschia erecta","1","9.439546",NA,NA,"0.116788"
"590","Leandra xanthocoma","43","5.676161","0.006824","0.001041","2e-06","Leandra xanthocoma","43","7.424083","0.220034","0.033555","0.002758","Leandra xanthocoma","43","7.137295","0.089425","0.013637","0.000286","Leandra xanthocoma","43","9.445572","0.167012","0.025469","0.002716"
"591","Miconia octopetala","6","5.682325","0.012311","0.005026","1.2e-05","Miconia octopetala","6","7.553139","0.19222","0.078473","0.019766","Miconia octopetala","6","7.152701","0.109962","0.044892","0.002047","Miconia octopetala","6","9.408152","0.110664","0.045178","0.019465"
"592","Leandra pennipilis","3","5.672995","0.011251","0.006496","2.5e-05","Leandra pennipilis","3","7.397287","0.139063","0.080288","0.039531","Leandra pennipilis","3","7.116663","0.075325","0.043489","0.004095","Leandra pennipilis","3","9.480874","0.254912","0.147174","0.038929"
"593","Leandra hirtella","17","5.674981","0.007824","0.001898","4e-06","Leandra hirtella","17","7.456485","0.163186","0.039578","0.006976","Leandra hirtella","17","7.06386","0.068121","0.016522","0.000723","Leandra hirtella","17","9.541048","0.179873","0.043626","0.00687"
"594","Miconia valtheri","21","5.680909","0.006249","0.001364","4e-06","Miconia valtheri","21","7.412748","0.218091","0.047591","0.005647","Miconia valtheri","21","7.10498","0.087893","0.01918","0.000585","Miconia valtheri","21","9.467967","0.222208","0.04849","0.005561"
"595","Pleiochiton ebracteatum","10","5.675747","0.005472","0.00173","7e-06","Pleiochiton ebracteatum","10","7.433672","0.163573","0.051726","0.011859","Pleiochiton ebracteatum","10","7.038361","0.053497","0.016917","0.001228","Pleiochiton ebracteatum","10","9.59096","0.143249","0.045299","0.011679"
"596","Behuria glutinosa","1","5.67212",NA,NA,"7.5e-05","Behuria glutinosa","1","7.501082",NA,NA,"0.118594","Behuria glutinosa","1","7.106606",NA,NA,"0.012284","Behuria glutinosa","1","9.452031",NA,NA,"0.116788"
"597","Leandra laevigata","18","5.673115","0.006032","0.001422","4e-06","Leandra laevigata","18","7.48384","0.186541","0.043968","0.006589","Leandra laevigata","18","7.057652","0.069144","0.016297","0.000682","Leandra laevigata","18","9.552507","0.139268","0.032826","0.006488"
"598","Leandra brackenridgei","2","5.677438","0.000242","0.000171","3.7e-05","Leandra brackenridgei","2","7.604493","0.136124","0.096254","0.059297","Leandra brackenridgei","2","7.0236","0.025189","0.017811","0.006142","Leandra brackenridgei","2","9.701124","0.266103","0.188163","0.058394"
"599","Leandra eichleri","6","5.6705","0.013023","0.005317","1.2e-05","Leandra eichleri","6","7.42861","0.177832","0.0726","0.019766","Leandra eichleri","6","7.108499","0.063192","0.025798","0.002047","Leandra eichleri","6","9.498484","0.24026","0.098086","0.019465"
"600","Tibouchina itatiaiae","1","5.648094",NA,NA,"7.5e-05","Tibouchina itatiaiae","1","7.6587",NA,NA,"0.118594","Tibouchina itatiaiae","1","7.003974",NA,NA,"0.012284","Tibouchina itatiaiae","1","9.935228",NA,NA,"0.116788"
"601","Miconia nambyquarae","12","5.695887","0.002482","0.000716","6e-06","Miconia nambyquarae","12","7.534915","0.132637","0.038289","0.009883","Miconia nambyquarae","12","7.2764","0.036505","0.010538","0.001024","Miconia nambyquarae","12","9.444584","0.136569","0.039424","0.009732"
"602","Tibouchina cerastifolia","37","5.675714","0.007264","0.001194","2e-06","Tibouchina cerastifolia","37","7.438416","0.181721","0.029875","0.003205","Tibouchina cerastifolia","37","7.109449","0.101453","0.016679","0.000332","Tibouchina cerastifolia","37","9.476943","0.208306","0.034245","0.003156"
"603","Pseudoernestia cordifolia","3","5.69782","0.000512","0.000296","2.5e-05","Pseudoernestia cordifolia","3","7.540859","0.237923","0.137365","0.039531","Pseudoernestia cordifolia","3","7.283975","0.02191","0.01265","0.004095","Pseudoernestia cordifolia","3","9.558587","0.081435","0.047017","0.038929"
"604","Miconia trianae","6","5.684706","0.004001","0.001633","1.2e-05","Miconia trianae","6","7.269498","0.130911","0.053444","0.019766","Miconia trianae","6","7.190504","0.050358","0.020559","0.002047","Miconia trianae","6","9.297558","0.053139","0.021694","0.019465"
"605","Acisanthera variabilis","71","5.68534","0.008622","0.001023","1e-06","Acisanthera variabilis","71","7.237772","0.245848","0.029177","0.00167","Acisanthera variabilis","71","7.264299","0.12427","0.014748","0.000173","Acisanthera variabilis","71","9.181146","0.276635","0.032831","0.001645"
"606","Meriania calyptrata","1","5.680343",NA,NA,"7.5e-05","Meriania calyptrata","1","7.736744",NA,NA,"0.118594","Meriania calyptrata","1","7.074963",NA,NA,"0.012284","Meriania calyptrata","1","9.712932",NA,NA,"0.116788"
"607","Leandra fontanae","1","5.681025",NA,NA,"7.5e-05","Leandra fontanae","1","7.204893",NA,NA,"0.118594","Leandra fontanae","1","7.122867",NA,NA,"0.012284","Leandra fontanae","1","9.28387",NA,NA,"0.116788"
"608","Acisanthera paraguayensis","10","5.688513","0.006738","0.002131","7e-06","Acisanthera paraguayensis","10","7.349526","0.161321","0.051014","0.011859","Acisanthera paraguayensis","10","7.408535","0.073348","0.023195","0.001228","Acisanthera paraguayensis","10","9.121696","0.178503","0.056448","0.011679"
"609","Leandra adenothrix","1","5.685109",NA,NA,"7.5e-05","Leandra adenothrix","1","7.330405",NA,NA,"0.118594","Leandra adenothrix","1","7.334329",NA,NA,"0.012284","Leandra adenothrix","1","9.180912",NA,NA,"0.116788"
"610","Marcetia viscida","1","5.681025",NA,NA,"7.5e-05","Marcetia viscida","1","7.023759",NA,NA,"0.118594","Marcetia viscida","1","7.308543",NA,NA,"0.012284","Marcetia viscida","1","8.9297",NA,NA,"0.116788"
"611","Leandra dentata","1","5.670053",NA,NA,"7.5e-05","Leandra dentata","1","7.783641",NA,NA,"0.118594","Leandra dentata","1","7.022868",NA,NA,"0.012284","Leandra dentata","1","9.652202",NA,NA,"0.116788"
"612","Leandra mouraei","1","5.68477",NA,NA,"7.5e-05","Leandra mouraei","1","7.554335",NA,NA,"0.118594","Leandra mouraei","1","7.089243",NA,NA,"0.012284","Leandra mouraei","1","9.502711",NA,NA,"0.116788"
"613","Leandra heteroporata","1","5.696254",NA,NA,"7.5e-05","Leandra heteroporata","1","7.65112",NA,NA,"0.118594","Leandra heteroporata","1","7.377134",NA,NA,"0.012284","Leandra heteroporata","1","9.180603",NA,NA,"0.116788"
"614","Lavoisiera confertiflora","2","5.680002","0.000965","0.000682","3.7e-05","Lavoisiera confertiflora","2","7.354595","0.240368","0.169966","0.059297","Lavoisiera confertiflora","2","7.162558","0.030141","0.021313","0.006142","Lavoisiera confertiflora","2","9.334597","0.127347","0.090048","0.058394"
"615","Lavoisiera mucorifera","1","5.675554",NA,NA,"7.5e-05","Lavoisiera mucorifera","1","7.311218",NA,NA,"0.118594","Lavoisiera mucorifera","1","7.191429",NA,NA,"0.012284","Lavoisiera mucorifera","1","9.266721",NA,NA,"0.116788"
"616","Leandra gracilis","11","5.672643","0.004368","0.001317","7e-06","Leandra gracilis","11","7.55233","0.172808","0.052104","0.010781","Leandra gracilis","11","7.039955","0.046506","0.014022","0.001117","Leandra gracilis","11","9.593047","0.192149","0.057935","0.010617"
"617","Miconia brachycalyx","14","5.689036","0.009728","0.0026","5e-06","Miconia brachycalyx","14","8.16294","0.445318","0.119016","0.008471","Miconia brachycalyx","14","7.20771","0.105597","0.028222","0.000877","Miconia brachycalyx","14","10.034593","0.423534","0.113194","0.008342"
"618","Miconia lymanii","11","5.671653","0.007946","0.002396","7e-06","Miconia lymanii","11","7.600923","0.204591","0.061687","0.010781","Miconia lymanii","11","7.029493","0.068584","0.020679","0.001117","Miconia lymanii","11","9.646305","0.233227","0.070321","0.010617"
"619","Miconia leucocarpa","4","5.686636","0.001313","0.000656","1.9e-05","Miconia leucocarpa","4","7.267966","0.04019","0.020095","0.029649","Miconia leucocarpa","4","7.339176","0.009884","0.004942","0.003071","Miconia leucocarpa","4","9.191398","0.0176","0.0088","0.029197"
"620","Meriania robusta","1","5.689515",NA,NA,"7.5e-05","Meriania robusta","1","6.960348",NA,NA,"0.118594","Meriania robusta","1","7.147559",NA,NA,"0.012284","Meriania robusta","1","9.165866",NA,NA,"0.116788"
"621","Miconia eriodonta","23","5.700432","0.002902","0.000605","3e-06","Miconia eriodonta","23","7.809604","0.141976","0.029604","0.005156","Miconia eriodonta","23","7.286227","0.082434","0.017189","0.000534","Miconia eriodonta","23","9.712369","0.133894","0.027919","0.005078"
"622","Leandra umbellata","6","5.680827","0.014352","0.005859","1.2e-05","Leandra umbellata","6","7.314588","0.234604","0.095777","0.019766","Leandra umbellata","6","7.145179","0.090361","0.03689","0.002047","Leandra umbellata","6","9.368423","0.289725","0.11828","0.019465"
"623","Leandra polystachya","17","5.676084","0.008641","0.002096","4e-06","Leandra polystachya","17","7.391776","0.19288","0.04678","0.006976","Leandra polystachya","17","7.187883","0.113193","0.027453","0.000723","Leandra polystachya","17","9.389288","0.157446","0.038186","0.00687"
"624","Ossaea coriacea","1","5.673151",NA,NA,"7.5e-05","Ossaea coriacea","1","7.339538",NA,NA,"0.118594","Ossaea coriacea","1","7.156956",NA,NA,"0.012284","Ossaea coriacea","1","9.401787",NA,NA,"0.116788"
"625","Lavoisiera alba","4","5.677694","0.001707","0.000853","1.9e-05","Lavoisiera alba","4","7.279719","0.193416","0.096708","0.029649","Lavoisiera alba","4","7.18754","0.036405","0.018202","0.003071","Lavoisiera alba","4","9.300037","0.108581","0.05429","0.029197"
"626","Lavoisiera macrocarpa","1","5.676925",NA,NA,"7.5e-05","Lavoisiera macrocarpa","1","7.495542",NA,NA,"0.118594","Lavoisiera macrocarpa","1","7.124478",NA,NA,"0.012284","Lavoisiera macrocarpa","1","9.461099",NA,NA,"0.116788"
"627","Pleiochiton micranthum","1","5.672464",NA,NA,"7.5e-05","Pleiochiton micranthum","1","7.74327",NA,NA,"0.118594","Pleiochiton micranthum","1","7.068172",NA,NA,"0.012284","Pleiochiton micranthum","1","9.410993",NA,NA,"0.116788"
"628","Tibouchina manicata","2","5.673179","0.024059","0.017012","3.7e-05","Tibouchina manicata","2","7.089218","0.163589","0.115675","0.059297","Tibouchina manicata","2","7.095917","0.114696","0.081102","0.006142","Tibouchina manicata","2","9.336296","0.25828","0.182632","0.058394"
"629","Leandra quinquenodis","4","5.675136","0.014231","0.007116","1.9e-05","Leandra quinquenodis","4","7.343689","0.259873","0.129937","0.029649","Leandra quinquenodis","4","7.121645","0.121123","0.060562","0.003071","Leandra quinquenodis","4","9.402821","0.288173","0.144087","0.029197"
"630","Lavoisiera caryophyllea","1","5.676583",NA,NA,"7.5e-05","Lavoisiera caryophyllea","1","7.502186",NA,NA,"0.118594","Lavoisiera caryophyllea","1","7.12206",NA,NA,"0.012284","Lavoisiera caryophyllea","1","9.466532",NA,NA,"0.116788"
"631","Leandra granatensis","37","5.695224","0.008025","0.001319","2e-06","Leandra granatensis","37","7.972952","0.472063","0.077607","0.003205","Leandra granatensis","35","7.317914","0.150063","0.025365","0.000351","Leandra granatensis","35","9.834823","0.474217","0.080157","0.003337"
"632","Miconia corymbiformis","10","5.652763","0.01803","0.005702","7e-06","Miconia corymbiformis","10","7.445514","0.382237","0.120874","0.011859","Miconia corymbiformis","10","6.943882","0.10044","0.031762","0.001228","Miconia corymbiformis","10","9.481809","0.408549","0.129195","0.011679"
"633","Miconia baumgratziana","4","5.686849","0.010543","0.005272","1.9e-05","Miconia baumgratziana","4","7.266505","0.3186","0.1593","0.029649","Miconia baumgratziana","4","7.166629","0.104662","0.052331","0.003071","Miconia baumgratziana","4","9.1775","0.244116","0.122058","0.029197"
"634","Miconia aulocalyx","20","5.697041","0.002117","0.000473","4e-06","Miconia aulocalyx","20","7.741154","0.317166","0.07092","0.00593","Miconia aulocalyx","20","7.12229","0.059606","0.013328","0.000614","Miconia aulocalyx","20","9.923419","0.252326","0.056422","0.005839"
"635","Tibouchina sebastianopolitana","20","5.681016","0.009597","0.002146","4e-06","Tibouchina sebastianopolitana","20","7.237989","0.273309","0.061114","0.00593","Tibouchina sebastianopolitana","20","7.167668","0.081423","0.018207","0.000614","Tibouchina sebastianopolitana","20","9.295863","0.254641","0.056939","0.005839"
"636","Leandra xantholasia","9","5.676602","0.006503","0.002168","8e-06","Leandra xantholasia","9","7.39173","0.307675","0.102558","0.013177","Leandra xantholasia","9","7.131238","0.093531","0.031177","0.001365","Leandra xantholasia","9","9.334279","0.241102","0.080367","0.012976"
"637","Leandra microphylla","2","5.67212","0.000487","0.000344","3.7e-05","Leandra microphylla","2","7.248422","0.056317","0.039822","0.059297","Leandra microphylla","2","7.101233","0.011072","0.007829","0.006142","Leandra microphylla","2","9.437645","0.037345","0.026407","0.058394"
"638","Blakea pauciflora","1","5.679661",NA,NA,"7.5e-05","Blakea pauciflora","1","7.843064",NA,NA,"0.118594","Blakea pauciflora","1","7.204149",NA,NA,"0.012284","Blakea pauciflora","1","10.07399",NA,NA,"0.116788"
"639","Miconia bracteolata","12","5.64477","0.00787","0.002272","6e-06","Miconia bracteolata","12","7.018858","0.229263","0.066183","0.009883","Miconia bracteolata","12","6.921859","0.110245","0.031825","0.001024","Miconia bracteolata","12","9.276847","0.296432","0.085573","0.009732"
"640","Blakea granatensis","9","5.678163","0.006114","0.002038","8e-06","Blakea granatensis","9","7.830588","0.534532","0.178177","0.013177","Blakea granatensis","9","7.269729","0.060581","0.020194","0.001365","Blakea granatensis","9","9.648024","0.239759","0.07992","0.012976"
"641","Miconia squamulosa","4","5.652569","0.004695","0.002348","1.9e-05","Miconia squamulosa","4","7.2799","0.289536","0.144768","0.029649","Miconia squamulosa","4","7.115747","0.034566","0.017283","0.003071","Miconia squamulosa","4","9.07775","0.017546","0.008773","0.029197"
"642","Bucquetia glutinosa","7","5.64838","0.00594","0.002245","1.1e-05","Bucquetia glutinosa","7","7.074075","0.169522","0.064073","0.016942","Bucquetia glutinosa","7","7.064872","0.073578","0.02781","0.001755","Bucquetia glutinosa","7","9.238754","0.153882","0.058162","0.016684"
"643","Miconia elaeoides","11","5.651719","0.006705","0.002022","7e-06","Miconia elaeoides","11","7.376539","0.368605","0.111139","0.010781","Miconia elaeoides","11","7.101961","0.063082","0.01902","0.001117","Miconia elaeoides","11","9.421093","0.345254","0.104098","0.010617"
"644","Clidemia myrmecina","8","5.695978","0.007481","0.002645","9e-06","Clidemia myrmecina","8","8.041839","0.383763","0.135681","0.014824","Clidemia myrmecina","7","7.356793","0.030462","0.011514","0.001755","Clidemia myrmecina","7","9.942928","0.344514","0.130214","0.016684"
"645","Miconia smithii","1","5.666946",NA,NA,"7.5e-05","Miconia smithii","1","7.350516",NA,NA,"0.118594","Miconia smithii","1","7.271009",NA,NA,"0.012284","Miconia smithii","1","9.356171",NA,NA,"0.116788"
"646","Miconia caudata","16","5.677424","0.008703","0.002176","5e-06","Miconia caudata","16","7.623978","0.358049","0.089512","0.007412","Miconia caudata","16","7.249477","0.085463","0.021366","0.000768","Miconia caudata","16","9.603438","0.195499","0.048875","0.007299"
"647","Miconia summa","6","5.650815","0.025295","0.010327","1.2e-05","Miconia summa","6","7.360417","0.301219","0.122972","0.019766","Miconia summa","6","7.054718","0.14787","0.060368","0.002047","Miconia summa","6","9.451239","0.287669","0.11744","0.019465"
"648","Miconia salicifolia","33","5.650071","0.019062","0.003318","2e-06","Miconia salicifolia","33","7.095633","0.682957","0.118888","0.003594","Miconia salicifolia","33","7.037673","0.166772","0.029031","0.000372","Miconia salicifolia","33","9.200265","0.669233","0.116499","0.003539"
"649","Tibouchina inopinata","1","5.670743",NA,NA,"7.5e-05","Tibouchina inopinata","1","7.8018",NA,NA,"0.118594","Tibouchina inopinata","1","7.229114",NA,NA,"0.012284","Tibouchina inopinata","1","9.991865",NA,NA,"0.116788"
"650","Huberia peruviana","2","5.666592","0.005382","0.003806","3.7e-05","Huberia peruviana","2","6.861642","0.138249","0.097757","0.059297","Huberia peruviana","2","7.11165","0.032868","0.023241","0.006142","Huberia peruviana","2","8.978798","0.230283","0.162835","0.058394"
"651","Brachyotum confertum","2","5.651254","0.004968","0.003513","3.7e-05","Brachyotum confertum","2","6.612476","0.233586","0.16517","0.059297","Brachyotum confertum","2","6.950794","0.087995","0.062222","0.006142","Brachyotum confertum","2","9.113874","0.185349","0.131062","0.058394"
"652","Comoliopsis coriacea","1","5.689853",NA,NA,"7.5e-05","Comoliopsis coriacea","1","7.766841",NA,NA,"0.118594","Comoliopsis coriacea","1","7.398786",NA,NA,"0.012284","Comoliopsis coriacea","1","9.503085",NA,NA,"0.116788"
"653","Miconia stelligera","12","5.694326","0.0071","0.00205","6e-06","Miconia stelligera","12","7.657934","0.365201","0.105424","0.009883","Miconia stelligera","12","7.182982","0.099873","0.028831","0.001024","Miconia stelligera","12","9.604103","0.369605","0.106696","0.009732"
"654","Conostegia micrantha","11","5.687867","0.010212","0.003079","7e-06","Conostegia micrantha","11","7.996994","0.301083","0.09078","0.010781","Conostegia micrantha","11","7.355809","0.10162","0.03064","0.001117","Conostegia micrantha","11","9.830681","0.30052","0.09061","0.010617"
"655","Clidemia sprucei","17","5.690141","0.010275","0.002492","4e-06","Clidemia sprucei","17","7.85904","0.502974","0.121989","0.006976","Clidemia sprucei","17","7.100713","0.060854","0.014759","0.000723","Clidemia sprucei","17","9.987252","0.445436","0.108034","0.00687"
"656","Brachyotum lindenii","9","5.656336","0.024002","0.008001","8e-06","Brachyotum lindenii","9","7.386082","0.446913","0.148971","0.013177","Brachyotum lindenii","9","6.946391","0.1431","0.0477","0.001365","Brachyotum lindenii","9","9.618806","0.424532","0.141511","0.012976"
"657","Memecylon sitanum","1","5.694574",NA,NA,"7.5e-05","Memecylon sitanum","1","7.336937",NA,NA,"0.118594","Memecylon sitanum","1","7.100027",NA,NA,"0.012284","Memecylon sitanum","1","9.673445",NA,NA,"0.116788"
"658","Conostegia bracteata","12","5.694166","0.00563","0.001625","6e-06","Conostegia bracteata","12","8.051938","0.227077","0.065551","0.009883","Conostegia bracteata","13","7.387521","0.045403","0.012593","0.000945","Conostegia bracteata","13","9.804484","0.173468","0.048111","0.008984"
"659","Blakea multiflora","21","5.673446","0.019483","0.004252","4e-06","Blakea multiflora","21","7.381054","0.389124","0.084914","0.005647","Blakea multiflora","21","7.2253","0.078529","0.017136","0.000585","Blakea multiflora","21","9.322687","0.370326","0.080812","0.005561"
"660","Axinaea floribunda","9","5.661029","0.011488","0.003829","8e-06","Axinaea floribunda","9","7.195909","0.388213","0.129404","0.013177","Axinaea floribunda","9","7.120168","0.171868","0.057289","0.001365","Axinaea floribunda","9","9.409027","0.393015","0.131005","0.012976"
"661","Tococa gonoptera","1","5.700276",NA,NA,"7.5e-05","Tococa gonoptera","1","7.674617",NA,NA,"0.118594","Tococa gonoptera","1","7.227662",NA,NA,"0.012284","Tococa gonoptera","1","9.704915",NA,NA,"0.116788"
"662","Miconia acuminata","13","5.696016","0.008328","0.00231","6e-06","Miconia acuminata","13","7.682383","0.300545","0.083356","0.009123","Miconia acuminata","13","7.323679","0.071364","0.019793","0.000945","Miconia acuminata","13","9.531402","0.286499","0.079461","0.008984"
"663","Miconia biperulifera","3","5.678203","0.024792","0.014314","2.5e-05","Miconia biperulifera","3","8.030771","0.253927","0.146605","0.039531","Miconia biperulifera","3","7.268491","0.292867","0.169087","0.004095","Miconia biperulifera","3","9.759349","0.264182","0.152526","0.038929"
"664","Miconia quadrialata","3","5.652186","0.005683","0.003281","2.5e-05","Miconia quadrialata","3","7.277249","0.045609","0.026332","0.039531","Miconia quadrialata","3","7.193339","0.05022","0.028995","0.004095","Miconia quadrialata","3","8.958997","0.111382","0.064306","0.038929"
"665","Miconia bensparrei","2","5.67192","0.010463","0.007398","3.7e-05","Miconia bensparrei","2","7.52391","0.365546","0.25848","0.059297","Miconia bensparrei","2","7.145191","0.004461","0.003154","0.006142","Miconia bensparrei","2","9.317193","0.462272","0.326876","0.058394"
"666","Miconia tuberculata","21","5.679029","0.016361","0.00357","4e-06","Miconia tuberculata","21","7.22714","0.390938","0.08531","0.005647","Miconia tuberculata","21","7.3141","0.127766","0.027881","0.000585","Miconia tuberculata","21","9.124447","0.407953","0.089023","0.005561"
"667","Graffenrieda harlingii","1","5.670398",NA,NA,"7.5e-05","Graffenrieda harlingii","1","6.959399",NA,NA,"0.118594","Graffenrieda harlingii","1","7.088409",NA,NA,"0.012284","Graffenrieda harlingii","1","8.815964",NA,NA,"0.116788"
"668","Tococa carolensis","8","5.689873","0.007022","0.002483","9e-06","Tococa carolensis","8","7.673724","0.368066","0.130131","0.014824","Tococa carolensis","8","7.164807","0.098302","0.034755","0.001536","Tococa carolensis","8","9.769863","0.341592","0.120771","0.014599"
"669","Miconia pseudoradula","5","5.668359","0.00971","0.004342","1.5e-05","Miconia pseudoradula","5","7.89076","0.251068","0.112281","0.023719","Miconia pseudoradula","5","7.173724","0.085888","0.03841","0.002457","Miconia pseudoradula","5","9.757563","0.059278","0.02651","0.023358"
"670","Blakea jativae","1","5.686128",NA,NA,"7.5e-05","Blakea jativae","1","7.976595",NA,NA,"0.118594","Blakea jativae","1","7.057037",NA,NA,"0.012284","Blakea jativae","1","9.9651",NA,NA,"0.116788"
"671","Blakea gracilis","9","5.687058","0.013954","0.004651","8e-06","Blakea gracilis","9","7.778895","0.343845","0.114615","0.013177","Blakea gracilis","9","7.363697","0.151736","0.050579","0.001365","Blakea gracilis","9","9.579688","0.305598","0.101866","0.012976"
"672","Clidemia killipii","3","5.697035","0.002852","0.001647","2.5e-05","Clidemia killipii","3","8.749686","0.201387","0.116271","0.039531","Clidemia killipii","3","7.24992","0.003956","0.002284","0.004095","Clidemia killipii","3","10.578828","0.090821","0.052436","0.038929"
"673","Adelobotrys boissieriana","9","5.691708","0.006762","0.002254","8e-06","Adelobotrys boissieriana","9","7.931425","0.393912","0.131304","0.013177","Adelobotrys boissieriana","9","7.117913","0.087964","0.029321","0.001365","Adelobotrys boissieriana","9","10.053747","0.405878","0.135293","0.012976"
"674","Warneckea amaniensis","9","5.687905","0.008244","0.002748","8e-06","Warneckea amaniensis","9","7.024172","0.357086","0.119029","0.013177","Warneckea amaniensis","9","7.374808","0.094821","0.031607","0.001365","Warneckea amaniensis","9","8.936519","0.384858","0.128286","0.012976"
"675","Memecylon sejunctum","6","5.689315","0.008577","0.003502","1.2e-05","Memecylon sejunctum","6","7.619446","0.438338","0.178951","0.019766","Memecylon sejunctum","6","7.505035","0.153424","0.062635","0.002047","Memecylon sejunctum","6","9.251694","0.389432","0.158985","0.019465"
"676","Brachyotum benthamianum","1","5.656167",NA,NA,"7.5e-05","Brachyotum benthamianum","1","7.066467",NA,NA,"0.118594","Brachyotum benthamianum","1","7.081709",NA,NA,"0.012284","Brachyotum benthamianum","1","9.140025",NA,NA,"0.116788"
"677","Blakea herrerae","1","5.696254",NA,NA,"7.5e-05","Blakea herrerae","1","7.883823",NA,NA,"0.118594","Blakea herrerae","1","7.40001",NA,NA,"0.012284","Blakea herrerae","1","9.561701",NA,NA,"0.116788"
"678","Conostegia pittieri","6","5.676048","0.007029","0.00287","1.2e-05","Conostegia pittieri","6","8.000712","0.231575","0.09454","0.019766","Conostegia pittieri","6","7.262397","0.115941","0.047333","0.002047","Conostegia pittieri","6","9.959269","0.251256","0.102575","0.019465"
"679","Miconia variabilis","27","5.688679","0.00831","0.001599","3e-06","Miconia variabilis","27","8.033376","0.49222","0.094728","0.004392","Miconia variabilis","27","7.187966","0.125075","0.024071","0.000455","Miconia variabilis","27","10.058492","0.406477","0.078227","0.004325"
