"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"280","Clidemia epibaterium","28","5.693628","0.009635","0.001821","3e-06","Clidemia epibaterium","28","7.888413","0.239531","0.045267","0.004236","Clidemia epibaterium","28","7.202238","0.100939","0.019076","0.000439","Clidemia epibaterium","28","9.868517","0.240285","0.04541","0.004171"
"281","Tococa caudata","9","5.698193","0.000524","0.000175","8e-06","Tococa caudata","9","7.946602","0.092366","0.030789","0.013177","Tococa caudata","9","7.09015","0.025837","0.008612","0.001365","Tococa caudata","9","10.033272","0.072493","0.024164","0.012976"
"282","Clidemia japurensis","67","5.697669","0.003961","0.000484","1e-06","Clidemia japurensis","67","7.860447","0.273319","0.033391","0.00177","Clidemia japurensis","67","7.266869","0.128109","0.015651","0.000183","Clidemia japurensis","67","9.756947","0.335717","0.041014","0.001743"
"283","Miconia mazanana","13","5.695631","0.002413","0.000669","6e-06","Miconia mazanana","13","8.033969","0.216173","0.059956","0.009123","Miconia mazanana","13","7.084698","0.058485","0.016221","0.000945","Miconia mazanana","13","10.156089","0.204178","0.056629","0.008984"
"284","Blakea brasiliensis","5","5.694435","0.003221","0.00144","1.5e-05","Blakea brasiliensis","5","8.122013","0.076722","0.034311","0.023719","Blakea brasiliensis","5","7.095993","0.066092","0.029557","0.002457","Blakea brasiliensis","5","10.172257","0.246157","0.110085","0.023358"
"285","Alloneuron ulei","2","5.684714","0.014895","0.010532","3.7e-05","Alloneuron ulei","2","8.175288","0.066464","0.046997","0.059297","Alloneuron ulei","2","7.13845","0.069589","0.049207","0.006142","Alloneuron ulei","2","10.126194","0.035593","0.025168","0.058394"
"286","Desmoscelis villosa","182","5.695627","0.006947","0.000515","0","Desmoscelis villosa","182","7.485049","0.360993","0.026759","0.000652","Desmoscelis villosa","182","7.327111","0.097681","0.007241","6.7e-05","Desmoscelis villosa","182","9.372655","0.380704","0.02822","0.000642"
"287","Miconia egensis","45","5.697634","0.003997","0.000596","2e-06","Miconia egensis","45","7.743948","0.256246","0.038199","0.002635","Miconia egensis","45","7.251818","0.09778","0.014576","0.000273","Miconia egensis","45","9.691941","0.254049","0.037871","0.002595"
"288","Miconia capitellata","11","5.668187","0.013121","0.003956","7e-06","Miconia capitellata","11","7.451062","0.415613","0.125312","0.010781","Miconia capitellata","11","7.04165","0.113259","0.034149","0.001117","Miconia capitellata","11","9.624925","0.360728","0.108764","0.010617"
"289","Tococa symphyandra","16","5.679245","0.010655","0.002664","5e-06","Tococa symphyandra","16","7.986206","0.377279","0.09432","0.007412","Tococa symphyandra","16","7.095202","0.124835","0.031209","0.000768","Tococa symphyandra","16","10.012958","0.326485","0.081621","0.007299"
"290","Tococa coronata","95","5.697593","0.006019","0.000618","1e-06","Tococa coronata","95","7.837274","0.23417","0.024025","0.001248","Tococa coronata","95","7.201476","0.114363","0.011733","0.000129","Tococa coronata","95","9.844083","0.249973","0.025647","0.001229"
"291","Tococa platyphylla","33","5.683024","0.00856","0.00149","2e-06","Tococa platyphylla","33","7.885358","0.279085","0.048582","0.003594","Tococa platyphylla","33","7.255172","0.104909","0.018262","0.000372","Tococa platyphylla","33","9.833438","0.318931","0.055519","0.003539"
"292","Leandra glandulifera","21","5.693009","0.007282","0.001589","4e-06","Leandra glandulifera","21","7.946118","0.348125","0.075967","0.005647","Leandra glandulifera","21","7.150791","0.058293","0.012721","0.000585","Leandra glandulifera","21","9.937203","0.252923","0.055192","0.005561"
"293","Graffenrieda rotundifolia","2","5.700275","0.002365","0.001672","3.7e-05","Graffenrieda rotundifolia","2","7.816741","0.077174","0.05457","0.059297","Graffenrieda rotundifolia","2","7.387399","0.002189","0.001548","0.006142","Graffenrieda rotundifolia","2","9.623726","0.063444","0.044862","0.058394"
"294","Miconia barbinervis","75","5.694791","0.007116","0.000822","1e-06","Miconia barbinervis","75","7.856028","0.329667","0.038067","0.001581","Miconia barbinervis","75","7.262972","0.155299","0.017932","0.000164","Miconia barbinervis","75","9.802551","0.362222","0.041826","0.001557"
"295","Clidemia ostrina","18","5.692935","0.010228","0.002411","4e-06","Clidemia ostrina","18","7.989751","0.314068","0.074027","0.006589","Clidemia ostrina","17","7.335003","0.074536","0.018078","0.000723","Clidemia ostrina","17","9.887107","0.367892","0.089227","0.00687"
"296","Graffenrieda emarginata","30","5.670289","0.012428","0.002269","2e-06","Graffenrieda emarginata","30","7.529574","0.449201","0.082013","0.003953","Graffenrieda emarginata","30","7.167653","0.088461","0.016151","0.000409","Graffenrieda emarginata","30","9.429886","0.410835","0.075008","0.003893"
"297","Leandra secundiflora","15","5.692635","0.010695","0.002761","5e-06","Leandra secundiflora","15","7.958349","0.196172","0.050651","0.007906","Leandra secundiflora","15","7.081121","0.037549","0.009695","0.000819","Leandra secundiflora","15","10.103146","0.155922","0.040259","0.007786"
"298","Miconia asclepiadea","14","5.672148","0.014261","0.003811","5e-06","Miconia asclepiadea","14","7.710275","0.447843","0.119691","0.008471","Miconia asclepiadea","14","7.031421","0.113758","0.030403","0.000877","Miconia asclepiadea","14","9.822218","0.326834","0.08735","0.008342"
"299","Miconia pulvinata","18","5.685893","0.009884","0.00233","4e-06","Miconia pulvinata","18","7.752308","0.359939","0.084838","0.006589","Miconia pulvinata","18","7.294304","0.101455","0.023913","0.000682","Miconia pulvinata","18","9.650022","0.305085","0.071909","0.006488"
"300","Clidemia ciliata","26","5.679057","0.010318","0.002024","3e-06","Clidemia ciliata","26","7.627686","0.369833","0.07253","0.004561","Clidemia ciliata","26","7.250626","0.094819","0.018596","0.000472","Clidemia ciliata","26","9.627222","0.385216","0.075547","0.004492"
"301","Adelobotrys subsessilis","11","5.697077","0.001466","0.000442","7e-06","Adelobotrys subsessilis","11","7.954048","0.080558","0.024289","0.010781","Adelobotrys subsessilis","11","7.08594","0.030188","0.009102","0.001117","Adelobotrys subsessilis","11","10.06356","0.062261","0.018772","0.010617"
"302","Tococa cordata","4","5.697009","0.001459","0.00073","1.9e-05","Tococa cordata","4","7.980814","0.143525","0.071763","0.029649","Tococa cordata","4","7.19507","0.036367","0.018183","0.003071","Tococa cordata","4","10.028186","0.077637","0.038818","0.029197"
"303","Mouriri guianensis","107","5.699883","0.00481","0.000465","1e-06","Mouriri guianensis","107","7.457736","0.395387","0.038224","0.001108","Mouriri guianensis","105","7.340741","0.120526","0.011762","0.000117","Mouriri guianensis","105","9.322822","0.433995","0.042354","0.001112"
"304","Adelobotrys tessmannii","15","5.69199","0.007153","0.001847","5e-06","Adelobotrys tessmannii","15","7.81867","0.34975","0.090305","0.007906","Adelobotrys tessmannii","15","7.130192","0.068502","0.017687","0.000819","Adelobotrys tessmannii","15","9.973596","0.375799","0.097031","0.007786"
"305","Rhynchanthera bracteata","8","5.699146","0.000894","0.000316","9e-06","Rhynchanthera bracteata","8","7.614888","0.178535","0.063122","0.014824","Rhynchanthera bracteata","8","7.316531","0.066524","0.02352","0.001536","Rhynchanthera bracteata","8","9.548926","0.153","0.054094","0.014599"
"306","Centronia laurifolia","5","5.684007","0.006024","0.002694","1.5e-05","Centronia laurifolia","5","7.31682","0.333795","0.149278","0.023719","Centronia laurifolia","5","7.197172","0.066525","0.029751","0.002457","Centronia laurifolia","5","9.463382","0.230406","0.103041","0.023358"
"307","Blakea subvaginata","6","5.683675","0.006517","0.002661","1.2e-05","Blakea subvaginata","6","7.779519","0.734933","0.300035","0.019766","Blakea subvaginata","6","7.079503","0.060499","0.024699","0.002047","Blakea subvaginata","6","10.039948","0.537683","0.219508","0.019465"
"308","Tococa capitata","10","5.697731","0.000728","0.00023","7e-06","Tococa capitata","10","7.960749","0.097907","0.030961","0.011859","Tococa capitata","10","7.078164","0.019803","0.006262","0.001228","Tococa capitata","10","10.089998","0.106615","0.033715","0.011679"
"309","Adelobotrys spruceana","14","5.693543","0.006759","0.001806","5e-06","Adelobotrys spruceana","14","7.990523","0.301092","0.08047","0.008471","Adelobotrys spruceana","14","7.209866","0.120473","0.032198","0.000877","Adelobotrys spruceana","14","9.899515","0.250759","0.067018","0.008342"
"310","Miconia crassinervia","28","5.693405","0.01031","0.001948","3e-06","Miconia crassinervia","28","7.748076","0.371087","0.070129","0.004236","Miconia crassinervia","28","7.288305","0.082062","0.015508","0.000439","Miconia crassinervia","28","9.629009","0.286427","0.05413","0.004171"
"311","Miconia cremophylla","14","5.659701","0.008093","0.002163","5e-06","Miconia cremophylla","14","7.755351","0.438558","0.11721","0.008471","Miconia cremophylla","14","7.10647","0.087031","0.02326","0.000877","Miconia cremophylla","14","9.58143","0.328751","0.087862","0.008342"
"312","Bellucia arborescens","13","5.694269","0.006499","0.001802","6e-06","Bellucia arborescens","13","8.024815","0.141284","0.039185","0.009123","Bellucia arborescens","13","7.176257","0.089186","0.024736","0.000945","Bellucia arborescens","13","10.002595","0.182909","0.05073","0.008984"
"313","Miconia nutans","49","5.682006","0.011329","0.001618","2e-06","Miconia nutans","49","7.707963","0.422931","0.060419","0.00242","Miconia nutans","49","7.255615","0.135172","0.01931","0.000251","Miconia nutans","49","9.643873","0.444753","0.063536","0.002383"
"314","Conostegia henripittieri","5","5.679374","0.005816","0.002601","1.5e-05","Conostegia henripittieri","5","7.775392","0.183805","0.0822","0.023719","Conostegia henripittieri","5","7.131396","0.073902","0.03305","0.002457","Conostegia henripittieri","5","10.07579","0.23196","0.103736","0.023358"
"315","Miconia decurrens","31","5.692477","0.006648","0.001194","2e-06","Miconia decurrens","31","7.785924","0.404628","0.072673","0.003826","Miconia decurrens","31","7.183937","0.095248","0.017107","0.000396","Miconia decurrens","31","9.836389","0.393292","0.070637","0.003767"
"316","Miconia triangularis","5","5.688221","0.004301","0.001923","1.5e-05","Miconia triangularis","5","7.384088","0.615952","0.275462","0.023719","Miconia triangularis","5","7.078366","0.093295","0.041723","0.002457","Miconia triangularis","5","9.918163","0.464829","0.207878","0.023358"
"317","Meriania hernandoi","6","5.669161","0.008463","0.003455","1.2e-05","Meriania hernandoi","6","8.009936","0.261772","0.106868","0.019766","Meriania hernandoi","6","7.035752","0.101723","0.041528","0.002047","Meriania hernandoi","6","9.948503","0.397998","0.162482","0.019465"
"318","Mouriri crassifolia","11","5.700853","0.00114","0.000344","7e-06","Mouriri crassifolia","11","7.783686","0.220292","0.066421","0.010781","Mouriri crassifolia","12","7.361233","0.097432","0.028126","0.001024","Mouriri crassifolia","12","9.645966","0.196768","0.056802","0.009732"
"319","Acisanthera hedyotidea","5","5.700003","0.003797","0.001698","1.5e-05","Acisanthera hedyotidea","5","7.448068","0.368329","0.164722","0.023719","Acisanthera hedyotidea","5","7.393762","0.082899","0.037074","0.002457","Acisanthera hedyotidea","5","9.241832","0.268964","0.120284","0.023358"
"320","Conostegia ecuadorensis","10","5.688209","0.006614","0.002092","7e-06","Conostegia ecuadorensis","10","7.823376","0.48114","0.15215","0.011859","Conostegia ecuadorensis","10","7.132215","0.114692","0.036269","0.001228","Conostegia ecuadorensis","10","10.083591","0.263976","0.083477","0.011679"
"321","Miconia diaphanea","16","5.698262","0.003368","0.000842","5e-06","Miconia diaphanea","16","7.772765","0.117264","0.029316","0.007412","Miconia diaphanea","16","7.298688","0.075219","0.018805","0.000768","Miconia diaphanea","16","9.666272","0.117971","0.029493","0.007299"
"322","Clidemia crenulata","40","5.692089","0.008401","0.001328","2e-06","Clidemia crenulata","40","8.102288","0.350179","0.055368","0.002965","Clidemia crenulata","39","7.288993","0.1118","0.017902","0.000315","Clidemia crenulata","39","9.95874","0.336478","0.05388","0.002995"
"323","Miconia paleacea","40","5.6937","0.007006","0.001108","2e-06","Miconia paleacea","40","7.875368","0.314966","0.0498","0.002965","Miconia paleacea","40","7.254096","0.155829","0.024639","0.000307","Miconia paleacea","40","9.854755","0.355383","0.056191","0.00292"
"324","Mouriri collocarpa","28","5.69995","0.002786","0.000527","3e-06","Mouriri collocarpa","28","7.704872","0.194502","0.036757","0.004236","Mouriri collocarpa","28","7.302996","0.079346","0.014995","0.000439","Mouriri collocarpa","28","9.596657","0.176182","0.033295","0.004171"
"325","Miconia ferruginata","80","5.691461","0.007206","0.000806","1e-06","Miconia ferruginata","80","7.222104","0.289952","0.032418","0.001482","Miconia ferruginata","80","7.332939","0.077356","0.008649","0.000154","Miconia ferruginata","80","9.102024","0.269314","0.03011","0.00146"
"326","Miconia latecrenata","47","5.68242","0.007351","0.001072","2e-06","Miconia latecrenata","47","7.346262","0.199527","0.029104","0.002523","Miconia latecrenata","47","7.142041","0.082398","0.012019","0.000261","Miconia latecrenata","47","9.369479","0.214429","0.031278","0.002485"
"327","Leandra australis","42","5.679595","0.00593","0.000915","2e-06","Leandra australis","42","7.386494","0.169715","0.026188","0.002824","Leandra australis","41","7.162289","0.099455","0.015532","3e-04","Leandra australis","41","9.417972","0.176471","0.02756","0.002848"
"328","Miconia cinnamomifolia","44","5.685537","0.008508","0.001283","2e-06","Miconia cinnamomifolia","44","7.303957","0.198891","0.029984","0.002695","Miconia cinnamomifolia","42","7.17131","0.089497","0.01381","0.000292","Miconia cinnamomifolia","43","9.295726","0.275126","0.041956","0.002716"
"329","Ossaea amygdaloides","36","5.684167","0.00595","0.000992","2e-06","Ossaea amygdaloides","36","7.341135","0.177842","0.02964","0.003294","Ossaea amygdaloides","35","7.1661","0.095373","0.016121","0.000351","Ossaea amygdaloides","35","9.385878","0.211675","0.03578","0.003337"
"330","Miconia cubatanensis","44","5.682374","0.009637","0.001453","2e-06","Miconia cubatanensis","44","7.282974","0.345429","0.052075","0.002695","Miconia cubatanensis","43","7.191957","0.136525","0.02082","0.000286","Miconia cubatanensis","43","9.291132","0.376513","0.057418","0.002716"
"331","Leandra aurea","65","5.681162","0.006525","0.000809","1e-06","Leandra aurea","65","7.253042","0.227089","0.028167","0.001825","Leandra aurea","65","7.197905","0.10727","0.013305","0.000189","Leandra aurea","65","9.234867","0.247082","0.030647","0.001797"
"332","Dissotis princeps","15","5.675637","0.008215","0.002121","5e-06","Dissotis princeps","15","7.201364","0.272614","0.070389","0.007906","Dissotis princeps","15","7.35581","0.108272","0.027956","0.000819","Dissotis princeps","15","8.963954","0.339193","0.087579","0.007786"
"333","Clidemia urceolata","58","5.690493","0.006066","0.000797","1e-06","Clidemia urceolata","58","7.410713","0.343731","0.045134","0.002045","Clidemia urceolata","58","7.264181","0.103874","0.013639","0.000212","Clidemia urceolata","58","9.342751","0.342326","0.04495","0.002014"
"334","Leandra fluminensis","2","5.683749","0.001443","0.00102","3.7e-05","Leandra fluminensis","2","6.867733","0.234439","0.165773","0.059297","Leandra fluminensis","2","7.313529","0.009896","0.006998","0.006142","Leandra fluminensis","2","8.765583","0.011252","0.007956","0.058394"
"335","Miconia caudigera","17","5.686599","0.007632","0.001851","4e-06","Miconia caudigera","17","6.876685","0.379516","0.092046","0.006976","Miconia caudigera","17","7.28609","0.084273","0.020439","0.000723","Miconia caudigera","17","8.83906","0.404173","0.098026","0.00687"
"336","Leandra blanchetiana","2","5.683069","0.000481","0.00034","3.7e-05","Leandra blanchetiana","2","6.752153","0.397894","0.281354","0.059297","Leandra blanchetiana","2","7.316827","0.014561","0.010296","0.006142","Leandra blanchetiana","2","8.66946","0.124686","0.088166","0.058394"
"337","Miconia paniculata","25","5.678611","0.0089","0.00178","3e-06","Miconia paniculata","25","7.373629","0.248696","0.049739","0.004744","Miconia paniculata","25","7.121475","0.094557","0.018911","0.000491","Miconia paniculata","25","9.405131","0.271716","0.054343","0.004672"
"338","Marcetia mucugensis","1","5.687484",NA,NA,"7.5e-05","Marcetia mucugensis","1","6.980076",NA,NA,"0.118594","Marcetia mucugensis","1","7.307202",NA,NA,"0.012284","Marcetia mucugensis","1","8.742415",NA,NA,"0.116788"
"339","Marcetia alba","1","5.670053",NA,NA,"7.5e-05","Marcetia alba","1","7.146772",NA,NA,"0.118594","Marcetia alba","1","7.282761",NA,NA,"0.012284","Marcetia alba","1","8.923591",NA,NA,"0.116788"
"340","Marcetia canescens","4","5.686293","0.003516","0.001758","1.9e-05","Marcetia canescens","4","6.611617","0.239108","0.119554","0.029649","Marcetia canescens","4","7.33081","0.060469","0.030234","0.003071","Marcetia canescens","4","8.50807","0.304234","0.152117","0.029197"
"341","Pterolepis parnassiifolia","1","5.68375",NA,NA,"7.5e-05","Pterolepis parnassiifolia","1","6.6995",NA,NA,"0.118594","Pterolepis parnassiifolia","1","7.31322",NA,NA,"0.012284","Pterolepis parnassiifolia","1","8.79936",NA,NA,"0.116788"
"342","Tibouchina pereirae","5","5.689171","0.003767","0.001685","1.5e-05","Tibouchina pereirae","5","6.619099","0.332708","0.148792","0.023719","Tibouchina pereirae","5","7.356752","0.032386","0.014483","0.002457","Tibouchina pereirae","5","8.464048","0.219945","0.098362","0.023358"
"343","Marcetia velutina","3","5.681239","0.006371","0.003678","2.5e-05","Marcetia velutina","3","6.827995","0.316972","0.183004","0.039531","Marcetia velutina","3","7.327203","0.070632","0.040779","0.004095","Marcetia velutina","3","8.752388","0.244239","0.141011","0.038929"
"344","Trembleya parviflora","56","5.681593","0.008457","0.00113","1e-06","Trembleya parviflora","56","7.189852","0.306838","0.041003","0.002118","Trembleya parviflora","56","7.216236","0.113683","0.015192","0.000219","Trembleya parviflora","56","9.183001","0.350896","0.04689","0.002086"
"345","Clidemia biserrata","66","5.695704","0.006582","0.00081","1e-06","Clidemia biserrata","66","7.22789","0.386967","0.047632","0.001797","Clidemia biserrata","66","7.317867","0.116846","0.014383","0.000186","Clidemia biserrata","66","9.145015","0.415023","0.051086","0.00177"
"346","Tibouchina barnebyana","1","5.6885",NA,NA,"7.5e-05","Tibouchina barnebyana","1","7.036148",NA,NA,"0.118594","Tibouchina barnebyana","1","7.330405",NA,NA,"0.012284","Tibouchina barnebyana","1","8.705828",NA,NA,"0.116788"
"347","Tibouchina blanchetiana","4","5.687058","0.002167","0.001084","1.9e-05","Tibouchina blanchetiana","4","6.506399","0.242493","0.121246","0.029649","Tibouchina blanchetiana","4","7.36146","0.043656","0.021828","0.003071","Tibouchina blanchetiana","4","8.459347","0.232887","0.116444","0.029197"
"348","Pterolepis rotundifolia","1","5.682729",NA,NA,"7.5e-05","Pterolepis rotundifolia","1","6.964136",NA,NA,"0.118594","Pterolepis rotundifolia","1","7.287561",NA,NA,"0.012284","Pterolepis rotundifolia","1","8.847791",NA,NA,"0.116788"
"349","Miconia chartacea","42","5.68485","0.010038","0.001549","2e-06","Miconia chartacea","42","7.311918","0.306854","0.047349","0.002824","Miconia chartacea","42","7.199465","0.134186","0.020705","0.000292","Miconia chartacea","42","9.297378","0.33205","0.051236","0.002781"
"350","Ossaea angustifolia","20","5.685383","0.00566","0.001266","4e-06","Ossaea angustifolia","20","7.309547","0.226306","0.050604","0.00593","Ossaea angustifolia","20","7.153832","0.074773","0.01672","0.000614","Ossaea angustifolia","20","9.319496","0.308729","0.069034","0.005839"
"351","Miconia sclerophylla","16","5.683148","0.007728","0.001932","5e-06","Miconia sclerophylla","16","7.103259","0.294907","0.073727","0.007412","Miconia sclerophylla","16","7.259169","0.106588","0.026647","0.000768","Miconia sclerophylla","16","9.009437","0.338263","0.084566","0.007299"
"352","Leandra glabrata","3","5.674511","0.006587","0.003803","2.5e-05","Leandra glabrata","3","7.395933","0.235055","0.135709","0.039531","Leandra glabrata","3","7.09741","0.020436","0.011799","0.004095","Leandra glabrata","3","9.381066","0.161122","0.093024","0.038929"
"353","Ossaea congestiflora","22","5.686678","0.006475","0.00138","3e-06","Ossaea congestiflora","22","7.290682","0.222749","0.04749","0.005391","Ossaea congestiflora","21","7.291113","0.072257","0.015768","0.000585","Ossaea congestiflora","21","9.190855","0.178435","0.038938","0.005561"
"354","Cambessedesia purpurata","4","5.683981","0.007919","0.00396","1.9e-05","Cambessedesia purpurata","4","6.669428","0.230884","0.115442","0.029649","Cambessedesia purpurata","4","7.345825","0.047057","0.023528","0.003071","Cambessedesia purpurata","4","8.539526","0.301258","0.150629","0.029197"
"355","Huberia ovalifolia","14","5.689129","0.007022","0.001877","5e-06","Huberia ovalifolia","14","7.148926","0.342516","0.091541","0.008471","Huberia ovalifolia","16","7.234399","0.075999","0.019","0.000768","Huberia ovalifolia","16","9.090092","0.320062","0.080016","0.007299"
"356","Marcetia candolleana","1","5.674868",NA,NA,"7.5e-05","Marcetia candolleana","1","6.933423",NA,NA,"0.118594","Marcetia candolleana","1","7.255591",NA,NA,"0.012284","Marcetia candolleana","1","8.930759",NA,NA,"0.116788"
"357","Cambessedesia hilariana","62","5.687999","0.007167","0.00091","1e-06","Cambessedesia hilariana","62","7.079252","0.330027","0.041913","0.001913","Cambessedesia hilariana","61","7.322535","0.103052","0.013194","0.000201","Cambessedesia hilariana","61","8.980618","0.348442","0.044613","0.001915"
"358","Melastoma cyanoides","3","5.697148","0.002233","0.001289","2.5e-05","Melastoma cyanoides","3","8.033371","0.277122","0.159996","0.039531","Melastoma cyanoides","3","7.535137","0.021896","0.012642","0.004095","Melastoma cyanoides","3","9.54276","0.606562","0.350199","0.038929"
"359","Memecylon torrei","1","5.700611",NA,NA,"7.5e-05","Memecylon torrei","1","6.958448",NA,NA,"0.118594","Memecylon torrei","1","7.503841",NA,NA,"0.012284","Memecylon torrei","1","8.663024",NA,NA,"0.116788"
"360","Miconia dolichopoda","22","5.665133","0.008495","0.001811","3e-06","Miconia dolichopoda","22","7.514994","0.455692","0.097154","0.005391","Miconia dolichopoda","22","7.165944","0.092599","0.019742","0.000558","Miconia dolichopoda","22","9.41712","0.387661","0.08265","0.005309"
"361","Miconia plethorica","2","5.657535","0.010862","0.007681","3.7e-05","Miconia plethorica","2","7.195814","0.471012","0.333056","0.059297","Miconia plethorica","2","7.104944","0.009289","0.006568","0.006142","Miconia plethorica","2","9.277798","0.325236","0.229977","0.058394"
"362","Comolia villosa","67","5.699506","0.005814","0.00071","1e-06","Comolia villosa","67","7.58678","0.385835","0.047137","0.00177","Comolia villosa","66","7.351872","0.08754","0.010775","0.000186","Comolia villosa","66","9.440137","0.399423","0.049166","0.00177"
"363","Miconia pyrifolia","63","5.696318","0.00474","0.000597","1e-06","Miconia pyrifolia","63","7.597731","0.321755","0.040537","0.001882","Miconia pyrifolia","63","7.268378","0.085534","0.010776","0.000195","Miconia pyrifolia","63","9.536343","0.30963","0.03901","0.001854"
"364","Cambessedesia gracilis","1","5.674868",NA,NA,"7.5e-05","Cambessedesia gracilis","1","7.099202",NA,NA,"0.118594","Cambessedesia gracilis","1","7.281386",NA,NA,"0.012284","Cambessedesia gracilis","1","8.975251",NA,NA,"0.116788"
"365","Comolia ovalifolia","21","5.699426","0.003401","0.000742","4e-06","Comolia ovalifolia","21","7.255506","0.404928","0.088363","0.005647","Comolia ovalifolia","20","7.36734","0.06582","0.014718","0.000614","Comolia ovalifolia","20","9.121187","0.420672","0.094065","0.005839"
"366","Leandra carassana","39","5.674214","0.008892","0.001424","2e-06","Leandra carassana","39","7.431792","0.191742","0.030703","0.003041","Leandra carassana","39","7.103301","0.088908","0.014237","0.000315","Leandra carassana","39","9.482789","0.194519","0.031148","0.002995"
"367","Miconia elegans","53","5.690136","0.006774","0.00093","1e-06","Miconia elegans","53","7.224446","0.234374","0.032194","0.002238","Miconia elegans","53","7.327348","0.08092","0.011115","0.000232","Miconia elegans","53","9.11659","0.220097","0.030233","0.002204"
"368","Leandra micropetala","36","5.698116","0.004987","0.000831","2e-06","Leandra micropetala","36","7.740988","0.209378","0.034896","0.003294","Leandra micropetala","36","7.261978","0.081392","0.013565","0.000341","Leandra micropetala","36","9.660065","0.217662","0.036277","0.003244"
"369","Leandra cuneata","5","5.686177","0.006833","0.003056","1.5e-05","Leandra cuneata","5","7.194217","0.267688","0.119714","0.023719","Leandra cuneata","5","7.193627","0.044919","0.020088","0.002457","Leandra cuneata","5","9.125479","0.259203","0.115919","0.023358"
"370","Astronia meyeri","2","5.684248","0.00697","0.004929","3.7e-05","Astronia meyeri","2","8.137839","0.290588","0.205477","0.059297","Astronia meyeri","2","7.142014","0.112885","0.079822","0.006142","Astronia meyeri","2","10.052656","0.300645","0.212588","0.058394"
"371","Brachyotum harlingii","1","5.655817",NA,NA,"7.5e-05","Brachyotum harlingii","1","7.338238",NA,NA,"0.118594","Brachyotum harlingii","1","6.903747",NA,NA,"0.012284","Brachyotum harlingii","1","9.094817",NA,NA,"0.116788"
"372","Miconia lutescens","1","5.664175",NA,NA,"7.5e-05","Miconia lutescens","1","6.679599",NA,NA,"0.118594","Miconia lutescens","1","7.068172",NA,NA,"0.012284","Miconia lutescens","1","9.006264",NA,NA,"0.116788"
"373","Plethiandra cuneata","6","5.693301","0.015101","0.006165","1.2e-05","Plethiandra cuneata","6","8.110639","0.237248","0.096856","0.019766","Plethiandra cuneata","6","7.246444","0.093165","0.038034","0.002047","Plethiandra cuneata","6","10.059147","0.157098","0.064135","0.019465"
"374","Astronia smilacifolia","7","5.686481","0.017534","0.006627","1.1e-05","Astronia smilacifolia","7","8.142607","0.318426","0.120354","0.016942","Astronia smilacifolia","7","7.162328","0.264654","0.10003","0.001755","Astronia smilacifolia","7","9.95023","0.277251","0.104791","0.016684"
"375","Miconia bullata","2","5.659569","0.018723","0.013239","3.7e-05","Miconia bullata","2","7.108826","0.174209","0.123184","0.059297","Miconia bullata","2","7.031335","0.33007","0.233395","0.006142","Miconia bullata","2","9.055134","0.554283","0.391937","0.058394"
"376","Memecylon myrianthum","14","5.693576","0.00498","0.001331","5e-06","Memecylon myrianthum","14","7.502916","0.170791","0.045646","0.008471","Memecylon myrianthum","14","7.188211","0.105","0.028062","0.000877","Memecylon myrianthum","14","9.478266","0.248207","0.066336","0.008342"
"377","Osbeckia nepalensis","17","5.681318","0.012107","0.002936","4e-06","Osbeckia nepalensis","17","7.048026","0.380053","0.092176","0.006976","Osbeckia nepalensis","17","7.260233","0.097807","0.023722","0.000723","Osbeckia nepalensis","17","9.303139","0.364967","0.088517","0.00687"
"378","Marcetia latifolia","1","5.686806",NA,NA,"7.5e-05","Marcetia latifolia","1","6.230481",NA,NA,"0.118594","Marcetia latifolia","1","7.366445",NA,NA,"0.012284","Marcetia latifolia","1","8.243546",NA,NA,"0.116788"
"379","Miconia tomentosa","82","5.697147","0.004963","0.000548","1e-06","Miconia tomentosa","82","7.685129","0.305283","0.033713","0.001446","Miconia tomentosa","81","7.254192","0.107144","0.011905","0.000152","Miconia tomentosa","81","9.651277","0.340081","0.037787","0.001442"
"380","Guyonia ciliata","21","5.688848","0.008941","0.001951","4e-06","Guyonia ciliata","21","7.659235","0.320163","0.069865","0.005647","Guyonia ciliata","21","7.219041","0.176646","0.038547","0.000585","Guyonia ciliata","21","9.61383","0.350078","0.076393","0.005561"
"381","Miconia ligustrina","24","5.654016","0.021621","0.004413","3e-06","Miconia ligustrina","24","7.443715","0.36245","0.073985","0.004941","Miconia ligustrina","24","7.042365","0.143465","0.029285","0.000512","Miconia ligustrina","24","9.48533","0.337829","0.068959","0.004866"
"382","Miconia jahnii","27","5.65484","0.014091","0.002712","3e-06","Miconia jahnii","27","7.381264","0.407301","0.078385","0.004392","Miconia jahnii","27","7.054214","0.156086","0.030039","0.000455","Miconia jahnii","27","9.484032","0.366292","0.070493","0.004325"
"383","Blakea schlimii","1","5.661397",NA,NA,"7.5e-05","Blakea schlimii","1","7.024649",NA,NA,"0.118594","Blakea schlimii","1","7.299121",NA,NA,"0.012284","Blakea schlimii","1","8.866017",NA,NA,"0.116788"
