"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"452","Amelanchier lamarckii","59","5.637444","0.004069","0.00053","3e-06","Amelanchier lamarckii","59","6.589842","0.295126","0.038422","0.002829","Amelanchier lamarckii","56","6.655556","0.084747","0.011325","0.000911","Amelanchier lamarckii","56","9.184177","0.309859","0.041407","0.003776"
"453","Lachemilla verticillata","1","5.68443",NA,NA,"0.000206","Lachemilla verticillata","1","6.805723",NA,NA,"0.166901","Lachemilla verticillata","1","7.36897",NA,NA,"0.051029","Lachemilla verticillata","1","8.655389",NA,NA,"0.211458"
"454","Cotoneaster bullatus","51","5.635684","0.005059","0.000708","4e-06","Cotoneaster bullatus","51","6.787413","0.406075","0.056862","0.003273","Cotoneaster bullatus","47","6.600175","0.0632","0.009219","0.001086","Cotoneaster bullatus","47","9.391552","0.47033","0.068605","0.004499"
"455","Cliffortia ramosissima","16","5.660017","0.004439","0.00111","1.3e-05","Cliffortia ramosissima","16","6.1547","0.301961","0.07549","0.010431","Cliffortia ramosissima","16","7.480961","0.08292","0.02073","0.003189","Cliffortia ramosissima","16","7.80723","0.332213","0.083053","0.013216"
"456","Leucosidea sericea","17","5.664015","0.005995","0.001454","1.2e-05","Leucosidea sericea","17","6.556478","0.374403","0.090806","0.009818","Leucosidea sericea","17","7.471378","0.094258","0.022861","0.003002","Leucosidea sericea","17","8.263027","0.446224","0.108225","0.012439"
"457","Cliffortia eriocephalina","9","5.655962","0.004853","0.001618","2.3e-05","Cliffortia eriocephalina","9","6.351759","0.425246","0.141749","0.018545","Cliffortia eriocephalina","9","7.442046","0.074824","0.024941","0.00567","Cliffortia eriocephalina","9","7.931067","0.357154","0.119051","0.023495"
"458","Cliffortia montana","5","5.654262","0.00611","0.002732","4.1e-05","Cliffortia montana","5","6.112526","0.209195","0.093555","0.03338","Cliffortia montana","5","7.437274","0.062507","0.027954","0.010206","Cliffortia montana","5","7.878517","0.214629","0.095985","0.042292"
"459","Cliffortia linearifolia","26","5.664052","0.005745","0.001127","8e-06","Cliffortia linearifolia","26","6.664144","0.337839","0.066256","0.006419","Cliffortia linearifolia","26","7.412774","0.089416","0.017536","0.001963","Cliffortia linearifolia","26","8.399032","0.373529","0.073255","0.008133"
"460","Cliffortia arborea","3","5.653715","0.002188","0.001263","6.9e-05","Cliffortia arborea","3","5.607588","0.261882","0.151198","0.055634","Cliffortia arborea","3","7.550726","0.029211","0.016865","0.01701","Cliffortia arborea","3","7.306957","0.17877","0.103213","0.070486"
"461","Cliffortia strobilifera","21","5.667772","0.005276","0.001151","1e-05","Cliffortia strobilifera","21","6.449103","0.42073","0.091811","0.007948","Cliffortia strobilifera","21","7.43153","0.11817","0.025787","0.00243","Cliffortia strobilifera","21","8.07851","0.531009","0.115876","0.010069"
"462","Alchemilla longana","1","5.614405",NA,NA,"0.000206","Alchemilla longana","1","7.021976",NA,NA,"0.166901","Alchemilla longana","1","6.648985",NA,NA,"0.051029","Alchemilla longana","1","9.443117",NA,NA,"0.211458"
"463","Alchemilla fallax","8","5.636883","0.010431","0.003688","2.6e-05","Alchemilla fallax","8","6.906627","0.150636","0.053258","0.020863","Alchemilla fallax","8","6.925348","0.104107","0.036807","0.006379","Alchemilla fallax","8","9.246678","0.24282","0.08585","0.026432"
"464","Pyrus elaeagnifolia","7","5.64458","0.008871","0.003353","2.9e-05","Pyrus elaeagnifolia","7","6.350215","0.197644","0.074702","0.023843","Pyrus elaeagnifolia","7","7.104914","0.106445","0.040232","0.00729","Pyrus elaeagnifolia","7","8.439231","0.262906","0.099369","0.030208"
"465","Fallugia paradoxa","32","5.6565","0.016137","0.002853","6e-06","Fallugia paradoxa","32","5.799134","0.249877","0.044172","0.005216","Fallugia paradoxa","32","7.632243","0.163979","0.028988","0.001595","Fallugia paradoxa","32","7.412694","0.306781","0.054232","0.006608"
"466","Cercocarpus ledifolius","5","5.62504","0.007779","0.003479","4.1e-05","Cercocarpus ledifolius","5","6.13183","0.083853","0.0375","0.03338","Cercocarpus ledifolius","5","7.203567","0.126453","0.056552","0.010206","Cercocarpus ledifolius","5","8.11861","0.272135","0.121702","0.042292"
"467","Cotoneaster turbinatus","7","5.661608","0.009349","0.003534","2.9e-05","Cotoneaster turbinatus","7","7.073863","0.221944","0.083887","0.023843","Cotoneaster turbinatus","7","7.145751","0.058469","0.022099","0.00729","Cotoneaster turbinatus","7","9.111756","0.317959","0.120177","0.030208"
"468","Geum pentapetalum","27","5.632288","0.019893","0.003828","8e-06","Geum pentapetalum","27","7.223648","0.398254","0.076644","0.006182","Geum pentapetalum","27","6.681838","0.271336","0.052219","0.00189","Geum pentapetalum","27","9.712847","0.423493","0.081501","0.007832"
"469","Prunus clarofolia","14","5.650904","0.013186","0.003524","1.5e-05","Prunus clarofolia","14","6.917453","0.345426","0.092319","0.011922","Prunus clarofolia","14","6.982034","0.066631","0.017808","0.003645","Prunus clarofolia","14","9.152222","0.354421","0.094723","0.015104"
"470","Potentilla thuringiaca","9","5.626473","0.010473","0.003491","2.3e-05","Potentilla thuringiaca","9","6.684529","0.405241","0.13508","0.018545","Potentilla thuringiaca","9","6.538799","0.15537","0.05179","0.00567","Potentilla thuringiaca","9","9.37061","0.396631","0.13221","0.023495"
"471","Alchemilla johnstonii","7","5.636116","0.007661","0.002896","2.9e-05","Alchemilla johnstonii","7","7.43508","0.197401","0.074611","0.023843","Alchemilla johnstonii","7","6.892496","0.122351","0.046244","0.00729","Alchemilla johnstonii","7","9.652138","0.26931","0.10179","0.030208"
"472","Cotoneaster melanocarpus","15","5.614756","0.005307","0.00137","1.4e-05","Cotoneaster melanocarpus","15","6.184626","0.235068","0.060694","0.011127","Cotoneaster melanocarpus","15","6.854185","0.071663","0.018503","0.003402","Cotoneaster melanocarpus","15","8.553135","0.24027","0.062037","0.014097"
"473","Stranvaesia nussia","3","5.669349","0.006621","0.003823","6.9e-05","Stranvaesia nussia","3","6.691477","0.470554","0.271674","0.055634","Stranvaesia nussia","3","7.336195","0.262284","0.15143","0.01701","Stranvaesia nussia","3","8.494597","0.733587","0.423537","0.070486"
"474","Rosa subcollina","4","5.629776","0.001226","0.000613","5.1e-05","Rosa subcollina","4","6.423108","0.08288","0.04144","0.041725","Rosa subcollina","3","6.587387","0.022068","0.012741","0.01701","Rosa subcollina","3","9.09931","0.034451","0.01989","0.070486"
"475","Cliffortia ericifolia","1","5.670053",NA,NA,"0.000206","Cliffortia ericifolia","1","6.673298",NA,NA,"0.166901","Cliffortia ericifolia","1","7.390181",NA,NA,"0.051029","Cliffortia ericifolia","1","8.16877",NA,NA,"0.211458"
"476","Geum chiloense","3","5.651809","0.010545","0.006088","6.9e-05","Geum chiloense","3","6.774333","0.515676","0.297726","0.055634","Geum chiloense","3","7.135033","0.128835","0.074383","0.01701","Geum chiloense","3","8.809086","0.747941","0.431824","0.070486"
"477","Crataegus lassa","9","5.670314","0.004181","0.001394","2.3e-05","Crataegus lassa","9","7.141979","0.100939","0.033646","0.018545","Crataegus lassa","9","7.337393","0.040258","0.013419","0.00567","Crataegus lassa","9","9.02126","0.15382","0.051273","0.023495"
"478","Rubus hawaiensis","2","5.661274","0.022133","0.01565","0.000103","Rubus hawaiensis","2","7.616074","0.998888","0.70632","0.083451","Rubus hawaiensis","2","7.222662","0.165287","0.116876","0.025514","Rubus hawaiensis","2","9.869563","1.091059","0.771495","0.105729"
"479","Geum bulgaricum","4","5.633264","0.016044","0.008022","5.1e-05","Geum bulgaricum","4","6.618653","0.325215","0.162607","0.041725","Geum bulgaricum","4","6.877462","0.247601","0.1238","0.012757","Geum bulgaricum","4","8.968376","0.181553","0.090776","0.052865"
"480","Pyrus syriaca","9","5.656025","0.015203","0.005068","2.3e-05","Pyrus syriaca","9","6.300364","0.477636","0.159212","0.018545","Pyrus syriaca","9","7.437454","0.16737","0.05579","0.00567","Pyrus syriaca","9","8.063865","0.508682","0.169561","0.023495"
"481","Rosa phoenicia","1","5.682389",NA,NA,"0.000206","Rosa phoenicia","1","6.280396",NA,NA,"0.166901","Rosa phoenicia","1","7.504392",NA,NA,"0.051029","Rosa phoenicia","1","8.039157",NA,NA,"0.211458"
"482","Cotoneaster submultiflorus","61","5.636217","0.01315","0.001684","3e-06","Cotoneaster submultiflorus","61","6.036902","0.720972","0.092311","0.002736","Cotoneaster submultiflorus","61","7.135549","0.184364","0.023605","0.000837","Cotoneaster submultiflorus","61","8.135632","0.770403","0.09864","0.003467"
"483","Cotoneaster apiculatus","21","5.645265","0.014906","0.003253","1e-05","Cotoneaster apiculatus","21","6.790542","0.301437","0.065779","0.007948","Cotoneaster apiculatus","21","6.938961","0.263819","0.05757","0.00243","Cotoneaster apiculatus","21","9.045735","0.468554","0.102247","0.010069"
"484","Rubus stans","12","5.642254","0.018423","0.005318","1.7e-05","Rubus stans","12","6.78739","0.169407","0.048904","0.013908","Rubus stans","12","6.989522","0.229596","0.066279","0.004252","Rubus stans","12","8.935245","0.317564","0.091673","0.017622"
"485","Rosa foliolosa","10","5.670486","0.005817","0.001839","2.1e-05","Rosa foliolosa","10","6.868355","0.143548","0.045394","0.01669","Rosa foliolosa","10","7.44685","0.075638","0.023919","0.005103","Rosa foliolosa","10","8.644005","0.217043","0.068635","0.021146"
"486","Physocarpus monogynus","8","5.634178","0.008368","0.002959","2.6e-05","Physocarpus monogynus","8","6.089775","0.173161","0.061222","0.020863","Physocarpus monogynus","8","7.35546","0.144432","0.051064","0.006379","Physocarpus monogynus","8","7.938475","0.271476","0.095981","0.026432"
"487","Spiraea nipponica","29","5.641636","0.014775","0.002744","7e-06","Spiraea nipponica","29","6.878215","0.515522","0.09573","0.005755","Spiraea nipponica","27","6.900814","0.341154","0.065655","0.00189","Spiraea nipponica","27","9.171575","0.732188","0.14091","0.007832"
"488","Crataegus harbisonii","7","5.673101","0.001451","0.000548","2.9e-05","Crataegus harbisonii","7","7.211625","0.087588","0.033105","0.023843","Crataegus harbisonii","7","7.344678","0.027169","0.010269","0.00729","Crataegus harbisonii","7","9.099623","0.11428","0.043194","0.030208"
"489","Crataegus canescens","3","5.663468","0.006279","0.003625","6.9e-05","Crataegus canescens","3","7.020974","0.138725","0.080093","0.055634","Crataegus canescens","3","7.25339","0.071763","0.041432","0.01701","Crataegus canescens","3","8.988125","0.071784","0.041445","0.070486"
"490","Cliffortia juniperina","5","5.66769","0.00639","0.002858","4.1e-05","Cliffortia juniperina","5","6.232733","0.632368","0.282804","0.03338","Cliffortia juniperina","5","7.505101","0.099687","0.044581","0.010206","Cliffortia juniperina","5","7.804922","0.59149","0.264522","0.042292"
"491","Prunus oblonga","1","5.676583",NA,NA,"0.000206","Prunus oblonga","1","7.435438",NA,NA,"0.166901","Prunus oblonga","1","7.171657",NA,NA,"0.051029","Prunus oblonga","1","9.410666",NA,NA,"0.211458"
"492","Rubus sulcatus","12","5.635591","0.002053","0.000593","1.7e-05","Rubus sulcatus","12","6.336556","0.102955","0.029721","0.013908","Rubus sulcatus","11","6.597346","0.025594","0.007717","0.004639","Rubus sulcatus","11","9.019305","0.102856","0.031012","0.019223"
"493","Rubus vigorosus","9","5.640099","0.005612","0.001871","2.3e-05","Rubus vigorosus","9","6.47989","0.177428","0.059143","0.018545","Rubus vigorosus","9","6.697321","0.105318","0.035106","0.00567","Rubus vigorosus","9","9.033562","0.183357","0.061119","0.023495"
"494","Cliffortia aculeata","3","5.664261","0.009359","0.005403","6.9e-05","Cliffortia aculeata","3","5.7805","0.291967","0.168567","0.055634","Cliffortia aculeata","3","7.586972","0.16639","0.096065","0.01701","Cliffortia aculeata","3","7.370005","0.365314","0.210914","0.070486"
"495","Cliffortia hantamensis","6","5.658537","0.006196","0.00253","3.4e-05","Cliffortia hantamensis","6","5.917358","0.498352","0.203451","0.027817","Cliffortia hantamensis","6","7.512997","0.136239","0.055619","0.008505","Cliffortia hantamensis","6","7.493937","0.464714","0.189719","0.035243"
"496","Cliffortia heterophylla","1","5.667637",NA,NA,"0.000206","Cliffortia heterophylla","1","6.473891",NA,NA,"0.166901","Cliffortia heterophylla","1","7.247793",NA,NA,"0.051029","Cliffortia heterophylla","1","8.423542",NA,NA,"0.211458"
"497","Cliffortia esterhuyseniae","1","5.671431",NA,NA,"0.000206","Cliffortia esterhuyseniae","1","6.095825",NA,NA,"0.166901","Cliffortia esterhuyseniae","1","7.54009",NA,NA,"0.051029","Cliffortia esterhuyseniae","1","8.071843",NA,NA,"0.211458"
"498","Cliffortia ferruginea","6","5.666419","0.004306","0.001758","3.4e-05","Cliffortia ferruginea","6","6.412445","0.315863","0.128951","0.027817","Cliffortia ferruginea","5","7.36798","0.077046","0.034456","0.010206","Cliffortia ferruginea","5","8.188333","0.342403","0.153127","0.042292"
"499","Cliffortia lepida","1","5.652665",NA,NA,"0.000206","Cliffortia lepida","1","6.444131",NA,NA,"0.166901","Cliffortia lepida","1","7.424165",NA,NA,"0.051029","Cliffortia lepida","1","7.996317",NA,NA,"0.211458"
"500","Potentilla speciosa","7","5.639915","0.009579","0.003621","2.9e-05","Potentilla speciosa","7","6.838745","0.176558","0.066733","0.023843","Potentilla speciosa","7","7.046622","0.142208","0.05375","0.00729","Potentilla speciosa","7","9.021112","0.283189","0.107035","0.030208"
"501","Cliffortia pulchella","3","5.666483","0.002223","0.001283","6.9e-05","Cliffortia pulchella","3","6.021427","0.144836","0.083621","0.055634","Cliffortia pulchella","3","7.477822","0.078581","0.045369","0.01701","Cliffortia pulchella","3","7.676898","0.157908","0.091168","0.070486"
"502","Prunus phaeosticta","32","5.678529","0.009345","0.001652","6e-06","Prunus phaeosticta","32","7.483288","0.254753","0.045034","0.005216","Prunus phaeosticta","32","7.14423","0.133806","0.023654","0.001595","Prunus phaeosticta","32","9.546484","0.280959","0.049667","0.006608"
"503","Cliffortia ilicifolia","6","5.666537","0.003417","0.001395","3.4e-05","Cliffortia ilicifolia","6","6.522421","0.351379","0.14345","0.027817","Cliffortia ilicifolia","6","7.351162","0.039053","0.015943","0.008505","Cliffortia ilicifolia","6","8.181856","0.244996","0.100019","0.035243"
"504","Cliffortia graminea","2","5.65824","0.009374","0.006628","0.000103","Cliffortia graminea","2","6.831304","0.162224","0.11471","0.083451","Cliffortia graminea","2","7.392604","0.051369","0.036323","0.025514","Cliffortia graminea","2","8.283812","0.135703","0.095957","0.105729"
"505","Cliffortia subsetacea","1","5.666946",NA,NA,"0.000206","Cliffortia subsetacea","1","6.869014",NA,NA,"0.166901","Cliffortia subsetacea","1","7.379632",NA,NA,"0.051029","Cliffortia subsetacea","1","8.245384",NA,NA,"0.211458"
"506","Cliffortia dispar","3","5.65768","0.001322","0.000763","6.9e-05","Cliffortia dispar","3","6.409037","0.248957","0.143735","0.055634","Cliffortia dispar","3","7.450179","0.073719","0.042562","0.01701","Cliffortia dispar","3","7.904851","0.289826","0.167331","0.070486"
"507","Bencomia exstipulata","2","5.657353","0.012098","0.008555","0.000103","Bencomia exstipulata","2","6.160316","0.059707","0.042219","0.083451","Bencomia exstipulata","2","7.543186","0.018727","0.013242","0.025514","Bencomia exstipulata","2","7.701635","0.060719","0.042935","0.105729"
"508","Cliffortia spathulata","1","5.638533",NA,NA,"0.000206","Cliffortia spathulata","1","6.717805",NA,NA,"0.166901","Cliffortia spathulata","1","7.118826",NA,NA,"0.051029","Cliffortia spathulata","1","8.958669",NA,NA,"0.211458"
"509","Cliffortia triloba","1","5.668673",NA,NA,"0.000206","Cliffortia triloba","1","5.894403",NA,NA,"0.166901","Cliffortia triloba","1","7.643483",NA,NA,"0.051029","Cliffortia triloba","1","7.25982",NA,NA,"0.211458"
"510","Cliffortia castanea","5","5.660207","0.004099","0.001833","4.1e-05","Cliffortia castanea","5","5.965898","0.414104","0.185193","0.03338","Cliffortia castanea","5","7.506619","0.074443","0.033292","0.010206","Cliffortia castanea","5","7.632565","0.331135","0.148088","0.042292"
"511","Cliffortia amplexistipula","4","5.660177","0.002019","0.00101","5.1e-05","Cliffortia amplexistipula","4","5.731896","0.151925","0.075962","0.041725","Cliffortia amplexistipula","4","7.608876","0.017786","0.008893","0.012757","Cliffortia amplexistipula","4","7.219092","0.106721","0.05336","0.052865"
"512","Cliffortia acutifolia","1","5.672464",NA,NA,"0.000206","Cliffortia acutifolia","1","5.505332",NA,NA,"0.166901","Cliffortia acutifolia","1","7.691657",NA,NA,"0.051029","Cliffortia acutifolia","1","7.138073",NA,NA,"0.211458"
